,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
0,1,1,Dustin Johnson,58,28.18,31,110
1,2,2,Charley Hoffman,93,20.98,47,224
2,3,3,Andrew Loupe,65,19.72,28,142
3,4,4,George McNeill,79,18.73,50,267
4,5,5,Paul Casey,56,18.64,33,177
5,6,6,Lucas Glover,68,18.49,27,146
6,7,7,Rickie Fowler,91,18.45,38,206
7,8,8,Rory McIlroy,66,18.25,23,126
8,9,9,Camilo Villegas,95,17.8,47,264
9,10,10,Aaron Baddeley,74,17.7,40,226
10,11,11,Brooks Koepka,56,17.52,24,137
11,12,12,Chesson Hadley,84,17.14,42,245
12,13,13,Ryan Moore,86,16.89,38,225
13,14,14,Ángel Cabrera,69,16.76,30,179
14,15,15,Luke Guthrie,85,16.61,46,277
15,T16,T16,Gonzalo Fernandez-Castaño,83,16.54,42,254
16,T16,T16,Sergio Garcia,61,16.54,22,133
17,18,18,Charl Schwartzel,64,16.49,32,194
18,19,19,Matt Jones,83,16.22,30,185
19,20,20,Brendan Steele,89,16.19,34,210
20,21,21,Marc Leishman,81,15.97,38,238
21,22,22,Harris English,95,15.81,37,234
22,23,23,Jason Dufner,57,15.71,22,140
23,T24,T24,Kevin Stadler,90,15.7,35,223
24,T24,T24,Henrik Stenson,56,15.7,19,121
25,T24,T24,Gary Woodland,93,15.7,35,223
26,27,27,Jason Day,54,15.63,15,96
27,28,28,Willy Wilcox,51,15.57,19,122
28,T29,T29,Graham DeLaet,80,15.38,30,195
29,T29,T29,Brandt Snedeker,89,15.38,34,221
30,T29,T29,Bubba Watson,76,15.38,22,143
31,32,32,Ricky Barnes,92,15.3,43,281
32,33,33,Adam Scott,68,15.25,27,177
33,34,34,Jim Herman,62,15.23,23,151
34,T35,T35,Scott Brown,100,15.22,42,276
35,T35,T35,Billy Horschel,92,15.22,35,230
36,37,37,Ryan Palmer,85,15.21,33,217
37,T38,T38,Bud Cauley,56,15.2,19,125
38,T38,T38,Russell Henley,92,15.2,38,250
39,40,40,Robert Garrigus,80,15.19,36,237
40,41,41,Jason Kokrak,65,15.15,30,198
41,42,42,John Senden,99,15.09,43,285
42,43,43,Michael Thompson,74,15.05,31,206
43,44,44,J.B. Holmes,86,15.0,36,240
44,45,45,David Lingmerth,80,14.96,35,234
45,46,46,Jhonattan Vegas,77,14.89,28,188
46,47,47,Kevin Chappell,100,14.86,41,276
47,48,48,Troy Matteson,62,14.79,21,142
48,49,49,Ben Martin,80,14.78,34,230
49,50,50,John Peterson,62,14.66,28,191
50,51,51,Keegan Bradley,89,14.42,31,215
51,52,52,Stuart Appleby,92,14.29,43,301
52,53,53,Chris Stroud,88,14.16,33,233
53,54,54,Louis Oosthuizen,50,14.13,13,92
54,55,55,Charlie Beljan,76,14.08,29,206
55,T56,T56,Troy Merritt,62,14.07,28,199
56,T56,T56,Robert Streb,75,14.07,28,199
57,58,58,Will MacKenzie,82,14.02,38,271
58,59,59,Sean O'Hair,77,14.01,29,207
59,60,60,Bo Van Pelt,83,13.99,34,243
60,T61,T61,Derek Ernst,80,13.9,26,187
61,T61,T61,Justin Rose,70,13.9,26,187
62,63,63,Webb Simpson,87,13.83,35,253
63,64,64,Brian Harman,111,13.77,50,363
64,65,65,Martin Kaymer,65,13.69,23,168
65,T66,T66,Stewart Cink,91,13.64,33,242
66,T66,T66,Brendon de Jonge,109,13.64,48,352
67,68,68,Chris Kirk,105,13.62,38,279
68,69,69,Brendon Todd,108,13.61,46,338
69,70,70,Hideki Matsuyama,82,13.6,31,228
70,71,71,Andres Romero,81,13.55,29,214
71,72,72,Zach Johnson,97,13.44,41,305
72,73,73,Trevor Immelman,84,13.36,33,247
73,74,74,Kevin Tway,64,13.29,21,158
74,75,75,Ryo Ishikawa,75,13.27,26,196
75,76,76,Josh Teater,90,13.26,35,264
76,77,77,John Merrick,87,13.19,31,235
77,78,78,Ernie Els,85,13.15,28,213
78,T79,T79,Carl Pettersson,91,13.13,39,297
79,T79,T79,Kevin Streelman,79,13.13,26,198
80,T79,T79,Cameron Tringale,111,13.13,47,358
81,T82,T82,Ben Crane,81,13.11,40,305
82,T82,T82,Retief Goosen,94,13.11,35,267
83,84,84,Charles Howell III,106,13.01,38,292
84,85,85,Johnson Wagner,69,12.98,27,208
85,T86,T86,Daniel Summerhays,98,12.9,40,310
86,T86,T86,Nick Watney,80,12.9,24,186
87,88,88,Tommy Gainey,73,12.85,23,179
88,89,89,Pat Perez,84,12.82,35,273
