,Approach_175-200_yards_RTP_Score_RANK THIS WEEK,Approach_175-200_yards_RTP_Score_RANK LAST WEEK,Approach_175-200_yards_RTP_Score_PLAYER NAME,Approach_175-200_yards_RTP_Score_ROUNDS,Approach_175-200_yards_RTP_Score_AVG RTP
0,1,1,Jason Day,54,-.139
1,2,2,Dustin Johnson,58,-.128
2,3,3,Willy Wilcox,51,-.120
3,4,4,Sergio Garcia,61,-.114
4,5,5,Charley Hoffman,93,-.083
5,T6,T6,Ryan Moore,86,-.082
6,T6,T6,Adam Scott,68,-.082
7,T8,T8,Keegan Bradley,89,-.077
8,T8,T8,Paul Casey,56,-.077
9,10,10,Aaron Baddeley,74,-.073
10,T11,T11,Rickie Fowler,91,-.071
11,T11,T11,Justin Rose,70,-.071
12,T11,T11,Johnson Wagner,69,-.071
13,14,14,John Senden,99,-.068
14,15,15,Bubba Watson,76,-.065
15,T16,T16,Andrew Loupe,65,-.060
16,T16,T16,Camilo Villegas,95,-.060
17,18,18,George McNeill,79,-.056
18,19,19,Martin Kaymer,65,-.053
19,20,20,Billy Horschel,92,-.052
20,T21,T21,Harris English,95,-.051
21,T21,T21,Zach Johnson,97,-.051
22,23,23,Graeme McDowell,66,-.048
23,24,24,Brooks Koepka,56,-.047
24,25,25,Kevin Stadler,90,-.046
25,26,26,Kevin Chappell,100,-.042
26,27,27,Bud Cauley,56,-.040
27,28,28,Brice Garnett,92,-.039
28,29,29,Stuart Appleby,92,-.033
29,T30,T30,Kevin Na,94,-.031
30,T30,T30,Webb Simpson,87,-.031
31,32,32,Jim Furyk,84,-.030
32,33,33,Matt Kuchar,91,-.029
33,T34,T34,Marc Leishman,81,-.028
34,T34,T34,Troy Merritt,62,-.028
35,T34,T34,Charl Schwartzel,64,-.028
36,T37,T37,Hideki Matsuyama,82,-.025
37,T37,T37,Phil Mickelson,71,-.025
38,T39,T39,Seung-Yul Noh,92,-.023
39,T39,T39,Brandt Snedeker,89,-.023
40,T39,T39,Daniel Summerhays,98,-.023
41,42,42,Ángel Cabrera,69,-.022
42,43,43,D.H. Lee,54,-.020
43,44,44,Matt Jones,83,-.015
44,T45,T45,Ryo Ishikawa,75,-.014
45,T45,T45,Jason Kokrak,65,-.014
46,T47,T47,Bill Haas,107,-.013
47,T47,T47,Russell Knox,92,-.013
48,T47,T47,Michael Thompson,74,-.013
49,T50,T50,Gonzalo Fernandez-Castaño,83,-.011
50,T50,T50,Brendon Todd,108,-.011
51,52,52,Sean O'Hair,77,-.006
52,T53,T53,Ricky Barnes,92,-.005
53,T53,T53,Morgan Hoffmann,103,-.005
54,T53,T53,Ben Martin,80,-.005
55,T56,T56,Lucas Glover,68,E
56,T56,T56,Luke Guthrie,85,E
57,T56,T56,Rory McIlroy,66,E
58,T56,T56,Henrik Stenson,56,E
59,T56,T56,Cameron Tringale,111,E
60,T56,T56,Jhonattan Vegas,77,E
61,T56,T56,Nick Watney,80,E
62,T63,T63,Scott Brown,100,+.005
63,T63,T63,Retief Goosen,94,+.005
64,T63,T63,Bo Van Pelt,83,+.005
65,66,66,John Peterson,62,+.006
66,T67,T67,Ernie Els,85,+.007
67,T67,T67,Jimmy Walker,98,+.007
68,69,69,Chad Campbell,57,+.008
69,70,70,Will MacKenzie,82,+.010
70,T71,T71,Matt Every,85,+.011
71,T71,T71,Chris Stroud,88,+.011
72,T73,T73,Patrick Reed,92,+.012
73,T73,T73,Gary Woodland,93,+.012
74,75,75,Luke Donald,57,+.015
75,T76,T76,Andres Romero,81,+.018
76,T76,T76,David Toms,64,+.018
77,78,78,Charles Howell III,106,+.019
78,79,79,Shawn Stefani,60,+.021
79,T80,T80,Stewart Cink,91,+.022
80,T80,T80,J.B. Holmes,86,+.022
81,T82,T82,Brendon de Jonge,109,+.025
82,T82,T82,Graham DeLaet,80,+.025
83,T82,T82,Brian Harman,111,+.025
84,T82,T82,Freddie Jacobson,91,+.025
85,86,86,Tim Wilkinson,86,+.026
86,87,87,Carl Pettersson,91,+.027
87,T88,T88,Ben Crane,81,+.028
88,T88,T88,James Hahn,82,+.028
89,T88,T88,Andrew Svoboda,77,+.028
90,91,91,Lee Westwood,57,+.029
91,T92,T92,Chesson Hadley,84,+.032
92,T92,T92,Brendan Steele,89,+.032
93,T94,T94,Brian Davis,93,+.033
94,T94,T94,Scott Langley,95,+.033
95,96,96,Jordan Spieth,102,+.034
96,97,97,Russell Henley,92,+.035
97,T98,T98,Billy Hurley III,86,+.036
98,T98,T98,Tyrone Van Aswegen,79,+.036
99,100,100,David Lingmerth,80,+.038
100,T101,T101,Justin Hicks,103,+.040
101,T101,T101,Richard Lee,80,+.040
102,103,103,Woody Austin,63,+.041
103,104,104,David Hearn,97,+.043
104,105,105,Jason Dufner,57,+.044
105,106,106,Scott Stallings,77,+.045
106,T107,T107,J.J. Henry,91,+.046
107,T107,T107,Ryan Palmer,85,+.046
108,109,109,Jeff Overton,80,+.047
109,T110,T110,Jerry Kelly,80,+.048
110,T110,T110,Michael Putnam,106,+.048
111,T110,T110,Wes Roach,67,+.048
112,T110,T110,Josh Teater,90,+.048
113,114,114,Robert Garrigus,80,+.049
114,T115,T115,D.A. Points,75,+.053
115,T115,T115,"Ted Potter, Jr.",68,+.053
116,T115,T115,Vijay Singh,83,+.053
117,T115,T115,Brian Stuard,91,+.053
118,119,119,Erik Compton,88,+.054
119,T120,T120,Charlie Beljan,76,+.056
120,T120,T120,Robert Streb,75,+.056
121,122,122,Chad Collins,78,+.057
122,123,123,Tommy Gainey,73,+.058
123,124,124,Kyle Stanley,87,+.061
124,125,125,Chris Kirk,105,+.062
125,126,126,K.J. Choi,80,+.065
126,127,127,Ben Curtis,77,+.066
127,T128,T128,Roberto Castro,76,+.067
128,T128,T128,William McGirt,96,+.067
129,T128,T128,Pat Perez,84,+.067
130,T131,T131,James Driscoll,71,+.068
131,T131,T131,Justin Leonard,75,+.068
132,133,133,Jason Bohn,81,+.072
133,T134,T134,Hunter Mahan,88,+.073
134,T134,T134,Bryce Molder,77,+.073
135,136,136,Tim Clark,75,+.075
136,137,137,Steven Bowditch,93,+.077
137,T138,T138,Jonas Blixt,64,+.078
138,T138,T138,Kevin Tway,64,+.078
139,T138,T138,Mark Wilson,69,+.078
140,141,141,Greg Chalmers,85,+.079
141,142,142,Louis Oosthuizen,50,+.080
