,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Rory McIlroy,66,-.269
1,2,2,Ryan Moore,86,-.243
2,3,3,Jim Furyk,84,-.235
3,4,4,Matt Kuchar,91,-.232
4,5,5,Robert Garrigus,80,-.229
5,6,6,Jason Day,54,-.222
6,7,7,Martin Flores,85,-.214
7,8,8,Billy Hurley III,86,-.197
8,9,9,Bill Haas,107,-.195
9,10,10,Chad Campbell,57,-.193
10,11,11,Jeff Overton,80,-.190
11,12,12,Hideki Matsuyama,82,-.189
12,13,13,Troy Merritt,62,-.186
13,T14,T14,Tim Clark,75,-.184
14,T14,T14,Spencer Levin,59,-.184
15,T14,T14,Webb Simpson,87,-.184
16,17,17,Andrew Svoboda,77,-.182
17,18,18,Brendon Todd,108,-.178
18,19,19,Graham DeLaet,80,-.177
19,T20,T20,Robert Allenby,83,-.176
20,T20,T20,Sergio Garcia,61,-.176
21,T20,T20,Matt Jones,83,-.176
22,23,23,K.J. Choi,80,-.172
23,24,24,Tyrone Van Aswegen,79,-.169
24,25,25,Graeme McDowell,66,-.168
25,26,26,Jordan Spieth,102,-.167
26,27,27,Martin Kaymer,65,-.165
27,28,28,Morgan Hoffmann,103,-.164
28,T29,T29,Freddie Jacobson,91,-.161
29,T29,T29,Justin Rose,70,-.161
30,T29,T29,Adam Scott,68,-.161
31,32,32,Ryan Palmer,85,-.160
32,T33,T33,Michael Putnam,106,-.158
33,T33,T33,John Senden,99,-.158
34,T35,T35,Sangmoon Bae,76,-.154
35,T35,T35,Ken Duke,80,-.154
36,T37,T37,David Hearn,97,-.153
37,T37,T37,Chris Kirk,105,-.153
38,T37,T37,David Toms,64,-.153
39,40,40,Seung-Yul Noh,92,-.152
40,41,41,"Ted Potter, Jr.",68,-.151
41,42,42,Luke Donald,57,-.145
42,43,43,Tim Wilkinson,86,-.143
43,44,44,Russell Knox,92,-.141
44,T45,T45,Kevin Na,94,-.140
45,T45,T45,Brendan Steele,89,-.140
46,T47,T47,Jason Kokrak,65,-.139
47,T47,T47,David Lingmerth,80,-.139
48,T47,T47,Bo Van Pelt,83,-.139
49,T50,T50,Jason Bohn,81,-.138
50,T50,T50,Zach Johnson,97,-.138
51,52,52,Danny Lee,84,-.137
52,T53,T53,Billy Horschel,92,-.136
53,T53,T53,Kevin Kisner,85,-.136
54,T55,T55,Paul Casey,56,-.135
55,T55,T55,Ben Curtis,77,-.135
56,T55,T55,George McNeill,79,-.135
57,58,58,Sean O'Hair,77,-.134
58,T59,T59,Marc Leishman,81,-.133
59,T59,T59,Mike Weir,69,-.133
60,61,61,J.B. Holmes,86,-.131
61,62,62,Erik Compton,88,-.130
62,63,63,Boo Weekley,73,-.129
63,64,64,Scott Stallings,77,-.127
64,65,65,Jerry Kelly,80,-.124
65,T66,T66,Chesson Hadley,84,-.123
66,T66,T66,Justin Hicks,103,-.123
67,T68,T68,John Huh,87,-.122
68,T68,T68,Geoff Ogilvy,84,-.122
69,T70,T70,Greg Chalmers,85,-.121
70,T70,T70,Luke Guthrie,85,-.121
71,T70,T70,Wes Roach,67,-.121
72,73,73,Lee Westwood,57,-.120
73,T74,T74,Keegan Bradley,89,-.119
74,T74,T74,Davis Love III,74,-.119
75,T76,T76,Scott Langley,95,-.118
76,T76,T76,Kevin Tway,64,-.118
77,78,78,Rickie Fowler,91,-.117
78,T79,T79,Nick Watney,80,-.116
79,T79,T79,Willy Wilcox,51,-.116
80,T81,T81,Charles Howell III,106,-.114
81,T81,T81,Ian Poulter,57,-.114
82,T81,T81,Johnson Wagner,69,-.114
83,84,84,Charley Hoffman,93,-.113
84,85,85,Jason Dufner,57,-.112
85,86,86,John Rollins,84,-.111
86,87,87,Ryo Ishikawa,75,-.110
87,T88,T88,William McGirt,96,-.109
88,T88,T88,Carl Pettersson,91,-.109
89,90,90,Stuart Appleby,92,-.108
90,91,91,Vijay Singh,83,-.106
91,92,92,Brandt Snedeker,89,-.105
92,T93,T93,Kevin Chappell,100,-.103
93,T93,T93,Michael Thompson,74,-.103
94,T95,T95,Kevin Streelman,79,-.102
95,T95,T95,Camilo Villegas,95,-.102
96,T95,T95,Gary Woodland,93,-.102
97,98,98,Charlie Beljan,76,-.101
98,99,99,Chris Stroud,88,-.100
99,T100,T100,Dustin Johnson,58,-.099
100,T100,T100,Kevin Stadler,90,-.099
101,T102,T102,Scott Brown,100,-.097
102,T102,T102,Retief Goosen,94,-.097
103,T102,T102,Heath Slocum,71,-.097
104,T105,T105,Chad Collins,78,-.096
105,T105,T105,Gonzalo Fernandez-Castaño,83,-.096
106,107,107,Bubba Watson,76,-.095
107,T108,T108,Brian Harman,111,-.094
108,T108,T108,Justin Leonard,75,-.094
109,T108,T108,Daniel Summerhays,98,-.094
110,111,111,Bud Cauley,56,-.093
111,112,112,Henrik Stenson,56,-.090
112,113,113,Shawn Stefani,60,-.089
113,T114,T114,Troy Matteson,62,-.088
114,T114,T114,Cameron Tringale,111,-.088
115,116,116,Andrew Loupe,65,-.083
116,117,117,Briny Baird,50,-.082
117,T118,T118,Matt Every,85,-.081
118,T118,T118,Brian Gay,81,-.081
119,T118,T118,Hudson Swafford,75,-.081
120,121,121,Ben Martin,80,-.079
121,T122,T122,Brian Davis,93,-.077
122,T122,T122,D.H. Lee,54,-.077
123,T124,T124,Ricky Barnes,92,-.075
124,T124,T124,Russell Henley,92,-.075
125,T124,T124,Bronson La'Cassie,51,-.075
126,T124,T124,Patrick Reed,92,-.075
127,T124,T124,Charlie Wi,72,-.075
128,129,129,Charl Schwartzel,64,-.074
129,T130,T130,Harris English,95,-.073
130,T130,T130,Brian Stuard,91,-.073
131,T132,T132,Lucas Glover,68,-.070
132,T132,T132,J.J. Henry,91,-.070
133,134,134,Brendon de Jonge,109,-.069
134,135,135,Robert Streb,75,-.068
135,136,136,Mark Wilson,69,-.067
136,T137,T137,Brad Fritsch,50,-.066
137,T137,T137,James Hahn,82,-.066
138,T137,T137,Will MacKenzie,82,-.066
139,140,140,Aaron Baddeley,74,-.065
140,141,141,Brooks Koepka,56,-.063
141,T142,T142,Ernie Els,85,-.061
142,T142,T142,Martin Laird,66,-.061
143,144,144,Stewart Cink,91,-.060
144,145,145,Andres Romero,81,-.056
145,146,146,Rory Sabbatini,82,-.050
146,147,147,Bryce Molder,77,-.048
147,148,148,Steven Bowditch,93,-.047
148,149,149,Brice Garnett,92,-.046
149,150,150,Ángel Cabrera,69,-.045
150,151,151,Jhonattan Vegas,77,-.044
151,152,152,Jim Herman,62,-.043
152,153,153,Woody Austin,63,-.038
153,154,154,Derek Ernst,80,-.037
154,155,155,Josh Teater,90,-.036
155,T156,T156,Hunter Mahan,88,-.034
156,T156,T156,Nicholas Thompson,85,-.034
157,T156,T156,Jimmy Walker,98,-.034
158,159,159,Jim Renner,61,-.031
159,160,160,Louis Oosthuizen,50,-.030
160,161,161,Jonas Blixt,64,-.029
161,T162,T162,Roberto Castro,76,-.025
162,T162,T162,Pat Perez,84,-.025
163,164,164,Y.E. Yang,79,-.022
164,165,165,Trevor Immelman,84,-.021
165,T166,T166,James Driscoll,71,-.020
166,T166,T166,Jeff Maggert,54,-.020
167,T166,T166,Phil Mickelson,71,-.020
168,T169,T169,Ben Crane,81,-.019
169,T169,T169,John Merrick,87,-.019
170,T169,T169,D.A. Points,75,-.019
171,172,172,Richard Lee,80,-.015
172,T173,T173,Jonathan Byrd,76,-.008
173,T173,T173,Tommy Gainey,73,-.008
174,175,175,Kyle Stanley,87,E
175,176,176,John Peterson,62,+.069
176,177,177,Jamie Lovemark,64,+.074
