,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
150,T151,T151,Tim Clark,75,-.035
151,T151,T151,Graeme McDowell,66,-.035
152,153,153,Scott Stallings,77,-.028
153,154,154,Bronson La'Cassie,51,-.026
154,155,155,Boo Weekley,73,-.024
155,156,156,D.A. Points,75,-.023
156,157,157,John Huh,87,-.022
157,T158,T158,Chad Collins,78,-.017
158,T158,T158,Justin Leonard,75,-.017
159,T160,T160,Jeff Maggert,54,-.016
160,T160,T160,Tim Wilkinson,86,-.016
161,T162,T162,Greg Chalmers,85,-.014
162,T162,T162,Chesson Hadley,84,-.014
163,T164,T164,Stuart Appleby,92,-.008
164,T164,T164,Danny Lee,84,-.008
165,166,166,Brendon Todd,108,-.007
166,167,167,Ben Crane,81,E
167,168,168,Billy Hurley III,86,+.004
168,169,169,Woody Austin,63,+.006
169,170,170,Troy Matteson,62,+.007
170,171,171,Ben Curtis,77,+.010
171,172,172,Spencer Levin,59,+.014
172,173,173,Justin Hicks,103,+.028
173,174,174,John Rollins,84,+.031
174,175,175,D.H. Lee,54,+.053
175,176,176,Geoff Ogilvy,84,+.059
176,177,177,Brian Gay,81,+.107
