,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Rory McIlroy,66,-.274
1,2,2,Dustin Johnson,58,-.255
2,3,3,Adam Scott,68,-.242
3,4,4,Jordan Spieth,102,-.239
4,5,5,Billy Horschel,92,-.228
5,6,6,Charl Schwartzel,64,-.211
6,7,7,Harris English,95,-.208
7,8,8,Graham DeLaet,80,-.206
8,9,9,Martin Laird,66,-.200
9,10,10,Brad Fritsch,50,-.198
10,11,11,Josh Teater,90,-.189
11,T12,T12,Justin Rose,70,-.185
12,T12,T12,Kevin Stadler,90,-.185
13,T12,T12,Bubba Watson,76,-.185
14,15,15,Bo Van Pelt,83,-.183
15,16,16,Ernie Els,85,-.182
16,17,17,Ryo Ishikawa,75,-.176
17,18,18,Willy Wilcox,51,-.175
18,19,19,John Senden,99,-.174
19,T20,T20,Morgan Hoffmann,103,-.171
20,T20,T20,Jimmy Walker,98,-.171
21,22,22,Robert Garrigus,80,-.169
22,T23,T23,Steven Bowditch,93,-.167
23,T23,T23,Rickie Fowler,91,-.167
24,T23,T23,Martin Kaymer,65,-.167
25,T23,T23,Jamie Lovemark,64,-.167
26,T23,T23,Louis Oosthuizen,50,-.167
27,T23,T23,Michael Thompson,74,-.167
28,29,29,Sangmoon Bae,76,-.166
29,T30,T30,Briny Baird,50,-.164
30,T30,T30,Matt Every,85,-.164
31,T30,T30,Zach Johnson,97,-.164
32,T30,T30,Ryan Palmer,85,-.164
33,T34,T34,Sergio Garcia,61,-.163
34,T34,T34,Brendan Steele,89,-.163
35,T34,T34,Shawn Stefani,60,-.163
36,37,37,Keegan Bradley,89,-.159
37,38,38,Matt Kuchar,91,-.158
38,39,39,Nick Watney,80,-.156
39,40,40,Martin Flores,85,-.155
40,T41,T41,Kevin Chappell,100,-.154
41,T41,T41,Jason Dufner,57,-.154
42,T43,T43,Kevin Na,94,-.152
43,T43,T43,Michael Putnam,106,-.152
44,45,45,Brian Harman,111,-.151
45,46,46,Bud Cauley,56,-.150
46,47,47,Hudson Swafford,75,-.149
47,48,48,Phil Mickelson,71,-.148
48,49,49,Paul Casey,56,-.147
49,50,50,Jason Kokrak,65,-.145
50,51,51,Kevin Streelman,79,-.142
51,52,52,Y.E. Yang,79,-.140
52,T53,T53,Brian Davis,93,-.134
53,T53,T53,Hunter Mahan,88,-.134
54,T53,T53,Patrick Reed,92,-.134
55,56,56,Scott Brown,100,-.133
56,57,57,Kevin Kisner,85,-.131
57,T58,T58,Charles Howell III,106,-.130
58,T58,T58,Brooks Koepka,56,-.130
59,T60,T60,Charlie Beljan,76,-.129
60,T60,T60,Lucas Glover,68,-.129
61,T60,T60,Bill Haas,107,-.129
62,T60,T60,Seung-Yul Noh,92,-.129
63,T64,T64,James Hahn,82,-.128
64,T64,T64,Hideki Matsuyama,82,-.128
65,66,66,Ben Martin,80,-.127
66,67,67,Chris Kirk,105,-.126
67,68,68,Brendon de Jonge,109,-.125
68,T69,T69,Ricky Barnes,92,-.124
69,T69,T69,Stewart Cink,91,-.124
70,T69,T69,Ryan Moore,86,-.124
71,T72,T72,Trevor Immelman,84,-.121
72,T72,T72,Chris Stroud,88,-.121
73,74,74,Tyrone Van Aswegen,79,-.119
74,T75,T75,Derek Ernst,80,-.118
75,T75,T75,Jeff Overton,80,-.118
76,T75,T75,Cameron Tringale,111,-.118
77,78,78,Brice Garnett,92,-.117
78,79,79,Lee Westwood,57,-.116
79,80,80,Aaron Baddeley,74,-.115
80,81,81,Matt Jones,83,-.113
81,82,82,Will MacKenzie,82,-.112
82,T83,T83,Luke Donald,57,-.110
83,T83,T83,Retief Goosen,94,-.110
84,T85,T85,Jason Bohn,81,-.108
85,T85,T85,Scott Langley,95,-.108
86,87,87,Luke Guthrie,85,-.107
87,88,88,Charlie Wi,72,-.106
88,T89,T89,Charley Hoffman,93,-.105
89,T89,T89,Webb Simpson,87,-.105
90,91,91,Jason Day,54,-.104
91,T92,T92,J.B. Holmes,86,-.103
92,T92,T92,George McNeill,79,-.103
93,94,94,John Peterson,62,-.102
94,95,95,Gary Woodland,93,-.101
95,T96,T96,Erik Compton,88,-.099
96,T96,T96,David Hearn,97,-.099
97,T96,T96,Bryce Molder,77,-.099
98,T96,T96,Sean O'Hair,77,-.099
99,T96,T96,Camilo Villegas,95,-.099
100,T101,T101,Troy Merritt,62,-.098
101,T101,T101,Kevin Tway,64,-.098
102,103,103,James Driscoll,71,-.097
103,T104,T104,Jim Furyk,84,-.096
104,T104,T104,Robert Streb,75,-.096
105,T106,T106,Robert Allenby,83,-.094
106,T106,T106,Andrew Loupe,65,-.094
107,T106,T106,Andrew Svoboda,77,-.094
108,109,109,Brian Stuard,91,-.093
109,110,110,Wes Roach,67,-.091
110,T111,T111,Ken Duke,80,-.090
111,T111,T111,Marc Leishman,81,-.090
112,T113,T113,Jonas Blixt,64,-.089
113,T113,T113,J.J. Henry,91,-.089
114,T115,T115,Russell Henley,92,-.088
115,T115,T115,Brandt Snedeker,89,-.088
116,T117,T117,Gonzalo Fernandez-Castaño,83,-.087
117,T117,T117,Jerry Kelly,80,-.087
118,119,119,Mark Wilson,69,-.086
119,T120,T120,Chad Campbell,57,-.085
120,T120,T120,Tommy Gainey,73,-.085
121,122,122,Kyle Stanley,87,-.084
122,T123,T123,Rory Sabbatini,82,-.083
123,T123,T123,Nicholas Thompson,85,-.083
124,T123,T123,Jhonattan Vegas,77,-.083
125,126,126,Pat Perez,84,-.082
126,T127,T127,Jonathan Byrd,76,-.079
127,T127,T127,Vijay Singh,83,-.079
128,129,129,Heath Slocum,71,-.078
129,T130,T130,Russell Knox,92,-.077
130,T130,T130,Henrik Stenson,56,-.077
131,T132,T132,Ian Poulter,57,-.075
132,T132,T132,Daniel Summerhays,98,-.075
133,134,134,Davis Love III,74,-.071
134,T135,T135,Roberto Castro,76,-.070
135,T135,T135,William McGirt,96,-.070
136,T135,T135,Andres Romero,81,-.070
137,138,138,David Toms,64,-.065
138,139,139,David Lingmerth,80,-.063
139,T140,T140,Ángel Cabrera,69,-.062
140,T140,T140,Carl Pettersson,91,-.062
141,142,142,John Merrick,87,-.061
142,143,143,Jim Herman,62,-.057
143,144,144,Freddie Jacobson,91,-.053
144,145,145,Jim Renner,61,-.051
145,146,146,Mike Weir,69,-.046
146,147,147,Johnson Wagner,69,-.044
147,148,148,Richard Lee,80,-.041
148,149,149,K.J. Choi,80,-.037
149,150,150,"Ted Potter, Jr.",68,-.036
