,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,Bubba Watson,71,34.39,271,788,-0.351
1,2,2,Dustin Johnson,75,30.03,227,756,-0.207
2,3,3,Jason Day,75,25.19,202,802,-0.302
3,4,4,J.B. Holmes,89,23.81,221,928,-0.276
4,5,5,Adam Scott,51,20.85,93,446,-0.237
5,6,6,Tony Finau,106,19.7,253,1284,-0.229
6,7,7,Patrick Rodgers,57,19.47,125,642,-0.216
7,8,8,Brooks Koepka,84,19.34,176,910,-0.352
8,9,9,Charlie Beljan,76,18.74,149,795,-0.195
9,10,10,Jason Kokrak,88,16.97,189,1114,-0.222
10,11,11,Ryan Palmer,80,15.92,120,754,-0.225
11,12,12,Gary Woodland,81,14.85,112,754,-0.241
12,13,13,Jimmy Walker,89,14.33,129,900,-0.186
13,14,14,Charley Hoffman,97,14.0,149,1064,-0.201
14,15,15,Charles Howell III,105,13.19,182,1380,-0.225
15,16,16,Ángel Cabrera,53,13.01,77,592,-0.299
16,17,17,Steven Bowditch,103,12.81,158,1233,-0.253
17,18,18,Justin Thomas,106,12.63,169,1338,-0.331
18,19,19,Justin Rose,69,12.28,84,684,-0.333
19,20,20,Charl Schwartzel,67,12.2,70,574,-0.243
20,21,21,Robert Garrigus,70,11.78,90,764,E
21,22,22,Sergio Garcia,59,11.71,59,504,-0.136
22,23,23,Brendan Steele,88,11.58,123,1062,-0.301
23,24,24,Daniel Berger,97,11.22,130,1159,-0.292
24,25,25,Louis Oosthuizen,68,10.82,71,656,-0.113
25,26,26,Carlos Ortiz,100,10.63,123,1157,-0.211
26,27,27,Matt Jones,89,10.43,98,940,-0.265
27,28,28,Hunter Mahan,88,10.28,94,914,-0.191
28,29,29,Phil Mickelson,70,10.16,78,768,-0.141
29,30,30,Keegan Bradley,87,10.07,90,894,-0.267
30,31,31,Scott Piercy,90,9.83,114,1160,-0.219
31,32,32,Russell Henley,87,9.77,92,942,-0.293
32,33,33,Robert Streb,110,9.57,129,1348,-0.248
33,34,34,Harris English,105,9.14,112,1226,-0.295
34,35,35,Hideki Matsuyama,95,9.04,89,984,-0.213
35,36,36,Derek Ernst,75,9.0,79,878,-0.101
36,37,37,Rickie Fowler,76,8.65,69,798,-0.275
37,38,38,Roger Sloan,56,8.59,48,559,-0.208
38,39,39,Martin Flores,95,8.44,93,1102,-0.129
39,40,40,Billy Horschel,99,8.11,83,1024,-0.229
40,41,41,Martin Laird,77,7.97,81,1016,-0.247
41,42,42,Aaron Baddeley,76,7.9,73,924,-0.438
42,43,43,Geoff Ogilvy,50,7.89,39,494,-0.128
43,44,44,Morgan Hoffmann,85,7.78,75,964,-0.227
44,45,45,Jhonattan Vegas,90,7.76,78,1005,-0.346
45,46,46,Patrick Reed,103,7.72,82,1062,-0.195
46,47,47,Lee Westwood,56,7.66,34,444,-0.324
47,48,48,Seung-Yul Noh,65,7.63,58,760,-0.172
48,49,49,Scott Stallings,60,7.58,52,686,-0.077
49,50,50,James Hahn,94,7.34,80,1090,-0.163
50,51,51,Hudson Swafford,97,7.33,85,1159,-0.271
51,52,52,Andres Romero,69,7.31,55,752,-0.418
52,53,53,Max Homa,78,7.28,63,865,-0.143
53,T54,T54,Paul Casey,87,7.26,64,881,-0.297
54,T54,T54,Shawn Stefani,94,7.26,89,1226,-0.404
55,56,56,Andres Gonzales,90,7.18,76,1059,-0.171
56,57,57,Henrik Stenson,63,7.03,43,612,-0.349
57,58,58,John Senden,80,6.98,50,716,-0.200
58,59,59,Jordan Spieth,91,6.96,64,920,-0.281
59,60,60,Retief Goosen,81,6.95,58,834,-0.241
60,T61,T61,Sean O'Hair,86,6.83,77,1128,-0.195
61,T61,T61,Nick Watney,91,6.83,77,1128,-0.247
62,63,63,Marc Leishman,74,6.76,51,754,-0.157
63,64,64,Matt Every,73,6.74,53,786,-0.208
64,65,65,Cameron Percy,72,6.66,54,811,-0.241
65,66,66,Camilo Villegas,83,6.63,69,1040,-0.319
66,67,67,Chris Kirk,76,6.62,52,786,-0.423
67,68,68,Jeff Overton,94,6.61,69,1044,-0.275
68,69,69,Chesson Hadley,101,6.59,82,1245,-0.232
69,70,70,Lucas Glover,79,6.49,65,1002,-0.200
70,71,71,Nick Taylor,91,6.46,75,1161,-0.160
71,72,72,Sangmoon Bae,98,6.41,79,1232,-0.241
72,73,73,Alex Prugh,84,6.37,64,1004,-0.313
73,74,74,Boo Weekley,79,6.32,59,934,-0.305
74,75,75,Kevin Chappell,86,6.3,66,1048,-0.167
75,76,76,Greg Owen,58,6.26,35,559,-0.114
76,T77,T77,Graham DeLaet,65,6.23,47,754,-0.319
77,T77,T77,J.J. Henry,94,6.23,66,1060,-0.242
78,79,79,Brian Harman,90,6.22,68,1094,-0.397
79,80,80,Tom Hoge,83,6.16,56,909,-0.232
80,81,81,Matt Kuchar,97,6.13,66,1076,-0.303
81,82,82,Willy Wilcox,58,5.96,34,570,-0.235
82,83,83,Jim Herman,88,5.94,64,1077,-0.406
83,84,84,Stewart Cink,77,5.88,54,919,-0.407
84,85,85,Jamie Donaldson,50,5.83,26,446,-0.231
85,86,86,Scott Pinckney,88,5.81,60,1032,-0.300
86,87,87,Davis Love III,51,5.78,34,588,-0.206
87,88,88,Johnson Wagner,68,5.51,44,798,-0.227
88,89,89,Sam Saunders,83,5.47,48,877,-0.229
89,90,90,Kevin Streelman,95,5.39,55,1020,-0.200
90,91,91,Carl Pettersson,106,5.23,70,1339,-0.171
91,92,92,Rory Sabbatini,81,5.22,48,920,-0.479
92,93,93,Ryan Moore,81,5.16,44,853,-0.159
93,94,94,Ernie Els,57,5.15,28,544,-0.250
94,95,95,Ben Martin,93,5.08,55,1082,-0.273
95,96,96,Michael Putnam,87,5.07,48,946,-0.104
96,T97,T97,Derek Fathauer,81,4.99,46,921,-0.217
97,T97,T97,Jonathan Randolph,72,4.99,39,781,-0.487
98,99,99,Steve Wheatcroft,87,4.98,50,1004,-0.300
99,100,100,Michael Thompson,83,4.87,51,1048,-0.275
100,101,101,Jason Gore,76,4.69,38,811,-0.132
101,102,102,Byron Smith,59,4.66,28,601,-0.250
102,103,103,Webb Simpson,81,4.59,41,894,-0.171
103,104,104,Jonas Blixt,78,4.41,32,725,-0.250
104,105,105,Adam Hadwin,95,4.26,48,1128,-0.313
105,106,106,Padraig Harrington,60,4.24,29,684,-0.103
106,107,107,Kyle Reifers,96,4.12,46,1117,-0.239
107,108,108,Chez Reavie,56,4.02,28,697,-0.286
108,109,109,Oscar Fraustro,58,3.95,22,557,-0.182
109,T110,T110,Gonzalo Fernandez-Castaño,81,3.87,34,878,-0.088
110,T110,T110,Zach Johnson,90,3.87,38,983,-0.184
111,112,112,Bill Haas,89,3.83,38,992,-0.316
112,113,113,Troy Merritt,91,3.77,43,1142,-0.349
113,114,114,Blayne Barber,76,3.76,33,878,-0.212
114,115,115,Brice Garnett,81,3.7,33,892,E
115,T116,T116,John Peterson,84,3.64,39,1072,-0.256
116,T116,T116,Vijay Singh,78,3.64,35,962,-0.114
117,118,118,Ryo Ishikawa,90,3.63,38,1047,-0.263
118,119,119,Ian Poulter,68,3.59,24,668,-0.167
119,120,120,David Lingmerth,90,3.58,37,1034,-0.081
120,121,121,Eric Axley,57,3.49,21,601,-0.381
121,122,122,Scott Brown,97,3.45,39,1131,-0.179
122,123,123,Sung Joon Park,79,3.42,30,876,-0.100
123,124,124,Spencer Levin,99,3.37,39,1157,-0.308
124,T125,T125,Ricky Barnes,82,3.31,29,877,-0.345
125,T125,T125,Jim Furyk,71,3.31,24,724,-0.250
126,T125,T125,Bo Van Pelt,81,3.31,30,907,-0.233
127,128,128,Jason Dufner,76,3.3,22,667,-0.091
128,129,129,Kevin Kisner,104,3.2,42,1311,-0.167
129,130,130,Bill Lunde,50,3.19,16,502,-0.125
130,131,131,Erik Compton,86,3.18,31,976,-0.387
131,132,132,Pat Perez,96,3.02,35,1160,-0.229
132,133,133,Brandt Snedeker,98,2.97,31,1045,-0.323
133,134,134,Brendon de Jonge,106,2.96,38,1282,-0.132
134,135,135,Jim Renner,68,2.94,23,783,+0.174
135,136,136,Nicholas Thompson,90,2.87,28,974,+0.107
136,137,137,Andrew Svoboda,80,2.86,28,978,-0.357
137,138,138,Daniel Summerhays,101,2.74,34,1241,-0.294
138,139,139,Scott Langley,94,2.72,30,1101,-0.333
139,140,140,Roberto Castro,54,2.59,13,502,-0.308
140,T141,T141,Chad Campbell,97,2.52,32,1269,-0.063
141,T141,T141,Francesco Molinari,56,2.52,15,596,+0.067
142,T141,T141,Andrew Putnam,68,2.52,19,755,-0.368
143,144,144,Luke Guthrie,84,2.43,23,947,-0.261
144,145,145,Tyrone Van Aswegen,58,2.39,14,587,+0.071
145,146,146,Kevin Na,98,2.33,23,988,-0.478
146,T147,T147,Fabián Gómez,83,2.28,22,964,-0.136
147,T147,T147,David Hearn,97,2.28,27,1185,-0.148
148,149,149,K.J. Choi,66,2.26,18,796,-0.056
149,150,150,Chris Stroud,84,2.21,21,951,-0.238
150,151,151,George McNeill,93,2.17,27,1242,-0.407
151,152,152,Luke Donald,71,2.13,16,751,-0.250
152,153,153,Danny Lee,120,2.08,29,1394,-0.138
153,154,154,Chad Collins,79,2.05,18,880,-0.222
154,155,155,Whee Kim,71,2.04,16,783,-0.063
155,T156,T156,Russell Knox,96,1.98,24,1213,-0.417
156,T156,T156,Brendon Todd,96,1.98,21,1063,-0.190
157,158,158,Robert Allenby,63,1.97,14,712,E
158,159,159,Mark Wilson,89,1.95,22,1128,-0.318
159,160,160,John Merrick,78,1.85,15,809,-0.400
160,161,161,Ken Duke,93,1.84,20,1087,-0.350
161,162,162,Jonathan Byrd,69,1.83,13,712,-0.538
162,163,163,Ben Crane,62,1.78,13,729,E
163,164,164,John Huh,102,1.69,21,1240,-0.095
164,165,165,Colt Knost,90,1.65,17,1032,-0.235
165,166,166,Alex Cejka,94,1.64,18,1100,+0.056
166,167,167,Brian Stuard,97,1.63,18,1103,-0.222
167,168,168,William McGirt,103,1.62,22,1355,-0.227
168,169,169,Tim Wilkinson,73,1.61,13,809,-0.231
169,170,170,Cameron Tringale,96,1.45,16,1100,-0.188
170,171,171,Mark Hubbard,79,1.41,12,852,-0.417
171,172,172,Greg Chalmers,58,1.4,7,500,+0.143
172,173,173,D.A. Points,72,1.36,11,808,-0.364
173,174,174,Jason Bohn,95,1.32,16,1212,-0.250
174,175,175,Heath Slocum,57,1.29,7,544,-0.571
175,176,176,Zac Blair,108,1.06,13,1229,-0.231
176,177,177,Steven Alker,62,1.0,7,698,-0.286
177,178,178,Jerry Kelly,79,0.98,9,921,E
178,179,179,Bryce Molder,91,0.93,10,1075,-0.300
179,180,180,Brian Davis,86,0.91,9,988,-0.444
180,181,181,Jon Curran,83,0.88,8,905,-0.750
181,182,182,Justin Leonard,61,0.53,4,753,-0.250
182,183,183,Billy Hurley III,83,0.34,3,876,-0.333
183,184,184,David Toms,62,0.13,1,766,E
