,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
54,T50,T50,Jason Day,75,6.5,398.0,61,7.9,1.1
55,T50,T50,Matt Every,73,6.5,453.3,70,7.5,2.9
56,T50,T50,Martin Flores,95,6.5,572.4,88,7.9,0.9
57,T50,T50,Sergio Garcia,59,6.5,260.4,40,8.4,1.8
58,T50,T50,Max Homa,78,6.5,403.1,62,8.2,3.5
59,T50,T50,John Huh,102,6.5,709.9,110,7.8,4.9
60,T50,T50,Dustin Johnson,75,6.5,318.5,49,8.1,1.0
61,T50,T50,Matt Jones,89,6.5,445.8,69,8.0,4.0
62,T50,T50,Jason Kokrak,88,6.5,544.0,84,7.8,3.5
63,T50,T50,Danny Lee,120,6.5,713.0,109,7.6,3.5
64,T50,T50,Bill Lunde,50,6.5,247.9,38,7.3,5.3
65,T50,T50,Hideki Matsuyama,95,6.5,551.5,85,7.6,3.4
66,T50,T50,Sean O'Hair,86,6.5,469.1,72,8.0,2.4
67,T50,T50,Chez Reavie,56,6.5,382.0,59,7.6,4.7
68,T50,T50,Adam Scott,51,6.5,227.8,35,7.7,4.2
69,T50,T50,John Senden,80,6.5,391.2,60,7.5,4.1
70,T50,T50,Webb Simpson,81,6.5,450.4,69,7.4,4.8
71,T50,T50,Brandt Snedeker,98,6.5,601.1,93,7.5,4.6
72,T50,T50,Nick Taylor,91,6.5,563.3,87,7.7,4.5
73,T50,T50,Jimmy Walker,89,6.5,464.0,71,8.0,4.1
74,T50,T50,Steve Wheatcroft,87,6.5,576.5,89,7.5,3.5
75,T50,T50,Mark Wilson,89,6.5,531.6,82,7.4,3.9
76,T50,T50,Gary Woodland,81,6.5,386.1,59,7.8,5.1
77,T78,T78,Sangmoon Bae,98,6.4,611.0,96,7.6,4.2
78,T78,T78,Daniel Berger,97,6.4,438.2,68,7.7,4.8
79,T78,T78,Jonas Blixt,78,6.4,372.2,58,7.6,2.3
80,T78,T78,Steven Bowditch,103,6.4,634.7,99,8.1,4.0
81,T78,T78,Jonathan Byrd,69,6.4,359.6,56,7.6,4.4
82,T78,T78,Brendon de Jonge,106,6.4,649.2,102,8.1,3.4
83,T78,T78,Gonzalo Fernandez-Castaño,81,6.4,410.6,64,7.3,4.6
84,T78,T78,Fabián Gómez,83,6.4,473.7,74,7.6,4.8
85,T78,T78,Retief Goosen,81,6.4,446.1,70,7.6,2.0
86,T78,T78,David Hearn,97,6.4,610.3,95,7.6,4.4
87,T78,T78,Tom Hoge,83,6.4,427.5,67,7.4,2.7
88,T78,T78,Billy Hurley III,83,6.4,447.8,70,8.3,3.9
89,T78,T78,Zach Johnson,90,6.4,554.6,86,7.7,4.6
90,T78,T78,Matt Kuchar,97,6.4,554.4,87,7.8,3.2
91,T78,T78,Martin Laird,77,6.4,428.1,67,7.6,3.2
92,T78,T78,Marc Leishman,74,6.4,401.7,63,7.6,2.2
93,T78,T78,Cameron Percy,72,6.4,419.8,66,7.6,1.9
94,T78,T78,John Peterson,84,6.4,591.3,92,7.8,4.6
95,T78,T78,Ian Poulter,68,6.4,339.8,53,7.5,2.8
96,T78,T78,Andrew Putnam,68,6.4,383.4,60,7.6,4.6
97,T78,T78,Jim Renner,68,6.4,372.7,58,7.4,2.8
98,T78,T78,Justin Rose,69,6.4,341.8,53,7.4,3.6
99,T78,T78,Rory Sabbatini,81,6.4,474.6,74,7.5,4.5
100,T78,T78,Charl Schwartzel,67,6.4,268.0,42,7.6,4.4
101,T78,T78,Vijay Singh,78,6.4,471.2,74,7.4,2.3
102,T78,T78,Scott Stallings,60,6.4,335.1,52,7.5,5.2
103,T78,T78,Shawn Stefani,94,6.4,579.5,90,8.2,3.9
104,T78,T78,Jhonattan Vegas,90,6.4,483.5,76,7.6,2.5
105,T106,T106,Steven Alker,62,6.3,370.7,59,7.1,4.9
106,T106,T106,Aaron Baddeley,76,6.3,246.8,39,7.4,0.9
107,T106,T106,Alex Cejka,94,6.3,522.3,83,7.3,2.1
108,T106,T106,K.J. Choi,66,6.3,345.5,55,7.3,3.6
109,T106,T106,Jon Curran,83,6.3,450.0,71,7.6,2.8
110,T106,T106,Jamie Donaldson,50,6.3,282.9,45,7.3,4.2
111,T106,T106,Derek Ernst,75,6.3,438.2,70,7.5,4.1
112,T106,T106,Jim Furyk,71,6.3,326.6,52,7.5,3.5
113,T106,T106,Robert Garrigus,70,6.3,309.7,49,7.6,3.0
114,T106,T106,Lucas Glover,79,6.3,511.6,81,7.4,4.4
115,T106,T106,Andres Gonzales,90,6.3,551.0,87,7.5,1.3
116,T106,T106,Jim Herman,88,6.3,534.8,85,7.4,4.8
117,T106,T106,Charles Howell III,105,6.3,670.9,107,7.7,3.9
118,T106,T106,Ryo Ishikawa,90,6.3,555.3,88,7.8,2.2
119,T106,T106,Whee Kim,71,6.3,340.5,54,7.5,4.4
120,T106,T106,Kevin Kisner,104,6.3,691.9,110,7.6,0.9
121,T106,T106,Louis Oosthuizen,68,6.3,285.3,45,7.7,4.1
122,T106,T106,Greg Owen,58,6.3,314.3,50,8.2,4.7
123,T106,T106,Pat Perez,96,6.3,558.7,88,8.8,2.1
124,T106,T106,Scott Pinckney,88,6.3,510.7,81,7.6,2.2
125,T106,T106,Michael Putnam,87,6.3,450.6,72,7.4,2.6
126,T106,T106,Patrick Reed,103,6.3,524.1,83,7.8,3.5
127,T106,T106,Kyle Reifers,96,6.3,497.6,79,7.7,4.2
128,T106,T106,Heath Slocum,57,6.3,263.7,42,7.1,4.7
129,T106,T106,Chris Stroud,84,6.3,440.4,70,7.4,2.7
130,T106,T106,Brian Stuard,97,6.3,589.7,94,7.4,4.9
131,T106,T106,Andrew Svoboda,80,6.3,468.5,74,7.7,3.8
132,T106,T106,Brendon Todd,96,6.3,511.8,81,7.1,5.2
133,T106,T106,David Toms,62,6.3,384.4,61,7.1,5.2
134,T106,T106,Bo Van Pelt,81,6.3,460.1,73,7.4,3.9
135,T106,T106,Johnson Wagner,68,6.3,337.8,54,8.0,2.5
136,T106,T106,Tim Wilkinson,73,6.3,357.8,57,7.3,5.2
137,T138,T138,Eric Axley,57,6.2,292.2,47,7.4,4.6
138,T138,T138,Jason Bohn,95,6.2,614.5,99,7.4,4.6
139,T138,T138,Scott Brown,97,6.2,516.7,83,7.2,4.2
140,T138,T138,Ben Crane,62,6.2,317.1,51,7.2,2.9
141,T138,T138,Brice Garnett,81,6.2,435.4,70,7.6,3.7
142,T138,T138,Chesson Hadley,101,6.2,540.9,87,7.8,2.1
143,T138,T138,Chris Kirk,76,6.2,389.5,63,7.5,2.5
144,T138,T138,Ben Martin,93,6.2,561.2,90,7.7,1.9
145,T138,T138,William McGirt,103,6.2,684.2,110,7.8,3.7
146,T138,T138,Kevin Na,98,6.2,488.1,79,7.3,4.2
147,T138,T138,Sung Joon Park,79,6.2,411.2,66,7.5,3.7
148,T138,T138,Carl Pettersson,106,6.2,643.3,104,7.8,2.3
149,T138,T138,D.A. Points,72,6.2,349.2,56,7.3,2.5
150,T138,T138,Lee Westwood,56,6.2,255.9,41,7.6,4.0
151,T152,T152,Robert Allenby,63,6.1,334.9,55,7.2,2.8
152,T152,T152,Chad Campbell,97,6.1,609.7,100,7.9,2.7
153,T152,T152,Greg Chalmers,58,6.1,263.1,43,7.7,2.7
154,T152,T152,Stewart Cink,77,6.1,400.9,66,7.7,2.6
155,T152,T152,Chad Collins,79,6.1,440.3,72,7.1,3.8
156,T152,T152,Erik Compton,86,6.1,490.0,80,7.1,3.7
157,T152,T152,Ernie Els,57,6.1,226.8,37,7.2,2.1
158,T152,T152,Brian Harman,90,6.1,508.3,83,7.2,2.7
159,T152,T152,Colt Knost,90,6.1,521.6,85,7.0,4.0
160,T152,T152,Scott Langley,94,6.1,467.4,77,7.9,1.6
161,T152,T152,Justin Leonard,61,6.1,367.2,60,7.0,4.8
162,T152,T152,George McNeill,93,6.1,515.1,84,7.7,3.5
163,T152,T152,Bryce Molder,91,6.1,504.0,83,7.2,2.5
164,T152,T152,Ryan Moore,81,6.1,411.9,67,7.0,3.6
165,T152,T152,Jeff Overton,94,6.1,522.4,85,7.6,2.7
166,T152,T152,Robert Streb,110,6.1,661.2,109,7.4,1.9
167,T152,T152,Tyrone Van Aswegen,58,6.1,207.5,34,7.6,4.0
168,T169,T169,Jason Dufner,76,6.0,336.4,56,8.7,3.5
169,T169,T169,Spencer Levin,99,6.0,581.9,97,7.2,3.6
170,T169,T169,Andres Romero,69,6.0,296.3,49,7.5,3.7
171,T169,T169,Henrik Stenson,63,6.0,174.5,29,7.6,1.2
172,T169,T169,Daniel Summerhays,101,6.0,485.9,81,7.2,3.7
173,T169,T169,Camilo Villegas,83,6.0,502.0,83,7.5,2.2
174,T169,T169,Willy Wilcox,58,6.0,260.1,43,7.4,2.3
175,T176,T176,Derek Fathauer,81,5.9,402.2,68,7.2,2.5
176,T176,T176,Jerry Kelly,79,5.9,404.0,69,6.9,3.3
177,T176,T176,Russell Knox,96,5.9,588.6,99,6.9,4.5
178,T176,T176,John Merrick,78,5.9,360.0,61,7.2,2.5
179,T176,T176,Boo Weekley,79,5.9,373.2,63,7.3,2.0
180,T181,T181,Ken Duke,93,5.8,511.8,88,7.1,3.3
181,T181,T181,Jonathan Randolph,72,5.8,362.6,63,7.1,3.2
182,183,183,Byron Smith,59,5.7,230.0,40,6.9,3.8
183,184,184,Ricky Barnes,82,5.5,330.2,60,7.4,0.7
