,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
85,T86,T86,Jason Bohn,95,2.5610000000000004,277.811,108.48700000000001,101,3.225
86,T86,T86,John Peterson,84,2.5610000000000004,288.173,112.51700000000001,94,3.1189999999999998
87,T88,T88,Hunter Mahan,88,2.56,294.83099999999996,115.18299999999999,73,3.43
88,T88,T88,Roger Sloan,56,2.56,293.59,114.691,42,2.944
89,90,90,Alex Prugh,84,2.5580000000000003,299.453,117.081,82,3.303
90,91,91,Scott Langley,94,2.557,281.301,110.01700000000001,83,3.157
91,T92,T92,Sangmoon Bae,98,2.555,290.085,113.529,97,3.065
92,T92,T92,Kyle Reifers,96,2.555,293.46,114.84700000000001,77,3.345
93,T94,T94,Harris English,105,2.5540000000000003,306.867,120.166,97,3.1060000000000003
94,T94,T94,Geoff Ogilvy,50,2.5540000000000003,298.432,116.85600000000001,40,3.0
95,96,96,Ian Poulter,68,2.553,285.423,111.803,54,2.932
96,T97,T97,Paul Casey,87,2.552,298.98900000000003,117.161,63,2.9330000000000003
97,T97,T97,Nicholas Thompson,90,2.552,287.837,112.775,84,3.0410000000000004
98,T99,T99,Brian Harman,90,2.551,288.058,112.931,82,3.35
99,T99,T99,Dustin Johnson,75,2.551,323.105,126.661,47,3.319
100,T99,T99,Boo Weekley,79,2.551,294.006,115.242,63,2.957
101,102,102,Bo Van Pelt,81,2.55,289.969,113.726,74,3.1660000000000004
102,103,103,Shawn Stefani,94,2.548,297.975,116.947,94,2.9730000000000003
103,T104,T104,Jon Curran,83,2.5469999999999997,274.19,107.649,72,3.2239999999999998
104,T104,T104,John Merrick,78,2.5469999999999997,287.57099999999997,112.914,63,3.23
105,T104,T104,Steve Wheatcroft,87,2.5469999999999997,288.361,113.204,90,3.3160000000000003
106,107,107,Robert Streb,110,2.545,297.276,116.82,111,3.014
107,108,108,Johnson Wagner,68,2.543,293.438,115.395,55,3.181
108,109,109,Charles Howell III,105,2.542,303.193,119.26,109,3.1
109,T110,T110,Luke Donald,71,2.541,278.624,109.63600000000001,51,2.938
110,T110,T110,Lee Westwood,56,2.541,294.306,115.80799999999999,41,2.97
111,T112,T112,Jim Herman,88,2.54,295.54900000000004,116.345,84,3.1839999999999997
112,T112,T112,Tom Hoge,83,2.54,293.046,115.37,68,3.0260000000000002
113,T114,T114,Luke Guthrie,84,2.536,288.52299999999997,113.772,80,3.14
114,T114,T114,Matt Kuchar,97,2.536,290.101,114.381,86,3.1919999999999997
115,T116,T116,Robert Garrigus,70,2.535,304.461,120.117,52,3.0589999999999997
116,T116,T116,John Huh,102,2.535,281.584,111.081,108,3.0810000000000004
117,T116,T116,Gary Woodland,81,2.535,307.128,121.14,61,2.905
118,119,119,Rickie Fowler,76,2.5340000000000003,297.693,117.495,66,3.245
119,T120,T120,Kevin Chappell,86,2.533,300.41200000000003,118.611,64,3.136
120,T120,T120,Ryo Ishikawa,90,2.533,292.731,115.57799999999999,91,2.998
121,T120,T120,Andrew Putnam,68,2.533,282.009,111.352,62,3.137
122,T123,T123,Eric Axley,57,2.532,288.562,113.961,48,2.807
123,T123,T123,Ken Duke,93,2.532,282.10400000000004,111.428,90,3.279
124,125,125,Max Homa,78,2.53,296.882,117.35,64,2.842
125,126,126,Steven Bowditch,103,2.526,303.246,120.038,97,3.137
126,127,127,Erik Compton,86,2.525,290.347,115.00299999999999,81,3.29
127,128,128,Keegan Bradley,87,2.524,304.897,120.814,80,3.02
128,129,129,Jerry Kelly,79,2.523,277.32599999999996,109.906,70,3.073
129,130,130,Sam Saunders,83,2.522,295.952,117.34,70,3.148
130,131,131,Charl Schwartzel,67,2.521,303.178,120.274,41,3.032
131,132,132,Spencer Levin,99,2.52,284.98,113.07700000000001,96,3.1319999999999997
132,133,133,Jordan Spieth,91,2.519,292.622,116.161,67,3.1630000000000003
133,T134,T134,Scott Brown,97,2.517,288.339,114.566,83,2.9189999999999996
134,T134,T134,Byron Smith,59,2.517,290.649,115.484,43,3.0060000000000002
135,T134,T134,Jimmy Walker,89,2.517,306.85,121.9,70,3.093
136,T137,T137,Troy Merritt,91,2.516,286.999,114.088,84,3.228
137,T137,T137,Henrik Stenson,63,2.516,306.113,121.67299999999999,29,3.069
138,139,139,Chad Collins,79,2.512,283.106,112.68799999999999,71,3.0410000000000004
139,140,140,Colt Knost,90,2.51,275.246,109.65799999999999,87,2.905
140,141,141,Bryce Molder,91,2.509,279.043,111.223,84,3.022
141,142,142,Rory Sabbatini,81,2.508,287.742,114.719,72,3.373
142,143,143,Martin Flores,95,2.5069999999999997,300.77,119.99600000000001,90,2.8680000000000003
143,144,144,Sergio Garcia,59,2.506,300.142,119.775,41,2.918
144,145,145,Seung-Yul Noh,65,2.499,297.462,119.041,57,2.9010000000000002
145,146,146,Kevin Na,98,2.498,281.43,112.647,81,2.943
146,T147,T147,Billy Hurley III,83,2.4930000000000003,274.098,109.95200000000001,73,2.8510000000000004
147,T147,T147,Patrick Rodgers,57,2.4930000000000003,305.871,122.69,46,2.8739999999999997
148,T149,T149,Adam Hadwin,95,2.49,291.894,117.219,90,2.935
149,T149,T149,Matt Jones,89,2.49,297.601,119.499,72,2.963
150,T149,T149,Whee Kim,71,2.49,283.33299999999997,113.76700000000001,55,2.8560000000000003
151,152,152,Pat Perez,96,2.489,286.499,115.12200000000001,89,2.859
152,153,153,William McGirt,103,2.488,277.48,111.54299999999999,114,2.8480000000000003
153,T154,T154,Ben Martin,93,2.484,287.389,115.714,91,3.1639999999999997
154,T154,T154,D.A. Points,72,2.484,280.468,112.916,58,2.835
155,156,156,Russell Henley,87,2.483,296.372,119.351,82,3.1710000000000003
156,157,157,Greg Owen,58,2.48,297.712,120.044,48,3.051
157,T158,T158,Graham DeLaet,65,2.479,303.322,122.36,52,3.168
158,T158,T158,Gonzalo Fernandez-Castaño,81,2.479,293.408,118.35799999999999,65,2.965
159,T158,T158,Tony Finau,106,2.479,314.07099999999997,126.708,94,3.071
160,161,161,Scott Pinckney,88,2.478,296.002,119.447,80,3.0789999999999997
161,162,162,Patrick Reed,103,2.476,291.85400000000004,117.852,84,3.153
162,163,163,Daniel Berger,97,2.467,307.751,124.76700000000001,69,2.904
163,164,164,Brendon de Jonge,106,2.465,285.522,115.846,102,3.109
164,165,165,Charlie Beljan,76,2.464,310.5,126.016,62,2.932
165,166,166,Jonathan Byrd,69,2.463,285.616,115.98299999999999,54,2.92
166,T167,T167,Stewart Cink,77,2.459,293.866,119.50200000000001,66,3.0010000000000003
167,T167,T167,Mark Hubbard,79,2.459,281.72700000000003,114.57799999999999,65,2.8539999999999996
168,T167,T167,Jonathan Randolph,72,2.459,286.95799999999997,116.69,64,3.012
169,170,170,Brooks Koepka,84,2.457,308.862,125.693,84,3.0439999999999996
170,171,171,George McNeill,93,2.455,287.402,117.051,85,2.86
171,T172,T172,Jonas Blixt,78,2.447,282.281,115.34,56,2.906
172,T172,T172,Derek Ernst,75,2.447,301.496,123.193,68,2.873
173,T174,T174,Jason Dufner,76,2.4459999999999997,284.851,116.456,54,3.049
174,T174,T174,Michael Putnam,87,2.4459999999999997,289.931,118.51700000000001,72,2.906
175,176,176,Roberto Castro,54,2.444,275.414,112.689,38,2.8939999999999997
176,177,177,Zac Blair,108,2.441,273.262,111.95,101,3.0610000000000004
177,178,178,Hudson Swafford,97,2.431,302.134,124.289,85,3.049
178,179,179,Willy Wilcox,58,2.419,296.66900000000004,122.62,41,2.802
179,180,180,Jhonattan Vegas,90,2.412,303.219,125.69200000000001,77,3.052
180,181,181,Nick Watney,91,2.4019999999999997,293.42900000000003,122.163,87,2.7510000000000003
181,182,182,John Senden,80,2.395,289.866,121.054,60,2.799
182,183,183,Greg Chalmers,58,2.347,276.668,117.881,42,2.8089999999999997
183,184,184,Ricky Barnes,82,2.339,280.283,119.815,63,2.9410000000000003
