,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
0,1,1,Bubba Watson,71,42.86,48.0,112,-0.38
1,2,2,Dustin Johnson,75,42.11,48.0,114,-0.25
2,3,3,J.B. Holmes,89,31.16,43.0,138,-0.40
3,4,4,Jason Day,75,30.0,36.0,120,-0.56
4,5,5,Tony Finau,106,29.8,59.0,198,-0.42
5,6,6,Charlie Beljan,76,27.78,35.0,126,-0.31
6,7,7,Ryan Palmer,80,27.59,32.0,116,-0.38
7,8,8,Adam Scott,51,26.56,17.0,64,-0.41
8,9,9,Brooks Koepka,84,26.52,35.0,132,-0.37
9,10,10,Patrick Rodgers,57,25.96,27.0,104,-0.19
10,11,11,Jimmy Walker,89,25.37,34.0,134,-0.18
11,12,12,Jason Kokrak,88,23.86,42.0,176,-0.21
12,13,13,Gary Woodland,81,23.64,26.0,110,-0.31
13,14,14,Justin Rose,69,20.0,20.0,100,-0.40
14,15,15,Steven Bowditch,103,19.57,36.0,184,-0.31
15,16,16,Keegan Bradley,87,19.4,26.0,134,-0.50
16,17,17,Charles Howell III,105,19.23,40.0,208,-0.28
17,18,18,Charl Schwartzel,67,18.29,15.0,82,-0.40
18,T19,T19,Robert Garrigus,70,17.19,22.0,128,-0.09
19,T19,T19,Lee Westwood,56,17.19,11.0,64,-0.64
20,T21,T21,Charley Hoffman,97,16.87,28.0,166,-0.29
21,T21,T21,Brendan Steele,88,16.87,28.0,166,-0.54
22,23,23,Daniel Berger,97,16.85,31.0,184,-0.55
23,T24,T24,Ángel Cabrera,53,16.67,15.0,90,-0.60
24,T24,T24,Sergio Garcia,59,16.67,12.0,72,+0.08
25,26,26,Harris English,105,15.79,30.0,190,-0.27
26,27,27,Justin Thomas,106,15.53,32.0,206,-0.59
27,28,28,Phil Mickelson,70,15.52,18.0,116,-0.50
28,29,29,Martin Laird,77,15.13,23.0,152,-0.22
29,30,30,Louis Oosthuizen,68,14.89,14.0,94,-0.29
30,T31,T31,Paul Casey,87,13.64,18.0,132,-0.50
31,T31,T31,Henrik Stenson,63,13.64,12.0,88,-0.50
32,33,33,Hudson Swafford,97,13.59,25.0,184,-0.52
33,34,34,Matt Jones,89,13.38,19.0,142,-0.47
34,35,35,Jhonattan Vegas,90,13.29,21.0,158,-0.48
35,36,36,Morgan Hoffmann,85,12.86,18.0,140,-0.17
36,37,37,James Hahn,94,12.05,20.0,166,-0.55
37,38,38,Robert Streb,110,12.0,24.0,200,-0.46
38,39,39,Russell Henley,87,11.94,16.0,134,-0.25
39,40,40,Scott Piercy,90,11.67,21.0,180,-0.57
40,41,41,Martin Flores,95,11.36,20.0,176,-0.30
