,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
41,42,42,Hideki Matsuyama,95,11.27,16.0,142,-0.31
42,43,43,Graham DeLaet,65,11.21,13.0,116,-0.54
43,44,44,Carlos Ortiz,100,11.11,20.0,180,-0.40
44,45,45,Stewart Cink,77,10.87,15.0,138,-0.60
45,T46,T46,Davis Love III,51,10.64,10.0,94,-0.30
46,T46,T46,Shawn Stefani,94,10.64,20.0,188,-0.55
47,48,48,Jamie Donaldson,50,10.61,7.0,66,-0.57
48,49,49,Scott Pinckney,88,10.0,17.0,170,-0.53
49,50,50,Roger Sloan,56,9.8,10.0,102,-0.40
50,T51,T51,Retief Goosen,81,9.7,13.0,134,-0.31
51,T51,T51,Hunter Mahan,88,9.7,13.0,134,-0.54
52,53,53,Seung-Yul Noh,65,9.65,11.0,114,-0.27
53,54,54,Aaron Baddeley,76,9.59,14.0,146,-0.71
54,55,55,Derek Ernst,75,9.56,13.0,136,-0.15
55,56,56,Patrick Reed,103,9.38,15.0,160,-0.40
56,57,57,Marc Leishman,74,9.09,10.0,110,-0.30
57,58,58,Andres Romero,69,9.02,11.0,122,-0.55
58,59,59,J.J. Henry,94,8.99,16.0,178,-0.25
59,60,60,Alex Prugh,84,8.86,14.0,158,-0.29
60,61,61,Andres Gonzales,90,8.82,15.0,170,-0.53
61,62,62,Steve Wheatcroft,87,8.64,14.0,162,-0.50
62,63,63,Rickie Fowler,76,8.62,10.0,116,-0.60
63,64,64,Willy Wilcox,58,8.51,8.0,94,-0.13
64,T65,T65,Kevin Chappell,86,8.33,13.0,156,-0.31
65,T65,T65,Billy Horschel,99,8.33,13.0,156,-0.15
66,T65,T65,Byron Smith,59,8.33,9.0,108,-0.56
67,68,68,Nick Taylor,91,8.24,15.0,182,-0.33
68,69,69,Matt Kuchar,97,8.23,13.0,158,-0.38
69,70,70,Max Homa,78,8.22,12.0,146,-0.08
70,T71,T71,Jim Herman,88,8.14,14.0,172,-0.57
71,T71,T71,Sean O'Hair,86,8.14,14.0,172,-0.43
72,73,73,Rory Sabbatini,81,8.11,12.0,148,-0.67
73,74,74,Nick Watney,91,7.95,14.0,176,-0.21
74,75,75,Jonas Blixt,78,7.89,9.0,114,-0.44
75,76,76,Ben Martin,93,7.5,12.0,160,-0.42
76,77,77,Tom Hoge,83,7.24,11.0,152,-0.45
77,78,78,Camilo Villegas,83,7.14,11.0,154,-0.73
78,79,79,Boo Weekley,79,6.85,10.0,146,-0.80
79,80,80,Webb Simpson,81,6.82,9.0,132,-0.44
80,81,81,Sam Saunders,83,6.76,10.0,148,-0.70
81,82,82,Sangmoon Bae,98,6.74,12.0,178,-0.58
82,83,83,John Senden,80,6.73,7.0,104,-0.57
83,84,84,Oscar Fraustro,58,6.6,7.0,106,-0.14
84,85,85,Jordan Spieth,91,6.52,9.0,138,-0.11
85,86,86,Lucas Glover,79,6.49,10.0,154,-0.50
86,87,87,Padraig Harrington,60,6.48,7.0,108,-0.14
87,88,88,Kyle Reifers,96,6.18,11.0,178,-0.64
88,89,89,David Lingmerth,90,6.17,10.0,162,-0.10
89,90,90,Cameron Percy,72,5.97,8.0,134,-0.38
90,91,91,Carl Pettersson,106,5.94,12.0,202,-0.33
91,T92,T92,Jeff Overton,94,5.88,10.0,170,-0.40
92,T92,T92,Greg Owen,58,5.88,6.0,102,-0.50
93,T92,T92,Ian Poulter,68,5.88,6.0,102,E
94,95,95,Michael Putnam,87,5.84,9.0,154,-0.44
95,96,96,Geoff Ogilvy,50,5.71,4.0,70,-0.25
96,T97,T97,Ryo Ishikawa,90,5.49,9.0,164,-0.33
97,T97,T97,George McNeill,93,5.49,10.0,182,-0.60
98,99,99,Ricky Barnes,82,5.48,8.0,146,-0.50
99,100,100,Spencer Levin,99,5.32,10.0,188,-0.80
100,101,101,Matt Every,73,5.26,6.0,114,-0.50
101,102,102,Kevin Streelman,95,5.19,8.0,154,-0.38
102,103,103,Chesson Hadley,101,5.15,10.0,194,-0.50
103,104,104,Scott Stallings,60,4.81,5.0,104,-0.40
104,105,105,Scott Brown,97,4.79,9.0,188,-0.78
105,T106,T106,Kevin Na,98,4.67,7.0,150,-0.29
106,T106,T106,Bo Van Pelt,81,4.67,7.0,150,-0.71
107,108,108,Chez Reavie,56,4.55,5.0,110,-0.20
108,109,109,Michael Thompson,83,4.49,7.0,156,-0.43
109,T110,T110,Jonathan Randolph,72,4.48,6.0,134,-0.67
110,T110,T110,Johnson Wagner,68,4.48,6.0,134,-0.50
111,112,112,Adam Hadwin,95,4.44,8.0,180,-0.13
112,113,113,Jonathan Byrd,69,4.31,5.0,116,-0.80
113,114,114,Vijay Singh,78,4.23,6.0,142,-0.17
114,115,115,Kevin Kisner,104,4.08,8.0,196,-0.50
115,116,116,Ryan Moore,81,4.03,5.0,124,-0.20
116,117,117,Troy Merritt,91,4.02,7.0,174,-0.43
117,118,118,Andrew Putnam,68,3.97,5.0,126,-0.80
118,119,119,Tyrone Van Aswegen,58,3.77,4.0,106,+0.25
119,T120,T120,Jim Furyk,71,3.7,4.0,108,-1.00
120,T120,T120,Brian Harman,90,3.7,6.0,162,-0.83
121,122,122,Ernie Els,57,3.66,3.0,82,E
122,123,123,Brendon de Jonge,106,3.54,7.0,198,-0.29
123,124,124,Jason Gore,76,3.52,5.0,142,-0.20
124,125,125,Greg Chalmers,58,3.49,3.0,86,E
125,126,126,Blayne Barber,76,3.47,5.0,144,E
126,127,127,Bill Haas,89,3.38,5.0,148,-0.60
127,T128,T128,Brice Garnett,81,3.33,5.0,150,-0.40
128,T128,T128,Luke Guthrie,84,3.33,5.0,150,+0.20
129,T128,T128,Francesco Molinari,56,3.33,3.0,90,+0.33
130,131,131,Chris Kirk,76,3.28,4.0,122,-1.00
131,T132,T132,Erik Compton,86,3.25,5.0,154,-0.80
132,T132,T132,Andrew Svoboda,80,3.25,5.0,154,-0.40
133,134,134,Russell Knox,96,3.19,6.0,188,-0.50
134,135,135,Brandt Snedeker,98,3.13,5.0,160,-0.80
135,136,136,William McGirt,103,2.91,6.0,206,-0.50
136,137,137,John Merrick,78,2.82,4.0,142,-0.75
137,T138,T138,Robert Allenby,63,2.78,3.0,108,+1.00
138,T138,T138,Zach Johnson,90,2.78,4.0,144,-0.50
139,140,140,Danny Lee,120,2.75,6.0,218,E
140,141,141,Pat Perez,96,2.72,5.0,184,-0.80
141,T142,T142,Gonzalo Fernandez-Castaño,81,2.7,4.0,148,-0.25
142,T142,T142,Sung Joon Park,79,2.7,4.0,148,-0.50
143,T144,T144,Chad Collins,79,2.63,4.0,152,-1.50
144,T144,T144,Jon Curran,83,2.63,4.0,152,-1.25
145,T144,T144,Jerry Kelly,79,2.63,4.0,152,+0.25
146,147,147,Chad Campbell,97,2.6,5.0,192,-0.40
147,148,148,K.J. Choi,66,2.59,3.0,116,E
148,149,149,Daniel Summerhays,101,2.58,5.0,194,-0.60
149,150,150,Chris Stroud,84,2.5,4.0,160,-0.25
150,151,151,Fabián Gómez,83,2.44,4.0,164,-0.50
151,152,152,John Peterson,84,2.38,4.0,168,-0.50
152,153,153,Mark Wilson,89,2.35,4.0,170,-0.75
153,154,154,Brian Stuard,97,2.27,4.0,176,-0.50
154,155,155,Bill Lunde,50,2.22,2.0,90,-0.50
155,156,156,Scott Langley,94,2.2,4.0,182,-0.50
156,157,157,Alex Cejka,94,2.17,4.0,184,-0.25
157,158,158,David Hearn,97,2.15,4.0,186,-0.25
158,159,159,John Huh,102,2.04,4.0,196,-0.75
159,160,160,Mark Hubbard,79,2.03,3.0,148,-1.00
160,161,161,Jason Dufner,76,2.0,2.0,100,-0.50
161,162,162,Derek Fathauer,81,1.97,3.0,152,E
162,163,163,Nicholas Thompson,90,1.9,3.0,158,E
163,164,164,Eric Axley,57,1.85,2.0,108,E
164,165,165,Colt Knost,90,1.81,3.0,166,-0.33
165,166,166,Cameron Tringale,96,1.79,3.0,168,-0.67
166,167,167,Ken Duke,93,1.74,3.0,172,-1.00
167,168,168,Jason Bohn,95,1.58,3.0,190,-0.67
168,T169,T169,D.A. Points,72,1.54,2.0,130,-1.00
169,T169,T169,Jim Renner,68,1.54,2.0,130,+1.00
170,171,171,Whee Kim,71,1.49,2.0,134,-1.00
171,T172,T172,Roberto Castro,54,1.19,1.0,84,-1.00
172,T172,T172,Bryce Molder,91,1.19,2.0,168,E
173,174,174,Heath Slocum,57,1.04,1.0,96,-1.00
174,T175,T175,Steven Alker,62,0.85,1.0,118,-1.00
175,T175,T175,Justin Leonard,61,0.85,1.0,118,-1.00
176,177,177,Tim Wilkinson,73,0.76,1.0,132,-1.00
177,178,178,Zac Blair,108,0.5,1.0,202,-1.00
178,T179,T179,Ben Crane,62,0.0,,110,E
179,T179,T179,Brian Davis,86,0.0,,156,E
180,T179,T179,Luke Donald,71,0.0,,114,E
181,T179,T179,Billy Hurley III,83,0.0,,142,E
182,T179,T179,Brendon Todd,96,0.0,,160,E
183,T179,T179,David Toms,62,0.0,,116,E
