,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
116,117,117,Mark Hubbard,79,-0.06,-3.6289999999999996,61
117,118,118,Scott Stallings,60,-0.061,-2.977,49
118,119,119,Patrick Reed,103,-0.071,-5.375,76
119,120,120,Cameron Tringale,96,-0.07400000000000001,-5.882999999999999,79
120,121,121,Martin Laird,77,-0.078,-5.684,73
121,T122,T122,Chesson Hadley,101,-0.08,-7.145,89
122,T122,T122,Nick Taylor,91,-0.08,-6.63,83
123,124,124,Colt Knost,90,-0.084,-6.2410000000000005,74
124,125,125,Byron Smith,59,-0.085,-3.66,43
125,126,126,Michael Thompson,83,-0.08900000000000001,-6.675,75
126,127,127,Brian Stuard,97,-0.10300000000000001,-8.173,79
127,128,128,Daniel Summerhays,101,-0.111,-9.87,89
128,129,129,Jonas Blixt,78,-0.115,-5.996,52
129,130,130,Brian Davis,86,-0.11900000000000001,-8.435,71
130,131,131,Brandt Snedeker,98,-0.126,-9.453,75
131,132,132,Scott Langley,94,-0.128,-10.107000000000001,79
132,133,133,Steven Alker,62,-0.129,-6.461,50
133,134,134,Jonathan Byrd,69,-0.145,-7.3870000000000005,51
134,135,135,Chris Kirk,76,-0.15,-8.423,56
135,136,136,Jimmy Walker,89,-0.161,-10.297,64
136,T137,T137,Roger Sloan,56,-0.168,-6.735,40
137,T137,T137,Brendon Todd,96,-0.168,-12.753,76
138,139,139,Andrew Svoboda,80,-0.171,-11.956,70
139,140,140,Brice Garnett,81,-0.198,-12.67,64
140,141,141,Whee Kim,71,-0.201,-11.232999999999999,56
141,T142,T142,Erik Compton,86,-0.21600000000000003,-15.093,70
142,T142,T142,Fabián Gómez,83,-0.21600000000000003,-14.911,69
143,T142,T142,David Hearn,97,-0.21600000000000003,-18.351,85
144,145,145,George McNeill,93,-0.223,-19.814,89
145,146,146,Heath Slocum,57,-0.22899999999999998,-8.93,39
146,147,147,Alex Cejka,94,-0.233,-18.444000000000003,79
147,148,148,Chris Stroud,84,-0.249,-16.902,68
148,149,149,Chad Collins,79,-0.25,-15.745999999999999,63
149,150,150,Robert Allenby,63,-0.262,-13.386,51
150,151,151,Andres Romero,69,-0.26899999999999996,-14.508,54
151,152,152,Retief Goosen,81,-0.271,-16.235,60
152,153,153,Ernie Els,57,-0.285,-11.1,39
153,154,154,Bryce Molder,91,-0.294,-22.656,77
154,T155,T155,Bo Van Pelt,81,-0.29600000000000004,-19.249000000000002,65
155,T155,T155,Camilo Villegas,83,-0.29600000000000004,-21.879,74
156,T157,T157,Zac Blair,108,-0.299,-26.316,88
157,T157,T157,Mark Wilson,89,-0.299,-24.184,81
158,159,159,Danny Lee,120,-0.301,-30.1,100
159,160,160,Ben Crane,62,-0.303,-15.774000000000001,52
160,161,161,Luke Guthrie,84,-0.314,-21.344,68
161,162,162,Greg Chalmers,58,-0.32299999999999995,-11.636,36
162,T163,T163,Troy Merritt,91,-0.326,-26.723000000000003,82
163,T163,T163,Tim Wilkinson,73,-0.326,-18.883,58
164,165,165,Kevin Na,98,-0.32899999999999996,-23.391,71
165,166,166,Andres Gonzales,90,-0.386,-29.366999999999997,76
166,167,167,Jon Curran,83,-0.406,-26.406,65
167,T168,T168,Ryo Ishikawa,90,-0.408,-30.63,75
168,T168,T168,Jonathan Randolph,72,-0.408,-22.851,56
169,170,170,Padraig Harrington,60,-0.434,-21.25,49
170,171,171,Derek Fathauer,81,-0.455,-30.013,66
171,172,172,Justin Leonard,61,-0.486,-26.269000000000002,54
172,173,173,Jim Renner,68,-0.501,-28.059,56
173,174,174,K.J. Choi,66,-0.522,-29.753,57
174,175,175,Eric Axley,57,-0.541,-23.276,43
175,176,176,Seung-Yul Noh,65,-0.555,-29.971999999999998,54
176,177,177,Aaron Baddeley,76,-0.596,-39.324,66
177,178,178,Billy Hurley III,83,-0.635,-40.005,63
178,179,179,Luke Donald,71,-0.7929999999999999,-42.797,54
179,180,180,Ricky Barnes,82,-0.8190000000000001,-51.618,63
180,181,181,D.A. Points,72,-0.82,-47.547,58
181,182,182,Matt Every,73,-0.925,-51.805,56
182,183,183,Tyrone Van Aswegen,58,-1.081,-45.394,42
183,184,184,Andrew Putnam,68,-1.411,-76.20100000000001,54
