,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
0,1,1,Bubba Watson,71,1.194,66.846,56
1,2,2,Dustin Johnson,75,0.96,51.833,54
2,3,3,Jason Day,75,0.772,44.027,57
3,4,4,Adam Scott,51,0.682,21.818,32
4,5,5,Patrick Rodgers,57,0.68,31.268,46
5,6,6,Derek Ernst,75,0.6759999999999999,42.578,63
6,7,7,Charl Schwartzel,67,0.669,27.444000000000003,41
7,8,8,Willy Wilcox,58,0.662,27.131999999999998,41
8,9,9,Lucas Glover,79,0.591,42.52,72
9,10,10,Charlie Beljan,76,0.583,33.211999999999996,57
10,11,11,Kevin Streelman,95,0.563,41.071000000000005,73
11,12,12,Justin Rose,69,0.55,26.936999999999998,49
12,13,13,Boo Weekley,79,0.5479999999999999,36.729,67
13,14,14,Hideki Matsuyama,95,0.496,34.719,70
14,15,15,Jordan Spieth,91,0.494,32.635,66
15,16,16,Charley Hoffman,97,0.47,35.724000000000004,76
16,17,17,Jim Herman,88,0.467,35.93,77
17,18,18,Jason Kokrak,88,0.46399999999999997,37.11,80
18,19,19,Henrik Stenson,63,0.44799999999999995,19.704,44
19,20,20,Sergio Garcia,59,0.442,15.901,36
20,21,21,Keegan Bradley,87,0.436,27.888,64
21,22,22,J.B. Holmes,89,0.42700000000000005,28.194000000000003,66
22,23,23,Brooks Koepka,84,0.40700000000000003,26.468000000000004,65
23,24,24,Paul Casey,87,0.392,24.689,63
24,25,25,Chez Reavie,56,0.384,19.221,50
25,26,26,Tony Finau,106,0.38299999999999995,35.193000000000005,92
26,27,27,David Lingmerth,90,0.379,28.016,74
27,28,28,Daniel Berger,97,0.37200000000000005,30.893,83
28,29,29,Nicholas Thompson,90,0.37,25.909000000000002,70
29,30,30,Billy Horschel,99,0.366,26.704,73
30,31,31,Brendan Steele,88,0.363,27.623,76
31,32,32,Ryan Palmer,80,0.35600000000000004,19.246,54
32,33,33,Carlos Ortiz,100,0.355,29.502,83
33,34,34,Justin Thomas,106,0.35200000000000004,33.811,96
34,35,35,Martin Flores,95,0.349,27.6,79
35,36,36,Robert Garrigus,70,0.345,19.000999999999998,55
36,37,37,Russell Henley,87,0.34299999999999997,22.975,67
37,38,38,Charles Howell III,105,0.34,33.677,99
38,39,39,Louis Oosthuizen,68,0.33899999999999997,15.95,47
39,40,40,John Peterson,84,0.33299999999999996,25.660999999999998,77
40,41,41,Shawn Stefani,94,0.332,29.245,88
41,42,42,John Senden,80,0.331,16.863,51
42,43,43,Francesco Molinari,56,0.324,13.933,43
43,44,44,Brian Harman,90,0.322,25.14,78
44,45,45,Alex Prugh,84,0.319,22.941,72
45,46,46,Kevin Kisner,104,0.316,29.675,94
46,47,47,Nick Watney,91,0.31,25.136,81
47,48,48,Robert Streb,110,0.309,29.668000000000003,96
48,49,49,Sam Saunders,83,0.307,19.317999999999998,63
49,50,50,Scott Brown,97,0.29600000000000004,23.938000000000002,81
50,51,51,Jason Gore,76,0.284,16.469,58
51,52,52,Brendon de Jonge,106,0.276,25.357,92
52,53,53,Hudson Swafford,97,0.273,22.636999999999997,83
53,54,54,Scott Piercy,90,0.27,22.416,83
54,55,55,Oscar Fraustro,58,0.259,10.345999999999998,40
55,56,56,Sangmoon Bae,98,0.251,22.059,88
56,57,57,Matt Jones,89,0.249,16.680999999999997,67
57,58,58,Jason Dufner,76,0.242,11.607999999999999,48
58,59,59,Zach Johnson,90,0.24,16.777,70
59,60,60,Webb Simpson,81,0.225,14.431,64
60,61,61,Blayne Barber,76,0.20800000000000002,13.135,63
61,62,62,Spencer Levin,99,0.204,16.945999999999998,83
62,63,63,Davis Love III,51,0.18899999999999997,7.939,42
63,64,64,Gonzalo Fernandez-Castaño,81,0.187,11.767999999999999,63
64,65,65,Gary Woodland,81,0.177,9.574,54
65,66,66,Jhonattan Vegas,90,0.17300000000000001,12.472999999999999,72
66,67,67,Kevin Chappell,86,0.16,11.972000000000001,75
67,68,68,Sean O'Hair,86,0.153,12.401,81
68,69,69,Vijay Singh,78,0.152,10.479000000000001,69
69,70,70,Steve Wheatcroft,87,0.14800000000000002,10.667,72
70,71,71,Bill Haas,89,0.14,9.96,71
71,72,72,Geoff Ogilvy,50,0.138,4.84,35
72,73,73,Matt Kuchar,97,0.136,10.494000000000002,77
73,74,74,Chad Campbell,97,0.13,11.837,91
74,75,75,Cameron Percy,72,0.128,7.437,58
75,T76,T76,Rickie Fowler,76,0.12300000000000001,6.997999999999999,57
76,T76,T76,Scott Pinckney,88,0.12300000000000001,9.126,74
77,78,78,Bill Lunde,50,0.11,3.945,36
78,79,79,Kyle Reifers,96,0.10800000000000001,8.652000000000001,80
79,80,80,James Hahn,94,0.106,8.305,78
80,81,81,Sung Joon Park,79,0.10400000000000001,6.582999999999999,63
81,82,82,Russell Knox,96,0.098,8.491,87
82,83,83,Jamie Donaldson,50,0.095,3.048,32
83,T84,T84,Rory Sabbatini,81,0.094,6.205,66
84,T84,T84,Lee Westwood,56,0.094,3.012,32
85,86,86,Adam Hadwin,95,0.08800000000000001,7.105,81
86,T87,T87,Stewart Cink,77,0.087,5.76,66
87,T87,T87,William McGirt,103,0.087,8.425,97
88,89,89,Roberto Castro,54,0.079,2.826,36
89,90,90,Jerry Kelly,79,0.073,4.79,66
90,91,91,Phil Mickelson,70,0.07200000000000001,3.94,55
91,92,92,Ryan Moore,81,0.071,4.315,61
92,93,93,Ken Duke,93,0.067,5.226,78
93,T94,T94,J.J. Henry,94,0.066,5.021,76
94,T94,T94,Max Homa,78,0.066,4.101,62
95,96,96,Jim Furyk,71,0.064,3.339,52
96,97,97,Ángel Cabrera,53,0.06,2.537,42
97,98,98,John Merrick,78,0.055999999999999994,3.238,58
98,99,99,Greg Owen,58,0.036000000000000004,1.455,40
99,100,100,Tom Hoge,83,0.035,2.2840000000000003,65
100,101,101,Graham DeLaet,65,0.027000000000000003,1.4409999999999998,54
101,102,102,Marc Leishman,74,0.021,1.1340000000000001,54
102,103,103,Jason Bohn,95,0.019,1.618,87
103,104,104,Harris English,105,0.009000000000000001,0.802,88
104,105,105,Pat Perez,96,-0.01,-0.8109999999999999,83
105,106,106,Johnson Wagner,68,-0.013000000000000001,-0.723,57
106,107,107,Ben Martin,93,-0.016,-1.217,77
107,108,108,Hunter Mahan,88,-0.023,-1.507,65
108,109,109,Michael Putnam,87,-0.025,-1.703,68
109,110,110,Morgan Hoffmann,85,-0.032,-2.1830000000000003,69
110,111,111,Jeff Overton,94,-0.036000000000000004,-2.7310000000000003,75
111,112,112,Carl Pettersson,106,-0.038,-3.615,96
112,T113,T113,John Huh,102,-0.040999999999999995,-3.681,89
113,T113,T113,David Toms,62,-0.040999999999999995,-2.278,55
114,115,115,Steven Bowditch,103,-0.053,-4.703,88
115,116,116,Ian Poulter,68,-0.054000000000000006,-2.594,48
