,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
67,T66,T66,J.J. Henry,94,1.486,108.47200000000001,73,1.52,1.4369999999999998
68,T66,T66,Billy Horschel,99,1.486,129.313,87,1.52,1.4369999999999998
69,T66,T66,Danny Lee,120,1.486,166.42700000000002,112,1.5190000000000001,1.405
70,T66,T66,Geoff Ogilvy,50,1.486,60.913000000000004,41,1.5119999999999998,1.435
71,T66,T66,D.A. Points,72,1.486,86.16799999999999,58,1.517,1.401
72,T66,T66,Brendan Steele,88,1.486,136.668,92,1.518,1.4380000000000002
73,T66,T66,Tim Wilkinson,73,1.486,89.171,60,1.518,1.4169999999999998
74,T75,T75,Andres Gonzales,90,1.485,135.113,91,1.53,1.421
75,T75,T75,Matt Jones,89,1.485,109.868,74,1.517,1.4269999999999998
76,T75,T75,Cameron Percy,72,1.485,103.97200000000001,70,1.5190000000000001,1.365
77,T75,T75,Ian Poulter,68,1.485,80.21300000000001,54,1.518,1.4409999999999998
78,T75,T75,Chez Reavie,56,1.485,89.095,60,1.5130000000000001,1.439
79,T75,T75,Rory Sabbatini,81,1.485,109.898,74,1.515,1.429
80,T75,T75,Vijay Singh,78,1.485,109.869,74,1.521,1.4269999999999998
81,T75,T75,Robert Streb,110,1.485,164.81799999999998,111,1.518,1.416
82,T75,T75,Boo Weekley,79,1.485,95.042,64,1.5190000000000001,1.4280000000000002
83,T84,T84,Steven Bowditch,103,1.484,146.90200000000002,99,1.527,1.4180000000000001
84,T84,T84,Erik Compton,86,1.484,123.156,83,1.514,1.4509999999999998
85,T84,T84,Rickie Fowler,76,1.484,97.929,66,1.517,1.454
86,T84,T84,Kevin Kisner,104,1.484,166.24099999999999,112,1.516,1.442
87,T84,T84,Ryan Moore,81,1.484,100.913,68,1.515,1.423
88,T84,T84,Kyle Reifers,96,1.484,117.274,79,1.525,1.432
89,T84,T84,Patrick Rodgers,57,1.484,69.76899999999999,47,1.514,1.4240000000000002
90,T84,T84,Andres Romero,69,1.484,74.214,50,1.516,1.4469999999999998
91,T84,T84,Daniel Summerhays,101,1.484,123.17200000000001,83,1.521,1.403
92,T93,T93,Sangmoon Bae,98,1.483,143.812,97,1.516,1.412
93,T93,T93,Jason Day,75,1.483,90.485,61,1.518,1.422
94,T95,T95,Alex Cejka,94,1.482,123.042,83,1.52,1.4340000000000002
95,T95,T95,Retief Goosen,81,1.482,108.169,73,1.5190000000000001,1.433
96,T95,T95,Russell Henley,87,1.482,124.48700000000001,84,1.52,1.436
97,T95,T95,Matt Kuchar,97,1.482,131.924,89,1.5219999999999998,1.416
98,T95,T95,Marc Leishman,74,1.482,93.39,63,1.5290000000000001,1.436
99,T100,T100,Jonathan Byrd,69,1.4809999999999999,82.928,56,1.521,1.4380000000000002
100,T100,T100,Jason Dufner,76,1.4809999999999999,82.934,56,1.514,1.421
101,T100,T100,Gonzalo Fernandez-Castaño,81,1.4809999999999999,99.23100000000001,67,1.5319999999999998,1.401
102,T100,T100,David Hearn,97,1.4809999999999999,140.739,95,1.516,1.4269999999999998
103,T100,T100,Jerry Kelly,79,1.4809999999999999,106.60799999999999,72,1.517,1.435
104,T100,T100,Sam Saunders,83,1.4809999999999999,106.63799999999999,72,1.528,1.411
105,T100,T100,Willy Wilcox,58,1.4809999999999999,63.681000000000004,43,1.516,1.444
106,T107,T107,Keegan Bradley,87,1.48,121.399,82,1.524,1.42
107,T107,T107,Brian Harman,90,1.48,122.804,83,1.5090000000000001,1.399
108,T107,T107,Russell Knox,96,1.48,147.959,100,1.5119999999999998,1.405
109,T107,T107,Bryce Molder,91,1.48,125.794,85,1.52,1.419
110,T107,T107,Alex Prugh,84,1.48,122.852,83,1.5190000000000001,1.425
111,T112,T112,Jason Bohn,95,1.479,149.424,101,1.5219999999999998,1.422
112,T112,T112,Paul Casey,87,1.479,93.195,63,1.505,1.431
113,T112,T112,Jim Furyk,71,1.479,78.37,53,1.508,1.4469999999999998
114,T112,T112,James Hahn,94,1.479,116.82600000000001,79,1.516,1.4040000000000001
115,T112,T112,Davis Love III,51,1.479,63.613,43,1.518,1.4180000000000001
116,T112,T112,Jim Renner,68,1.479,85.78399999999999,58,1.515,1.439
117,T112,T112,Byron Smith,59,1.479,63.593999999999994,43,1.537,1.4240000000000002
118,T119,T119,Chad Collins,79,1.4780000000000002,107.897,73,1.5119999999999998,1.439
119,T119,T119,Scott Langley,94,1.4780000000000002,122.652,83,1.5190000000000001,1.391
120,T119,T119,Brendon Todd,96,1.4780000000000002,121.23200000000001,82,1.5130000000000001,1.433
121,T119,T119,Johnson Wagner,68,1.4780000000000002,82.788,56,1.5130000000000001,1.44
122,T123,T123,Adam Hadwin,95,1.4769999999999999,135.862,92,1.505,1.4409999999999998
123,T123,T123,Mark Hubbard,79,1.4769999999999999,98.946,67,1.5219999999999998,1.4240000000000002
124,T123,T123,Seung-Yul Noh,65,1.4769999999999999,85.69,58,1.516,1.426
125,T123,T123,Nick Watney,91,1.4769999999999999,132.895,90,1.518,1.4140000000000001
126,T127,T127,Daniel Berger,97,1.475,106.21,72,1.5290000000000001,1.393
127,T127,T127,Bill Haas,89,1.475,118.012,80,1.5219999999999998,1.4169999999999998
128,T127,T127,Ryo Ishikawa,90,1.475,134.236,91,1.5219999999999998,1.413
129,T127,T127,Spencer Levin,99,1.475,144.515,98,1.531,1.406
130,T127,T127,Scott Pinckney,88,1.475,120.944,82,1.535,1.413
131,T132,T132,Greg Chalmers,58,1.474,66.322,45,1.5,1.422
132,T132,T132,Luke Donald,71,1.474,75.192,51,1.5119999999999998,1.429
133,T132,T132,Max Homa,78,1.474,94.335,64,1.496,1.421
134,T135,T135,Steven Alker,62,1.473,86.927,59,1.514,1.4140000000000001
135,T135,T135,Stewart Cink,77,1.473,98.71600000000001,67,1.534,1.4269999999999998
136,T135,T135,Jason Gore,76,1.473,94.27799999999999,64,1.506,1.4240000000000002
137,T135,T135,Andrew Putnam,68,1.473,91.296,62,1.516,1.401
138,T135,T135,Andrew Svoboda,80,1.473,110.486,75,1.514,1.4240000000000002
139,T140,T140,Brendon de Jonge,106,1.472,153.102,104,1.514,1.3659999999999999
140,T140,T140,Matt Every,73,1.472,104.53,71,1.5190000000000001,1.392
141,T140,T140,Tony Finau,106,1.472,141.322,96,1.516,1.389
142,T140,T140,Kevin Streelman,95,1.472,120.74,82,1.516,1.423
143,T140,T140,Mark Wilson,89,1.472,122.191,83,1.521,1.4069999999999998
144,T145,T145,Graham DeLaet,65,1.4709999999999999,79.433,54,1.5030000000000001,1.412
145,T145,T145,Ken Duke,93,1.4709999999999999,133.906,91,1.528,1.3780000000000001
146,T145,T145,Colt Knost,90,1.4709999999999999,130.9,89,1.516,1.4240000000000002
147,T145,T145,Greg Owen,58,1.4709999999999999,73.532,50,1.5090000000000001,1.423
148,T145,T145,Michael Putnam,87,1.4709999999999999,107.352,73,1.536,1.3980000000000001
149,T145,T145,Lee Westwood,56,1.4709999999999999,60.325,41,1.5030000000000001,1.409
150,T151,T151,George McNeill,93,1.47,126.417,86,1.5319999999999998,1.4040000000000001
151,T151,T151,Jonathan Randolph,72,1.47,95.531,65,1.518,1.376
152,T151,T151,Shawn Stefani,94,1.47,138.196,94,1.5030000000000001,1.4169999999999998
153,154,154,Ben Martin,93,1.469,135.16299999999998,92,1.5130000000000001,1.4040000000000001
154,T155,T155,Charlie Beljan,76,1.4680000000000002,92.507,63,1.531,1.391
155,T155,T155,Fabián Gómez,83,1.4680000000000002,110.089,75,1.518,1.381
156,T157,T157,Eric Axley,57,1.4669999999999999,70.396,48,1.506,1.4369999999999998
157,T157,T157,Francesco Molinari,56,1.4669999999999999,73.344,50,1.508,1.4180000000000001
158,T159,T159,Jon Curran,83,1.466,107.037,73,1.511,1.4180000000000001
159,T159,T159,Martin Flores,95,1.466,133.451,91,1.485,1.395
160,T159,T159,Sergio Garcia,59,1.466,60.091,41,1.517,1.3869999999999998
161,T159,T159,Whee Kim,71,1.466,82.115,56,1.518,1.385
162,T159,T159,William McGirt,103,1.466,167.081,114,1.508,1.421
163,T159,T159,John Peterson,84,1.466,136.373,93,1.5019999999999998,1.3969999999999998
164,T159,T159,Webb Simpson,81,1.466,105.53,72,1.504,1.419
165,T166,T166,Patrick Reed,103,1.465,123.09899999999999,84,1.49,1.4169999999999998
166,T166,T166,Steve Wheatcroft,87,1.465,133.35299999999998,91,1.516,1.411
167,T168,T168,Billy Hurley III,83,1.463,108.26299999999999,74,1.493,1.413
168,T168,T168,Brooks Koepka,84,1.463,125.818,86,1.504,1.403
169,T168,T168,Phil Mickelson,70,1.463,76.061,52,1.51,1.383
170,T171,T171,Zac Blair,108,1.462,152.02,104,1.4980000000000002,1.355
171,T171,T171,Justin Rose,69,1.462,78.921,54,1.518,1.3519999999999999
172,173,173,Derek Ernst,75,1.4609999999999999,102.27600000000001,70,1.4980000000000002,1.409
173,174,174,Henrik Stenson,63,1.46,42.353,29,1.496,1.4
174,T175,T175,Troy Merritt,91,1.459,122.58200000000001,84,1.5190000000000001,1.396
175,T175,T175,Kevin Na,98,1.459,118.208,81,1.486,1.4040000000000001
176,177,177,Hudson Swafford,97,1.4580000000000002,126.869,87,1.493,1.4080000000000001
177,T178,T178,Kevin Chappell,86,1.4569999999999999,93.26100000000001,64,1.517,1.375
178,T178,T178,Jhonattan Vegas,90,1.4569999999999999,115.111,79,1.492,1.385
179,180,180,Tom Hoge,83,1.456,99.022,68,1.5130000000000001,1.382
180,181,181,Gary Woodland,81,1.452,88.568,61,1.485,1.37
181,182,182,Ricky Barnes,82,1.446,92.52600000000001,64,1.485,1.358
182,183,183,Pat Perez,96,1.444,128.517,89,1.5119999999999998,1.35
183,184,184,John Senden,80,1.433,87.436,61,1.485,1.339
