,Driving_Pct._280-300_Measured_RANK THIS WEEK,Driving_Pct._280-300_Measured_RANK LAST WEEK,Driving_Pct._280-300_Measured_PLAYER NAME,Driving_Pct._280-300_Measured_ROUNDS,Driving_Pct._280-300_Measured_%,Driving_Pct._280-300_Measured_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._280-300_Measured_RELATIVE TO PAR
0,1,1,Bill Lunde,50,55.56,50,90,-0.20
1,2,2,Bo Van Pelt,81,54.67,82,150,-0.24
2,3,3,Jamie Donaldson,50,51.52,34,66,-0.29
3,4,4,Oscar Fraustro,58,50.94,54,106,-0.33
4,5,5,Jonathan Byrd,69,50.86,59,116,-0.19
5,6,6,Rory Sabbatini,81,50.68,75,148,-0.19
6,7,7,Luke Guthrie,84,50.67,76,150,-0.17
7,8,8,Andrew Svoboda,80,50.65,78,154,-0.10
8,T9,T9,Ernie Els,57,50.0,41,82,-0.22
9,T9,T9,Ryo Ishikawa,90,50.0,82,164,-0.23
10,T9,T9,Jim Renner,68,50.0,65,130,-0.20
11,T9,T9,Michael Thompson,83,50.0,78,156,-0.09
12,13,13,Vijay Singh,78,49.3,70,142,-0.07
13,14,14,Robert Allenby,63,49.07,53,108,-0.17
14,15,15,Brian Harman,90,48.77,79,162,-0.14
15,16,16,Max Homa,78,48.63,71,146,-0.06
16,17,17,Cameron Percy,72,48.51,65,134,-0.11
17,18,18,Chris Kirk,76,47.54,58,122,-0.24
18,19,19,Chesson Hadley,101,47.42,92,194,-0.16
19,20,20,Sergio Garcia,59,47.22,34,72,-0.18
20,21,21,Geoff Ogilvy,50,47.14,33,70,-0.21
21,22,22,Russell Henley,87,47.01,63,134,-0.19
22,23,23,Webb Simpson,81,46.97,62,132,-0.31
23,24,24,Bill Haas,89,46.62,69,148,-0.22
24,25,25,Boo Weekley,79,46.58,68,146,-0.26
25,26,26,Jonas Blixt,78,46.49,53,114,-0.08
26,27,27,Chez Reavie,56,46.36,51,110,-0.20
27,28,28,David Lingmerth,90,46.3,75,162,-0.15
28,29,29,Chris Stroud,84,46.25,74,160,-0.03
29,T30,T30,Billy Horschel,99,46.15,72,156,-0.14
30,T30,T30,Nick Taylor,91,46.15,84,182,-0.20
31,32,32,Adam Hadwin,95,46.11,83,180,-0.13
32,T33,T33,Erik Compton,86,46.1,71,154,-0.07
33,T33,T33,Kevin Streelman,95,46.1,71,154,-0.18
34,35,35,Tom Hoge,83,46.05,70,152,-0.26
35,T36,T36,Sung Joon Park,79,45.95,68,148,-0.09
36,T36,T36,Sam Saunders,83,45.95,68,148,+0.04
