,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
160,T160,T160,D.A. Points,72,7.7,61,797,+0.082
161,T162,T162,Chesson Hadley,101,7.8,96,1235,+0.104
162,T162,T162,James Hahn,94,7.8,84,1082,+0.167
163,T162,T162,Geoff Ogilvy,50,7.8,38,490,+0.237
164,T162,T162,Nick Taylor,91,7.8,90,1148,+0.211
165,T166,T166,Bill Haas,89,7.9,78,986,+0.103
166,T166,T166,Tom Hoge,83,7.9,71,904,+0.113
167,T166,T166,Chris Kirk,76,7.9,62,782,+0.065
168,169,169,Morgan Hoffmann,85,8.0,76,955,+0.250
169,170,170,Erik Compton,86,8.1,78,963,+0.115
170,171,171,Tyrone Van Aswegen,58,8.3,48,578,+0.229
171,172,172,Aaron Baddeley,76,8.4,76,904,+0.171
172,173,173,Ian Poulter,68,8.5,56,662,+0.268
173,T174,T174,Ángel Cabrera,53,8.9,52,586,+0.192
174,T174,T174,Ryan Palmer,80,8.9,66,745,+0.152
175,176,176,Patrick Reed,103,9.0,95,1051,+0.074
176,T177,T177,Ernie Els,57,9.1,49,537,+0.204
177,T177,T177,Charles Howell III,105,9.1,124,1363,+0.185
178,T177,T177,Andres Romero,69,9.1,68,745,+0.235
179,180,180,Adam Scott,51,9.3,41,442,E
180,181,181,Phil Mickelson,70,9.8,74,758,+0.135
181,182,182,Jamie Donaldson,50,9.9,44,443,+0.114
182,183,183,Justin Rose,69,10.3,70,678,+0.371
183,184,184,Lee Westwood,56,10.9,48,440,+0.313
