,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Justin Thomas,106,45.63,94,206,3.87
1,2,2,Charlie Beljan,76,44.44,56,126,3.73
2,3,3,Jason Day,75,44.17,53,120,3.96
3,4,4,Patrick Rodgers,57,42.31,44,104,3.95
4,5,5,Adam Scott,51,42.19,27,64,3.56
5,6,6,Brendan Steele,88,41.57,69,166,3.86
6,7,7,Graham DeLaet,65,41.38,48,116,3.94
7,8,8,Keegan Bradley,87,41.04,55,134,3.87
8,9,9,Robert Garrigus,70,40.63,52,128,3.79
9,10,10,Jhonattan Vegas,90,40.51,64,158,3.66
10,11,11,Charles Howell III,105,40.38,84,208,3.83
11,12,12,Jason Kokrak,88,40.34,71,176,3.87
12,13,13,J.B. Holmes,89,39.86,55,138,3.82
13,14,14,Brooks Koepka,84,38.64,51,132,3.78
14,15,15,Dustin Johnson,75,38.6,44,114,4.05
15,16,16,Lucas Glover,79,38.31,59,154,3.54
16,17,17,Steven Bowditch,103,38.04,70,184,3.89
17,18,18,Martin Flores,95,37.5,66,176,3.82
18,19,19,Carlos Ortiz,100,36.67,66,180,3.7
19,20,20,Daniel Berger,97,36.41,67,184,3.61
20,21,21,Hudson Swafford,97,35.87,66,184,3.82
21,22,22,Tony Finau,106,35.86,71,198,3.8
22,23,23,Aaron Baddeley,76,35.62,52,146,3.94
23,24,24,Gary Woodland,81,35.45,39,110,3.97
24,25,25,Harris English,105,35.26,67,190,3.91
25,26,26,Willy Wilcox,58,35.11,33,94,3.76
26,27,27,Scott Stallings,60,34.62,36,104,3.5
27,28,28,Phil Mickelson,70,34.48,40,116,3.6
28,29,29,Justin Rose,69,34.0,34,100,4.0
29,30,30,Martin Laird,77,33.55,51,152,3.67
30,31,31,Scott Piercy,90,33.33,60,180,3.7
31,32,32,Sean O'Hair,86,33.14,57,172,4.02
32,33,33,Nick Watney,91,32.95,58,176,3.6
33,34,34,Derek Ernst,75,31.62,43,136,3.44
34,35,35,Hunter Mahan,88,31.34,42,134,3.69
35,36,36,Shawn Stefani,94,30.85,58,188,3.72
36,37,37,Andres Gonzales,90,30.59,52,170,3.52
37,38,38,Charl Schwartzel,67,30.49,25,82,3.64
38,39,39,Roger Sloan,56,30.39,31,102,4.0
39,40,40,Ryan Palmer,80,30.17,35,116,3.66
40,T41,T41,Ángel Cabrera,53,30.0,27,90,3.63
41,T41,T41,Marc Leishman,74,30.0,33,110,3.94
42,43,43,Gonzalo Fernandez-Castaño,81,29.73,44,148,3.7
43,44,44,Matt Jones,89,29.58,42,142,3.79
44,45,45,Andres Romero,69,29.51,36,122,3.72
45,46,46,Alex Prugh,84,29.11,46,158,3.46
46,47,47,Johnson Wagner,68,29.1,39,134,3.72
47,48,48,Seung-Yul Noh,65,28.95,33,114,3.67
48,49,49,Charley Hoffman,97,28.92,48,166,3.94
49,50,50,Davis Love III,51,28.72,27,94,3.59
50,51,51,Carl Pettersson,106,28.71,58,202,3.6
51,52,52,Padraig Harrington,60,28.7,31,108,3.61
52,T53,T53,Camilo Villegas,83,28.57,44,154,3.3
53,T53,T53,Bubba Watson,71,28.57,32,112,3.41
54,55,55,Rickie Fowler,76,28.45,33,116,3.82
55,T56,T56,Kevin Chappell,86,28.21,44,156,3.59
56,T56,T56,Billy Horschel,99,28.21,44,156,3.7
57,58,58,Lee Westwood,56,28.13,18,64,3.5
58,59,59,Robert Streb,110,28.0,56,200,3.89
59,60,60,Jim Herman,88,27.91,48,172,3.83
60,61,61,Morgan Hoffmann,85,27.86,39,140,3.72
61,62,62,Greg Owen,58,27.45,28,102,4.0
62,63,63,Sam Saunders,83,27.03,40,148,3.88
63,64,64,Byron Smith,59,26.85,29,108,3.62
64,65,65,Jordan Spieth,91,26.81,37,138,4.19
65,66,66,Hideki Matsuyama,95,26.76,38,142,3.53
66,67,67,Retief Goosen,81,26.12,35,134,3.46
67,68,68,Stewart Cink,77,26.09,36,138,3.39
68,69,69,Max Homa,78,26.03,38,146,3.66
69,70,70,James Hahn,94,25.9,43,166,3.98
70,71,71,Russell Henley,87,25.37,34,134,3.97
71,72,72,Jason Gore,76,25.35,36,142,3.25
72,T73,T73,Paul Casey,87,25.0,33,132,3.18
73,T73,T73,Bill Haas,89,25.0,37,148,3.49
74,T73,T73,Patrick Reed,103,25.0,40,160,3.88
75,76,76,J.J. Henry,94,24.72,44,178,3.66
76,77,77,Jimmy Walker,89,24.63,33,134,3.58
77,78,78,Tom Hoge,83,24.34,37,152,3.51
78,79,79,Geoff Ogilvy,50,24.29,17,70,3.71
79,80,80,Eric Axley,57,24.07,26,108,3.88
80,81,81,Jason Dufner,76,24.0,24,100,2.92
81,82,82,Sergio Garcia,59,23.61,17,72,3.71
82,83,83,Erik Compton,86,23.38,36,154,3.64
83,84,84,Boo Weekley,79,23.29,34,146,3.06
84,85,85,Scott Pinckney,88,22.94,39,170,3.64
85,86,86,Henrik Stenson,63,22.73,20,88,3.05
86,87,87,Nick Taylor,91,22.53,41,182,3.61
87,88,88,Derek Fathauer,81,22.37,34,152,3.88
88,89,89,Chesson Hadley,101,22.16,43,194,3.37
89,90,90,Nicholas Thompson,90,22.15,35,158,3.49
90,91,91,John Peterson,84,22.02,37,168,3.62
91,92,92,George McNeill,93,21.43,39,182,3.31
92,93,93,Matt Every,73,21.05,24,114,3.5
93,94,94,Kevin Kisner,104,20.92,41,196,3.76
94,95,95,Cameron Percy,72,20.9,28,134,3.43
95,96,96,Tyrone Van Aswegen,58,20.75,22,106,3.82
96,97,97,Ernie Els,57,20.73,17,82,3.65
97,98,98,Brice Garnett,81,20.67,31,150,3.39
98,99,99,Vijay Singh,78,20.42,29,142,3.28
99,100,100,David Lingmerth,90,20.37,33,162,3.52
100,101,101,Kevin Streelman,95,20.13,31,154,3.94
101,102,102,Brandt Snedeker,98,20.0,32,160,3.38
102,103,103,Sangmoon Bae,98,19.66,35,178,3.17
103,104,104,Adam Hadwin,95,19.44,35,180,3.34
104,105,105,Michael Thompson,83,19.23,30,156,3.3
105,106,106,Kyle Reifers,96,19.1,34,178,3.18
106,107,107,Ryo Ishikawa,90,18.9,31,164,3.42
107,108,108,Michael Putnam,87,18.83,29,154,3.34
