,Driving_Pct._240-260_Measured_RANK THIS WEEK,Driving_Pct._240-260_Measured_RANK LAST WEEK,Driving_Pct._240-260_Measured_PLAYER NAME,Driving_Pct._240-260_Measured_ROUNDS,Driving_Pct._240-260_Measured_%,Driving_Pct._240-260_Measured_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_Measured_TOTAL DRVS - OVERALL,Driving_Pct._240-260_Measured_RELATIVE TO PAR
0,1,1,David Toms,62,25.86,30.0,116,+0.07
1,2,2,K.J. Choi,66,21.55,25.0,116,+0.04
2,3,3,Billy Hurley III,83,21.13,30.0,142,E
3,4,4,Justin Leonard,61,20.34,24.0,118,+0.17
4,5,5,Zac Blair,108,18.32,37.0,202,-0.14
5,6,6,Brian Davis,86,17.31,27.0,156,+0.15
6,7,7,Colt Knost,90,16.87,28.0,166,+0.14
7,8,8,Jon Curran,83,16.45,25.0,152,+0.04
8,9,9,Ben Crane,62,16.36,18.0,110,+0.33
9,10,10,Jerry Kelly,79,14.47,22.0,152,-0.14
10,11,11,Brian Stuard,97,14.2,25.0,176,-0.20
11,12,12,Ken Duke,93,13.95,24.0,172,-0.17
12,13,13,Brendon Todd,96,13.75,22.0,160,-0.27
13,14,14,Ryan Moore,81,13.71,17.0,124,-0.12
14,15,15,Jeff Overton,94,12.94,22.0,170,+0.36
15,16,16,Luke Guthrie,84,12.0,18.0,150,+0.22
16,17,17,John Huh,102,11.73,23.0,196,+0.22
17,T18,T18,Scott Langley,94,11.54,21.0,182,+0.10
18,T18,T18,D.A. Points,72,11.54,15.0,130,+0.47
19,20,20,Heath Slocum,57,11.46,11.0,96,E
20,21,21,Kevin Na,98,11.33,17.0,150,-0.06
21,22,22,David Hearn,97,11.29,21.0,186,+0.10
22,23,23,William McGirt,103,11.17,23.0,206,-0.04
23,24,24,Jim Furyk,71,11.11,12.0,108,+0.08
24,25,25,George McNeill,93,10.99,20.0,182,-0.05
25,26,26,Bryce Molder,91,10.71,18.0,168,+0.17
26,27,27,Tim Wilkinson,73,10.61,14.0,132,E
27,28,28,Danny Lee,120,10.55,23.0,218,E
28,29,29,Whee Kim,71,10.45,14.0,134,+0.21
29,30,30,Aaron Baddeley,76,10.27,15.0,146,+0.33
30,31,31,Robert Allenby,63,10.19,11.0,108,+0.45
31,32,32,Cameron Tringale,96,10.12,17.0,168,-0.06
32,T33,T33,Jason Bohn,95,10.0,19.0,190,+0.21
33,T33,T33,Francesco Molinari,56,10.0,9.0,90,-0.11
34,35,35,Luke Donald,71,9.65,11.0,114,+0.09
35,36,36,Andrew Putnam,68,9.52,12.0,126,+0.25
36,37,37,Tyrone Van Aswegen,58,9.43,10.0,106,+0.30
37,38,38,Mark Wilson,89,9.41,16.0,170,-0.31
38,39,39,Marc Leishman,74,9.09,10.0,110,+0.30
39,40,40,Russell Knox,96,9.04,17.0,188,-0.12
40,41,41,Jason Dufner,76,9.0,9.0,100,E
41,42,42,Matt Kuchar,97,8.86,14.0,158,+0.07
42,T43,T43,Gonzalo Fernandez-Castaño,81,8.78,13.0,148,+0.15
43,T43,T43,Sung Joon Park,79,8.78,13.0,148,+0.15
44,45,45,Chad Collins,79,8.55,13.0,152,-0.31
45,46,46,Fabián Gómez,83,8.54,14.0,164,-0.36
46,47,47,Steven Alker,62,8.47,10.0,118,+0.30
47,T48,T48,Eric Axley,57,8.33,9.0,108,+0.33
48,T48,T48,Padraig Harrington,60,8.33,9.0,108,+0.33
49,T48,T48,Zach Johnson,90,8.33,12.0,144,-0.08
50,51,51,Greg Chalmers,58,8.14,7.0,86,+0.14
51,52,52,Michael Putnam,87,7.79,12.0,154,+0.42
52,53,53,Daniel Summerhays,101,7.73,15.0,194,+0.07
53,54,54,Nicholas Thompson,90,7.59,12.0,158,+0.25
54,T55,T55,Scott Brown,97,7.45,14.0,188,-0.29
55,T55,T55,Spencer Levin,99,7.45,14.0,188,E
56,57,57,Stewart Cink,77,7.25,10.0,138,+0.20
57,58,58,Derek Fathauer,81,7.24,11.0,152,+0.27
58,59,59,Kevin Kisner,104,7.14,14.0,196,-0.14
59,60,60,Scott Pinckney,88,7.06,12.0,170,+0.50
60,T61,T61,Jonas Blixt,78,7.02,8.0,114,+0.50
61,T61,T61,Matt Every,73,7.02,8.0,114,+0.63
62,63,63,Jonathan Byrd,69,6.9,8.0,116,+0.38
63,64,64,Henrik Stenson,63,6.82,6.0,88,-0.17
64,65,65,Ryo Ishikawa,90,6.71,11.0,164,+0.09
65,66,66,Adam Hadwin,95,6.67,12.0,180,-0.25
66,67,67,Derek Ernst,75,6.62,9.0,136,+0.22
67,68,68,Brendon de Jonge,106,6.57,13.0,198,E
68,69,69,Chris Kirk,76,6.56,8.0,122,+0.25
69,T70,T70,Martin Flores,95,6.25,11.0,176,-0.09
70,T70,T70,Chris Stroud,84,6.25,10.0,160,-0.10
71,72,72,Sangmoon Bae,98,6.18,11.0,178,+0.18
72,73,73,Ricky Barnes,82,6.16,9.0,146,+0.33
73,74,74,Brice Garnett,81,6.0,9.0,150,+0.11
74,75,75,Alex Cejka,94,5.98,11.0,184,-0.27
75,T76,T76,Retief Goosen,81,5.97,8.0,134,-0.13
76,T76,T76,Cameron Percy,72,5.97,8.0,134,+0.25
77,T78,T78,Erik Compton,86,5.84,9.0,154,+0.44
78,T78,T78,Andrew Svoboda,80,5.84,9.0,154,-0.22
