,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
74,75,75,Henrik Stenson,63,25.49,156,612,-0.308
75,76,76,Johnson Wagner,68,25.31,202,798,-0.139
76,77,77,J.J. Henry,94,25.28,268,1060,-0.209
77,78,78,Davis Love III,51,25.0,147,588,-0.136
78,79,79,Ernie Els,57,24.82,135,544,-0.096
79,80,80,Stewart Cink,77,24.81,228,919,-0.24100000000000002
80,81,81,Sangmoon Bae,98,24.43,301,1232,-0.156
81,82,82,Chesson Hadley,101,24.26,302,1245,-0.245
82,83,83,Matt Every,73,24.17,190,786,-0.07400000000000001
83,84,84,Jamie Donaldson,50,23.99,107,446,-0.065
84,85,85,Jim Herman,88,23.96,258,1077,-0.221
85,86,86,Kevin Streelman,95,23.53,240,1020,-0.163
86,87,87,Michael Thompson,83,23.38,245,1048,-0.18
87,88,88,Oscar Fraustro,58,23.16,129,557,-0.19399999999999998
88,89,89,Michael Putnam,87,22.94,217,946,-0.078
89,90,90,Byron Smith,59,22.8,137,601,-0.168
90,91,91,Scott Pinckney,88,22.58,233,1032,-0.19699999999999998
91,92,92,Brian Harman,90,22.39,245,1094,-0.298
92,93,93,John Senden,80,22.35,160,716,-0.2
93,94,94,Gonzalo Fernandez-Castaño,81,22.32,196,878,-0.14800000000000002
94,95,95,Matt Kuchar,97,22.12,238,1076,-0.256
95,96,96,Padraig Harrington,60,22.08,151,684,-0.073
96,97,97,Derek Fathauer,81,21.61,199,921,-0.18100000000000002
97,98,98,David Lingmerth,90,21.47,222,1034,-0.14
98,99,99,Jeff Overton,94,21.07,220,1044,-0.218
99,100,100,Steve Wheatcroft,87,20.92,210,1004,-0.2
100,101,101,Jason Gore,76,20.84,169,811,-0.18899999999999997
101,102,102,Ryo Ishikawa,90,20.82,218,1047,-0.20199999999999999
102,103,103,Vijay Singh,78,20.79,200,962,-0.205
103,104,104,Andrew Svoboda,80,20.55,201,978,-0.184
104,105,105,Ben Martin,93,19.5,211,1082,-0.166
105,106,106,Blayne Barber,76,19.48,171,878,-0.17
106,107,107,Bill Haas,89,19.46,193,992,-0.109
107,108,108,Scott Brown,97,19.36,219,1131,-0.146
108,109,109,Rory Sabbatini,81,19.35,178,920,-0.275
109,110,110,Bill Lunde,50,19.32,97,502,-0.08199999999999999
110,111,111,Jonathan Randolph,72,19.21,150,781,-0.32
111,112,112,Bo Van Pelt,81,19.18,174,907,-0.14400000000000002
112,113,113,Kyle Reifers,96,19.16,214,1117,-0.17300000000000001
113,114,114,Webb Simpson,81,19.13,171,894,-0.152
114,115,115,Kevin Kisner,104,19.07,250,1311,-0.152
115,116,116,Adam Hadwin,95,18.97,214,1128,-0.21
116,117,117,Brice Garnett,81,18.83,168,892,-0.071
117,118,118,Eric Axley,57,18.64,112,601,-0.152
118,119,119,Jason Dufner,76,18.44,123,667,-0.057
119,120,120,Erik Compton,86,18.34,179,976,-0.285
120,121,121,Chez Reavie,56,18.08,126,697,-0.151
121,122,122,Chris Kirk,76,17.68,139,786,-0.21600000000000003
122,123,123,Brandt Snedeker,98,17.03,178,1045,-0.191
123,124,124,John Peterson,84,16.98,182,1072,-0.23600000000000002
124,125,125,Jonas Blixt,78,16.97,123,725,-0.203
125,126,126,Chad Campbell,97,16.23,206,1269,-0.19899999999999998
126,127,127,Nicholas Thompson,90,15.91,155,974,-0.057999999999999996
127,128,128,Sung Joon Park,79,15.87,139,876,-0.122
128,129,129,Ryan Moore,81,15.83,135,853,-0.17
129,130,130,Spencer Levin,99,15.82,183,1157,-0.20800000000000002
130,131,131,Jim Furyk,71,15.61,113,724,-0.204
131,132,132,Brendon de Jonge,106,15.6,200,1282,-0.1
132,133,133,Troy Merritt,91,15.59,178,1142,-0.096
133,134,134,Ricky Barnes,82,15.51,136,877,-0.243
134,135,135,Russell Knox,96,15.5,188,1213,-0.218
135,136,136,Zach Johnson,90,15.46,152,983,-0.158
136,137,137,John Merrick,78,15.45,125,809,-0.21600000000000003
137,138,138,Tyrone Van Aswegen,58,15.33,90,587,-0.111
138,139,139,Ian Poulter,68,15.12,101,668,-0.109
139,140,140,Daniel Summerhays,101,14.91,185,1241,-0.162
140,141,141,Pat Perez,96,14.48,168,1160,-0.28600000000000003
141,142,142,Whee Kim,71,14.43,113,783,-0.124
142,143,143,George McNeill,93,14.33,178,1242,-0.20199999999999999
143,144,144,Fabián Gómez,83,14.32,138,964,-0.109
144,145,145,Jonathan Byrd,69,13.48,96,712,-0.24
145,146,146,Jim Renner,68,13.28,104,783,0.106
146,147,147,Alex Cejka,94,13.27,146,1100,-0.19899999999999998
147,148,148,Robert Allenby,63,13.2,94,712,-0.106
148,149,149,Francesco Molinari,56,13.09,78,596,-0.09
149,150,150,Scott Langley,94,13.08,144,1101,-0.264
150,151,151,Luke Guthrie,84,12.78,121,947,-0.157
151,152,152,Kevin Na,98,12.55,124,988,-0.19399999999999998
152,153,153,Danny Lee,120,12.48,174,1394,-0.14400000000000002
153,154,154,Chris Stroud,84,12.3,117,951,-0.188
154,155,155,Roberto Castro,54,11.95,60,502,-0.38299999999999995
155,156,156,Ken Duke,93,11.41,124,1087,-0.153
156,157,157,Tim Wilkinson,73,11.25,91,809,-0.154
157,158,158,D.A. Points,72,10.77,87,808,-0.218
158,159,159,Cameron Tringale,96,10.55,116,1100,-0.276
159,160,160,Andrew Putnam,68,10.46,79,755,-0.24100000000000002
160,161,161,Greg Chalmers,58,10.4,52,500,-0.038
161,162,162,David Hearn,97,10.3,122,1185,-0.156
162,163,163,Mark Wilson,89,10.28,116,1128,-0.233
163,164,164,William McGirt,103,10.26,139,1355,-0.13699999999999998
164,165,165,Brendon Todd,96,9.97,106,1063,-0.057
165,166,166,Brian Stuard,97,9.88,109,1103,-0.183
166,167,167,Colt Knost,90,9.4,97,1032,-0.237
167,168,168,Mark Hubbard,79,9.27,79,852,-0.165
168,169,169,Heath Slocum,57,8.82,48,544,-0.125
169,170,170,John Huh,102,8.71,108,1240,-0.185
170,171,171,K.J. Choi,66,8.54,68,796,-0.162
171,172,172,Jason Bohn,95,8.5,103,1212,-0.223
172,173,173,Luke Donald,71,8.39,63,751,-0.20600000000000002
173,174,174,Steven Alker,62,8.31,58,698,-0.172
174,175,175,Chad Collins,79,8.07,71,880,-0.113
175,176,176,Jerry Kelly,79,7.93,73,921,-0.26
176,177,177,Zac Blair,108,7.89,97,1229,-0.21600000000000003
177,178,178,Jon Curran,83,7.51,68,905,-0.309
178,179,179,Brian Davis,86,7.49,74,988,-0.162
179,180,180,Bryce Molder,91,6.7,72,1075,-0.25
180,181,181,Ben Crane,62,6.17,45,729,-0.156
181,182,182,Justin Leonard,61,5.71,43,753,-0.18600000000000003
182,183,183,Billy Hurley III,83,5.02,44,876,-0.068
183,184,184,David Toms,62,3.66,28,766,0.036000000000000004
