,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,Tim Herron,97,11.09,1009,91
1,2,2,Chris Perry,80,10.95,854,78
2,3,3,Bradley Hughes,96,10.88,1023,94
3,T4,T4,Briny Baird,106,10.83,1115,103
4,T4,T4,Per-Ulrik Johansson,82,10.83,866,80
5,6,6,J.J. Henry,86,10.82,909,84
6,7,7,John Cook,91,10.81,951,88
7,T8,T8,Mathew Goggin,96,10.8,1004,93
8,T8,T8,David Peoples,96,10.8,1004,93
9,T10,T10,Tom Lehman,82,10.79,842,78
10,T10,T10,Hal Sutton,96,10.79,1025,95
11,12,12,Bob Tway,109,10.77,1142,106
12,13,13,Donnie Hammond,51,10.75,548,51
13,T14,T14,Charles Howell III,89,10.71,910,85
14,T14,T14,Gary Nicklaus,96,10.71,1007,94
15,16,16,Glen Hnatiuk,104,10.68,1079,101
16,17,17,Jeff Hart,87,10.64,904,85
17,T18,T18,Fred Couples,68,10.63,723,68
18,T18,T18,Steve Pate,89,10.63,914,86
19,20,20,Tom Scherrer,69,10.59,699,66
20,21,21,Chris Smith,101,10.56,1024,97
21,22,22,Frank Nobilo,91,10.54,938,89
22,T23,T23,John Riegger,86,10.52,884,84
23,T23,T23,Joey Sindelar,69,10.52,694,66
24,T25,T25,Tommy Armour III,93,10.51,956,91
25,T25,T25,Michael Clark II,87,10.51,893,85
26,27,27,Robin Freeman,105,10.5,1081,103
27,T28,T28,Brandt Jobe,96,10.49,986,94
28,T28,T28,Kent Jones,74,10.49,776,74
29,T28,T28,Andrew McLardy,75,10.49,787,75
30,31,31,Jeff Brehaut,80,10.47,806,77
31,32,32,Craig Barlow,74,10.46,753,72
32,33,33,Bill Glasson,69,10.45,679,65
33,34,34,Brent Schwarzrock,63,10.44,658,63
34,T35,T35,Joe Durant,80,10.43,834,80
35,T35,T35,Brian Henninger,81,10.43,824,79
36,37,37,Kelly Grunewald,66,10.42,688,66
37,T38,T38,Jeremy Anderson,69,10.41,718,69
38,T38,T38,Paul Azinger,79,10.41,822,79
39,T38,T38,Dicky Pride,78,10.41,812,78
40,T41,T41,Olin Browne,99,10.4,998,96
41,T41,T41,Cliff Kresge,84,10.4,853,82
42,43,43,Ian Leggatt,84,10.39,873,84
43,44,44,Craig Parry,68,10.38,654,63
44,T45,T45,Stephen Ames,88,10.36,870,84
45,T45,T45,Richie Coughlan,66,10.36,684,66
46,47,47,Brent Geiberger,84,10.35,818,79
47,T48,T48,Steve Jones,75,10.34,734,71
48,T48,T48,Michael Muehr,94,10.34,951,92
49,T50,T50,Scott McCarron,98,10.33,971,94
50,T50,T50,Shaun Micheel,103,10.33,1033,100
51,T50,T50,Kenny Perry,94,10.33,919,89
52,T53,T53,Jimmy Green,94,10.32,949,92
53,T53,T53,Kevin Johnson,93,10.32,939,91
54,T55,T55,Steve Lowery,100,10.31,990,96
55,T55,T55,Spike McRoy,95,10.31,938,91
56,T55,T55,Chris Tidland,83,10.31,825,80
57,58,58,Greg Kraft,105,10.29,1050,102
58,T59,T59,Rich Beem,91,10.28,915,89
59,T59,T59,Jerry Kelly,104,10.28,1038,101
60,61,61,Fred Funk,118,10.27,1202,117
61,62,62,Esteban Toledo,116,10.26,1170,114
62,63,63,Marco Dawson,57,10.25,584,57
63,T64,T64,Larry Mize,76,10.24,758,74
64,T64,T64,Kirk Triplett,88,10.24,850,83
65,T64,T64,Grant Waite,78,10.24,778,76
66,T64,T64,Duffy Waldorf,77,10.24,737,72
67,T68,T68,Keith Clearwater,62,10.23,634,62
68,T68,T68,Bob May,86,10.23,818,80
69,T70,T70,Bob Burns,92,10.22,910,89
70,T70,T70,Tom Byrum,85,10.22,869,85
71,T72,T72,Russ Cochran,76,10.21,745,73
72,T72,T72,Dan Forsman,81,10.21,796,78
73,T72,T72,Skip Kendall,111,10.21,1103,108
74,T72,T72,Ted Tryba,110,10.21,1082,106
75,T76,T76,Doug Dunakey,83,10.2,826,81
76,T76,T76,Danny Ellis,76,10.2,775,76
77,T76,T76,Tripp Isenhour,92,10.2,908,89
78,T76,T76,Neal Lancaster,107,10.2,1071,105
79,T76,T76,Carl Paulson,93,10.2,949,93
80,T81,T81,Robert Gamez,59,10.19,601,59
81,T81,T81,Jim McGovern,66,10.19,642,63
82,T81,T81,Lee Porter,93,10.19,917,90
83,T81,T81,Kevin Sutherland,101,10.19,999,98
84,85,85,Paul Stankowski,91,10.18,896,88
85,86,86,Pete Jordan,105,10.17,1047,103
86,T87,T87,Ronnie Black,51,10.16,518,51
87,T87,T87,Ben Ferguson,76,10.16,752,74
88,89,89,John Daly,84,10.15,832,82
89,T90,T90,Robert Allenby,108,10.14,1075,106
90,T90,T90,Sean Murphy,70,10.14,710,70
91,T92,T92,Gabriel Hjertstedt,76,10.12,769,76
92,T92,T92,Franklin Langham,63,10.12,607,60
93,94,94,Woody Austin,99,10.11,960,95
94,T95,T95,"David Berganio, Jr.",76,10.1,737,73
95,T95,T95,Tommy Tolles,89,10.1,869,86
96,T97,T97,Rocco Mediate,69,10.09,696,69
97,T97,T97,Dennis Paulson,75,10.09,747,74
98,T99,T99,Carlos Franco,87,10.08,877,87
99,T99,T99,Blaine McCallister,80,10.08,806,80
100,T99,T99,Mike Sposa,96,10.08,937,93
101,T99,T99,Jay Williamson,92,10.08,907,90
102,T103,T103,Hunter Haas,78,10.07,765,76
103,T103,T103,Mike Weir,86,10.07,866,86
104,T105,T105,Doug Barron,62,10.06,624,62
105,T105,T105,Jeff Sluman,106,10.06,1046,104
106,T107,T107,Joel Edwards,99,10.05,995,99
107,T107,T107,Rocky Walcher,59,10.05,593,59
108,T107,T107,Mark Wiebe,62,10.05,623,62
109,110,110,Ben Bates,53,10.04,532,53
110,T111,T111,Jay Don Blake,100,10.03,963,96
111,T111,T111,Jonathan Kaye,116,10.03,1123,112
112,113,113,K.J. Choi,95,10.02,922,92
113,T114,T114,Jim Carter,103,10.01,1011,101
114,T114,T114,Len Mattiace,98,10.01,951,95
115,T116,T116,Fulton Allem,56,10.0,560,56
116,T116,T116,Lee Janzen,96,10.0,920,92
117,T116,T116,Brett Quigley,67,10.0,630,63
118,T119,T119,Cameron Beckman,103,9.99,989,99
119,T119,T119,Tom Pernice Jr.,106,9.99,1019,102
120,T121,T121,Brian Watts,56,9.98,559,56
121,T121,T121,Kaname Yokoo,81,9.98,808,81
122,T123,T123,Paul Gow,79,9.97,748,75
123,T123,T123,Mark Hensby,71,9.97,708,71
124,T123,T123,Andrew Magee,97,9.97,937,94
125,126,126,Jay Haas,75,9.96,717,72
126,T127,T127,Stewart Cink,102,9.95,965,97
127,T127,T127,John Huston,64,9.95,597,60
128,129,129,Steve Allan,88,9.94,855,86
129,T130,T130,Robert Damron,91,9.92,903,91
130,T130,T130,Harrison Frazar,88,9.92,833,84
131,T130,T130,Scott Simpson,73,9.92,724,73
132,133,133,Jean Van de Velde,52,9.91,446,45
133,134,134,David Toms,100,9.9,950,96
134,T135,T135,Brad Elder,111,9.89,1078,109
135,T135,T135,Jim Furyk,88,9.89,870,88
136,T135,T135,Paul Goydos,86,9.89,831,84
137,T138,T138,Greg Chalmers,92,9.88,879,89
138,T138,T138,Glen Day,89,9.88,830,84
