,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
0,1,1,Tom Scherrer,69,36.36,11,4.0
1,2,2,Matt Gogel,83,29.41,17,5.0
2,3,3,Scott Dunlap,80,25.0,12,3.0
3,4,4,Michael Clark II,87,23.53,17,4.0
4,5,5,Kaname Yokoo,81,21.74,23,5.0
5,6,6,Stuart Appleby,105,21.05,38,8.0
6,7,7,Paul Azinger,79,20.83,24,5.0
7,8,8,Gary Nicklaus,96,20.0,15,3.0
8,9,9,Per-Ulrik Johansson,82,18.75,16,3.0
9,T10,T10,Dicky Pride,78,18.18,11,2.0
10,T10,T10,Chris Smith,101,18.18,11,2.0
11,12,12,José Coceres,60,17.65,34,6.0
12,T13,T13,Doug Barron,62,16.67,12,2.0
13,T13,T13,Corey Pavin,72,16.67,12,2.0
14,T13,T13,Mike Weir,86,16.67,24,4.0
15,16,16,Rory Sabbatini,73,16.0,25,4.0
16,17,17,Gabriel Hjertstedt,76,15.79,19,3.0
17,T18,T18,Charles Howell III,89,15.63,32,5.0
18,T18,T18,Tom Pernice Jr.,106,15.63,32,5.0
19,T20,T20,Glen Hnatiuk,104,15.38,26,4.0
20,T20,T20,Jerry Kelly,104,15.38,13,2.0
21,T20,T20,Skip Kendall,111,15.38,26,4.0
22,T20,T20,Michael Muehr,94,15.38,26,4.0
23,24,24,Scott McCarron,98,15.22,46,7.0
24,25,25,Craig Perks,78,15.0,20,3.0
25,T26,T26,Rocco Mediate,69,14.29,14,2.0
26,T26,T26,Bob Tway,109,14.29,35,5.0
27,28,28,J.L. Lewis,108,13.79,29,4.0
28,T29,T29,Pete Jordan,105,13.33,15,2.0
29,T29,T29,Geoff Ogilvy,60,13.33,15,2.0
30,T31,T31,Nick Price,74,13.04,23,3.0
31,T31,T31,Paul Stankowski,91,13.04,23,3.0
32,T33,T33,Olin Browne,99,12.5,24,3.0
33,T33,T33,Harrison Frazar,88,12.5,16,2.0
34,T33,T33,Jeff Hart,87,12.5,16,2.0
35,36,36,Bernhard Langer,62,12.0,25,3.0
36,37,37,Fred Couples,68,11.76,17,2.0
37,38,38,Mike Sposa,96,11.11,27,3.0
38,T39,T39,Woody Austin,99,10.53,19,2.0
39,T39,T39,Stewart Cink,102,10.53,57,6.0
40,T39,T39,John Daly,84,10.53,19,2.0
41,T39,T39,Bob Estes,91,10.53,38,4.0
42,T39,T39,Scott Simpson,73,10.53,19,2.0
43,44,44,Fred Funk,118,10.34,29,3.0
44,45,45,Greg Kraft,105,10.26,39,4.0
45,T46,T46,Mark Brooks,88,10.0,20,2.0
46,T46,T46,Steve Flesch,112,10.0,30,3.0
47,T46,T46,Brandt Jobe,96,10.0,20,2.0
48,T46,T46,Lee Porter,93,10.0,10,1.0
49,50,50,Jim Carter,103,9.68,31,3.0
50,T51,T51,Jay Don Blake,100,9.38,32,3.0
51,T51,T51,David Toms,100,9.38,32,3.0
52,T53,T53,Chris DiMarco,108,9.09,44,4.0
53,T53,T53,Danny Ellis,76,9.09,33,3.0
54,55,55,Bob Burns,92,8.7,23,2.0
55,56,56,Tom Lehman,82,8.57,35,3.0
56,T57,T57,Lee Janzen,96,8.33,24,2.0
57,T57,T57,Kevin Sutherland,101,8.33,24,2.0
58,T57,T57,Jay Williamson,92,8.33,24,2.0
59,60,60,Kenny Perry,94,8.16,49,4.0
60,61,61,Jeff Sluman,106,8.0,50,4.0
61,T62,T62,Bob May,86,7.69,13,1.0
62,T62,T62,Vijay Singh,98,7.69,39,3.0
63,64,64,Tommy Armour III,93,7.41,27,2.0
64,65,65,Steve Lowery,100,7.32,41,3.0
65,T66,T66,Justin Leonard,106,7.14,42,3.0
66,T66,T66,Billy Mayfair,102,7.14,42,3.0
67,T66,T66,Jesper Parnevik,91,7.14,28,2.0
68,T66,T66,John Riegger,86,7.14,28,2.0
69,70,70,Glen Day,89,6.9,29,2.0
70,T71,T71,Brian Wilson,88,6.67,15,1.0
71,T71,T71,Tiger Woods,76,6.67,30,2.0
72,73,73,J.J. Henry,86,6.45,31,2.0
73,T74,T74,Stephen Ames,88,6.25,16,1.0
74,T74,T74,Jeff Maggert,84,6.25,16,1.0
75,T74,T74,David Morland IV,88,6.25,16,1.0
76,77,77,Ernie Els,70,6.06,33,2.0
77,T78,T78,Paul Goydos,86,5.88,17,1.0
78,T78,T78,Chris Riley,104,5.88,17,1.0
79,T78,T78,Scott Verplank,99,5.88,34,2.0
80,T81,T81,"David Berganio, Jr.",76,5.56,18,1.0
81,T81,T81,Brad Elder,111,5.56,18,1.0
82,T81,T81,Brian Gay,114,5.56,18,1.0
83,T84,T84,Fulton Allem,56,5.26,19,1.0
84,T84,T84,Robert Allenby,108,5.26,38,2.0
85,T84,T84,Jerry Smith,95,5.26,19,1.0
86,87,87,Neal Lancaster,107,5.0,20,1.0
87,T88,T88,Joe Durant,80,4.76,21,1.0
88,T88,T88,Brad Faxon,95,4.76,42,2.0
89,T88,T88,Brent Geiberger,84,4.76,21,1.0
90,T88,T88,Ian Leggatt,84,4.76,21,1.0
91,T88,T88,Mark O'Meara,69,4.76,21,1.0
92,T93,T93,David Frost,87,4.35,23,1.0
93,T93,T93,Esteban Toledo,116,4.35,23,1.0
94,T95,T95,John Cook,91,3.85,26,1.0
95,T95,T95,Andrew Magee,97,3.85,26,1.0
96,T95,T95,Shaun Micheel,103,3.85,26,1.0
97,T95,T95,Grant Waite,78,3.85,26,1.0
98,99,99,Mathew Goggin,96,3.57,28,1.0
99,T100,T100,Jim Furyk,88,3.45,29,1.0
100,T100,T100,Blaine McCallister,80,3.45,29,1.0
101,T100,T100,Ted Tryba,110,3.45,29,1.0
102,103,103,Brian Henninger,81,3.03,33,1.0
103,104,104,David Duval,78,2.94,34,1.0
104,105,105,Briny Baird,106,2.7,37,1.0
105,106,106,Davis Love III,75,1.92,52,1.0
106,T107,T107,Billy Andrade,82,0.0,13,
107,T107,T107,Cameron Beckman,103,0.0,26,
108,T107,T107,Tom Byrum,85,0.0,22,
109,T107,T107,Mark Calcavecchia,81,0.0,18,
110,T107,T107,Russ Cochran,76,0.0,19,
111,T107,T107,Robert Damron,91,0.0,20,
112,T107,T107,Joel Edwards,99,0.0,25,
113,T107,T107,Steve Elkington,64,0.0,14,
114,T107,T107,Carlos Franco,87,0.0,10,
115,T107,T107,Robin Freeman,105,0.0,10,
116,T107,T107,Sergio Garcia,64,0.0,27,
117,T107,T107,Bill Glasson,69,0.0,18,
118,T107,T107,Jason Gore,82,0.0,10,
119,T107,T107,Paul Gow,79,0.0,10,
120,T107,T107,Jimmy Green,94,0.0,24,
121,T107,T107,Scott Hoch,84,0.0,22,
122,T107,T107,Bradley Hughes,96,0.0,23,
123,T107,T107,Steve Jones,75,0.0,10,
124,T107,T107,Jonathan Kaye,116,0.0,19,
125,T107,T107,Frank Lickliter II,102,0.0,40,
126,T107,T107,Shigeki Maruyama,98,0.0,20,
127,T107,T107,Len Mattiace,98,0.0,22,
128,T107,T107,Andrew McLardy,75,0.0,11,
129,T107,T107,Spike McRoy,95,0.0,18,
130,T107,T107,Larry Mize,76,0.0,25,
131,T107,T107,Frank Nobilo,91,0.0,15,
132,T107,T107,Joe Ogilvie,110,0.0,17,
133,T107,T107,Carl Paulson,93,0.0,18,
134,T107,T107,David Peoples,96,0.0,43,
135,T107,T107,Loren Roberts,84,0.0,17,
136,T107,T107,Steve Stricker,73,0.0,17,
137,T107,T107,Hal Sutton,96,0.0,33,
138,T107,T107,Kirk Triplett,88,0.0,20,
139,T107,T107,Garrett Willis,88,0.0,19,
