,One-Putt_Percentage_-_Round_5_RANK THIS WEEK,One-Putt_Percentage_-_Round_5_RANK LAST WEEK,One-Putt_Percentage_-_Round_5_PLAYER NAME,One-Putt_Percentage_-_Round_5_%,One-Putt_Percentage_-_Round_5_# OF 1 PUTTS,One-Putt_Percentage_-_Round_5_# OF HOLES
0,1,1,Chris Perry,72.22,13,18
1,2,2,Davis Love III,66.67,12,18
2,3,3,Rory Sabbatini,63.89,23,36
3,T4,T4,Brad Elder,61.11,11,18
4,T4,T4,David Toms,61.11,11,18
5,T6,T6,Bob Estes,58.33,21,36
6,T6,T6,Ted Tryba,58.33,21,36
7,T8,T8,Harrison Frazar,55.56,10,18
8,T8,T8,Jim Furyk,55.56,10,18
9,T8,T8,Greg Kraft,55.56,10,18
10,T8,T8,J.L. Lewis,55.56,10,18
11,T8,T8,Joey Sindelar,55.56,10,18
12,T8,T8,Mark Wiebe,55.56,10,18
13,14,14,Joe Ogilvie,52.78,19,36
14,T15,T15,Steve Allan,50.0,9,18
15,T15,T15,Cameron Beckman,50.0,18,36
16,T15,T15,Chris DiMarco,50.0,9,18
17,T15,T15,Joe Durant,50.0,9,18
18,T15,T15,Robin Freeman,50.0,18,36
19,T15,T15,Fred Funk,50.0,18,36
20,T15,T15,Brent Geiberger,50.0,9,18
21,T15,T15,Matt Gogel,50.0,9,18
22,T15,T15,Mathew Goggin,50.0,9,18
23,T15,T15,Jay Haas,50.0,9,18
24,T15,T15,Charles Howell III,50.0,9,18
25,T15,T15,Brandt Jobe,50.0,9,18
26,T15,T15,Craig Kanada,50.0,9,18
27,T15,T15,Frank Lickliter II,50.0,9,18
28,T15,T15,Shaun Micheel,50.0,9,18
29,T15,T15,Kenny Perry,50.0,9,18
30,T15,T15,Loren Roberts,50.0,9,18
31,T15,T15,Steve Stricker,50.0,9,18
32,T15,T15,Grant Waite,50.0,9,18
33,T34,T34,Russ Cochran,47.22,17,36
34,T34,T34,Skip Kendall,47.22,17,36
35,T34,T34,Justin Leonard,47.22,17,36
36,T34,T34,Jeff Maggert,47.22,17,36
37,T34,T34,Billy Mayfair,47.22,17,36
38,T34,T34,Scott McCarron,47.22,17,36
39,T34,T34,David Morland IV,47.22,17,36
40,T34,T34,Brian Wilson,47.22,17,36
41,T42,T42,Robert Allenby,44.44,16,36
42,T42,T42,Stuart Appleby,44.44,16,36
43,T42,T42,Rich Beem,44.44,8,18
44,T42,T42,Jay Don Blake,44.44,16,36
45,T42,T42,Mark Brooks,44.44,8,18
46,T42,T42,John Cook,44.44,16,36
47,T42,T42,Fred Couples,44.44,16,36
48,T42,T42,Glen Day,44.44,16,36
49,T42,T42,Brian Gay,44.44,8,18
50,T42,T42,Jason Gore,44.44,16,36
51,T42,T42,Kevin Johnson,44.44,8,18
52,T42,T42,Shigeki Maruyama,44.44,8,18
53,T42,T42,José María Olazábal,44.44,8,18
54,T42,T42,Chris Riley,44.44,8,18
55,T42,T42,Jeff Sluman,44.44,8,18
56,T42,T42,Kirk Triplett,44.44,16,36
57,T42,T42,Bob Tway,44.44,16,36
58,59,59,Paul Stankowski,41.67,15,36
59,T60,T60,Woody Austin,38.89,7,18
60,T60,T60,Mark Calcavecchia,38.89,7,18
61,T60,T60,David Duval,38.89,7,18
62,T60,T60,Brad Faxon,38.89,7,18
63,T60,T60,Robert Gamez,38.89,7,18
64,T60,T60,Paul Goydos,38.89,7,18
65,T60,T60,Brian Henninger,38.89,7,18
