,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Bill Glasson,47.62,60,126
1,2,2,Kelly Grunewald,47.22,51,108
2,T3,T3,Keith Clearwater,46.83,59,126
3,T3,T3,Ben Ferguson,46.83,59,126
4,5,5,Jimmy Green,46.58,109,234
5,6,6,David Frost,46.53,134,288
6,7,7,Craig Kanada,45.45,90,198
7,8,8,Greg Chalmers,45.32,155,342
8,9,9,Garrett Willis,44.95,89,198
9,T10,T10,Robert Gamez,44.44,48,108
10,T10,T10,Corey Pavin,44.44,112,252
11,T10,T10,Craig Perks,44.44,64,144
12,T10,T10,Mike Sposa,44.44,144,324
13,14,14,Tom Pernice Jr.,44.14,143,324
14,15,15,Andrew McLardy,43.89,79,180
15,16,16,"Dave Stockton, Jr.",43.83,71,162
16,17,17,Glen Day,43.7,118,270
17,18,18,Fulton Allem,43.65,55,126
18,19,19,Tommy Tolles,43.52,94,216
19,T20,T20,Jeff Julian,43.33,39,90
20,T20,T20,Willie Wood,43.33,78,180
21,22,22,Joel Edwards,43.27,148,342
22,23,23,Edward Fryatt,43.25,109,252
23,24,24,Richie Coughlan,43.06,62,144
24,25,25,Jean Van de Velde,42.86,54,126
25,26,26,Loren Roberts,42.81,131,306
26,27,27,Franklin Langham,42.78,77,180
27,28,28,Matt Gogel,42.59,115,270
28,29,29,John Riegger,42.48,130,306
29,T30,T30,Jason Gore,42.42,84,198
30,T30,T30,Blaine McCallister,42.42,84,198
31,T30,T30,Esteban Toledo,42.42,168,396
32,33,33,Joey Sindelar,42.22,76,180
33,34,34,J.L. Lewis,42.17,167,396
34,T35,T35,Steve Elkington,42.13,91,216
35,T35,T35,Brian Gay,42.13,182,432
36,T35,T35,Jay Williamson,42.13,91,216
37,T38,T38,Craig Barlow,42.06,106,252
38,T38,T38,Steve Stricker,42.06,106,252
39,T40,T40,José Coceres,41.92,83,198
40,T40,T40,Paul Gow,41.92,83,198
41,42,42,Jay Haas,41.85,113,270
42,T43,T43,Tom Byrum,41.67,120,288
43,T43,T43,Danny Ellis,41.67,75,180
44,T43,T43,Brian Wilson,41.67,90,216
45,T46,T46,Donnie Hammond,41.41,82,198
46,T46,T46,Skip Kendall,41.41,164,396
47,48,48,Brad Elder,41.39,149,360
48,T49,T49,Jeremy Anderson,41.27,52,126
49,T49,T49,Tommy Armour III,41.27,104,252
50,T49,T49,Michael Muehr,41.27,104,252
51,52,52,Lee Janzen,41.18,126,306
52,53,53,Jeff Sluman,41.16,163,396
53,54,54,Neal Lancaster,41.05,133,324
54,55,55,Kaname Yokoo,41.03,96,234
55,56,56,Stuart Appleby,41.01,155,378
56,57,57,Jim McGovern,40.91,81,198
57,58,58,Scott Hoch,40.74,132,324
58,59,59,Jim Furyk,40.64,139,342
59,T60,T60,Bob Burns,40.63,117,288
60,T60,T60,Jerry Smith,40.63,117,288
61,62,62,Jeff Brehaut,40.6,95,234
62,63,63,Joe Ogilvie,40.56,146,360
63,64,64,David Morland IV,40.48,102,252
64,T65,T65,Ben Bates,40.28,58,144
65,T65,T65,Cameron Beckman,40.28,145,360
66,T65,T65,John Huston,40.28,87,216
67,T68,T68,Nick Price,40.2,123,306
68,T68,T68,Kirk Triplett,40.2,123,306
69,70,70,Kevin Johnson,40.08,101,252
70,71,71,Billy Mayfair,39.95,151,378
71,72,72,Brian Henninger,39.9,79,198
72,73,73,Steve Flesch,39.86,165,414
73,T74,T74,Jay Don Blake,39.81,129,324
74,T74,T74,Brian Watts,39.81,86,216
75,76,76,Paul Azinger,39.77,136,342
76,T77,T77,Woody Austin,39.68,100,252
77,T77,T77,Rich Beem,39.68,100,252
78,T77,T77,Larry Mize,39.68,100,252
79,T77,T77,Tom Scherrer,39.68,50,126
80,81,81,Hal Sutton,39.65,157,396
81,82,82,Kent Jones,39.58,57,144
82,83,83,Paul Stankowski,39.51,128,324
83,84,84,Shigeki Maruyama,39.42,149,378
84,85,85,Chris Tidland,39.35,85,216
85,T86,T86,Jeff Maggert,39.29,99,252
86,T86,T86,Scott Simpson,39.29,99,252
87,88,88,Dan Forsman,39.26,106,270
88,89,89,Bob May,39.24,113,288
89,90,90,Robert Damron,39.2,127,324
90,91,91,Tiger Woods,39.18,134,342
91,92,92,Justin Leonard,39.17,141,360
92,T93,T93,"David Berganio, Jr.",38.89,98,252
93,T93,T93,Mark Brooks,38.89,112,288
94,T93,T93,Harrison Frazar,38.89,119,306
95,T93,T93,Hunter Haas,38.89,56,144
96,T93,T93,Mark Hensby,38.89,56,144
97,T93,T93,Gabriel Hjertstedt,38.89,56,144
98,T93,T93,Cliff Kresge,38.89,70,180
99,T93,T93,Scott McCarron,38.89,154,396
100,T93,T93,Spike McRoy,38.89,98,252
101,T93,T93,Dicky Pride,38.89,84,216
102,T93,T93,Rory Sabbatini,38.89,84,216
103,T93,T93,Vijay Singh,38.89,154,396
104,T93,T93,Grant Waite,38.89,84,216
105,106,106,Chris Smith,38.6,132,342
