,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Craig Kanada,80,7.85,612,78
1,2,2,David Frost,87,7.78,677,87
2,3,3,Willie Wood,52,7.62,396,52
3,4,4,Glen Day,89,7.57,636,84
4,5,5,Brian Gay,114,7.55,846,112
5,T6,T6,Edward Fryatt,93,7.49,659,88
6,T6,T6,Scott Simpson,73,7.49,547,73
7,8,8,Scott Hoch,84,7.48,628,84
8,9,9,Greg Chalmers,92,7.43,661,89
9,T10,T10,Brad Elder,111,7.42,809,109
10,T10,T10,David Morland IV,88,7.42,638,86
11,12,12,Jay Haas,75,7.39,532,72
12,13,13,Jeff Sluman,106,7.35,764,104
13,T14,T14,Corey Pavin,72,7.34,514,70
14,T14,T14,Tom Pernice Jr.,106,7.34,749,102
15,16,16,Jason Gore,82,7.33,586,80
16,17,17,Len Mattiace,98,7.32,695,95
17,18,18,Jay Don Blake,100,7.3,701,96
18,T19,T19,Fulton Allem,56,7.29,408,56
19,T19,T19,Chris Riley,104,7.29,729,100
20,T21,T21,Stuart Appleby,105,7.28,713,98
21,T21,T21,J.L. Lewis,108,7.28,772,106
22,T23,T23,Jeff Julian,55,7.27,400,55
23,T23,T23,Brian Watts,56,7.27,407,56
24,25,25,Cameron Beckman,103,7.26,719,99
25,T26,T26,Jim Carter,103,7.25,732,101
26,T26,T26,Paul Goydos,86,7.25,609,84
27,T26,T26,Craig Perks,78,7.25,551,76
28,29,29,Lee Janzen,96,7.24,666,92
29,T30,T30,Russ Cochran,76,7.23,528,73
30,T30,T30,Jerry Smith,95,7.23,687,95
31,32,32,Justin Leonard,106,7.22,715,99
32,T33,T33,Robert Damron,91,7.21,656,91
33,T33,T33,Blaine McCallister,80,7.21,577,80
34,T33,T33,"Dave Stockton, Jr.",61,7.21,440,61
35,T36,T36,Steve Allan,88,7.2,619,86
36,T36,T36,Brad Faxon,95,7.2,626,87
37,T36,T36,Skip Kendall,111,7.2,778,108
38,39,39,Paul Gow,79,7.19,539,75
39,T40,T40,Shigeki Maruyama,98,7.18,675,94
40,T40,T40,Joe Ogilvie,110,7.18,775,108
41,T40,T40,Steve Stricker,73,7.18,467,65
42,T43,T43,K.J. Choi,95,7.17,660,92
43,T43,T43,Harrison Frazar,88,7.17,602,84
44,T43,T43,Franklin Langham,63,7.17,430,60
45,T43,T43,Andrew Magee,97,7.17,674,94
46,47,47,Joel Edwards,99,7.16,709,99
47,T48,T48,Tripp Isenhour,92,7.15,636,89
48,T48,T48,Scott McCarron,98,7.15,672,94
49,T50,T50,Jonathan Kaye,116,7.14,800,112
50,T50,T50,Loren Roberts,84,7.14,600,84
51,T52,T52,Jim Furyk,88,7.13,627,88
52,T52,T52,Brett Quigley,67,7.13,449,63
53,54,54,Hunter Haas,78,7.12,541,76
54,55,55,Jay Williamson,92,7.11,640,90
55,T56,T56,"David Berganio, Jr.",76,7.1,518,73
56,T56,T56,Bob Estes,91,7.1,625,88
57,T56,T56,Esteban Toledo,116,7.1,809,114
58,T56,T56,Kaname Yokoo,81,7.1,575,81
59,T60,T60,Scott Dunlap,80,7.09,560,79
60,T60,T60,Lee Porter,93,7.09,638,90
61,T60,T60,Mike Sposa,96,7.09,659,93
62,T60,T60,Garrett Willis,88,7.09,610,86
63,T64,T64,Paul Stankowski,91,7.07,622,88
64,T64,T64,Brian Wilson,88,7.07,608,86
65,T66,T66,Mark Hensby,71,7.06,501,71
66,T66,T66,Jim McGovern,66,7.06,445,63
67,T68,T68,Woody Austin,99,7.05,670,95
68,T68,T68,Mark Brooks,88,7.05,620,88
69,T68,T68,Spike McRoy,95,7.05,642,91
70,T71,T71,Danny Ellis,76,7.03,534,76
71,T71,T71,Tommy Tolles,89,7.03,605,86
72,T73,T73,Tom Byrum,85,7.01,596,85
73,T73,T73,Jeff Maggert,84,7.01,589,84
74,T73,T73,Kirk Triplett,88,7.01,582,83
75,T76,T76,José Coceres,60,7.0,399,57
76,T76,T76,Dan Forsman,81,7.0,546,78
77,T76,T76,Bernhard Langer,62,7.0,427,61
78,T76,T76,Phil Mickelson,85,7.0,574,82
79,T76,T76,Larry Mize,76,7.0,518,74
80,T76,T76,Craig Parry,68,7.0,441,63
81,T82,T82,Pete Jordan,105,6.99,720,103
82,T82,T82,Michael Muehr,94,6.99,643,92
83,T82,T82,Sean Murphy,70,6.99,489,70
84,T82,T82,Nick Price,74,6.99,517,74
85,86,86,Rocky Walcher,59,6.98,412,59
86,T87,T87,Rich Beem,91,6.97,620,89
87,T87,T87,Kenny Perry,94,6.97,620,89
88,T89,T89,Paul Azinger,79,6.96,550,79
89,T89,T89,Steve Flesch,112,6.96,738,106
90,T91,T91,Doug Barron,62,6.95,431,62
91,T91,T91,Olin Browne,99,6.95,667,96
92,T91,T91,Frank Lickliter II,102,6.95,709,102
93,T91,T91,Chris Tidland,83,6.95,556,80
94,T95,T95,Ben Bates,53,6.94,368,53
95,T95,T95,Brian Henninger,81,6.94,548,79
96,T95,T95,Greg Kraft,105,6.94,708,102
97,T98,T98,Bob Burns,92,6.93,617,89
98,T98,T98,Gabriel Hjertstedt,76,6.93,527,76
99,T98,T98,Shaun Micheel,103,6.93,693,100
100,T98,T98,John Riegger,86,6.93,582,84
101,T98,T98,Vijay Singh,98,6.93,638,92
102,T98,T98,Ted Tryba,110,6.93,735,106
103,T104,T104,Steve Elkington,64,6.92,422,61
104,T104,T104,Sergio Garcia,64,6.92,415,60
105,106,106,Jimmy Green,94,6.91,636,92
106,T107,T107,Billy Andrade,82,6.89,544,79
107,T107,T107,Brent Geiberger,84,6.89,544,79
108,T107,T107,Grant Waite,78,6.89,524,76
109,T110,T110,Robert Gamez,59,6.88,406,59
110,T110,T110,Kelly Grunewald,66,6.88,454,66
111,T112,T112,Fred Funk,118,6.87,804,117
112,T112,T112,Jesper Parnevik,91,6.87,625,91
113,114,114,Mark Calcavecchia,81,6.86,542,79
114,T115,T115,Craig Barlow,74,6.85,493,72
115,T115,T115,Keith Clearwater,62,6.85,425,62
116,T115,T115,Mike Weir,86,6.85,589,86
117,T118,T118,Ben Ferguson,76,6.84,506,74
118,T118,T118,Neal Lancaster,107,6.84,718,105
119,T118,T118,Billy Mayfair,102,6.84,684,100
120,T118,T118,Rocco Mediate,69,6.84,472,69
121,T122,T122,Matt Gogel,83,6.83,553,81
122,T122,T122,Ian Leggatt,84,6.83,574,84
123,124,124,Ronnie Black,51,6.82,348,51
124,T125,T125,Kevin Johnson,93,6.81,620,91
125,T125,T125,Davis Love III,75,6.81,511,75
