,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Greg Chalmers,26.89,511,19
1,2,2,Garrett Willis,26.91,296,11
2,3,3,Kelly Grunewald,27.33,164,6
3,4,4,Craig Perks,27.38,219,8
4,5,5,Ben Ferguson,27.43,192,7
5,6,6,Craig Kanada,27.45,302,11
6,7,7,Joe Ogilvie,27.53,523,19
7,8,8,Tom Pernice Jr.,27.56,496,18
8,9,9,Willie Wood,27.6,276,10
9,10,10,Jimmy Green,27.62,359,13
10,T11,T11,Glen Day,27.67,415,15
11,T11,T11,Mike Sposa,27.67,498,18
12,T13,T13,Fulton Allem,27.71,194,7
13,T13,T13,Keith Clearwater,27.71,194,7
14,15,15,David Frost,27.75,444,16
15,16,16,Steve Stricker,27.77,361,13
16,17,17,Matt Gogel,27.79,389,14
17,18,18,Nick Price,27.81,445,16
18,19,19,Neal Lancaster,27.89,502,18
19,T20,T20,Andrew McLardy,27.9,279,10
20,T20,T20,Joey Sindelar,27.9,279,10
21,22,22,Jay Williamson,27.92,335,12
22,23,23,Corey Pavin,27.93,391,14
23,T24,T24,Jeremy Anderson,28.0,196,7
24,T24,T24,Danny Ellis,28.0,280,10
25,T24,T24,Brad Faxon,28.0,504,18
26,T24,T24,Paul Gow,28.0,308,11
27,T24,T24,Michael Muehr,28.0,392,14
28,T24,T24,Loren Roberts,28.0,448,16
29,30,30,Edward Fryatt,28.07,393,14
30,31,31,"Dave Stockton, Jr.",28.11,253,9
31,32,32,Bill Glasson,28.14,197,7
32,T33,T33,Blaine McCallister,28.18,310,11
33,T33,T33,John Riegger,28.18,479,17
34,35,35,Joel Edwards,28.21,536,19
35,36,36,J.L. Lewis,28.23,621,22
36,37,37,Gabriel Hjertstedt,28.25,226,8
37,38,38,Jason Gore,28.27,311,11
38,39,39,Stuart Appleby,28.3,566,20
39,40,40,Esteban Toledo,28.32,623,22
40,41,41,Richie Coughlan,28.38,227,8
41,42,42,Scott Hoch,28.39,511,18
42,T43,T43,Jeff Julian,28.4,142,5
43,T43,T43,Billy Mayfair,28.4,568,20
44,T45,T45,Brandel Chamblee,28.43,398,14
45,T45,T45,David Morland IV,28.43,398,14
46,T45,T45,Vijay Singh,28.43,597,21
47,T45,T45,Jean Van de Velde,28.43,199,7
48,49,49,Jeff Sluman,28.45,626,22
49,T50,T50,Tom Byrum,28.5,456,16
50,T50,T50,Bob Estes,28.5,513,18
51,T50,T50,Scott Simpson,28.5,399,14
52,T50,T50,Tommy Tolles,28.5,342,12
53,T50,T50,Brian Wilson,28.5,342,12
54,T50,T50,Tiger Woods,28.5,513,18
55,56,56,Kirk Triplett,28.53,485,17
56,57,57,Ernie Els,28.58,343,12
57,T58,T58,Mark Calcavecchia,28.6,429,15
58,T58,T58,Jay Haas,28.6,429,15
59,60,60,Shigeki Maruyama,28.62,601,21
60,T61,T61,Brian Gay,28.63,687,24
61,T61,T61,Len Mattiace,28.63,544,19
62,T61,T61,Jerry Smith,28.63,458,16
63,T64,T64,Skip Kendall,28.64,630,22
64,T64,T64,Scott Verplank,28.64,630,22
65,T66,T66,Jay Don Blake,28.67,516,18
66,T66,T66,Steve Elkington,28.67,344,12
67,T66,T66,Robert Gamez,28.67,172,6
68,T66,T66,Brian Watts,28.67,344,12
69,70,70,Jim Furyk,28.68,545,19
70,71,71,Bernhard Langer,28.69,373,13
71,72,72,Steve Flesch,28.7,660,23
72,T73,T73,Craig Barlow,28.71,402,14
73,T73,T73,J.P. Hayes,28.71,402,14
74,T75,T75,Fred Funk,28.73,747,26
75,T75,T75,Jim McGovern,28.73,316,11
76,T75,T75,Steve Pate,28.73,431,15
77,T75,T75,Rory Sabbatini,28.73,316,11
78,T79,T79,Brad Elder,28.75,575,20
79,T79,T79,Hunter Haas,28.75,230,8
80,T79,T79,Davis Love III,28.75,460,16
81,T79,T79,José María Olazábal,28.75,230,8
82,83,83,Frank Nobilo,28.78,518,18
83,84,84,Mark Brooks,28.81,461,16
84,85,85,Brian Henninger,28.82,317,11
85,86,86,Kevin Sutherland,28.84,548,19
86,87,87,Tommy Armour III,28.86,404,14
87,88,88,Stewart Cink,28.9,578,20
88,T89,T89,Billy Andrade,28.91,318,11
89,T89,T89,Donnie Hammond,28.91,318,11
90,T91,T91,Paul Goydos,28.92,376,13
91,T91,T91,Kaname Yokoo,28.92,376,13
92,T93,T93,Rich Beem,28.93,405,14
93,T93,T93,Dudley Hart,28.93,405,14
94,T93,T93,Tripp Isenhour,28.93,434,15
95,T93,T93,Kevin Johnson,28.93,405,14
96,T97,T97,Stephen Ames,28.94,492,17
97,T97,T97,Pete Jordan,28.94,492,17
98,T99,T99,Steve Lowery,28.95,608,21
99,T99,T99,Hal Sutton,28.95,637,22
100,101,101,Jonathan Kaye,28.96,695,24
101,T102,T102,Cameron Beckman,29.0,580,20
102,T102,T102,Robert Damron,29.0,522,18
103,T102,T102,Lee Janzen,29.0,493,17
104,T102,T102,Kent Jones,29.0,232,8
105,T102,T102,Scott McCarron,29.0,638,22
106,T102,T102,Spike McRoy,29.0,406,14
107,T102,T102,Dicky Pride,29.0,348,12
108,T102,T102,David Toms,29.0,609,21
109,T102,T102,Duffy Waldorf,29.0,290,10
110,T111,T111,K.J. Choi,29.06,523,18
111,T111,T111,Harrison Frazar,29.06,494,17
112,T113,T113,Russ Cochran,29.07,407,14
113,T113,T113,Fred Couples,29.07,407,14
114,T113,T113,Dan Forsman,29.07,436,15
115,116,116,Jeff Brehaut,29.08,378,13
116,T117,T117,Cliff Kresge,29.1,291,10
117,T117,T117,Frank Lickliter II,29.1,582,20
118,T117,T117,Ted Tryba,29.1,582,20
119,120,120,Paul Stankowski,29.11,524,18
120,121,121,Jesper Parnevik,29.15,583,20
121,122,122,David Peoples,29.18,496,17
122,123,123,Bob May,29.19,467,16
123,124,124,Woody Austin,29.21,409,14
124,T125,T125,John Cook,29.25,585,20
125,T125,T125,Brett Quigley,29.25,351,12
126,T125,T125,Grant Waite,29.25,351,12
127,T125,T125,Mike Weir,29.25,585,20
