,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
61,62,62,Craig Barlow,74,2.62,34,1296
62,T63,T63,Danny Ellis,76,2.63,36,1368
63,T63,T63,Spike McRoy,95,2.63,43,1638
64,65,65,Cameron Beckman,103,2.64,47,1782
65,66,66,Gary Nicklaus,96,2.66,45,1692
66,67,67,Andrew McLardy,75,2.67,36,1350
67,68,68,Mike Sposa,96,2.69,45,1674
68,69,69,Larry Mize,76,2.7,36,1332
69,T70,T70,John Daly,84,2.71,40,1476
70,T70,T70,Scott Hoch,84,2.71,41,1512
71,T70,T70,Tom Lehman,82,2.71,38,1404
72,73,73,Jim McGovern,66,2.73,31,1134
73,74,74,Kirk Triplett,88,2.74,41,1494
74,T75,T75,Mark Brooks,88,2.78,44,1584
75,T75,T75,Sergio Garcia,64,2.78,30,1080
76,T75,T75,Jay Haas,75,2.78,36,1296
77,T75,T75,Lee Janzen,96,2.78,46,1656
78,T75,T75,Blaine McCallister,80,2.78,40,1440
79,T75,T75,Dicky Pride,78,2.78,39,1404
80,T75,T75,Chris Tidland,83,2.78,40,1440
81,T82,T82,Brad Elder,111,2.8,55,1962
82,T82,T82,Fred Funk,118,2.8,59,2106
83,T84,T84,Billy Andrade,82,2.81,40,1422
84,T84,T84,Davis Love III,75,2.81,38,1350
85,T84,T84,Hal Sutton,96,2.81,48,1710
86,87,87,Greg Kraft,105,2.83,52,1836
87,88,88,David Toms,100,2.84,49,1728
88,T89,T89,J.P. Hayes,76,2.85,39,1368
89,T89,T89,Bob May,86,2.85,41,1440
90,91,91,Joey Sindelar,69,2.86,34,1188
91,92,92,Kenny Perry,94,2.87,46,1602
92,93,93,Brent Geiberger,84,2.88,41,1422
93,94,94,Brandel Chamblee,77,2.89,40,1386
94,95,95,Jimmy Green,94,2.9,48,1656
95,96,96,Brett Quigley,67,2.91,33,1134
96,97,97,Jerry Smith,95,2.92,50,1710
97,98,98,Jonathan Kaye,116,2.93,59,2016
98,99,99,Tom Byrum,85,2.94,45,1530
99,100,100,Kelly Grunewald,66,2.95,35,1188
100,101,101,Dudley Hart,80,2.96,40,1350
101,T102,T102,Joe Durant,80,2.99,43,1440
102,T102,T102,Steve Flesch,112,2.99,57,1908
103,T104,T104,Hunter Haas,78,3.0,41,1368
104,T104,T104,Chris Riley,104,3.0,54,1800
105,T104,T104,Tiger Woods,76,3.0,41,1368
106,107,107,Duffy Waldorf,77,3.01,39,1296
107,108,108,K.J. Choi,95,3.02,50,1656
108,T109,T109,Joel Edwards,99,3.03,54,1782
109,T109,T109,Justin Leonard,106,3.03,54,1782
110,T109,T109,Tom Scherrer,69,3.03,36,1188
111,112,112,Mark Wiebe,62,3.05,34,1116
112,113,113,Joe Ogilvie,110,3.09,60,1944
113,114,114,Stephen Ames,88,3.11,47,1512
114,115,115,José Coceres,60,3.12,32,1026
115,T116,T116,Robert Allenby,108,3.14,60,1908
116,T116,T116,Jim Carter,103,3.14,57,1818
117,T116,T116,Rocco Mediate,69,3.14,39,1242
118,T119,T119,Mark Calcavecchia,81,3.16,45,1422
119,T119,T119,Frank Lickliter II,102,3.16,58,1836
120,T121,T121,Rich Beem,91,3.18,51,1602
121,T121,T121,Pete Jordan,105,3.18,59,1854
122,123,123,Carlos Franco,87,3.19,50,1566
123,T124,T124,"David Berganio, Jr.",76,3.2,42,1314
124,T124,T124,Michael Clark II,87,3.2,49,1530
125,T126,T126,Jean Van de Velde,52,3.21,26,810
126,T126,T126,Jay Williamson,92,3.21,52,1620
127,T128,T128,Jeremy Anderson,69,3.22,40,1242
128,T128,T128,Edward Fryatt,93,3.22,51,1584
129,T128,T128,Shaun Micheel,103,3.22,58,1800
130,T128,T128,Paul Stankowski,91,3.22,51,1584
131,132,132,Franklin Langham,63,3.24,35,1080
132,T133,T133,Andrew Magee,97,3.25,55,1692
133,T133,T133,Ted Tryba,110,3.25,62,1908
134,135,135,Stewart Cink,102,3.26,57,1746
135,T136,T136,Donnie Hammond,51,3.27,30,918
136,T136,T136,Charles Howell III,89,3.27,50,1530
137,138,138,Robin Freeman,105,3.29,61,1854
138,139,139,Ian Leggatt,84,3.31,50,1512
139,140,140,Jeff Brehaut,80,3.32,46,1386
140,141,141,Bill Glasson,69,3.33,39,1170
141,142,142,Dan Forsman,81,3.35,47,1404
142,143,143,Richie Coughlan,66,3.37,40,1188
143,144,144,Jeff Hart,87,3.4,52,1530
144,T145,T145,Paul Gow,79,3.41,46,1350
145,T145,T145,Sean Murphy,70,3.41,43,1260
146,147,147,Kevin Johnson,93,3.42,56,1638
147,148,148,John Huston,64,3.43,37,1080
148,149,149,Grant Waite,78,3.44,47,1368
149,150,150,Mathew Goggin,96,3.46,58,1674
150,151,151,Steve Allan,88,3.49,54,1548
151,152,152,David Duval,78,3.5,46,1314
152,153,153,Harrison Frazar,88,3.51,53,1512
153,154,154,Ernie Els,70,3.52,38,1080
154,155,155,Kent Jones,74,3.53,47,1332
155,156,156,Robert Damron,91,3.54,58,1638
156,T157,T157,Paul Goydos,86,3.57,54,1512
157,T157,T157,J.J. Henry,86,3.57,54,1512
158,T157,T157,Jeff Maggert,84,3.57,54,1512
159,160,160,Carl Paulson,93,3.58,60,1674
160,161,161,Neal Lancaster,107,3.6,68,1890
161,T162,T162,Geoff Ogilvy,60,3.61,39,1080
162,T162,T162,Chris Smith,101,3.61,63,1746
163,164,164,Glen Hnatiuk,104,3.63,66,1818
164,T165,T165,Doug Dunakey,83,3.64,53,1458
165,T165,T165,"Dave Stockton, Jr.",61,3.64,40,1098
166,T165,T165,Kaname Yokoo,81,3.64,53,1458
167,168,168,Bradley Hughes,96,3.66,62,1692
168,T169,T169,Bob Burns,92,3.68,59,1602
169,T169,T169,Tommy Tolles,89,3.68,57,1548
170,T171,T171,Gabriel Hjertstedt,76,3.73,51,1368
171,T171,T171,Cliff Kresge,84,3.73,55,1476
172,173,173,Mark O'Meara,69,3.76,44,1170
173,174,174,J.L. Lewis,108,3.77,72,1908
174,175,175,Ronnie Black,51,3.92,36,918
175,176,176,Keith Clearwater,62,3.94,44,1116
176,T177,T177,Craig Perks,78,3.95,54,1368
177,T177,T177,Rocky Walcher,59,3.95,42,1062
178,179,179,Brandt Jobe,96,3.96,67,1692
179,180,180,Woody Austin,99,3.98,68,1710
180,T181,T181,Jason Gore,82,4.03,58,1440
181,T181,T181,Rory Sabbatini,73,4.03,50,1242
182,183,183,Jeff Julian,55,4.04,40,990
183,184,184,Marco Dawson,57,4.09,42,1026
184,185,185,Per-Ulrik Johansson,82,4.1,59,1440
185,186,186,Robert Gamez,59,4.14,44,1062
186,187,187,Mark Hensby,71,4.15,53,1278
187,188,188,Doug Barron,62,4.3,48,1116
188,189,189,Brent Schwarzrock,63,4.32,49,1134
189,190,190,Garrett Willis,88,4.33,67,1548
190,191,191,Ben Ferguson,76,4.35,58,1332
191,192,192,Scott Dunlap,80,4.5,64,1422
192,193,193,Ben Bates,53,4.61,44,954
193,194,194,Brian Wilson,88,4.84,75,1548
