,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
0,1,1,Vijay Singh,98,1.45,24,1656
1,2,2,Nick Price,74,1.5,20,1332
2,3,3,Bob Estes,91,1.52,24,1584
3,T4,T4,Glen Day,89,1.59,24,1512
4,T4,T4,Loren Roberts,84,1.59,24,1512
5,6,6,Scott McCarron,98,1.71,29,1692
6,7,7,David Frost,87,1.72,27,1566
7,8,8,Kevin Sutherland,101,1.81,32,1764
8,9,9,Bernhard Langer,62,1.82,20,1098
9,10,10,Corey Pavin,72,1.83,23,1260
10,11,11,Len Mattiace,98,1.87,32,1710
11,T12,T12,Brian Gay,114,1.88,38,2016
12,T12,T12,Steve Stricker,73,1.88,22,1170
13,14,14,Skip Kendall,111,1.9,37,1944
14,15,15,Matt Gogel,83,1.99,29,1458
15,16,16,Tripp Isenhour,92,2.06,33,1602
16,17,17,Chris Perry,80,2.07,29,1404
17,18,18,Jim Furyk,88,2.08,33,1584
18,19,19,Esteban Toledo,116,2.1,43,2052
19,T20,T20,Russ Cochran,76,2.13,28,1314
20,T20,T20,José María Olazábal,51,2.13,18,846
21,T22,T22,Craig Kanada,80,2.14,30,1404
22,T22,T22,Willie Wood,52,2.14,20,936
23,24,24,Chris DiMarco,108,2.16,40,1854
24,25,25,Brad Faxon,95,2.17,34,1566
25,T26,T26,Jerry Kelly,104,2.2,40,1818
26,T26,T26,Steve Pate,89,2.2,34,1548
27,T28,T28,John Cook,91,2.21,35,1584
28,T28,T28,Scott Simpson,73,2.21,29,1314
29,30,30,Michael Muehr,94,2.23,37,1656
30,31,31,Jeff Sluman,106,2.24,42,1872
31,32,32,Greg Chalmers,92,2.25,36,1602
32,T33,T33,David Morland IV,88,2.26,35,1548
33,T33,T33,Mike Weir,86,2.26,35,1548
34,35,35,Brian Watts,56,2.28,23,1008
35,36,36,Craig Parry,68,2.29,26,1134
36,37,37,Stuart Appleby,105,2.32,41,1764
37,38,38,Shigeki Maruyama,98,2.36,40,1692
38,T39,T39,Olin Browne,99,2.37,41,1728
39,T39,T39,Steve Elkington,64,2.37,26,1098
40,T39,T39,Frank Nobilo,91,2.37,38,1602
41,42,42,Tom Pernice Jr.,106,2.4,44,1836
42,T43,T43,Billy Mayfair,102,2.44,44,1800
43,T43,T43,Phil Mickelson,85,2.44,36,1476
44,T43,T43,Jesper Parnevik,91,2.44,40,1638
45,46,46,John Riegger,86,2.45,37,1512
46,47,47,Lee Porter,93,2.47,40,1620
47,T48,T48,Jay Don Blake,100,2.49,43,1728
48,T48,T48,Steve Lowery,100,2.49,43,1728
49,50,50,Tim Herron,97,2.5,41,1638
50,51,51,David Peoples,96,2.51,42,1674
51,52,52,Scott Verplank,99,2.52,44,1746
52,T53,T53,Paul Azinger,79,2.53,36,1422
53,T53,T53,Fred Couples,68,2.53,31,1224
54,T53,T53,Brian Henninger,81,2.53,36,1422
55,56,56,Briny Baird,106,2.54,47,1854
56,57,57,Dennis Paulson,75,2.55,34,1332
57,58,58,Tommy Armour III,93,2.56,42,1638
58,59,59,Bob Tway,109,2.57,49,1908
59,T60,T60,Fulton Allem,56,2.58,26,1008
60,T60,T60,Steve Jones,75,2.58,33,1278
