,Total_3_Putts_-_5-10_RANK THIS WEEK,Total_3_Putts_-_5-10_RANK LAST WEEK,Total_3_Putts_-_5-10_PLAYER NAME,Total_3_Putts_-_5-10_ROUNDS,Total_3_Putts_-_5-10_TOTAL 3 PUTTS 5'-10',Total_3_Putts_-_5-10_TOTAL 3 PUTTS
0,T1,T1,Bob Burns,92,3,5
1,T1,T1,Brad Faxon,95,3,3
2,T1,T1,Brandt Jobe,96,3,3
3,T1,T1,Frank Lickliter II,102,3,4
4,T1,T1,Kenny Perry,94,3,4
5,T6,T6,Jim Carter,103,2,2
6,T6,T6,José Coceres,60,2,3
7,T6,T6,Glen Day,89,2,3
8,T6,T6,J.J. Henry,86,2,3
9,T6,T6,Bradley Hughes,96,2,2
10,T6,T6,Davis Love III,75,2,3
11,T6,T6,Scott McCarron,98,2,2
12,T6,T6,Spike McRoy,95,2,3
13,T6,T6,Shaun Micheel,103,2,3
14,T6,T6,David Morland IV,88,2,3
15,T6,T6,David Peoples,96,2,2
16,T6,T6,Vijay Singh,98,2,3
17,T6,T6,Kevin Sutherland,101,2,3
18,T6,T6,Hal Sutton,96,2,3
19,T6,T6,Garrett Willis,88,2,2
20,T21,T21,Stephen Ames,88,1,1
21,T21,T21,Billy Andrade,82,1,1
22,T21,T21,Briny Baird,106,1,3
23,T21,T21,Cameron Beckman,103,1,1
24,T21,T21,Jay Don Blake,100,1,1
25,T21,T21,Olin Browne,99,1,1
26,T21,T21,Tom Byrum,85,1,2
27,T21,T21,Brandel Chamblee,77,1,1
28,T21,T21,Michael Clark II,87,1,2
29,T21,T21,John Daly,84,1,1
30,T21,T21,Robert Damron,91,1,3
31,T21,T21,Doug Dunakey,83,1,1
32,T21,T21,Steve Flesch,112,1,1
33,T21,T21,Harrison Frazar,88,1,2
34,T21,T21,Sergio Garcia,64,1,1
35,T21,T21,Brent Geiberger,84,1,2
36,T21,T21,Paul Goydos,86,1,1
37,T21,T21,Glen Hnatiuk,104,1,6
38,T21,T21,John Huston,64,1,2
39,T21,T21,Lee Janzen,96,1,1
40,T21,T21,Craig Kanada,80,1,2
41,T21,T21,Andrew Magee,97,1,1
42,T21,T21,Billy Mayfair,102,1,3
43,T21,T21,Andrew McLardy,75,1,1
44,T21,T21,Gary Nicklaus,96,1,2
45,T21,T21,Mark O'Meara,69,1,2
46,T21,T21,Joe Ogilvie,110,1,1
47,T21,T21,Jesper Parnevik,91,1,1
48,T21,T21,Craig Parry,68,1,1
49,T21,T21,Steve Pate,89,1,2
50,T21,T21,Craig Perks,78,1,1
51,T21,T21,Tom Pernice Jr.,106,1,3
52,T21,T21,John Riegger,86,1,1
53,T21,T21,Rory Sabbatini,73,1,2
54,T21,T21,Tom Scherrer,69,1,1
55,T21,T21,Scott Simpson,73,1,1
56,T21,T21,Chris Smith,101,1,1
57,T21,T21,Esteban Toledo,116,1,1
58,T21,T21,Duffy Waldorf,77,1,1
59,T21,T21,Mike Weir,86,1,1
60,T21,T21,Brian Wilson,88,1,2
