,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
41,T41,T41,Billy Mayfair,102,1.7519999999999998,2115,1207,3.11,T27
42,T41,T41,Michael Muehr,94,1.7519999999999998,1920,1096,3.05,96
43,T44,T44,Jerry Kelly,104,1.7530000000000001,2167,1236,3.05,31
44,T44,T44,Rocco Mediate,69,1.7530000000000001,1523,869,3.18,12
45,T46,T46,Greg Chalmers,92,1.754,1849,1054,3.24,103
46,T46,T46,Blaine McCallister,80,1.754,1645,938,3.04,133
47,T46,T46,Brett Quigley,67,1.754,1324,755,3.21,86
48,T46,T46,Willie Wood,52,1.754,1026,585,3.08,177
49,T50,T50,Olin Browne,99,1.755,2073,1181,3.07,49
50,T50,T50,John Cook,91,1.755,2027,1155,2.94,3
51,T50,T50,Steve Flesch,112,1.755,2252,1283,3.2,57
52,T50,T50,Nick Price,74,1.755,1492,850,3.0,68
53,T50,T50,Jerry Smith,95,1.755,1918,1093,3.2,160
54,T55,T55,Joel Edwards,99,1.756,2163,1232,3.08,35
55,T55,T55,Dudley Hart,80,1.756,1549,882,3.16,37
56,T57,T57,Craig Parry,68,1.757,1346,766,3.09,64
57,T57,T57,Tommy Tolles,89,1.757,1785,1016,3.16,108
58,T57,T57,Kirk Triplett,88,1.757,1847,1051,3.04,19
59,T60,T60,Edward Fryatt,93,1.758,1848,1051,3.14,110
60,T60,T60,Davis Love III,75,1.758,1580,899,3.52,20
61,T60,T60,Tom Pernice Jr.,106,1.758,2067,1176,3.27,157
62,63,63,Geoff Ogilvy,60,1.7590000000000001,1184,673,3.21,155
63,T64,T64,Tom Byrum,85,1.76,1776,1009,2.94,100
64,T64,T64,Mike Sposa,96,1.76,1954,1110,3.13,T92
65,T66,T66,Steve Lowery,100,1.761,2074,1178,3.08,51
66,T66,T66,Mike Weir,86,1.761,1803,1024,3.0,60
67,68,68,Kaname Yokoo,81,1.7619999999999998,1676,951,3.29,127
68,T69,T69,Billy Andrade,82,1.7630000000000001,1539,873,3.25,145
69,T69,T69,Steve Elkington,64,1.7630000000000001,1211,687,3.1,144
70,T71,T71,Fred Couples,68,1.764,1471,834,2.91,24
71,T71,T71,Jim McGovern,66,1.764,1311,743,3.07,118
72,T71,T71,Craig Perks,78,1.764,1568,889,2.98,T137
73,T74,T74,Jim Carter,103,1.765,2102,1191,3.06,119
74,T74,T74,K.J. Choi,95,1.765,1926,1091,3.1,101
75,T74,T74,Esteban Toledo,116,1.765,2365,1340,2.9,123
76,T77,T77,Brad Elder,111,1.766,2199,1245,3.05,169
77,T77,T77,Matt Gogel,83,1.766,1605,909,3.07,113
78,T77,T77,Hunter Haas,78,1.766,1457,825,3.16,191
79,T77,T77,Jonathan Kaye,116,1.766,2388,1352,3.13,74
80,T81,T81,Fulton Allem,56,1.767,1138,644,2.87,T161
81,T81,T81,Jeff Maggert,84,1.767,1760,996,3.13,67
82,T81,T81,John Riegger,86,1.767,1832,1037,2.84,44
83,T81,T81,Bob Tway,109,1.767,2424,1372,3.04,T5
84,T85,T85,Paul Azinger,79,1.768,1740,984,3.06,34
85,T85,T85,Stewart Cink,102,1.768,2065,1168,3.17,29
86,T87,T87,"David Berganio, Jr.",76,1.7690000000000001,1560,882,3.05,73
87,T87,T87,Spike McRoy,95,1.7690000000000001,1926,1089,2.9,88
88,T87,T87,Jesper Parnevik,91,1.7690000000000001,1852,1047,3.05,82
89,T90,T90,Len Mattiace,98,1.77,1943,1098,2.84,168
90,T90,T90,Mark Wiebe,62,1.77,1246,704,2.95,130
91,T90,T90,Jay Williamson,92,1.77,1881,1063,2.92,109
92,T93,T93,Scott Dunlap,80,1.771,1649,931,3.07,T120
93,T93,T93,Paul Stankowski,91,1.771,1868,1055,3.14,85
94,T93,T93,Garrett Willis,88,1.771,1789,1010,3.12,126
95,T96,T96,Stephen Ames,88,1.7719999999999998,1852,1045,3.14,36
96,T96,T96,Harrison Frazar,88,1.7719999999999998,1783,1006,3.14,87
97,T98,T98,David Duval,78,1.7730000000000001,1516,855,3.44,41
98,T98,T98,Steve Jones,75,1.7730000000000001,1450,818,2.86,102
99,T98,T98,Chris Smith,101,1.7730000000000001,2207,1245,3.15,16
100,101,101,Joe Durant,80,1.774,1795,1012,2.94,4
101,T102,T102,Fred Funk,118,1.775,2550,1437,3.01,50
102,T102,T102,Tiger Woods,76,1.775,1654,932,3.35,T5
103,T104,T104,Brent Geiberger,84,1.776,1691,952,2.98,78
104,T104,T104,Bob May,86,1.776,1719,968,2.96,38
105,T106,T106,Carlos Franco,87,1.777,1741,980,3.15,111
106,T106,T106,Lee Porter,93,1.777,1860,1047,2.87,149
107,T108,T108,José Coceres,60,1.778,1191,670,2.97,61
108,T108,T108,Danny Ellis,76,1.778,1543,868,2.86,170
109,T108,T108,Jason Gore,82,1.778,1634,919,3.2,T163
110,T108,T108,Paul Goydos,86,1.778,1718,966,2.97,T161
111,T108,T108,Donnie Hammond,51,1.778,1159,652,2.93,10
112,T108,T108,J.P. Hayes,76,1.778,1511,850,2.95,112
113,T108,T108,Andrew McLardy,75,1.778,1566,881,3.05,125
114,T115,T115,Brian Henninger,81,1.7790000000000001,1608,904,2.83,167
115,T115,T115,Dennis Paulson,75,1.7790000000000001,1496,841,3.04,T140
116,T117,T117,Briny Baird,106,1.78,2305,1295,2.83,T27
117,T117,T117,Bob Burns,92,1.78,1926,1082,2.88,65
118,T117,T117,John Huston,64,1.78,1308,735,2.94,18
119,T117,T117,Greg Kraft,105,1.78,2166,1217,2.83,94
120,T117,T117,Steve Pate,89,1.78,1782,1001,2.85,146
121,122,122,David Peoples,96,1.781,2068,1161,2.88,32
122,T123,T123,Tom Lehman,82,1.7819999999999998,1841,1033,3.05,1
123,T123,T123,Chris Perry,80,1.7819999999999998,1689,948,2.87,47
124,T125,T125,Robert Allenby,108,1.785,2270,1272,2.97,33
125,T125,T125,Rich Beem,91,1.785,1867,1046,3.02,124
126,T125,T125,Paul Gow,79,1.785,1564,876,2.92,T140
127,T125,T125,Rory Sabbatini,73,1.785,1383,775,3.01,95
128,T129,T129,Woody Austin,99,1.786,2008,1124,3.01,104
129,T129,T129,Gabriel Hjertstedt,76,1.786,1545,865,3.01,T172
130,T129,T129,J.L. Lewis,108,1.786,2215,1240,2.97,T137
131,T129,T129,Larry Mize,76,1.786,1536,860,2.83,150
132,T129,T129,Dicky Pride,78,1.786,1575,882,2.83,174
133,T129,T129,"Dave Stockton, Jr.",61,1.786,1202,673,2.96,187
134,T135,T135,Mathew Goggin,96,1.787,1966,1100,2.93,105
135,T135,T135,Frank Nobilo,91,1.787,1939,1085,2.73,T58
136,T135,T135,Grant Waite,78,1.787,1623,908,3.07,91
137,T138,T138,Tommy Armour III,93,1.788,1893,1059,2.9,T147
138,T138,T138,Craig Barlow,74,1.788,1557,871,2.74,71
139,T138,T138,Robert Damron,91,1.788,1906,1066,2.89,136
140,T141,T141,Kelly Grunewald,66,1.7890000000000001,1313,734,2.74,186
141,T141,T141,Charles Howell III,89,1.7890000000000001,2011,1124,3.06,2
142,T141,T141,Mark O'Meara,69,1.7890000000000001,1304,729,2.92,90
143,T144,T144,Jeff Brehaut,80,1.79,1645,919,2.7,T92
144,T144,T144,Brandel Chamblee,77,1.79,1504,840,2.94,159
145,T144,T144,Ernie Els,70,1.79,1192,666,3.08,99
146,T144,T144,Andrew Magee,97,1.79,1931,1079,3.0,165
147,148,148,Joey Sindelar,69,1.791,1426,796,3.05,76
148,T149,T149,Brandt Jobe,96,1.7919999999999998,2088,1165,3.03,40
149,T149,T149,Pete Jordan,105,1.7919999999999998,2163,1207,2.78,135
150,T149,T149,Neal Lancaster,107,1.7919999999999998,2304,1286,3.02,54
151,T149,T149,Hal Sutton,96,1.7919999999999998,2179,1216,2.83,9
152,T153,T153,Richie Coughlan,66,1.7930000000000001,1363,760,2.86,158
153,T153,T153,Dan Forsman,81,1.7930000000000001,1682,938,2.76,83
154,T153,T153,Robert Gamez,59,1.7930000000000001,1241,692,2.92,131
155,T153,T153,Glen Hnatiuk,104,1.7930000000000001,2315,1291,2.81,11
156,T153,T153,Shaun Micheel,103,1.7930000000000001,2105,1174,2.7,128
157,T153,T153,Gary Nicklaus,96,1.7930000000000001,1893,1056,2.77,178
158,159,159,Franklin Langham,63,1.794,1186,661,2.74,188
159,T160,T160,Marco Dawson,57,1.795,1237,689,3.08,72
160,T160,T160,Tim Herron,97,1.795,2068,1152,2.73,21
161,T160,T160,Kevin Johnson,93,1.795,1897,1057,2.98,T152
162,163,163,Doug Barron,62,1.796,1284,715,2.84,156
163,T164,T164,Doug Dunakey,83,1.797,1628,906,2.89,184
164,T164,T164,Jimmy Green,94,1.797,1883,1048,2.64,171
165,T164,T164,Ian Leggatt,84,1.797,1819,1012,3.03,79
166,T167,T167,Mark Brooks,88,1.798,1776,988,2.77,T163
167,T167,T167,Tom Scherrer,69,1.798,1336,743,2.68,176
168,T167,T167,Chris Tidland,83,1.798,1674,931,2.72,T147
169,T167,T167,Duffy Waldorf,77,1.798,1498,833,2.89,53
170,T171,T171,Mark Hensby,71,1.8,1463,813,2.84,166
171,T171,T171,Ted Tryba,110,1.8,2252,1251,2.88,T114
172,T171,T171,Brian Wilson,88,1.8,1798,999,3.09,T152
173,T174,T174,Robin Freeman,105,1.801,2217,1231,2.82,89
174,T174,T174,Carl Paulson,93,1.801,1951,1083,2.79,97
175,176,176,Michael Clark II,87,1.8019999999999998,1822,1011,2.73,98
176,177,177,Rocky Walcher,59,1.8030000000000002,1098,609,2.84,194
177,178,178,Jean Van de Velde,52,1.804,900,499,2.85,154
178,T179,T179,Steve Allan,88,1.805,1695,939,2.89,189
179,T179,T179,Cliff Kresge,84,1.805,1727,957,2.92,142
180,181,181,Ronnie Black,51,1.807,1084,600,2.85,122
181,T182,T182,Kent Jones,74,1.808,1577,872,2.58,T120
182,T182,T182,Sean Murphy,70,1.808,1369,757,2.68,192
183,T184,T184,Jeremy Anderson,69,1.8090000000000002,1460,807,2.66,139
184,T184,T184,Jeff Hart,87,1.8090000000000002,1880,1039,2.58,56
185,186,186,J.J. Henry,86,1.81,1935,1069,2.8,13
186,187,187,Jeff Julian,55,1.811,1036,572,2.8,193
187,T188,T188,Ben Bates,53,1.814,1128,622,2.89,129
188,T188,T188,Brent Schwarzrock,63,1.814,1386,764,2.88,69
189,190,190,Keith Clearwater,62,1.817,1261,694,2.78,182
190,T191,T191,Bill Glasson,69,1.818,1436,790,2.48,66
191,T191,T191,Bradley Hughes,96,1.818,2111,1161,2.58,43
192,T193,T193,Ben Ferguson,76,1.8230000000000002,1511,829,2.8,181
193,T193,T193,Per-Ulrik Johansson,82,1.8230000000000002,1788,981,2.74,52
