,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Doug Barron,45.77,173,378
1,2,2,Brian Watts,45.49,131,288
2,3,3,Scott Simpson,44.18,167,378
3,4,4,Jeff Julian,43.69,173,396
4,5,5,Chris Riley,43.49,227,522
5,6,6,Rocco Mediate,43.14,132,306
6,7,7,Brad Faxon,43.06,186,432
7,8,8,Jim Carter,42.8,208,486
8,9,9,Blaine McCallister,42.66,215,504
9,10,10,Steve Allan,42.41,229,540
10,11,11,David Frost,42.31,198,468
11,12,12,Craig Kanada,42.18,205,486
12,13,13,Lee Janzen,42.06,212,504
13,14,14,Phil Mickelson,41.92,166,396
14,T15,T15,Edward Fryatt,41.67,225,540
15,T15,T15,Skip Kendall,41.67,225,540
16,T15,T15,Craig Parry,41.67,150,360
17,18,18,Stuart Appleby,41.56,202,486
18,T19,T19,Jay Haas,41.39,149,360
19,T19,T19,Jim McGovern,41.39,149,360
20,21,21,Kenny Perry,41.3,171,414
21,22,22,John Daly,41.2,178,432
22,23,23,Craig Perks,41.19,215,522
23,24,24,José Coceres,41.18,126,306
24,25,25,Franklin Langham,41.11,148,360
25,26,26,Kent Jones,41.07,207,504
26,27,27,Steve Stricker,41.05,133,324
27,28,28,Brian Gay,41.04,229,558
28,T29,T29,Tripp Isenhour,41.0,214,522
29,T29,T29,Len Mattiace,41.0,214,522
30,31,31,Brent Geiberger,40.91,162,396
31,32,32,Russ Cochran,40.83,147,360
32,T33,T33,Hunter Haas,40.8,213,522
33,T33,T33,Tom Pernice Jr.,40.8,235,576
34,T35,T35,Joe Ogilvie,40.74,242,594
35,T35,T35,Jay Williamson,40.74,220,540
36,37,37,Willie Wood,40.63,117,288
37,38,38,Mark O'Meara,40.56,146,360
38,39,39,David Morland IV,40.53,197,486
39,T40,T40,Lee Porter,40.42,211,522
40,T40,T40,Jeff Sluman,40.42,211,522
41,T42,T42,Robert Damron,40.38,189,468
42,T42,T42,Glen Day,40.38,189,468
43,T42,T42,Rocky Walcher,40.38,189,468
44,45,45,Paul Goydos,40.28,203,504
45,46,46,Joel Edwards,40.23,210,522
46,47,47,Paul Gow,40.22,181,450
47,48,48,Woody Austin,40.07,238,594
48,49,49,Dan Forsman,40.05,173,432
49,T50,T50,Shigeki Maruyama,40.0,180,450
50,T50,T50,Esteban Toledo,40.0,252,630
51,52,52,"David Berganio, Jr.",39.95,151,378
52,53,53,Mark Hensby,39.92,194,486
53,54,54,K.J. Choi,39.88,201,504
54,55,55,Brad Elder,39.87,244,612
55,56,56,Greg Chalmers,39.81,172,432
56,T57,T57,Tom Byrum,39.78,179,450
57,T57,T57,Jerry Smith,39.78,222,558
58,T59,T59,Billy Mayfair,39.68,200,504
59,T59,T59,"Dave Stockton, Jr.",39.68,150,378
60,61,61,Brandel Chamblee,39.61,164,414
61,62,62,Jesper Parnevik,39.58,171,432
62,63,63,Scott Dunlap,39.53,185,468
63,64,64,Jason Gore,39.48,199,504
64,65,65,Brett Quigley,39.47,135,342
65,66,66,Jonathan Kaye,39.43,220,558
66,67,67,Dennis Paulson,39.37,163,414
67,T68,T68,Harrison Frazar,39.35,170,432
68,T68,T68,Steve Jones,39.35,170,432
69,70,70,Steve Lowery,39.32,184,468
70,71,71,Andrew Magee,39.26,212,540
71,72,72,Greg Kraft,39.25,219,558
72,73,73,Bernhard Langer,39.24,113,288
73,74,74,John Cook,39.13,162,414
