,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,T1,T1,Corey Pavin,0.4,1,252
1,T1,T1,Steve Stricker,0.4,1,252
2,3,3,José María Olazábal,0.62,1,162
3,4,4,Tom Lehman,0.69,2,288
4,5,5,Steve Pate,0.74,2,270
5,T6,T6,Fulton Allem,0.79,1,126
6,T6,T6,Fred Couples,0.79,2,252
7,T6,T6,Scott Simpson,0.79,2,252
8,9,9,John Riegger,0.98,3,306
9,10,10,Craig Kanada,1.01,2,198
10,11,11,Kevin Sutherland,1.11,4,360
11,12,12,Tim Herron,1.23,4,324
12,13,13,Vijay Singh,1.26,5,396
13,14,14,Nick Price,1.31,4,306
14,T15,T15,Gabriel Hjertstedt,1.39,2,144
15,T15,T15,Joe Ogilvie,1.39,5,360
16,17,17,Matt Gogel,1.48,4,270
17,T18,T18,Neal Lancaster,1.54,5,324
18,T18,T18,Tom Pernice Jr.,1.54,5,324
19,T20,T20,Jeremy Anderson,1.59,2,126
20,T20,T20,Bernhard Langer,1.59,4,252
21,T20,T20,Michael Muehr,1.59,4,252
22,23,23,Chris DiMarco,1.62,7,432
23,T24,T24,Danny Ellis,1.67,3,180
24,T24,T24,Jerry Kelly,1.67,6,360
25,T24,T24,Cliff Kresge,1.67,3,180
26,T27,T27,David Frost,1.74,5,288
27,T27,T27,Bob May,1.74,5,288
28,T29,T29,Greg Chalmers,1.75,6,342
29,T29,T29,Joel Edwards,1.75,6,342
30,T29,T29,Len Mattiace,1.75,6,342
31,T29,T29,Tiger Woods,1.75,6,342
32,T33,T33,Olin Browne,1.85,6,324
33,T33,T33,Glen Day,1.85,5,270
34,T33,T33,Billy Mayfair,1.85,7,378
35,T33,T33,Mike Sposa,1.85,6,324
36,T33,T33,Paul Stankowski,1.85,6,324
37,T33,T33,Tommy Tolles,1.85,4,216
38,T33,T33,Brian Watts,1.85,4,216
39,T33,T33,Jay Williamson,1.85,4,216
40,41,41,Brad Elder,1.94,7,360
41,42,42,Kirk Triplett,1.96,6,306
42,T43,T43,Russ Cochran,1.98,5,252
43,T43,T43,Chris Perry,1.98,5,252
44,T45,T45,Brian Henninger,2.02,4,198
45,T45,T45,Skip Kendall,2.02,8,396
46,T45,T45,Blaine McCallister,2.02,4,198
47,T45,T45,Scott McCarron,2.02,8,396
48,T45,T45,Jeff Sluman,2.02,8,396
49,T45,T45,David Toms,2.02,8,396
50,T45,T45,Duffy Waldorf,2.02,4,198
51,52,52,Brad Faxon,2.05,7,342
52,T53,T53,Kent Jones,2.08,3,144
53,T53,T53,Jonathan Kaye,2.08,9,432
54,T53,T53,Sean Murphy,2.08,3,144
55,T56,T56,Scott Hoch,2.16,7,324
56,T56,T56,Frank Nobilo,2.16,7,324
57,58,58,J.P. Hayes,2.22,6,270
58,59,59,Steve Lowery,2.27,9,396
59,T60,T60,Carlos Franco,2.29,7,306
60,T60,T60,Lee Janzen,2.29,7,306
61,T60,T60,Davis Love III,2.29,7,306
62,T60,T60,Loren Roberts,2.29,7,306
63,64,64,Chris Tidland,2.31,5,216
64,T65,T65,Bob Estes,2.34,8,342
65,T65,T65,Jim Furyk,2.34,8,342
66,T67,T67,Keith Clearwater,2.38,3,126
67,T67,T67,David Morland IV,2.38,6,252
68,T67,T67,Jean Van de Velde,2.38,3,126
69,T70,T70,Paul Gow,2.53,5,198
70,T70,T70,Per-Ulrik Johansson,2.53,5,198
71,T70,T70,Steve Jones,2.53,5,198
72,T70,T70,Garrett Willis,2.53,5,198
73,74,74,Brian Gay,2.55,11,432
74,T75,T75,Sergio Garcia,2.56,6,234
75,T75,T75,Jimmy Green,2.56,6,234
76,77,77,Dan Forsman,2.59,7,270
77,T78,T78,Pete Jordan,2.61,8,306
78,T78,T78,David Peoples,2.61,8,306
79,T80,T80,Greg Kraft,2.63,9,342
80,T80,T80,Phil Mickelson,2.63,9,342
81,T82,T82,Stuart Appleby,2.65,10,378
82,T82,T82,Jesper Parnevik,2.65,10,378
83,84,84,Scott Verplank,2.66,11,414
84,T85,T85,Woody Austin,2.78,7,252
85,T85,T85,Jay Don Blake,2.78,9,324
86,T85,T85,Mark Brooks,2.78,8,288
87,T85,T85,John Cook,2.78,10,360
88,T85,T85,John Daly,2.78,8,288
89,T85,T85,Edward Fryatt,2.78,7,252
90,T85,T85,Kelly Grunewald,2.78,3,108
91,T85,T85,Jeff Maggert,2.78,7,252
92,T85,T85,Joey Sindelar,2.78,5,180
93,T85,T85,Hal Sutton,2.78,11,396
94,T85,T85,Brian Wilson,2.78,6,216
95,96,96,Briny Baird,2.91,11,378
96,T97,T97,Brandel Chamblee,2.96,8,270
97,T97,T97,Jeff Hart,2.96,8,270
98,T97,T97,Tripp Isenhour,2.96,8,270
99,T97,T97,Lee Porter,2.96,8,270
100,T101,T101,Jeff Brehaut,2.99,7,234
101,T101,T101,Dennis Paulson,2.99,7,234
102,T103,T103,J.L. Lewis,3.03,12,396
103,T103,T103,Craig Parry,3.03,6,198
104,T103,T103,Esteban Toledo,3.03,12,396
105,T106,T106,Cameron Beckman,3.06,11,360
106,T106,T106,Mike Weir,3.06,11,360
107,T108,T108,K.J. Choi,3.09,10,324
108,T108,T108,Doug Dunakey,3.09,5,162
109,T110,T110,Mark Calcavecchia,3.13,9,288
110,T110,T110,Brent Geiberger,3.13,9,288
111,T110,T110,Carl Paulson,3.13,9,288
112,113,113,Steve Flesch,3.14,13,414
113,T114,T114,Tommy Armour III,3.17,8,252
114,T114,T114,Craig Barlow,3.17,8,252
115,T114,T114,Rich Beem,3.17,8,252
116,T114,T114,Stewart Cink,3.17,12,378
117,T114,T114,Joe Durant,3.17,8,252
118,T114,T114,Frank Lickliter II,3.17,12,378
119,T114,T114,Spike McRoy,3.17,8,252
120,T114,T114,Geoff Ogilvy,3.17,4,126
121,T114,T114,Kenny Perry,3.17,12,378
122,123,123,Steve Elkington,3.24,7,216
123,T124,T124,Dudley Hart,3.33,9,270
124,T124,T124,Jeff Julian,3.33,3,90
125,T124,T124,Justin Leonard,3.33,12,360
126,T124,T124,Andrew McLardy,3.33,6,180
127,T124,T124,Rocco Mediate,3.33,9,270
128,T124,T124,Ted Tryba,3.33,12,360
129,T130,T130,Michael Clark II,3.42,8,234
130,T130,T130,Fred Funk,3.42,16,468
131,T130,T130,Kaname Yokoo,3.42,8,234
132,T133,T133,Richie Coughlan,3.47,5,144
133,T133,T133,Craig Perks,3.47,5,144
134,135,135,Jim McGovern,3.54,7,198
135,136,136,Larry Mize,3.57,9,252
136,T137,T137,Harrison Frazar,3.59,11,306
137,T137,T137,Robin Freeman,3.59,11,306
138,T139,T139,Billy Andrade,3.7,8,216
139,T139,T139,Ronnie Black,3.7,6,162
140,T139,T139,Robert Gamez,3.7,4,108
141,T139,T139,Jay Haas,3.7,10,270
142,T139,T139,Bradley Hughes,3.7,10,270
143,T139,T139,Rory Sabbatini,3.7,8,216
144,T139,T139,Rocky Walcher,3.7,2,54
145,T146,T146,Paul Azinger,3.8,13,342
146,T146,T146,Charles Howell III,3.8,13,342
147,T148,T148,Ernie Els,3.85,9,234
148,T148,T148,Paul Goydos,3.85,9,234
149,T148,T148,Gary Nicklaus,3.85,9,234
