,3-Putt_Avoidance_-_Round_3_RANK THIS WEEK,3-Putt_Avoidance_-_Round_3_RANK LAST WEEK,3-Putt_Avoidance_-_Round_3_PLAYER NAME,3-Putt_Avoidance_-_Round_3_%,3-Putt_Avoidance_-_Round_3_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_3_TOTAL HOLES
0,1,1,Nick Price,0.33,1,306
1,T2,T2,Fulton Allem,0.69,1,144
2,T2,T2,Tom Scherrer,0.69,1,144
3,4,4,Glen Day,0.74,2,270
4,5,5,Corey Pavin,0.79,2,252
5,6,6,Jerry Kelly,0.83,3,360
6,7,7,David Frost,0.98,3,306
7,8,8,Vijay Singh,1.01,4,396
8,9,9,Dudley Hart,1.04,3,288
9,T10,T10,Tripp Isenhour,1.11,3,270
10,T10,T10,David Morland IV,1.11,3,270
11,T10,T10,Gary Nicklaus,1.11,3,270
12,T10,T10,Chris Perry,1.11,3,270
13,T14,T14,Paul Goydos,1.19,3,252
14,T14,T14,Larry Mize,1.19,3,252
15,T16,T16,Skip Kendall,1.21,5,414
16,T16,T16,Jeff Sluman,1.21,5,414
17,T18,T18,Mark Brooks,1.23,4,324
18,T18,T18,Mark Wiebe,1.23,2,162
19,20,20,Loren Roberts,1.31,4,306
20,T21,T21,Danny Ellis,1.39,3,216
21,T21,T21,Craig Kanada,1.39,3,216
22,23,23,Brad Faxon,1.46,5,342
23,T24,T24,Bernhard Langer,1.48,4,270
24,T24,T24,Michael Muehr,1.48,4,270
25,26,26,Esteban Toledo,1.52,6,396
26,T27,T27,Shaun Micheel,1.54,5,324
27,T27,T27,Frank Nobilo,1.54,5,324
28,29,29,Brian Gay,1.56,7,450
29,30,30,Jesper Parnevik,1.59,6,378
30,31,31,Robert Allenby,1.62,7,432
31,T32,T32,Jim Furyk,1.67,6,360
32,T32,T32,Mike Weir,1.67,6,360
33,34,34,Paul Gow,1.71,4,234
34,35,35,Bob Burns,1.74,5,288
35,36,36,Len Mattiace,1.75,6,342
36,37,37,Scott McCarron,1.77,7,396
