,3-Putt_Avoidance_-_Round_1_RANK THIS WEEK,3-Putt_Avoidance_-_Round_1_RANK LAST WEEK,3-Putt_Avoidance_-_Round_1_PLAYER NAME,3-Putt_Avoidance_-_Round_1_%,3-Putt_Avoidance_-_Round_1_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_1_TOTAL HOLES
0,1,1,Scott McCarron,0.69,3,432
1,2,2,Glen Day,1.07,5,468
2,3,3,Bob Estes,1.16,5,432
3,4,4,Loren Roberts,1.33,6,450
4,T5,T5,Bernhard Langer,1.39,4,288
5,T5,T5,Vijay Singh,1.39,6,432
6,7,7,Mike Weir,1.45,6,414
7,8,8,Steve Elkington,1.46,5,342
8,9,9,Billy Andrade,1.5,7,468
9,T10,T10,Blaine McCallister,1.59,8,504
10,T10,T10,Bob Tway,1.59,8,504
11,12,12,Franklin Langham,1.67,6,360
12,T13,T13,Brent Geiberger,1.69,7,414
13,T13,T13,Mark Wiebe,1.69,7,414
14,T15,T15,Hunter Haas,1.72,9,522
15,T15,T15,Chris Riley,1.72,9,522
16,17,17,Brian Watts,1.74,5,288
17,T18,T18,Russ Cochran,1.77,7,396
18,T18,T18,Phil Mickelson,1.77,7,396
19,T18,T18,Scott Simpson,1.77,7,396
20,21,21,Greg Chalmers,1.78,8,450
21,T22,T22,Brian Gay,1.79,10,558
22,T22,T22,Skip Kendall,1.79,10,558
23,T24,T24,Briny Baird,1.85,10,540
24,T24,T24,Chris DiMarco,1.85,9,486
25,T24,T24,Craig Kanada,1.85,9,486
26,T24,T24,Steve Stricker,1.85,6,324
27,28,28,Shigeki Maruyama,1.92,9,468
28,T29,T29,Len Mattiace,1.98,10,504
29,T29,T29,José María Olazábal,1.98,5,252
30,T29,T29,Kevin Sutherland,1.98,10,504
31,32,32,Carl Paulson,2.04,11,540
32,33,33,Brett Quigley,2.05,7,342
33,34,34,Esteban Toledo,2.06,13,630
34,35,35,Joey Sindelar,2.08,9,432
35,36,36,Lee Porter,2.11,11,522
36,37,37,Steve Lowery,2.14,10,468
37,38,38,Brandel Chamblee,2.17,9,414
38,39,39,Steve Pate,2.18,11,504
39,T40,T40,Jay Haas,2.22,8,360
40,T40,T40,Spike McRoy,2.22,12,540
41,T40,T40,Nick Price,2.22,8,360
42,T43,T43,Stuart Appleby,2.26,11,486
43,T43,T43,David Frost,2.26,11,486
44,45,45,Sergio Garcia,2.29,7,306
45,T46,T46,Jay Don Blake,2.3,12,522
46,T46,T46,Olin Browne,2.3,12,522
47,T46,T46,Tripp Isenhour,2.3,12,522
48,49,49,John Riegger,2.35,11,468
49,T50,T50,Donnie Hammond,2.38,6,252
50,T50,T50,David Morland IV,2.38,12,504
51,T50,T50,Corey Pavin,2.38,9,378
52,T50,T50,Mike Sposa,2.38,12,504
53,T54,T54,Tommy Armour III,2.41,13,540
54,T54,T54,Jerry Kelly,2.41,13,540
55,T56,T56,"David Berganio, Jr.",2.42,10,414
56,T56,T56,John Cook,2.42,10,414
57,T56,T56,Larry Mize,2.42,10,414
58,59,59,Tom Pernice Jr.,2.43,14,576
59,T60,T60,Matt Gogel,2.44,11,450
60,T60,T60,Chris Perry,2.44,11,450
61,T62,T62,Danny Ellis,2.47,12,486
62,T62,T62,Kaname Yokoo,2.47,12,486
63,T64,T64,Paul Azinger,2.5,9,360
64,T64,T64,Davis Love III,2.5,9,360
65,T66,T66,Doug Dunakey,2.51,14,558
66,T66,T66,Jonathan Kaye,2.51,14,558
67,T66,T66,Greg Kraft,2.51,14,558
68,69,69,Geoff Ogilvy,2.53,10,396
69,T70,T70,John Daly,2.55,11,432
70,T70,T70,Jim Furyk,2.55,11,432
71,T70,T70,Steve Jones,2.55,11,432
72,T70,T70,Jesper Parnevik,2.55,11,432
73,T74,T74,Brian Henninger,2.58,13,504
74,T74,T74,Ian Leggatt,2.58,13,504
75,T76,T76,Andrew Magee,2.59,14,540
76,T76,T76,David Peoples,2.59,14,540
77,78,78,Ted Tryba,2.6,15,576
78,79,79,Fred Couples,2.63,9,342
79,80,80,J.P. Hayes,2.66,11,414
80,T81,T81,Tom Byrum,2.67,13,486
81,T81,T81,Frank Nobilo,2.67,13,486
82,T81,T81,Hal Sutton,2.67,12,450
83,T81,T81,Scott Verplank,2.67,12,450
84,T85,T85,Robin Freeman,2.69,16,594
85,T85,T85,Michael Muehr,2.69,15,558
86,T85,T85,Gary Nicklaus,2.69,16,594
87,T88,T88,Stephen Ames,2.78,12,432
88,T88,T88,Brad Faxon,2.78,12,432
89,T88,T88,Fred Funk,2.78,16,576
90,T88,T88,Mathew Goggin,2.78,16,576
91,T88,T88,Scott Hoch,2.78,12,432
92,T88,T88,Mark O'Meara,2.78,10,360
93,T88,T88,Craig Parry,2.78,10,360
94,T88,T88,Tom Scherrer,2.78,13,468
95,T88,T88,Kirk Triplett,2.78,12,432
96,T88,T88,Willie Wood,2.78,8,288
97,98,98,Michael Clark II,2.87,15,522
98,T99,T99,Jim Carter,2.88,14,486
99,T99,T99,Dicky Pride,2.88,14,486
100,101,101,Joe Durant,2.89,13,450
101,T102,T102,Dudley Hart,2.9,12,414
102,T102,T102,Kenny Perry,2.9,12,414
103,104,104,David Duval,2.92,10,342
104,105,105,José Coceres,2.94,9,306
105,106,106,Jean Van de Velde,2.96,8,270
106,T107,T107,Lee Janzen,2.98,15,504
107,T107,T107,Chris Smith,2.98,15,504
108,109,109,Paul Gow,2.99,14,468
109,110,110,Dennis Paulson,3.01,13,432
110,111,111,Jerry Smith,3.05,17,558
111,T112,T112,Fulton Allem,3.06,11,360
112,T112,T112,Jim McGovern,3.06,11,360
113,114,114,Kelly Grunewald,3.09,15,486
114,T115,T115,Jeff Brehaut,3.11,14,450
115,T115,T115,Richie Coughlan,3.11,14,450
116,117,117,Steve Flesch,3.15,17,540
117,T118,T118,Cameron Beckman,3.17,16,504
118,T118,T118,Mark Hensby,3.17,16,504
119,T118,T118,Justin Leonard,3.17,16,504
120,T118,T118,Billy Mayfair,3.17,16,504
121,122,122,Grant Waite,3.21,15,468
122,123,123,Kevin Johnson,3.23,18,558
123,124,124,Dan Forsman,3.24,14,432
124,T125,T125,Edward Fryatt,3.26,17,522
125,T125,T125,Jeff Sluman,3.26,17,522
126,127,127,Brad Elder,3.27,20,612
127,128,128,Craig Barlow,3.28,13,396
128,T129,T129,Tim Herron,3.29,16,486
129,T129,T129,Jeff Maggert,3.29,16,486
130,T129,T129,Chris Tidland,3.29,16,486
131,T132,T132,Steve Allan,3.33,18,540
132,T132,T132,Bill Glasson,3.33,15,450
