,Late_Par_3_Scoring_Average_RANK THIS WEEK,Late_Par_3_Scoring_Average_RANK LAST WEEK,Late_Par_3_Scoring_Average_PLAYER NAME,Late_Par_3_Scoring_Average_ROUNDS,Late_Par_3_Scoring_Average_AVG,Late_Par_3_Scoring_Average_TOTAL STROKES,Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Louis Oosthuizen,63,2.94,374,127
1,T2,T2,Robert Garrigus,69,2.95,319,108
2,T2,T2,Phil Mickelson,75,2.95,449,152
3,T4,T4,Bill Haas,86,2.97,525,177
4,T4,T4,Ryan Moore,86,2.97,579,195
5,T4,T4,Justin Thomas,99,2.97,589,198
6,T7,T7,Jim Furyk,52,2.98,310,104
7,T7,T7,Whee Kim,82,2.98,387,130
8,T9,T9,Chad Campbell,90,2.99,518,173
9,T9,T9,Jon Curran,99,2.99,533,178
10,T9,T9,Chesson Hadley,81,2.99,494,165
11,T9,T9,Russell Henley,76,2.99,497,166
12,T9,T9,J.B. Holmes,77,2.99,403,135
13,T9,T9,Bryce Molder,80,2.99,481,161
14,T9,T9,Henrik Norlander,71,2.99,326,109
15,T9,T9,Adam Scott,79,2.99,597,200
16,T17,T17,Daniel Berger,92,3.0,501,167
17,T17,T17,Adam Hadwin,93,3.0,567,189
18,T17,T17,Michael Kim,100,3.0,543,181
19,T17,T17,Jason Kokrak,89,3.0,471,157
20,T17,T17,Scott Pinckney,87,3.0,483,161
21,T22,T22,Zac Blair,99,3.01,520,173
22,T22,T22,Alex Cejka,71,3.01,400,133
23,T22,T22,Jason Day,76,3.01,470,156
24,T22,T22,Andres Gonzales,80,3.01,413,137
25,T22,T22,Patrick Reed,105,3.01,612,203
26,T22,T22,Charl Schwartzel,73,3.01,478,159
27,T22,T22,Robert Streb,87,3.01,457,152
28,T22,T22,Tyrone Van Aswegen,105,3.01,629,209
29,T30,T30,Ricky Barnes,97,3.02,486,161
30,T30,T30,Luke Donald,81,3.02,474,157
31,T30,T30,John Huh,86,3.02,516,171
32,T30,T30,Smylie Kaufman,91,3.02,547,181
33,T30,T30,Jerry Kelly,76,3.02,508,168
34,T30,T30,Chris Kirk,90,3.02,459,152
35,T30,T30,Russell Knox,92,3.02,525,174
36,T30,T30,Brooks Koepka,75,3.02,471,156
37,T30,T30,Spencer Levin,104,3.02,583,193
38,T30,T30,Troy Merritt,77,3.02,426,141
39,T30,T30,Steve Stricker,53,3.02,335,111
40,T30,T30,Michael Thompson,71,3.02,390,129
41,T30,T30,Dawie van der Walt,72,3.02,402,133
42,T30,T30,Tim Wilkinson,72,3.02,375,124
43,T44,T44,Kevin Chappell,93,3.03,624,206
44,T44,T44,Sergio Garcia,54,3.03,363,120
45,T44,T44,David Hearn,95,3.03,596,197
46,T44,T44,Hiroshi Iwata,85,3.03,466,154
47,T44,T44,Kelly Kraft,63,3.03,403,133
48,T44,T44,Graeme McDowell,63,3.03,367,121
49,T44,T44,William McGirt,98,3.03,557,184
50,T44,T44,Carlos Ortiz,79,3.03,418,138
51,T44,T44,Justin Rose,65,3.03,388,128
52,T53,T53,Thomas Aiken,70,3.04,346,114
53,T53,T53,Stuart Appleby,71,3.04,344,113
54,T53,T53,Chad Collins,73,3.04,371,122
55,T53,T53,Rickie Fowler,80,3.04,572,188
56,T53,T53,Zach Johnson,90,3.04,496,163
57,T53,T53,Dustin Johnson,87,3.04,696,229
58,T53,T53,Hideki Matsuyama,76,3.04,511,168
59,T53,T53,Chez Reavie,90,3.04,501,165
60,T53,T53,Webb Simpson,70,3.04,417,137
61,T53,T53,Kyle Stanley,92,3.04,496,163
62,T53,T53,Chris Stroud,82,3.04,429,141
63,T53,T53,Bubba Watson,72,3.04,383,126
64,T65,T65,Paul Casey,77,3.05,562,184
65,T65,T65,Retief Goosen,55,3.05,339,111
66,T65,T65,Emiliano Grillo,93,3.05,464,152
67,T65,T65,Mark Hubbard,101,3.05,577,189
68,T65,T65,Freddie Jacobson,86,3.05,555,182
69,T65,T65,Kevin Kisner,97,3.05,549,180
70,T65,T65,Francesco Molinari,64,3.05,393,129
71,T65,T65,Seung-Yul Noh,85,3.05,470,154
72,T65,T65,Brian Stuard,66,3.05,381,125
73,T74,T74,Blayne Barber,84,3.06,481,157
74,T74,T74,Bronson Burgoon,83,3.06,517,169
75,T74,T74,Stewart Cink,61,3.06,297,97
76,T74,T74,Andrew Landry,53,3.06,260,85
77,T74,T74,Marc Leishman,89,3.06,489,160
78,T74,T74,Greg Owen,85,3.06,444,145
79,T74,T74,Ryan Palmer,86,3.06,541,177
80,T74,T74,Daniel Summerhays,99,3.06,582,190
81,T74,T74,Harold Varner III,92,3.06,603,197
82,T74,T74,Camilo Villegas,83,3.06,468,153
83,T84,T84,Graham DeLaet,70,3.07,452,147
84,T84,T84,Derek Fathauer,94,3.07,621,202
85,T84,T84,Lucas Glover,75,3.07,461,150
86,T84,T84,Jason Gore,78,3.07,414,135
87,T84,T84,James Hahn,85,3.07,445,145
88,T84,T84,Charley Hoffman,91,3.07,587,191
89,T84,T84,Charles Howell III,91,3.07,562,183
90,T84,T84,Patton Kizzire,93,3.07,498,162
91,T84,T84,Colt Knost,90,3.07,497,162
92,T84,T84,Luke List,79,3.07,497,162
93,T84,T84,Peter Malnati,85,3.07,512,167
94,T84,T84,Rory McIlroy,69,3.07,455,148
95,T84,T84,Brandt Snedeker,93,3.07,626,204
96,T84,T84,Cameron Tringale,81,3.07,507,165
97,T98,T98,Jonas Blixt,79,3.08,462,150
98,T98,T98,Rhein Gibson,58,3.08,336,109
99,T98,T98,Branden Grace,63,3.08,363,118
100,T98,T98,Brian Harman,104,3.08,620,201
101,T98,T98,Jim Herman,93,3.08,557,181
102,T98,T98,Si Woo Kim,113,3.08,717,233
103,T98,T98,Martin Laird,82,3.08,422,137
104,T98,T98,Will MacKenzie,84,3.08,490,159
105,T98,T98,Rod Pampling,54,3.08,271,88
106,T98,T98,Kyle Reifers,115,3.08,669,217
107,T98,T98,Scott Stallings,74,3.08,409,133
108,T98,T98,Johnson Wagner,86,3.08,529,172
109,T98,T98,Mark Wilson,66,3.08,311,101
110,T111,T111,Tyler Aldridge,83,3.09,479,155
111,T111,T111,Aaron Baddeley,93,3.09,507,164
112,T111,T111,Keegan Bradley,82,3.09,485,157
113,T111,T111,Scott Brown,88,3.09,577,187
114,T111,T111,Ángel Cabrera,62,3.09,346,112
115,T111,T111,K.J. Choi,73,3.09,540,175
116,T111,T111,Ben Crane,80,3.09,497,161
117,T111,T111,Brendon de Jonge,83,3.09,473,153
118,T111,T111,Jason Dufner,105,3.09,609,197
119,T111,T111,Morgan Hoffmann,71,3.09,460,149
120,T111,T111,Billy Horschel,73,3.09,445,144
121,T111,T111,Matt Jones,83,3.09,458,148
122,T111,T111,Shane Lowry,57,3.09,361,117
123,T111,T111,Sean O'Hair,89,3.09,506,164
124,T111,T111,Rob Oppenheim,67,3.09,374,121
125,T111,T111,Dicky Pride,55,3.09,312,101
126,T111,T111,Vijay Singh,72,3.09,435,141
127,T111,T111,Cameron Smith,73,3.09,417,135
128,T111,T111,Jordan Spieth,80,3.09,599,194
129,T111,T111,Nick Taylor,83,3.09,501,162
130,T111,T111,Jhonattan Vegas,97,3.09,519,168
131,T111,T111,Boo Weekley,83,3.09,460,149
132,T111,T111,Willy Wilcox,67,3.09,365,118
133,T134,T134,Jason Bohn,67,3.1,363,117
134,T134,T134,Roberto Castro,97,3.1,573,185
135,T134,T134,Fabián Gómez,82,3.1,387,125
136,T134,T134,Luke Guthrie,57,3.1,313,101
137,T134,T134,Tom Hoge,81,3.1,477,154
138,T134,T134,Scott Langley,65,3.1,350,113
139,T134,T134,David Lingmerth,84,3.1,468,151
140,T134,T134,Scott Piercy,87,3.1,506,163
141,T134,T134,D.A. Points,55,3.1,301,97
142,T134,T134,Kevin Streelman,82,3.1,503,162
143,T134,T134,Steve Wheatcroft,85,3.1,452,146
144,T134,T134,Gary Woodland,95,3.1,562,181
145,T146,T146,Anirban Lahiri,72,3.11,411,132
146,T146,T146,Danny Lee,93,3.11,578,186
147,T146,T146,Andrew Loupe,75,3.11,464,149
148,T146,T146,John Senden,88,3.11,538,173
149,T146,T146,Vaughn Taylor,72,3.11,414,133
