,Top_5_Final_Round_Performance_RANK THIS WEEK,Top_5_Final_Round_Performance_RANK LAST WEEK,Top_5_Final_Round_Performance_PLAYER NAME,Top_5_Final_Round_Performance_EVENTS,Top_5_Final_Round_Performance_% TIMES IMPROVED,Top_5_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Blayne Barber,27,100.0,1.0
1,T1,T1,Ricky Barnes,29,100.0,1.0
2,T1,T1,Zac Blair,31,100.0,1.0
3,T1,T1,Jason Bohn,21,100.0,2.0
4,T1,T1,Paul Casey,22,100.0,2.0
5,T1,T1,K.J. Choi,22,100.0,2.0
6,T1,T1,Jon Curran,30,100.0,1.0
7,T1,T1,Jason Dufner,28,100.0,1.0
8,T1,T1,Ken Duke,20,100.0,1.0
9,T1,T1,Ernie Els,21,100.0,1.0
10,T1,T1,Harris English,27,100.0,1.0
11,T1,T1,Tony Finau,28,100.0,1.0
12,T1,T1,Sergio Garcia,15,100.0,2.0
13,T1,T1,Andres Gonzales,28,100.0,1.0
14,T1,T1,Branden Grace,18,100.0,1.0
15,T1,T1,J.B. Holmes,22,100.0,2.0
16,T1,T1,Billy Hurley III,20,100.0,1.0
17,T1,T1,Hiroshi Iwata,29,100.0,1.0
18,T1,T1,Freddie Jacobson,26,100.0,2.0
19,T1,T1,Whee Kim,27,100.0,1.0
20,T1,T1,Si Woo Kim,34,100.0,2.0
21,T1,T1,Kevin Kisner,27,100.0,3.0
22,T1,T1,Russell Knox,25,100.0,3.0
23,T1,T1,Brooks Koepka,21,100.0,4.0
24,T1,T1,Kelly Kraft,20,100.0,1.0
25,T1,T1,Matt Kuchar,26,100.0,3.0
26,T1,T1,Danny Lee,28,100.0,1.0
27,T1,T1,Marc Leishman,25,100.0,1.0
28,T1,T1,Shane Lowry,17,100.0,1.0
29,T1,T1,Peter Malnati,32,100.0,1.0
30,T1,T1,Steve Marino,24,100.0,1.0
31,T1,T1,Graeme McDowell,21,100.0,2.0
32,T1,T1,Troy Merritt,26,100.0,1.0
33,T1,T1,Phil Mickelson,22,100.0,5.0
34,T1,T1,Ryan Moore,23,100.0,3.0
35,T1,T1,Scott Piercy,24,100.0,1.0
36,T1,T1,Adam Scott,20,100.0,5.0
37,T1,T1,Brandt Snedeker,27,100.0,3.0
38,T1,T1,Brett Stegmaier,29,100.0,1.0
39,T1,T1,Justin Thomas,28,100.0,2.0
40,T1,T1,Tyrone Van Aswegen,31,100.0,1.0
41,T1,T1,Johnson Wagner,26,100.0,1.0
42,T1,T1,Bubba Watson,19,100.0,2.0
43,T1,T1,Boo Weekley,26,100.0,1.0
44,T1,T1,Steve Wheatcroft,26,100.0,2.0
45,46,46,Dustin Johnson,22,81.8,9.0
46,T47,T47,Jason Day,20,80.0,4.0
47,T47,T47,Kevin Na,26,80.0,4.0
48,T49,T49,Jhonattan Vegas,27,75.0,3.0
49,T49,T49,Jimmy Walker,25,75.0,3.0
50,T51,T51,Daniel Berger,26,66.7,2.0
51,T51,T51,Luke Donald,23,66.7,2.0
52,T51,T51,Emiliano Grillo,25,66.7,2.0
53,T51,T51,Bill Haas,24,66.7,2.0
54,T51,T51,Andrew Loupe,27,66.7,2.0
55,T51,T51,Hideki Matsuyama,23,66.7,4.0
56,T51,T51,Rory McIlroy,18,66.7,2.0
57,T51,T51,Gary Woodland,26,66.7,2.0
58,T59,T59,Kevin Chappell,27,60.0,3.0
59,T59,T59,Patrick Reed,28,60.0,3.0
60,T59,T59,Jordan Spieth,21,60.0,3.0
61,T62,T62,Aaron Baddeley,28,50.0,1.0
62,T62,T62,Jonas Blixt,26,50.0,1.0
