,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
136,137,137,Camilo Villegas,83,11.58,30,259
137,138,138,Geoff Ogilvy,63,11.56,20,173
138,139,139,Padraig Harrington,54,11.54,18,156
139,T140,T140,Jonas Blixt,79,11.52,25,217
140,T140,T140,Bill Haas,86,11.52,25,217
141,T140,T140,Jerry Kelly,76,11.52,25,217
142,143,143,Dicky Pride,55,11.48,14,122
143,144,144,Steven Bowditch,71,11.31,19,168
144,145,145,Jim Herman,93,11.3,27,239
145,146,146,Zac Blair,99,11.25,35,311
146,147,147,Bronson Burgoon,83,11.17,23,206
147,T148,T148,Blayne Barber,84,11.11,27,243
148,T148,T148,Brandt Snedeker,93,11.11,28,252
149,150,150,Tyler Aldridge,83,11.01,24,218
150,151,151,Mark Wilson,66,10.96,25,228
151,152,152,Rory Sabbatini,57,10.94,14,128
152,153,153,Gary Woodland,95,10.89,28,257
153,154,154,Patton Kizzire,93,10.8,31,287
154,T155,T155,Luke Guthrie,57,10.79,15,139
155,T155,T155,Hunter Mahan,61,10.79,15,139
156,157,157,Ben Crane,80,10.73,28,261
157,158,158,Derek Fathauer,94,10.69,28,262
158,T159,T159,Graham DeLaet,70,10.55,21,199
159,T159,T159,Scott Stallings,74,10.55,21,199
160,161,161,John Senden,88,10.45,28,268
161,162,162,Anirban Lahiri,72,10.43,17,163
162,163,163,Jason Dufner,105,10.31,27,262
163,164,164,Ángel Cabrera,62,10.27,15,146
164,165,165,Marc Leishman,89,10.14,22,217
165,166,166,Abraham Ancer,51,10.08,13,129
166,T167,T167,George McNeill,51,10.0,17,170
167,T167,T167,Patrick Rodgers,89,10.0,20,200
168,169,169,Scott Langley,65,9.94,17,171
169,170,170,Martin Piller,59,9.92,13,131
170,171,171,David Toms,62,9.84,19,193
171,172,172,Jason Bohn,67,9.77,21,215
172,173,173,Erik Compton,65,9.62,15,156
173,174,174,Roberto Castro,97,9.54,29,304
174,175,175,Billy Hurley III,66,9.46,21,222
175,176,176,Tyrone Van Aswegen,105,9.33,28,300
176,177,177,Stuart Appleby,71,9.27,23,248
177,178,178,Brendan Steele,88,9.05,20,221
178,179,179,Hiroshi Iwata,85,8.93,20,224
179,180,180,Jamie Lovemark,91,8.76,22,251
180,181,181,Cameron Tringale,81,8.57,21,245
181,182,182,Robert Allenby,51,8.43,14,166
182,183,183,J.J. Henry,68,8.33,17,204
183,184,184,Retief Goosen,55,8.05,14,174
184,185,185,Brendon Todd,66,5.15,10,194
