,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Ben Martin,92,15,284,4.0
1,T2,T2,Jason Day,76,14,234,3.0
2,T2,T2,Dustin Johnson,87,14,268,3.0
3,T4,T4,Kevin Chappell,93,13,304,6.0
4,T4,T4,Hudson Swafford,104,13,334,1.0
5,T6,T6,Morgan Hoffmann,71,12,214,2.0
6,T6,T6,Hiroshi Iwata,85,12,270,2.0
7,T8,T8,Sung Kang,89,11,268,1.0
8,T8,T8,Patrick Reed,105,11,332,1.0
9,T8,T8,Kyle Reifers,115,11,363,2.0
10,T8,T8,Patrick Rodgers,89,11,276,1.0
11,T8,T8,Adam Scott,79,11,232,
12,T8,T8,Justin Thomas,99,11,298,2.0
13,T8,T8,Jhonattan Vegas,97,11,316,1.0
14,T15,T15,Charley Hoffman,91,10,278,2.0
15,T15,T15,Si Woo Kim,113,10,348,1.0
16,T15,T15,Brooks Koepka,75,10,218,1.0
17,T15,T15,Ryan Palmer,86,10,274,3.0
18,T15,T15,Daniel Summerhays,99,10,320,2.0
19,T15,T15,Harold Varner III,92,10,302,3.0
20,T15,T15,Bubba Watson,72,10,218,2.0
21,T22,T22,David Hearn,95,9,314,2.0
22,T22,T22,Jerry Kelly,76,9,246,2.0
23,T22,T22,Andrew Loupe,75,9,250,3.0
24,T22,T22,Scott Piercy,87,9,266,4.0
25,T22,T22,Scott Pinckney,87,9,274,3.0
26,T22,T22,Gary Woodland,95,9,290,
27,T28,T28,Jason Dufner,105,8,302,1.0
28,T28,T28,Tony Finau,95,8,308,2.0
29,T28,T28,Tom Hoge,81,8,236,4.0
30,T28,T28,Charles Howell III,91,8,300,2.0
31,T28,T28,Mark Hubbard,101,8,320,
32,T28,T28,Kevin Kisner,97,8,284,1.0
33,T28,T28,Danny Lee,93,8,294,1.0
34,T28,T28,Kevin Na,96,8,292,
35,T28,T28,Chez Reavie,90,8,278,2.0
36,T28,T28,Kyle Stanley,92,8,276,
37,T28,T28,Robert Streb,87,8,274,1.0
38,T28,T28,Chris Stroud,82,8,259,1.0
39,T28,T28,Nick Taylor,83,8,265,3.0
40,T28,T28,Johnson Wagner,86,8,270,1.0
41,T28,T28,Jimmy Walker,85,8,250,
42,T43,T43,Jonas Blixt,79,7,252,
43,T43,T43,Bronson Burgoon,83,7,250,2.0
44,T43,T43,Ken Duke,58,7,174,1.0
45,T43,T43,Fabián Gómez,82,7,252,1.0
46,T43,T43,Jason Gore,78,7,250,1.0
47,T43,T43,Bill Haas,86,7,262,
48,T43,T43,Brian Harman,104,7,346,2.0
49,T43,T43,Jim Herman,93,7,304,3.0
50,T43,T43,Smylie Kaufman,91,7,290,2.0
51,T43,T43,Colt Knost,90,7,273,3.0
52,T43,T43,D.H. Lee,61,7,190,1.0
53,T43,T43,Rory McIlroy,69,7,212,3.0
54,T43,T43,Webb Simpson,70,7,210,3.0
55,T43,T43,Jordan Spieth,80,7,242,3.0
