,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
0,1,1,Dustin Johnson,87,1.79,381,213
1,2,2,Jason Day,76,1.69,301,178
2,3,3,Alex Cejka,71,1.67,264,158
3,4,4,Phil Mickelson,75,1.65,298,181
4,5,5,Jordan Spieth,80,1.64,331,202
5,6,6,Rory McIlroy,69,1.63,282,173
6,7,7,Rickie Fowler,80,1.6,293,183
7,8,8,Adam Scott,79,1.57,313,200
8,9,9,Hideki Matsuyama,76,1.55,309,199
9,10,10,Charles Howell III,91,1.52,357,235
10,11,11,Lucas Glover,75,1.51,289,191
11,12,12,Patrick Reed,105,1.5,397,265
12,T13,T13,Paul Casey,77,1.49,278,187
13,T13,T13,Matt Kuchar,100,1.49,381,255
14,15,15,Gary Woodland,95,1.47,343,234
15,16,16,Roberto Castro,97,1.46,366,250
16,17,17,Steve Stricker,53,1.45,193,133
17,18,18,Brandt Snedeker,93,1.44,343,239
18,T19,T19,Ricky Barnes,97,1.41,356,253
19,T19,T19,Daniel Berger,92,1.41,347,246
20,T19,T19,David Hearn,95,1.41,341,242
21,T19,T19,Russell Knox,92,1.41,328,232
22,T23,T23,Sergio Garcia,54,1.4,201,144
23,T23,T23,Russell Henley,76,1.4,275,197
24,25,25,Ryan Moore,86,1.39,308,222
25,T26,T26,Adam Hadwin,93,1.38,364,263
26,T26,T26,Si Woo Kim,113,1.38,412,299
27,T26,T26,Chez Reavie,90,1.38,312,226
28,T26,T26,Jhonattan Vegas,97,1.38,347,252
29,T30,T30,Chad Campbell,90,1.37,317,231
30,T30,T30,Brooks Koepka,75,1.37,299,219
31,T30,T30,Jason Kokrak,89,1.37,331,241
32,T30,T30,Charl Schwartzel,73,1.37,272,199
33,T34,T34,Aaron Baddeley,93,1.36,332,245
34,T34,T34,Kevin Na,96,1.36,360,264
35,T34,T34,Ryan Palmer,86,1.36,356,262
36,T37,T37,Jamie Lovemark,91,1.35,353,262
37,T37,T37,William McGirt,98,1.35,357,265
38,T39,T39,Robert Garrigus,69,1.34,267,200
39,T39,T39,Hudson Swafford,104,1.34,408,305
40,T41,T41,Justin Rose,65,1.33,242,182
41,T41,T41,John Senden,88,1.33,309,232
42,T41,T41,Johnson Wagner,86,1.33,318,239
43,T41,T41,Tim Wilkinson,72,1.33,248,187
44,T45,T45,Freddie Jacobson,86,1.32,327,247
45,T45,T45,Martin Laird,82,1.32,292,222
46,T45,T45,Sean O'Hair,89,1.32,349,264
47,T48,T48,Jason Dufner,105,1.31,393,299
48,T48,T48,Jerry Kelly,76,1.31,253,193
49,T48,T48,Marc Leishman,89,1.31,308,236
50,T48,T48,Luke List,79,1.31,295,225
51,T48,T48,Henrik Norlander,71,1.31,237,181
52,T48,T48,Patrick Rodgers,89,1.31,322,246
53,T54,T54,Brian Harman,104,1.3,387,297
54,T54,T54,Zach Johnson,90,1.3,318,244
55,T54,T54,Kevin Kisner,97,1.3,361,277
56,T54,T54,Bryce Molder,80,1.3,269,207
57,T58,T58,Jason Bohn,67,1.29,252,196
58,T58,T58,Spencer Levin,104,1.29,356,276
59,T60,T60,Luke Guthrie,57,1.28,207,162
60,T60,T60,Bubba Watson,72,1.28,265,207
61,T62,T62,Kevin Chappell,93,1.27,348,274
62,T62,T62,Emiliano Grillo,93,1.27,346,273
63,T62,T62,Webb Simpson,70,1.27,262,206
64,T62,T62,Boo Weekley,83,1.27,312,245
65,T66,T66,K.J. Choi,73,1.26,256,203
66,T66,T66,Jon Curran,99,1.26,342,271
67,T66,T66,J.B. Holmes,77,1.26,304,242
68,T66,T66,John Huh,86,1.26,292,232
69,T66,T66,Kyle Reifers,115,1.26,401,319
70,T66,T66,Michael Thompson,71,1.26,269,213
71,T72,T72,Stewart Cink,61,1.25,222,178
72,T72,T72,Tony Finau,95,1.25,353,283
73,T72,T72,Smylie Kaufman,91,1.25,343,274
74,T75,T75,Branden Grace,63,1.24,212,171
75,T75,T75,Bill Haas,86,1.24,264,213
76,T75,T75,Kelly Kraft,63,1.24,217,175
