,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
77,T75,T75,Brendan Steele,88,1.24,305,246
78,T75,T75,Nick Taylor,83,1.24,282,228
79,T75,T75,Jimmy Walker,85,1.24,325,262
80,T81,T81,Jonas Blixt,79,1.23,290,235
81,T81,T81,Luke Donald,81,1.23,261,213
82,T81,T81,Chris Kirk,90,1.23,296,240
83,T81,T81,Chris Stroud,82,1.23,288,234
84,T85,T85,Graham DeLaet,70,1.22,256,209
85,T85,T85,Colt Knost,90,1.22,287,236
86,T85,T85,Ben Martin,92,1.22,341,280
87,T85,T85,Justin Thomas,99,1.22,371,303
88,T89,T89,Keegan Bradley,82,1.21,292,241
89,T89,T89,Billy Horschel,73,1.21,264,219
90,T89,T89,David Lingmerth,84,1.21,299,247
91,T92,T92,Stuart Appleby,71,1.2,237,197
92,T92,T92,Scott Brown,88,1.2,313,260
93,T92,T92,Retief Goosen,55,1.2,189,158
94,T92,T92,Sung Kang,89,1.2,306,256
95,T92,T92,Scott Piercy,87,1.2,309,257
96,T92,T92,Brett Stegmaier,87,1.2,298,249
97,T98,T98,Harris English,97,1.19,344,288
98,T98,T98,Billy Hurley III,66,1.19,227,190
99,T98,T98,Andrew Landry,53,1.19,163,137
100,T101,T101,Blayne Barber,84,1.18,289,244
101,T101,T101,Ben Crane,80,1.18,263,223
102,T101,T101,Jason Gore,78,1.18,265,224
103,T101,T101,Francesco Molinari,64,1.18,219,186
104,T101,T101,Kevin Streelman,82,1.18,297,252
105,T101,T101,Daniel Summerhays,99,1.18,376,318
106,T107,T107,Morgan Hoffmann,71,1.17,250,214
107,T107,T107,Cameron Tringale,81,1.17,286,244
108,T109,T109,Padraig Harrington,54,1.16,193,166
109,T109,T109,Mark Hubbard,101,1.16,342,294
110,T109,T109,Michael Kim,100,1.16,337,290
111,T109,T109,Patton Kizzire,93,1.16,327,282
112,T109,T109,Troy Merritt,77,1.16,277,238
113,T109,T109,Seung-Yul Noh,85,1.16,294,254
114,T109,T109,Scott Stallings,74,1.16,246,212
115,T109,T109,Willy Wilcox,67,1.16,235,202
116,T117,T117,Scott Pinckney,87,1.15,313,273
117,T117,T117,Kyle Stanley,92,1.15,315,273
118,T117,T117,Tyrone Van Aswegen,105,1.15,341,297
119,T120,T120,Bronson Burgoon,83,1.14,265,232
120,T120,T120,Jim Furyk,52,1.14,165,145
121,T120,T120,Andrew Loupe,75,1.14,307,269
122,T120,T120,Steve Marino,72,1.14,241,211
123,T120,T120,Louis Oosthuizen,63,1.14,199,174
124,T120,T120,Shawn Stefani,91,1.14,280,245
125,T120,T120,Brian Stuard,66,1.14,225,198
126,T120,T120,Harold Varner III,92,1.14,336,296
127,T128,T128,Thomas Aiken,70,1.13,223,197
128,T128,T128,Matt Jones,83,1.13,287,254
129,T128,T128,Graeme McDowell,63,1.13,213,189
130,T128,T128,Jeff Overton,69,1.13,214,190
131,T132,T132,Brendon de Jonge,83,1.12,271,241
132,T132,T132,Derek Fathauer,94,1.12,334,299
133,T132,T132,Andres Gonzales,80,1.12,281,250
134,T132,T132,Vaughn Taylor,72,1.12,263,235
135,T136,T136,Zac Blair,99,1.11,308,277
136,T136,T136,Will MacKenzie,84,1.11,268,242
137,T136,T136,Rod Pampling,54,1.11,156,141
138,T136,T136,Martin Piller,59,1.11,187,168
139,T136,T136,D.A. Points,55,1.11,188,169
140,T141,T141,Tyler Aldridge,83,1.1,268,244
141,T141,T141,Danny Lee,93,1.1,330,299
142,T141,T141,Wes Roach,59,1.1,201,183
143,T141,T141,David Toms,62,1.1,203,184
144,T145,T145,Fabián Gómez,82,1.09,280,257
145,T145,T145,Jim Herman,93,1.09,313,286
146,T145,T145,Scott Langley,65,1.09,201,184
147,T145,T145,Dawie van der Walt,72,1.09,252,231
148,T145,T145,Steve Wheatcroft,85,1.09,275,252
149,T150,T150,Chesson Hadley,81,1.08,289,267
150,T150,T150,Charley Hoffman,91,1.08,307,283
151,T150,T150,Whee Kim,82,1.08,258,238
152,T150,T150,Greg Owen,85,1.08,285,263
153,T150,T150,Camilo Villegas,83,1.08,271,252
154,T155,T155,Anirban Lahiri,72,1.07,245,229
155,T155,T155,Peter Malnati,85,1.07,292,272
156,T157,T157,Derek Ernst,59,1.06,183,173
157,T157,T157,Rhein Gibson,58,1.06,184,173
158,T157,T157,Sam Saunders,69,1.06,227,214
159,T160,T160,James Hahn,85,1.05,289,275
160,T160,T160,Geoff Ogilvy,63,1.05,205,195
161,T160,T160,Robert Streb,87,1.05,284,271
162,T163,T163,Chad Collins,73,1.04,230,222
163,T163,T163,Tom Hoge,81,1.04,264,253
164,165,165,Hiroshi Iwata,85,1.03,275,268
165,T166,T166,Rob Oppenheim,67,1.02,198,194
166,T166,T166,Vijay Singh,72,1.02,250,246
167,T166,T166,Mark Wilson,66,1.02,190,187
168,169,169,Carlos Ortiz,79,1.0,271,271
169,T170,T170,Dicky Pride,55,0.99,175,176
170,T170,T170,Cameron Smith,73,0.99,233,235
171,T172,T172,Abraham Ancer,51,0.98,161,165
172,T172,T172,Hunter Mahan,61,0.98,207,212
173,T172,T172,Rory Sabbatini,57,0.98,184,187
174,T175,T175,Ernie Els,66,0.96,227,236
175,T175,T175,George McNeill,51,0.96,167,174
176,177,177,Shane Lowry,57,0.95,184,193
177,178,178,Erik Compton,65,0.94,203,216
178,179,179,Ángel Cabrera,62,0.9,194,216
179,180,180,J.J. Henry,68,0.87,186,214
180,181,181,Ken Duke,58,0.84,184,220
181,182,182,D.H. Lee,61,0.82,186,226
182,183,183,Brendon Todd,66,0.81,179,222
183,184,184,Robert Allenby,51,0.73,139,191
184,185,185,Steven Bowditch,71,0.67,218,325
