,Front_9_Lowest_Round_RANK THIS WEEK,Front_9_Lowest_Round_RANK LAST WEEK,Front_9_Lowest_Round_PLAYER NAME,Front_9_Lowest_Round_LOW RND
0,1,1,Jim Furyk,27
1,T2,T2,George Coetzee,28
2,T2,T2,Kevin Na,28
3,T4,T4,Jason Dufner,29
4,T4,T4,Sergio Garcia,29
5,T4,T4,Adam Hadwin,29
6,T4,T4,Brian Harman,29
7,T4,T4,Tim Herron,29
8,T4,T4,Sung Kang,29
9,T4,T4,Patton Kizzire,29
10,T4,T4,Matt Kuchar,29
11,T4,T4,Scott Langley,29
12,T4,T4,David Lingmerth,29
13,T4,T4,Phil Mickelson,29
14,T4,T4,Bryce Molder,29
15,T4,T4,D.A. Points,29
16,T4,T4,Patrick Reed,29
17,T4,T4,Cameron Smith,29
18,T4,T4,Hudson Swafford,29
19,T4,T4,Jimmy Walker,29
20,T21,T21,Tyler Aldridge,30
21,T21,T21,Ricky Barnes,30
22,T21,T21,Daniel Berger,30
23,T21,T21,Ryan Blaum,30
24,T21,T21,Jonas Blixt,30
25,T21,T21,Jason Bohn,30
26,T21,T21,Keegan Bradley,30
27,T21,T21,Scott Brown,30
28,T21,T21,Bronson Burgoon,30
29,T21,T21,Jonathan Byrd,30
30,T21,T21,Chad Campbell,30
31,T21,T21,Bud Cauley,30
32,T21,T21,Alex Cejka,30
33,T21,T21,Kevin Chappell,30
34,T21,T21,Ben Crane,30
35,T21,T21,Ken Duke,30
36,T21,T21,Ernie Els,30
37,T21,T21,Lucas Glover,30
38,T21,T21,Fabián Gómez,30
39,T21,T21,Retief Goosen,30
40,T21,T21,Luke Guthrie,30
41,T21,T21,Chesson Hadley,30
42,T21,T21,James Hahn,30
43,T21,T21,David Hearn,30
44,T21,T21,Morgan Hoffmann,30
45,T21,T21,Billy Horschel,30
46,T21,T21,Hiroshi Iwata,30
47,T21,T21,Freddie Jacobson,30
48,T21,T21,Dustin Johnson,30
49,T21,T21,Daisuke Kataoka,30
50,T21,T21,Smylie Kaufman,30
51,T21,T21,Kevin Kisner,30
52,T21,T21,Colt Knost,30
53,T21,T21,Russell Knox,30
54,T21,T21,Brooks Koepka,30
55,T21,T21,Jason Kokrak,30
56,T21,T21,Marc Leishman,30
57,T21,T21,Spencer Levin,30
58,T21,T21,Andrew Loupe,30
59,T21,T21,Jamie Lovemark,30
60,T21,T21,Peter Malnati,30
61,T21,T21,Ben Martin,30
62,T21,T21,Rory McIlroy,30
63,T21,T21,Geoff Ogilvy,30
64,T21,T21,Thorbjørn Olesen,30
65,T21,T21,Jeff Overton,30
66,T21,T21,Greg Owen,30
67,T21,T21,Martin Piller,30
68,T21,T21,Scott Pinckney,30
69,T21,T21,Haydn Porteous,30
70,T21,T21,Ted Purdy,30
71,T21,T21,Kyle Reifers,30
72,T21,T21,Patrick Rodgers,30
73,T21,T21,Adam Scott,30
74,T21,T21,Brandt Snedeker,30
75,T21,T21,Brendan Steele,30
76,T21,T21,Shawn Stefani,30
77,T21,T21,Robert Streb,30
78,T21,T21,Justin Thomas,30
79,T21,T21,Michael Thompson,30
80,T21,T21,Dawie van der Walt,30
81,T21,T21,Danny Willett,30
82,T21,T21,Bobby Wyatt,30
83,T84,T84,Arjun Atwal,31
84,T84,T84,Aaron Baddeley,31
85,T84,T84,Blayne Barber,31
86,T84,T84,Shane Bertsch,31
87,T84,T84,Zac Blair,31
88,T84,T84,Grégory Bourdy,31
89,T84,T84,Miguel Angel Carballo,31
90,T84,T84,Roberto Castro,31
91,T84,T84,Greg Chalmers,31
92,T84,T84,K.J. Choi,31
93,T84,T84,Jon Curran,31
94,T84,T84,Jason Day,31
95,T84,T84,Bryson DeChambeau,31
96,T84,T84,Graham DeLaet,31
97,T84,T84,Luke Donald,31
98,T84,T84,Harris English,31
99,T84,T84,Tony Finau,31
100,T84,T84,Rickie Fowler,31
101,T84,T84,Brice Garnett,31
102,T84,T84,Robert Garrigus,31
103,T84,T84,Rhein Gibson,31
104,T84,T84,Tom Gillis,31
105,T84,T84,Jason Gore,31
106,T84,T84,Branden Grace,31
107,T84,T84,Emiliano Grillo,31
108,T84,T84,Padraig Harrington,31
109,T84,T84,Russell Henley,31
110,T84,T84,Justin Hicks,31
111,T84,T84,Charley Hoffman,31
112,T84,T84,Tom Hoge,31
113,T84,T84,J.B. Holmes,31
114,T84,T84,Wes Homan,31
115,T84,T84,Charles Howell III,31
116,T84,T84,Billy Hurley III,31
117,T84,T84,Yuta Ikeda,31
118,T84,T84,Ryo Ishikawa,31
119,T84,T84,Zach Johnson,31
120,T84,T84,Michael Johnson,31
121,T84,T84,Matt Jones,31
122,T84,T84,Jerry Kelly,31
123,T84,T84,Whee Kim,31
124,T84,T84,Si Woo Kim,31
125,T84,T84,Michael Kim,31
126,T84,T84,Chris Kirk,31
127,T84,T84,Kelly Kraft,31
128,T84,T84,Anirban Lahiri,31
129,T84,T84,Martin Laird,31
130,T84,T84,Andrew Landry,31
131,T84,T84,D.H. Lee,31
132,T84,T84,Danny Lee,31
