,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Day,66.67,200,3
1,2,2,Dustin Johnson,67.0,134,2
2,3,3,Jimmy Walker,67.33,404,6
3,T4,T4,Robert Allenby,68.0,68,1
4,T4,T4,Paul Casey,68.0,272,4
5,T4,T4,Rory McIlroy,68.0,340,5
6,T4,T4,Louis Oosthuizen,68.0,272,4
7,8,8,John Senden,68.13,545,8
8,9,9,John Huh,68.29,478,7
9,T10,T10,Justin Rose,68.33,410,6
10,T10,T10,Jordan Spieth,68.33,205,3
11,12,12,Gary Woodland,68.43,479,7
12,13,13,William McGirt,68.5,822,12
13,14,14,Brandt Snedeker,68.57,480,7
14,15,15,Chris Kirk,68.63,549,8
15,16,16,Luke List,68.67,412,6
16,17,17,Phil Mickelson,68.8,344,5
17,18,18,Kevin Na,68.83,413,6
18,19,19,Zach Johnson,68.92,827,12
19,T20,T20,K.J. Choi,69.0,345,5
20,T20,T20,Brian Stuard,69.0,414,6
21,T20,T20,Brendon Todd,69.0,69,1
22,23,23,Chad Campbell,69.1,691,10
23,24,24,Adam Hadwin,69.11,622,9
24,25,25,Adam Scott,69.2,346,5
25,26,26,Jason Kokrak,69.22,623,9
26,27,27,Jerry Kelly,69.33,416,6
27,28,28,Russell Henley,69.4,347,5
28,29,29,Brendon de Jonge,69.43,486,7
29,T30,T30,Brooks Koepka,69.5,278,4
30,T30,T30,Patrick Rodgers,69.5,278,4
31,32,32,Stewart Cink,69.56,626,9
32,T33,T33,Russell Knox,69.6,696,10
33,T33,T33,Peter Malnati,69.6,348,5
34,35,35,Jhonattan Vegas,69.62,905,13
35,T36,T36,Brian Harman,69.67,836,12
36,T36,T36,Chez Reavie,69.67,627,9
37,T36,T36,Chris Stroud,69.67,627,9
38,39,39,Bronson Burgoon,69.71,488,7
39,T40,T40,Wes Roach,69.75,279,4
40,T40,T40,Bubba Watson,69.75,558,8
41,42,42,Lucas Glover,69.78,628,9
42,43,43,Keegan Bradley,69.82,768,11
43,T44,T44,Luke Guthrie,69.83,419,6
44,T44,T44,Shawn Stefani,69.83,419,6
45,46,46,Johnson Wagner,69.86,489,7
46,T47,T47,David Hearn,69.89,629,9
47,T47,T47,Seung-Yul Noh,69.89,629,9
48,T49,T49,Branden Grace,70.0,420,6
49,T49,T49,Charles Howell III,70.0,350,5
50,T49,T49,Matt Kuchar,70.0,700,10
51,T49,T49,David Lingmerth,70.0,560,8
