,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,1,1,Jim Furyk,52,58,Travelers Champ,4
1,T2,T2,Sung Kang,89,60,AT&T Pebble/Mon,2
2,T2,T2,Si Woo Kim,113,60,Wyndham Champ/S,2
3,T2,T2,Jhonattan Vegas,97,60,Barbasol Champ/,2
4,T5,T5,Lucas Glover,75,61,Wyndham Champ/S,2
5,T5,T5,Smylie Kaufman,91,61,Shriners Hosp./,4
6,T5,T5,Justin Thomas,99,61,CIMB Classic/Ku,2
7,T8,T8,Daniel Berger,92,62,Travelers Champ,3
8,T8,T8,Roberto Castro,97,62,Sanderson Farms,1
9,T8,T8,Graham DeLaet,70,62,Sony Open/Waial,2
10,T8,T8,Robert Garrigus,69,62,Barbasol Champ/,4
11,T8,T8,Fabián Gómez,82,62,Sony Open/Waial,4
12,T8,T8,Morgan Hoffmann,71,62,John Deere/TPC,3
13,T8,T8,Matt Kuchar,100,62,Sony Open/Waial,3
14,T8,T8,Scott Langley,65,62,Wyndham Champ/S,3
15,T8,T8,David Lingmerth,84,62,CareerBuilder/P,3
16,T8,T8,Ben Martin,92,62,John Deere/TPC,3
17,T8,T8,William McGirt,98,62,Shriners Hosp./,4
18,T8,T8,Kevin Na,96,62,CareerBuilder/P,3
19,T8,T8,Scott Piercy,87,62,CIMB Classic/Ku,1
20,T8,T8,D.A. Points,55,62,Byron Nelson/TP,2
21,T8,T8,Harold Varner III,92,62,Mayakoba/El Cam,2
22,T8,T8,Boo Weekley,83,62,Byron Nelson/TP,2
23,T8,T8,Danny Willett,33,62,WGC-HSBC Champ.,4
24,T25,T25,Ricky Barnes,97,63,Sony Open/Waial,1
25,T25,T25,Jason Bohn,67,63,Mayakoba/El Cam,2
26,T25,T25,Rafa Cabrera Bello,41,63,Wyndham Champ/S,1
