,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Brendon Todd,68.0,136,2
1,2,2,Phil Mickelson,68.67,1030,15
2,3,3,Rory McIlroy,68.93,965,14
3,4,4,Robert Garrigus,69.0,828,12
4,5,5,Branden Grace,69.15,899,13
5,6,6,Paul Casey,69.19,1107,16
6,7,7,Brandt Snedeker,69.21,1315,19
7,8,8,Luke List,69.25,831,12
8,9,9,Adam Scott,69.26,1316,19
9,10,10,William McGirt,69.3,1386,20
10,11,11,Chad Campbell,69.31,1109,16
11,12,12,Stewart Cink,69.36,763,11
12,13,13,Luke Guthrie,69.56,626,9
13,14,14,Rory Sabbatini,69.57,487,7
14,15,15,Hideki Matsuyama,69.67,1045,15
15,16,16,Bubba Watson,69.75,1116,16
16,17,17,John Senden,69.8,1047,15
17,18,18,Jordan Spieth,69.83,1257,18
18,19,19,Chris Stroud,69.85,908,13
19,T20,T20,Kelly Kraft,69.89,629,9
20,T20,T20,Scott Stallings,69.89,629,9
21,22,22,Louis Oosthuizen,69.92,839,12
22,T23,T23,Jason Day,69.93,1049,15
23,T23,T23,Fabián Gómez,69.93,1049,15
24,T23,T23,Boo Weekley,69.93,1049,15
25,T26,T26,Jim Furyk,70.0,840,12
26,T26,T26,Chris Kirk,70.0,1050,15
27,T26,T26,Peter Malnati,70.0,630,9
28,T26,T26,Geoff Ogilvy,70.0,490,7
29,T26,T26,Michael Thompson,70.0,770,11
30,T26,T26,Jimmy Walker,70.0,1190,17
31,T32,T32,Zach Johnson,70.05,1331,19
32,T32,T32,Dustin Johnson,70.05,1401,20
33,T32,T32,Kevin Na,70.05,1471,21
34,35,35,Si Woo Kim,70.1,1472,21
35,36,36,Patrick Rodgers,70.13,1052,15
36,37,37,Lucas Glover,70.14,982,14
37,T38,T38,Blayne Barber,70.15,912,13
38,T38,T38,Russell Knox,70.15,1403,20
39,40,40,Russell Henley,70.17,842,12
40,41,41,Jhonattan Vegas,70.21,1334,19
41,42,42,Patrick Reed,70.22,1615,23
42,43,43,Alex Cejka,70.23,913,13
43,44,44,Vaughn Taylor,70.25,843,12
44,T45,T45,Brendon de Jonge,70.27,773,11
45,T45,T45,Troy Merritt,70.27,773,11
46,47,47,Marc Leishman,70.28,1265,18
47,T48,T48,David Hearn,70.29,1195,17
48,T48,T48,Jason Kokrak,70.29,1195,17
49,T48,T48,Chez Reavie,70.29,1195,17
50,51,51,Rickie Fowler,70.31,1125,16
51,T52,T52,Chad Collins,70.33,633,9
52,T52,T52,Ryan Moore,70.33,1266,18
53,T52,T52,Carlos Ortiz,70.33,633,9
54,T52,T52,Brian Stuard,70.33,844,12
55,T56,T56,Brooks Koepka,70.38,1126,16
56,T56,T56,Ben Martin,70.38,1126,16
57,58,58,Matt Kuchar,70.39,1619,23
58,59,59,Keegan Bradley,70.4,1056,15
59,T60,T60,Wes Roach,70.43,493,7
60,T60,T60,Justin Thomas,70.43,1479,21
61,62,62,Bryce Molder,70.46,916,13
62,T63,T63,Robert Allenby,70.5,141,2
63,T63,T63,Bronson Burgoon,70.5,846,12
64,T63,T63,Graeme McDowell,70.5,705,10
65,T63,T63,Sean O'Hair,70.5,1269,18
66,T63,T63,Justin Rose,70.5,987,14
67,T63,T63,Johnson Wagner,70.5,1128,16
68,T63,T63,Tim Wilkinson,70.5,846,12
69,70,70,Shawn Stefani,70.53,1058,15
70,71,71,Charles Howell III,70.55,1411,20
71,72,72,Stuart Appleby,70.58,847,12
72,T73,T73,Andres Gonzales,70.6,706,10
73,T73,T73,Jerry Kelly,70.6,1059,15
74,75,75,Roberto Castro,70.62,1483,21
75,76,76,Ryan Palmer,70.65,1413,20
76,77,77,Spencer Levin,70.67,1272,18
77,T78,T78,Sergio Garcia,70.73,778,11
78,T78,T78,Retief Goosen,70.73,778,11
79,T78,T78,John Huh,70.73,1061,15
80,81,81,Brett Stegmaier,70.8,1062,15
81,82,82,Harris English,70.82,1558,22
82,83,83,Jason Dufner,70.83,1700,24
83,84,84,Adam Hadwin,70.84,1346,19
84,T85,T85,Seung-Yul Noh,70.85,921,13
85,T85,T85,Vijay Singh,70.85,921,13
86,T87,T87,David Lingmerth,70.88,1205,17
87,T87,T87,Rod Pampling,70.88,567,8
88,T89,T89,Thomas Aiken,70.9,709,10
