,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Dustin Johnson,87,-29,3.97,3532
1,2,2,Brandt Snedeker,93,-18,3.98,3884
2,3,3,Jordan Spieth,80,-16,3.98,3284
3,4,4,Roberto Castro,97,-13,3.99,4140
4,5,5,Rickie Fowler,80,-6,3.99,3336
5,T6,T6,Jason Day,76,-5,3.99,2940
6,T6,T6,Brooks Koepka,75,-5,3.99,3060
7,8,8,Kevin Na,96,-2,4.0,4020
8,T9,T9,Matt Kuchar,100,-1,4.0,4184
9,T9,T9,Webb Simpson,70,-1,4.0,3072
10,T11,T11,William McGirt,98,3,4.0,4236
11,T11,T11,Rory McIlroy,69,3,4.0,2624
12,T13,T13,Branden Grace,63,4,4.01,2568
13,T13,T13,Adam Scott,79,4,4.0,3328
14,T13,T13,Steve Stricker,53,4,4.01,2316
15,T16,T16,Daniel Berger,92,5,4.01,3808
16,T16,T16,Paul Casey,77,5,4.01,3200
17,T18,T18,Charles Howell III,91,6,4.01,3880
18,T18,T18,Patrick Rodgers,89,6,4.01,3648
19,T18,T18,Gary Woodland,95,6,4.01,3920
20,T21,T21,Alex Cejka,71,8,4.01,2852
21,T21,T21,Marc Leishman,89,8,4.01,3736
22,T21,T21,Ryan Moore,86,8,4.01,3492
23,T24,T24,Ricky Barnes,97,9,4.01,4012
24,T24,T24,Lucas Glover,75,9,4.01,3204
25,T24,T24,Russell Henley,76,9,4.01,3308
26,T24,T24,Hideki Matsuyama,76,9,4.01,3136
27,T24,T24,Chez Reavie,90,9,4.01,3684
28,T29,T29,Sean O'Hair,89,11,4.01,3864
29,T29,T29,Tim Wilkinson,72,11,4.01,2972
30,31,31,Andrew Landry,53,12,4.02,2132
31,32,32,Jason Dufner,105,13,4.01,4484
32,33,33,Aaron Baddeley,93,14,4.01,3804
33,T34,T34,David Hearn,95,15,4.01,4052
34,T34,T34,John Senden,88,15,4.02,3712
35,T36,T36,Graham DeLaet,70,16,4.02,2792
36,T36,T36,Russell Knox,92,16,4.02,3860
37,T38,T38,Jason Bohn,67,17,4.02,2892
38,T38,T38,Billy Hurley III,66,17,4.02,2860
39,T38,T38,Kevin Kisner,97,17,4.02,4144
40,T41,T41,Sergio Garcia,54,18,4.03,2192
41,T41,T41,Padraig Harrington,54,18,4.03,2340
42,T41,T41,Jamie Lovemark,91,18,4.02,3856
43,44,44,Patrick Reed,105,19,4.02,4324
44,T45,T45,Brian Harman,104,20,4.02,4432
45,T45,T45,Kelly Kraft,63,20,4.03,2516
46,T45,T45,Willy Wilcox,67,20,4.03,2772
47,T48,T48,Martin Laird,82,21,4.03,3344
48,T48,T48,Hudson Swafford,104,21,4.02,4472
49,T48,T48,Jhonattan Vegas,97,21,4.02,3940
50,T51,T51,D.A. Points,55,22,4.04,2184
51,T51,T51,Charl Schwartzel,73,22,4.03,3040
52,T53,T53,Si Woo Kim,113,23,4.02,4700
53,T53,T53,Johnson Wagner,86,23,4.02,3736
54,T55,T55,Scott Brown,88,25,4.03,3752
55,T55,T55,Kevin Chappell,93,25,4.03,3972
56,T55,T55,Robert Garrigus,69,25,4.04,2824
57,T55,T55,Emiliano Grillo,93,25,4.03,3912
58,T55,T55,Zach Johnson,90,25,4.03,3808
59,T55,T55,Bryce Molder,80,25,4.03,3316
60,T55,T55,Nick Taylor,83,25,4.03,3352
61,T62,T62,Billy Horschel,73,26,4.03,3008
62,T62,T62,Brian Stuard,66,26,4.04,2860
63,64,64,Ben Crane,80,27,4.03,3288
64,T65,T65,Luke Donald,81,28,4.03,3444
65,T65,T65,Phil Mickelson,75,28,4.04,3108
66,T67,T67,Tony Finau,95,29,4.03,4080
67,T67,T67,Luke List,79,29,4.04,3300
68,T67,T67,Jeff Overton,69,29,4.04,2820
69,T67,T67,Scott Stallings,74,29,4.04,3032
70,T67,T67,Brett Stegmaier,87,29,4.03,3684
71,T67,T67,Bubba Watson,72,29,4.04,3004
72,T73,T73,Sung Kang,89,30,4.03,3780
73,T73,T73,Jerry Kelly,76,30,4.04,3252
74,T73,T73,Steve Marino,72,30,4.04,2940
75,T73,T73,Wes Roach,59,30,4.05,2368
76,T73,T73,David Toms,62,30,4.04,2676
77,T78,T78,K.J. Choi,73,31,4.04,3076
78,T78,T78,Adam Hadwin,93,31,4.03,3992
79,T78,T78,J.B. Holmes,77,31,4.04,3180
80,T78,T78,Martin Piller,59,31,4.05,2436
81,82,82,Justin Rose,65,32,4.05,2620
82,T83,T83,Stuart Appleby,71,33,4.04,3016
83,T83,T83,Jimmy Walker,85,33,4.04,3604
84,T85,T85,Stewart Cink,61,34,4.05,2660
85,T85,T85,Jason Gore,78,34,4.04,3124
86,T85,T85,Luke Guthrie,57,34,4.06,2364
87,T88,T88,Chad Campbell,90,35,4.04,3912
88,T88,T88,Derek Ernst,59,35,4.06,2432
89,T88,T88,Jim Furyk,52,35,4.06,2320
90,T88,T88,Retief Goosen,55,35,4.06,2352
91,T88,T88,Freddie Jacobson,86,35,4.04,3700
92,T88,T88,David Lingmerth,84,35,4.04,3492
93,T88,T88,Will MacKenzie,84,35,4.04,3436
94,T95,T95,Ryan Palmer,86,36,4.04,3700
95,T95,T95,Chris Stroud,82,36,4.04,3432
96,T97,T97,Thomas Aiken,70,37,4.05,2812
97,T97,T97,Abraham Ancer,51,37,4.07,2076
98,T97,T97,Bill Haas,86,37,4.04,3540
99,T97,T97,Spencer Levin,104,37,4.03,4300
100,T101,T101,Anirban Lahiri,72,38,4.05,2968
101,T101,T101,Rod Pampling,54,38,4.07,2140
102,T101,T101,Kevin Streelman,82,38,4.04,3444
103,T104,T104,Harris English,97,39,4.04,4244
104,T104,T104,Chris Kirk,90,39,4.04,3672
105,T104,T104,Francesco Molinari,64,39,4.06,2784
106,T104,T104,Henrik Norlander,71,39,4.05,2868
107,T108,T108,Shane Lowry,57,41,4.07,2340
108,T108,T108,Kyle Stanley,92,41,4.04,3860
109,T108,T108,Vaughn Taylor,72,41,4.05,3100
110,T111,T111,Morgan Hoffmann,71,42,4.06,2888
111,T111,T111,Colt Knost,90,42,4.05,3712
112,113,113,Jon Curran,99,43,4.04,4260
113,T114,T114,Jason Kokrak,89,44,4.05,3836
114,T114,T114,Scott Langley,65,44,4.07,2676
115,T114,T114,Hunter Mahan,61,44,4.07,2524
116,T114,T114,Ben Martin,92,44,4.05,3788
117,T114,T114,Shawn Stefani,91,44,4.05,3776
118,T119,T119,Kyle Reifers,115,45,4.04,4748
119,T119,T119,Michael Thompson,71,45,4.06,2932
120,T121,T121,George McNeill,51,46,4.09,2164
121,T121,T121,Scott Piercy,87,46,4.05,3656
122,T121,T121,Boo Weekley,83,46,4.05,3592
123,124,124,Dicky Pride,55,47,4.08,2284
124,125,125,Graeme McDowell,63,48,4.07,2632
125,126,126,Geoff Ogilvy,63,49,4.08,2508
126,T127,T127,Tyler Aldridge,83,50,4.06,3388
127,T127,T127,Derek Fathauer,94,50,4.05,4080
128,T129,T129,Rob Oppenheim,67,51,4.08,2708
129,T129,T129,Scott Pinckney,87,51,4.06,3656
130,T129,T129,Brendan Steele,88,51,4.06,3584
131,T129,T129,Mark Wilson,66,51,4.08,2704
132,T133,T133,Blayne Barber,84,52,4.06,3472
133,T133,T133,Rhein Gibson,58,52,4.09,2308
134,T133,T133,Cameron Tringale,81,52,4.06,3256
135,T136,T136,Smylie Kaufman,91,53,4.06,3784
136,T136,T136,Sam Saunders,69,53,4.08,2800
137,T138,T138,Greg Owen,85,54,4.06,3504
138,T138,T138,Rory Sabbatini,57,54,4.09,2276
139,T140,T140,Jonas Blixt,79,55,4.07,3228
140,T140,T140,Tyrone Van Aswegen,105,55,4.05,4416
141,T142,T142,Keegan Bradley,82,56,4.06,3560
142,T142,T142,James Hahn,85,56,4.06,3668
143,T142,T142,Michael Kim,100,56,4.05,4156
144,T142,T142,Seung-Yul Noh,85,56,4.06,3524
145,T142,T142,Louis Oosthuizen,63,56,4.09,2424
146,T142,T142,Dawie van der Walt,72,56,4.07,3020
147,T148,T148,Zac Blair,99,59,4.06,4096
148,T148,T148,Cameron Smith,73,59,4.08,2940
149,T150,T150,Tom Hoge,81,60,4.07,3356
150,T150,T150,Danny Lee,93,60,4.06,3864
151,T152,T152,Mark Hubbard,101,61,4.06,4132
152,T152,T152,John Huh,86,61,4.07,3656
153,T152,T152,Troy Merritt,77,61,4.07,3308
154,T152,T152,Justin Thomas,99,61,4.06,4184
155,156,156,Steve Wheatcroft,85,62,4.07,3468
156,T157,T157,Brendon de Jonge,83,63,4.07,3464
157,T157,T157,Daniel Summerhays,99,63,4.06,4244
158,T159,T159,Charley Hoffman,91,65,4.07,3800
159,T159,T159,Whee Kim,82,65,4.08,3336
160,161,161,Jim Herman,93,66,4.07,3980
161,162,162,Vijay Singh,72,67,4.09,3116
162,T163,T163,Bronson Burgoon,83,68,4.08,3412
163,T163,T163,Patton Kizzire,93,68,4.07,3824
164,T165,T165,Erik Compton,65,72,4.11,2700
165,T165,T165,J.J. Henry,68,72,4.1,2852
166,T165,T165,Peter Malnati,85,72,4.08,3676
167,T168,T168,Chad Collins,73,73,4.09,3148
168,T168,T168,Ken Duke,58,73,4.13,2308
169,170,170,Ernie Els,66,75,4.11,2848
170,T171,T171,Andres Gonzales,80,76,4.09,3360
171,T171,T171,Robert Streb,87,76,4.08,3608
172,T173,T173,Chesson Hadley,81,77,4.09,3356
173,T173,T173,Brendon Todd,66,77,4.11,2700
174,175,175,Matt Jones,83,79,4.09,3460
175,T176,T176,Ángel Cabrera,62,82,4.12,2660
176,T176,T176,Fabián Gómez,82,82,4.1,3432
177,T176,T176,Carlos Ortiz,79,82,4.1,3200
178,179,179,Camilo Villegas,83,84,4.1,3388
179,180,180,Harold Varner III,92,85,4.09,3936
180,181,181,Andrew Loupe,75,86,4.11,3188
181,182,182,Hiroshi Iwata,85,88,4.1,3548
182,183,183,Robert Allenby,51,90,4.16,2192
183,184,184,D.H. Lee,61,98,4.16,2428
184,185,185,Steven Bowditch,71,196,4.25,3080
