,Late_Round_4_Scoring_Average_RANK THIS WEEK,Late_Round_4_Scoring_Average_RANK LAST WEEK,Late_Round_4_Scoring_Average_PLAYER NAME,Late_Round_4_Scoring_Average_AVG,Late_Round_4_Scoring_Average_TOTAL STROKES,Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Carlos Ortiz,66.0,66,1
1,T2,T2,Rory Sabbatini,67.0,67,1
2,T2,T2,Brendon Todd,67.0,67,1
3,4,4,Robert Garrigus,67.5,405,6
4,5,5,Jason Bohn,67.75,271,4
5,6,6,Fabián Gómez,67.8,339,5
6,7,7,Geoff Ogilvy,68.0,68,1
7,8,8,Ben Martin,68.33,205,3
8,9,9,Branden Grace,68.43,479,7
9,T10,T10,Stewart Cink,68.5,137,2
10,T10,T10,Chad Collins,68.5,137,2
11,12,12,Phil Mickelson,68.6,686,10
12,13,13,Brett Stegmaier,68.75,275,4
13,14,14,Vijay Singh,68.86,482,7
14,15,15,Ryan Moore,68.91,758,11
15,T16,T16,Thomas Aiken,69.0,138,2
16,T16,T16,Luke Guthrie,69.0,207,3
17,18,18,Jim Furyk,69.25,277,4
18,19,19,Adam Scott,69.29,970,14
19,20,20,Boo Weekley,69.33,416,6
20,21,21,Si Woo Kim,69.36,763,11
21,22,22,Tim Wilkinson,69.4,347,5
22,23,23,Graeme McDowell,69.43,486,7
23,24,24,Rory McIlroy,69.44,625,9
24,T25,T25,Alex Cejka,69.5,556,8
25,T25,T25,Andres Gonzales,69.5,278,4
26,T25,T25,Justin Thomas,69.5,695,10
27,T28,T28,Paul Casey,69.58,835,12
28,T28,T28,Hideki Matsuyama,69.58,835,12
29,T28,T28,Brandt Snedeker,69.58,835,12
30,31,31,Kelly Kraft,69.6,348,5
31,T32,T32,Chad Campbell,69.67,418,6
32,T32,T32,Scott Stallings,69.67,209,3
33,34,34,Jason Dufner,69.69,906,13
34,35,35,Patrick Reed,69.71,976,14
35,T36,T36,Patton Kizzire,69.75,558,8
36,T36,T36,Bubba Watson,69.75,558,8
37,38,38,Marc Leishman,69.78,628,9
38,T39,T39,Colt Knost,69.83,419,6
39,T39,T39,Luke List,69.83,419,6
40,T39,T39,Michael Thompson,69.83,419,6
41,T42,T42,Stuart Appleby,70.0,210,3
42,T42,T42,Sergio Garcia,70.0,420,6
43,T42,T42,Jeff Overton,70.0,210,3
44,45,45,Rickie Fowler,70.08,841,12
45,T46,T46,Jon Curran,70.13,561,8
46,T46,T46,Bryce Molder,70.13,561,8
47,T46,T46,Jordan Spieth,70.13,1052,15
48,49,49,Blayne Barber,70.14,491,7
49,50,50,Chris Stroud,70.25,281,4
50,51,51,Ryan Palmer,70.3,703,10
51,52,52,Retief Goosen,70.33,422,6
52,53,53,Patrick Rodgers,70.36,774,11
53,54,54,Dustin Johnson,70.39,1267,18
54,T55,T55,Kyle Stanley,70.4,352,5
55,T55,T55,Vaughn Taylor,70.4,352,5
56,57,57,J.B. Holmes,70.43,493,7
57,58,58,Spencer Levin,70.44,634,9
58,T59,T59,Ricky Barnes,70.5,564,8
59,T59,T59,Peter Malnati,70.5,282,4
60,T59,T59,William McGirt,70.5,564,8
61,T59,T59,Kyle Reifers,70.5,705,10
62,63,63,Kevin Na,70.53,1058,15
63,64,64,Tony Finau,70.56,635,9
64,65,65,Roberto Castro,70.6,706,10
65,T66,T66,Jim Herman,70.67,424,6
66,T66,T66,Brooks Koepka,70.67,848,12
67,T66,T66,Francesco Molinari,70.67,636,9
68,69,69,Matt Kuchar,70.69,919,13
69,T70,T70,Kevin Chappell,70.7,707,10
70,T70,T70,Russell Knox,70.7,707,10
71,T72,T72,Russell Henley,70.71,495,7
72,T72,T72,Webb Simpson,70.71,495,7
73,74,74,Charles Howell III,70.73,1061,15
74,T75,T75,Abraham Ancer,70.75,283,4
75,T75,T75,Jason Day,70.75,849,12
76,T75,T75,Jason Gore,70.75,283,4
77,T75,T75,David Hearn,70.75,566,8
78,T79,T79,Zac Blair,70.8,354,5
79,T79,T79,Lucas Glover,70.8,354,5
80,T79,T79,Kevin Kisner,70.8,708,10
81,T79,T79,Sean O'Hair,70.8,708,10
82,T83,T83,Matt Jones,70.83,425,6
83,T83,T83,Robert Streb,70.83,425,6
84,85,85,Tom Hoge,70.86,496,7
85,86,86,Louis Oosthuizen,70.88,567,8
86,87,87,Daniel Summerhays,70.9,709,10
87,88,88,Bill Haas,70.92,851,12
88,T89,T89,Daniel Berger,71.0,852,12
89,T89,T89,J.J. Henry,71.0,213,3
90,T89,T89,Morgan Hoffmann,71.0,355,5
91,T89,T89,Smylie Kaufman,71.0,852,12
92,T89,T89,Andrew Loupe,71.0,284,4
93,T89,T89,Troy Merritt,71.0,213,3
94,T89,T89,Rob Oppenheim,71.0,213,3
95,T89,T89,Rod Pampling,71.0,142,2
96,T89,T89,Chez Reavie,71.0,568,8
97,T89,T89,Sam Saunders,71.0,355,5
98,T89,T89,Shawn Stefani,71.0,639,9
99,T89,T89,Hudson Swafford,71.0,852,12
100,T89,T89,Johnson Wagner,71.0,639,9
101,102,102,Charl Schwartzel,71.08,853,12
102,103,103,Sung Kang,71.13,569,8
103,104,104,Steve Stricker,71.14,498,7
104,105,105,Billy Hurley III,71.17,427,6
105,106,106,Scott Piercy,71.18,783,11
106,107,107,Emiliano Grillo,71.2,712,10
107,T108,T108,Harris English,71.33,642,9
108,T108,T108,Dicky Pride,71.33,214,3
109,T108,T108,Wes Roach,71.33,214,3
110,T108,T108,David Toms,71.33,428,6
111,T112,T112,Aaron Baddeley,71.38,571,8
112,T112,T112,Luke Donald,71.38,571,8
113,T112,T112,Nick Taylor,71.38,571,8
114,115,115,James Hahn,71.43,500,7
115,T116,T116,Billy Horschel,71.44,643,9
116,T116,T116,Jerry Kelly,71.44,643,9
117,118,118,Jimmy Walker,71.45,786,11
118,T119,T119,Jason Kokrak,71.5,572,8
119,T119,T119,Cameron Tringale,71.5,572,8
120,T119,T119,Jhonattan Vegas,71.5,429,6
121,T119,T119,Camilo Villegas,71.5,286,4
122,T119,T119,Steve Wheatcroft,71.5,286,4
123,124,124,Chris Kirk,71.57,501,7
124,125,125,Bronson Burgoon,71.6,358,5
125,T126,T126,Jonas Blixt,71.67,430,6
126,T126,T126,David Lingmerth,71.67,645,9
127,T126,T126,D.A. Points,71.67,215,3
128,T126,T126,Brian Stuard,71.67,430,6
129,T126,T126,Dawie van der Walt,71.67,215,3
130,131,131,John Senden,71.71,502,7
131,T132,T132,Brendon de Jonge,71.75,287,4
132,T132,T132,Mark Hubbard,71.75,574,8
133,T132,T132,Whee Kim,71.75,287,4
134,T132,T132,Greg Owen,71.75,287,4
135,T132,T132,Tyrone Van Aswegen,71.75,574,8
136,T132,T132,Harold Varner III,71.75,574,8
137,138,138,Derek Fathauer,71.78,646,9
138,139,139,Steve Marino,71.86,503,7
139,T140,T140,Steven Bowditch,72.0,216,3
140,T140,T140,Keegan Bradley,72.0,288,4
141,T140,T140,Scott Brown,72.0,720,10
142,T140,T140,Ernie Els,72.0,72,1
143,T140,T140,Freddie Jacobson,72.0,720,10
144,T140,T140,Zach Johnson,72.0,504,7
145,T140,T140,Shane Lowry,72.0,432,6
146,T140,T140,Willy Wilcox,72.0,216,3
147,148,148,Justin Rose,72.13,577,8
148,T149,T149,Ken Duke,72.25,289,4
149,T149,T149,Cameron Smith,72.25,289,4
150,151,151,Kevin Streelman,72.29,506,7
151,152,152,K.J. Choi,72.33,651,9
152,153,153,Chesson Hadley,72.38,579,8
153,T154,T154,Adam Hadwin,72.4,724,10
154,T154,T154,Padraig Harrington,72.4,362,5
155,T154,T154,Scott Langley,72.4,362,5
156,157,157,Will MacKenzie,72.43,507,7
157,T158,T158,Ben Crane,72.5,580,8
158,T158,T158,Andrew Landry,72.5,145,2
159,160,160,Martin Laird,72.6,363,5
160,161,161,Danny Lee,72.63,581,8
161,162,162,Martin Piller,72.67,218,3
162,163,163,Graham DeLaet,72.75,582,8
163,164,164,Gary Woodland,72.77,946,13
164,T165,T165,Jamie Lovemark,72.83,874,12
165,T165,T165,Brendan Steele,72.83,874,12
166,167,167,John Huh,72.88,583,8
167,168,168,Brian Harman,72.89,656,9
168,T169,T169,Robert Allenby,73.0,73,1
169,T169,T169,Ángel Cabrera,73.0,146,2
170,T169,T169,Erik Compton,73.0,292,4
171,T169,T169,Anirban Lahiri,73.0,292,4
172,T169,T169,Seung-Yul Noh,73.0,292,4
173,T169,T169,Henrik Norlander,73.0,73,1
174,T169,T169,Scott Pinckney,73.0,292,4
175,T169,T169,Mark Wilson,73.0,219,3
176,177,177,Michael Kim,73.1,731,10
177,178,178,Charley Hoffman,73.22,659,9
178,179,179,Rhein Gibson,73.25,293,4
179,T180,T180,Derek Ernst,73.33,220,3
180,T180,T180,George McNeill,73.33,220,3
181,182,182,Tyler Aldridge,73.6,368,5
182,183,183,Hiroshi Iwata,74.75,299,4
183,184,184,D.H. Lee,78.67,236,3
