,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,68.62,1441,21
1,2,2,Sergio Garcia,69.21,969,14
2,3,3,Jason Day,69.42,1319,19
3,4,4,Charles Howell III,69.48,1737,25
4,5,5,Jordan Spieth,69.55,1391,20
5,6,6,Jhonattan Vegas,69.58,1809,26
6,7,7,Hideki Matsuyama,69.59,1531,22
7,8,8,Si Woo Kim,69.67,2299,33
8,9,9,Patrick Reed,69.7,1882,27
9,10,10,Brian Harman,69.71,2161,31
10,11,11,Steve Stricker,69.73,1046,15
11,12,12,Jamie Lovemark,69.74,1883,27
12,13,13,Justin Rose,69.76,1186,17
13,T14,T14,Martin Laird,69.78,1605,23
14,T14,T14,Ryan Palmer,69.78,1605,23
15,16,16,Brendan Steele,69.83,1676,24
16,17,17,Retief Goosen,69.94,1119,16
17,18,18,Henrik Norlander,69.95,1399,20
18,T19,T19,Jason Dufner,69.96,1889,27
19,T19,T19,Charley Hoffman,69.96,1749,25
20,21,21,Kevin Chappell,70.0,1890,27
21,22,22,David Hearn,70.03,2031,29
22,T23,T23,Chad Campbell,70.04,1961,28
23,T23,T23,Ben Crane,70.04,1751,25
24,T23,T23,Matt Kuchar,70.04,1751,25
25,26,26,Francesco Molinari,70.06,1261,18
26,T27,T27,Daniel Berger,70.08,1682,24
27,T27,T27,Freddie Jacobson,70.08,1822,26
28,29,29,Scott Piercy,70.09,1612,23
29,30,30,Alex Cejka,70.1,1472,21
30,31,31,Adam Hadwin,70.11,1893,27
31,32,32,Gary Woodland,70.12,1753,25
32,T33,T33,Ricky Barnes,70.14,1964,28
33,T33,T33,Paul Casey,70.14,1473,21
34,T33,T33,Phil Mickelson,70.14,1473,21
35,T36,T36,Aaron Baddeley,70.15,1894,27
36,T36,T36,Chez Reavie,70.15,1824,26
37,T38,T38,Brooks Koepka,70.16,1333,19
38,T38,T38,Adam Scott,70.16,1333,19
39,T40,T40,Keegan Bradley,70.19,1825,26
40,T40,T40,Roberto Castro,70.19,1895,27
41,T40,T40,Brett Stegmaier,70.19,1895,27
42,43,43,Billy Horschel,70.21,1334,19
43,44,44,Bubba Watson,70.22,1264,18
44,45,45,Rickie Fowler,70.23,1545,22
45,46,46,Tim Wilkinson,70.24,1475,21
46,47,47,Robert Garrigus,70.25,1405,20
47,T48,T48,Bill Haas,70.26,1616,23
48,T48,T48,Jerry Kelly,70.26,1616,23
49,50,50,Russell Henley,70.28,1757,25
50,T51,T51,Zach Johnson,70.3,1617,23
51,T51,T51,Anirban Lahiri,70.3,1406,20
52,T51,T51,Danny Lee,70.3,1898,27
53,T54,T54,Stuart Appleby,70.32,1547,22
54,T54,T54,Steve Wheatcroft,70.32,1758,25
55,56,56,Harris English,70.33,1899,27
56,T57,T57,Ryan Moore,70.36,1548,22
57,T57,T57,Michael Thompson,70.36,1548,22
58,59,59,Johnson Wagner,70.38,1830,26
59,T60,T60,Tony Finau,70.39,1971,28
60,T60,T60,Lucas Glover,70.39,1619,23
61,62,62,Hudson Swafford,70.4,2112,30
62,63,63,Marc Leishman,70.42,1690,24
63,64,64,John Senden,70.44,1902,27
64,65,65,Chesson Hadley,70.46,1832,26
65,T66,T66,Scott Brown,70.52,1904,27
66,T66,T66,Andrew Loupe,70.52,1904,27
67,68,68,Vaughn Taylor,70.54,1693,24
68,T69,T69,Kevin Kisner,70.58,1835,26
69,T69,T69,Jimmy Walker,70.58,1694,24
70,T71,T71,Andrew Landry,70.59,1200,17
71,T71,T71,Justin Thomas,70.59,1906,27
72,T73,T73,Colt Knost,70.6,1765,25
73,T73,T73,Kevin Na,70.6,1765,25
74,T75,T75,Luke Donald,70.61,1624,23
75,T75,T75,Hiroshi Iwata,70.61,1977,28
76,T75,T75,Steve Marino,70.61,1624,23
77,78,78,Brandt Snedeker,70.62,1836,26
78,79,79,Emiliano Grillo,70.63,1695,24
79,T80,T80,David Lingmerth,70.65,1625,23
80,T80,T80,Webb Simpson,70.65,1413,20
81,T82,T82,Scott Langley,70.67,1484,21
82,T82,T82,Dawie van der Walt,70.67,1696,24
83,T84,T84,Mark Hubbard,70.69,2050,29
84,T84,T84,Shane Lowry,70.69,1131,16
85,T86,T86,Ben Martin,70.7,1909,27
86,T86,T86,Brian Stuard,70.7,1414,20
87,88,88,Sung Kang,70.71,1980,28
88,89,89,Sean O'Hair,70.74,1910,27
89,90,90,Will MacKenzie,70.76,1769,25
90,91,91,William McGirt,70.79,1982,28
91,92,92,Boo Weekley,70.81,1841,26
92,T93,T93,Rod Pampling,70.82,1204,17
93,T93,T93,Vijay Singh,70.82,1558,22
94,T93,T93,Harold Varner III,70.82,1983,28
95,96,96,Cameron Tringale,70.83,1700,24
96,97,97,Bryce Molder,70.84,1771,25
97,T98,T98,Smylie Kaufman,70.85,1913,27
98,T98,T98,Kyle Reifers,70.85,2338,33
99,100,100,Scott Pinckney,70.86,1984,28
100,T101,T101,Jason Gore,70.88,1843,26
101,T101,T101,Luke List,70.88,1843,26
102,T101,T101,Rory McIlroy,70.88,1205,17
103,T104,T104,Tyler Aldridge,70.89,1914,27
104,T104,T104,Greg Owen,70.89,1985,28
105,106,106,Brendon de Jonge,70.9,2056,29
106,T107,T107,Seung-Yul Noh,70.93,1915,27
107,T107,T107,Patrick Rodgers,70.93,1915,27
108,T107,T107,Tyrone Van Aswegen,70.93,2128,30
109,T110,T110,Ángel Cabrera,70.95,1490,21
110,T110,T110,David Toms,70.95,1348,19
111,T112,T112,Blayne Barber,70.96,1845,26
112,T112,T112,Jonas Blixt,70.96,1774,25
113,T112,T112,James Hahn,70.96,1845,26
114,115,115,Spencer Levin,70.97,2200,31
115,T116,T116,Jason Bohn,71.0,1491,21
116,T116,T116,Branden Grace,71.0,1207,17
117,T116,T116,Patton Kizzire,71.0,1846,26
118,T116,T116,Scott Stallings,71.0,1846,26
119,T116,T116,Nick Taylor,71.0,1775,25
120,121,121,Zac Blair,71.03,2131,30
121,T122,T122,Morgan Hoffmann,71.04,1705,24
122,T122,T122,Kevin Streelman,71.04,1847,26
123,124,124,Billy Hurley III,71.05,1421,20
124,125,125,Tom Hoge,71.08,1777,25
125,126,126,Jon Curran,71.1,2133,30
126,127,127,Daniel Summerhays,71.11,1991,28
127,128,128,Chris Stroud,71.12,1849,26
128,129,129,J.J. Henry,71.13,1636,23
129,130,130,J.B. Holmes,71.14,1494,21
130,T131,T131,Rob Oppenheim,71.15,1423,20
131,T131,T131,Camilo Villegas,71.15,1850,26
132,133,133,Sam Saunders,71.17,1637,23
133,T134,T134,K.J. Choi,71.18,1566,22
134,T134,T134,Michael Kim,71.18,1993,28
135,T134,T134,D.A. Points,71.18,1210,17
136,137,137,Jeff Overton,71.26,1639,23
137,T138,T138,Jim Herman,71.28,2067,29
138,T138,T138,Charl Schwartzel,71.28,1283,18
139,140,140,Russell Knox,71.29,1711,24
140,141,141,Graham DeLaet,71.3,1426,20
141,142,142,Padraig Harrington,71.31,1141,16
142,143,143,Shawn Stefani,71.32,1997,28
143,144,144,Whee Kim,71.35,1855,26
144,145,145,Kelly Kraft,71.37,1356,19
145,T146,T146,John Huh,71.41,1928,27
146,T146,T146,George McNeill,71.41,1571,22
147,T146,T146,Kyle Stanley,71.41,1928,27
148,149,149,Rory Sabbatini,71.42,1357,19
149,T150,T150,Derek Fathauer,71.43,2143,30
150,T150,T150,Jim Furyk,71.43,1000,14
151,T150,T150,Cameron Smith,71.43,1643,23
152,153,153,Luke Guthrie,71.44,1286,18
153,T154,T154,Willy Wilcox,71.45,1572,22
154,T154,T154,Mark Wilson,71.45,1429,20
155,156,156,Derek Ernst,71.47,1358,19
156,T157,T157,Thomas Aiken,71.5,1573,22
157,T157,T157,Jason Kokrak,71.5,2002,28
158,T157,T157,Louis Oosthuizen,71.5,1144,16
159,T160,T160,Dicky Pride,71.55,1431,20
160,T160,T160,Wes Roach,71.55,1431,20
161,162,162,Peter Malnati,71.56,2290,32
162,163,163,Martin Piller,71.57,1503,21
163,T164,T164,Bronson Burgoon,71.58,1861,26
164,T164,T164,Stewart Cink,71.58,1360,19
165,T164,T164,Rhein Gibson,71.58,1360,19
166,167,167,Andres Gonzales,71.63,1934,27
167,168,168,Geoff Ogilvy,71.71,1506,21
168,169,169,Abraham Ancer,71.78,1292,18
169,170,170,Fabián Gómez,71.84,1796,25
170,T171,T171,Matt Jones,71.85,1868,26
171,T171,T171,Chris Kirk,71.85,1940,27
172,T171,T171,Troy Merritt,71.85,1868,26
173,T174,T174,Erik Compton,71.95,1583,22
174,T174,T174,Ernie Els,71.95,1511,21
175,176,176,Robert Streb,72.08,1874,26
176,177,177,Hunter Mahan,72.09,1586,22
177,178,178,Graeme McDowell,72.15,1443,20
178,179,179,Chad Collins,72.19,1877,26
179,180,180,D.H. Lee,72.24,1517,21
180,181,181,Brendon Todd,72.39,2027,28
181,182,182,Carlos Ortiz,72.43,2028,28
182,183,183,Robert Allenby,72.78,1674,23
183,184,184,Ken Duke,72.79,1383,19
184,185,185,Steven Bowditch,74.46,1936,26
