,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,69,4.46,945,212
1,2,2,Jason Day,76,4.51,1055,234
2,3,3,Bubba Watson,72,4.53,988,218
3,T4,T4,Dustin Johnson,87,4.54,1217,268
4,T4,T4,Ryan Palmer,86,4.54,1245,274
5,T4,T4,Jordan Spieth,80,4.54,1099,242
6,T7,T7,Jimmy Walker,85,4.55,1138,250
7,T7,T7,Gary Woodland,95,4.55,1320,290
8,9,9,Harold Varner III,92,4.56,1378,302
9,T10,T10,Alex Cejka,71,4.57,1043,228
10,T10,T10,Charles Howell III,91,4.57,1372,300
11,T10,T10,Patrick Reed,105,4.57,1518,332
12,T13,T13,Rickie Fowler,80,4.58,1137,248
13,T13,T13,Andrew Loupe,75,4.58,1145,250
14,T13,T13,Adam Scott,79,4.58,1062,232
15,T13,T13,Brendan Steele,88,4.58,1282,280
16,T17,T17,Tony Finau,95,4.59,1414,308
17,T17,T17,Si Woo Kim,113,4.59,1599,348
18,T17,T17,Luke List,79,4.59,1148,250
19,T17,T17,Hideki Matsuyama,76,4.59,1093,238
20,T17,T17,Phil Mickelson,75,4.59,1055,230
21,T17,T17,Justin Rose,65,4.59,974,212
22,T17,T17,Justin Thomas,99,4.59,1369,298
23,T24,T24,Roberto Castro,97,4.6,1472,320
24,T24,T24,Matt Kuchar,100,4.6,1353,294
25,T24,T24,Jhonattan Vegas,97,4.6,1455,316
26,T24,T24,Boo Weekley,83,4.6,1204,262
27,T28,T28,Chad Campbell,90,4.61,1290,280
28,T28,T28,Stewart Cink,61,4.61,858,186
29,T28,T28,Sergio Garcia,54,4.61,765,166
30,T28,T28,Lucas Glover,75,4.61,1134,246
31,T28,T28,Smylie Kaufman,91,4.61,1338,290
32,T28,T28,Brooks Koepka,75,4.61,1004,218
33,T28,T28,Jamie Lovemark,91,4.61,1412,306
34,T28,T28,Ben Martin,92,4.61,1308,284
35,T28,T28,Francesco Molinari,64,4.61,913,198
36,T28,T28,Scott Piercy,87,4.61,1226,266
37,T28,T28,Kyle Reifers,115,4.61,1675,363
38,T28,T28,Hudson Swafford,104,4.61,1540,334
39,T40,T40,Daniel Summerhays,99,4.62,1479,320
40,T40,T40,Michael Thompson,71,4.62,1007,218
41,T42,T42,Jonas Blixt,79,4.63,1166,252
42,T42,T42,Jason Bohn,67,4.63,990,214
43,T42,T42,Harris English,97,4.63,1367,295
44,T42,T42,Luke Guthrie,57,4.63,824,178
45,T42,T42,Morgan Hoffmann,71,4.63,990,214
46,T42,T42,Matt Jones,83,4.63,1175,254
47,T42,T42,Jason Kokrak,89,4.63,1315,284
48,T42,T42,Steve Stricker,53,4.63,732,158
49,T50,T50,Stuart Appleby,71,4.64,974,210
50,T50,T50,Aaron Baddeley,93,4.64,1365,294
51,T50,T50,Daniel Berger,92,4.64,1347,290
52,T50,T50,Bronson Burgoon,83,4.64,1161,250
53,T50,T50,Paul Casey,77,4.64,1094,236
54,T50,T50,Jason Dufner,105,4.64,1402,302
55,T50,T50,Mark Hubbard,101,4.64,1485,320
56,T50,T50,Sean O'Hair,89,4.64,1291,278
57,T50,T50,Geoff Ogilvy,63,4.64,910,196
58,T50,T50,Brett Stegmaier,87,4.64,1225,264
59,T60,T60,Blayne Barber,84,4.65,1153,248
60,T60,T60,Keegan Bradley,82,4.65,1190,256
61,T60,T60,Zach Johnson,90,4.65,1190,256
62,T60,T60,Patton Kizzire,93,4.65,1329,286
63,T60,T60,Colt Knost,90,4.65,1270,273
64,T60,T60,Seung-Yul Noh,85,4.65,1158,249
65,T60,T60,Henrik Norlander,71,4.65,1023,220
66,T60,T60,Cameron Tringale,81,4.65,1217,262
67,T68,T68,Kevin Chappell,93,4.66,1416,304
68,T68,T68,Brendon de Jonge,83,4.66,1240,266
69,T68,T68,Robert Garrigus,69,4.66,945,203
70,T68,T68,Fabián Gómez,82,4.66,1174,252
71,T68,T68,Emiliano Grillo,93,4.66,1333,286
72,T68,T68,Adam Hadwin,93,4.66,1406,302
73,T68,T68,Jim Herman,93,4.66,1416,304
74,T68,T68,Patrick Rodgers,89,4.66,1286,276
75,T68,T68,Charl Schwartzel,73,4.66,1007,216
76,T68,T68,Chris Stroud,82,4.66,1208,259
77,T68,T68,Dawie van der Walt,72,4.66,1044,224
78,T68,T68,Johnson Wagner,86,4.66,1259,270
79,T80,T80,Thomas Aiken,70,4.67,1009,216
80,T80,T80,Andres Gonzales,80,4.67,1163,249
81,T80,T80,Brian Harman,104,4.67,1615,346
82,T80,T80,Charley Hoffman,91,4.67,1299,278
83,T80,T80,Freddie Jacobson,86,4.67,1290,276
84,T80,T80,Kevin Kisner,97,4.67,1326,284
85,T80,T80,Kelly Kraft,63,4.67,915,196
86,T80,T80,Marc Leishman,89,4.67,1262,270
87,T80,T80,Spencer Levin,104,4.67,1503,322
88,T80,T80,Louis Oosthuizen,63,4.67,812,174
89,T80,T80,Chez Reavie,90,4.67,1299,278
90,T80,T80,John Senden,88,4.67,1279,274
91,T80,T80,Willy Wilcox,67,4.67,990,212
92,T93,T93,Ken Duke,58,4.68,814,174
