,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,69.0,1449,21
1,2,2,Charl Schwartzel,69.11,1244,18
2,3,3,Rory McIlroy,69.12,1175,17
3,4,4,Russell Knox,69.25,1662,24
4,5,5,Adam Scott,69.37,1318,19
5,6,6,Jim Furyk,69.5,973,14
6,7,7,Brooks Koepka,69.63,1323,19
7,8,8,Roberto Castro,69.67,1881,27
8,9,9,Jordan Spieth,69.7,1394,20
9,10,10,Kevin Kisner,69.73,1813,26
10,T11,T11,Matt Kuchar,69.76,1744,25
11,T11,T11,Gary Woodland,69.76,1744,25
12,13,13,Jason Kokrak,69.77,1814,26
13,14,14,Jason Day,69.78,1256,18
14,15,15,Michael Kim,69.82,1955,28
15,16,16,Sergio Garcia,69.86,978,14
16,17,17,Daniel Berger,69.88,1677,24
17,18,18,Graham DeLaet,69.9,1398,20
18,19,19,Rickie Fowler,69.91,1538,22
19,20,20,Stewart Cink,69.95,1329,19
20,T21,T21,Kevin Na,70.0,1750,25
21,T21,T21,Steve Stricker,70.0,1050,15
22,23,23,Spencer Levin,70.03,2171,31
23,24,24,Lucas Glover,70.04,1611,23
24,25,25,Sean O'Hair,70.08,1822,26
25,26,26,Ryan Moore,70.09,1542,22
26,27,27,Ryan Palmer,70.13,1613,23
27,28,28,Harris English,70.15,1824,26
28,29,29,Zach Johnson,70.22,1615,23
29,T30,T30,Jason Dufner,70.26,1897,27
30,T30,T30,Jerry Kelly,70.26,1616,23
31,32,32,Jon Curran,70.27,2108,30
32,33,33,Derek Fathauer,70.29,1968,28
33,34,34,Adam Hadwin,70.3,1898,27
34,35,35,Chez Reavie,70.31,1828,26
35,36,36,Kelly Kraft,70.32,1336,19
36,37,37,Chris Stroud,70.33,1688,24
37,38,38,Patton Kizzire,70.35,1829,26
38,T39,T39,Alex Cejka,70.4,1408,20
39,T39,T39,Billy Hurley III,70.4,1408,20
