,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Anirban Lahiri,66.75,267,4
1,2,2,Justin Rose,67.75,271,4
2,T3,T3,Martin Piller,68.0,68,1
3,T3,T3,Brian Stuard,68.0,272,4
4,5,5,Paul Casey,68.4,342,5
5,6,6,Dustin Johnson,68.5,274,4
6,7,7,Chez Reavie,68.75,550,8
7,8,8,Adam Hadwin,68.86,482,7
8,T9,T9,Sergio Garcia,69.0,69,1
9,T9,T9,Rhein Gibson,69.0,276,4
10,T9,T9,Retief Goosen,69.0,276,4
11,T9,T9,Charles Howell III,69.0,345,5
12,T9,T9,D.H. Lee,69.0,414,6
13,T9,T9,Brett Stegmaier,69.0,207,3
14,15,15,Stuart Appleby,69.18,761,11
15,16,16,Seung-Yul Noh,69.2,692,10
16,T17,T17,Keegan Bradley,69.25,277,4
17,T17,T17,Ryan Moore,69.25,277,4
18,T17,T17,Henrik Norlander,69.25,277,4
19,T20,T20,Jerry Kelly,69.33,416,6
20,T20,T20,Jordan Spieth,69.33,208,3
21,T20,T20,Johnson Wagner,69.33,624,9
22,23,23,Mark Hubbard,69.38,555,8
23,24,24,Chad Campbell,69.44,625,9
24,T25,T25,Steve Stricker,69.5,139,2
25,T25,T25,Jhonattan Vegas,69.5,278,4
26,T27,T27,Harris English,69.56,626,9
27,T27,T27,Robert Garrigus,69.56,626,9
28,T27,T27,Emiliano Grillo,69.56,626,9
29,T30,T30,Jason Bohn,69.6,348,5
30,T30,T30,Derek Ernst,69.6,348,5
31,T32,T32,Si Woo Kim,69.67,627,9
32,T32,T32,Matt Kuchar,69.67,209,3
33,34,34,Luke Donald,69.71,488,7
34,35,35,Cameron Tringale,69.75,558,8
35,36,36,Justin Thomas,69.8,349,5
36,37,37,Ben Martin,69.82,768,11
37,T38,T38,Ricky Barnes,69.83,419,6
38,T38,T38,Jamie Lovemark,69.83,419,6
39,40,40,Brian Harman,69.92,909,13
40,T41,T41,Roberto Castro,70.0,420,6
41,T41,T41,Erik Compton,70.0,280,4
42,T41,T41,Tony Finau,70.0,490,7
43,T41,T41,Bill Haas,70.0,350,5
44,T41,T41,Charley Hoffman,70.0,840,12
45,T41,T41,Morgan Hoffmann,70.0,140,2
46,T41,T41,Kelly Kraft,70.0,280,4
47,T41,T41,Andrew Landry,70.0,210,3
48,T41,T41,Shane Lowry,70.0,210,3
49,T41,T41,Hideki Matsuyama,70.0,280,4
50,T41,T41,Patrick Rodgers,70.0,560,8
51,T41,T41,Gary Woodland,70.0,560,8
52,T53,T53,Sung Kang,70.1,701,10
53,T53,T53,Tim Wilkinson,70.1,701,10
54,T55,T55,Fabián Gómez,70.11,631,9
55,T55,T55,Kevin Na,70.11,631,9
56,57,57,John Huh,70.14,491,7
57,T58,T58,Harold Varner III,70.17,421,6
58,T58,T58,Jimmy Walker,70.17,421,6
59,60,60,Hudson Swafford,70.18,772,11
60,61,61,Scott Piercy,70.21,983,14
61,62,62,Danny Lee,70.22,632,9
62,63,63,Ryan Palmer,70.25,562,8
63,64,64,K.J. Choi,70.33,633,9
64,T65,T65,Alex Cejka,70.38,563,8
65,T65,T65,David Lingmerth,70.38,563,8
66,T67,T67,Blayne Barber,70.4,704,10
67,T67,T67,Bronson Burgoon,70.4,352,5
68,T67,T67,Russell Henley,70.4,704,10
69,T67,T67,Billy Horschel,70.4,352,5
70,T67,T67,Hiroshi Iwata,70.4,352,5
71,T67,T67,David Toms,70.4,352,5
72,T73,T73,Ben Crane,70.43,493,7
73,T73,T73,Marc Leishman,70.43,493,7
74,T73,T73,Steve Wheatcroft,70.43,493,7
75,76,76,Chesson Hadley,70.45,775,11
76,T77,T77,Scott Brown,70.5,423,6
77,T77,T77,Jim Furyk,70.5,141,2
78,T77,T77,Jason Gore,70.5,564,8
79,T80,T80,Ángel Cabrera,70.57,494,7
80,T80,T80,Kyle Reifers,70.57,494,7
81,82,82,Scott Stallings,70.58,847,12
82,83,83,D.A. Points,70.6,353,5
83,T84,T84,Smylie Kaufman,70.63,565,8
84,T84,T84,Brendan Steele,70.63,565,8
85,T86,T86,Charl Schwartzel,70.67,212,3
86,T86,T86,Vaughn Taylor,70.67,636,9
87,T88,T88,Padraig Harrington,70.71,495,7
88,T88,T88,Chris Stroud,70.71,495,7
89,T88,T88,Mark Wilson,70.71,495,7
90,T91,T91,Zac Blair,70.75,566,8
91,T91,T91,Jason Dufner,70.75,566,8
92,T93,T93,Luke Guthrie,70.8,354,5
93,T93,T93,Whee Kim,70.8,354,5
94,T93,T93,Martin Laird,70.8,354,5
95,T93,T93,Spencer Levin,70.8,708,10
96,97,97,Nick Taylor,70.82,779,11
97,T98,T98,Chad Collins,70.83,425,6
98,T98,T98,Camilo Villegas,70.83,425,6
99,100,100,Colt Knost,70.86,496,7
100,T101,T101,Andres Gonzales,70.88,567,8
101,T101,T101,Geoff Ogilvy,70.88,567,8
102,T103,T103,Andrew Loupe,70.9,709,10
103,T103,T103,Scott Pinckney,70.9,709,10
104,T105,T105,Thomas Aiken,71.0,355,5
105,T105,T105,Aaron Baddeley,71.0,355,5
106,T105,T105,Jon Curran,71.0,497,7
107,T105,T105,Jason Day,71.0,213,3
108,T105,T105,Brendon de Jonge,71.0,639,9
109,T105,T105,Branden Grace,71.0,284,4
