,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Louis Oosthuizen,67.0,134,2
1,T1,T1,Justin Rose,67.0,67,1
2,T1,T1,Charl Schwartzel,67.0,134,2
3,4,4,Jason Bohn,67.6,338,5
4,5,5,Brian Stuard,67.67,203,3
5,T6,T6,Branden Grace,68.0,68,1
6,T6,T6,Jamie Lovemark,68.0,204,3
7,T6,T6,Jimmy Walker,68.0,204,3
8,T6,T6,Gary Woodland,68.0,272,4
9,10,10,Marc Leishman,68.33,205,3
10,11,11,Stewart Cink,68.6,343,5
11,12,12,Kevin Kisner,68.67,206,3
12,13,13,Roberto Castro,68.75,275,4
13,14,14,Freddie Jacobson,68.83,413,6
14,15,15,Kevin Na,68.86,482,7
15,T16,T16,Jason Day,69.0,69,1
16,T16,T16,Rickie Fowler,69.0,69,1
17,T16,T16,Patrick Reed,69.0,69,1
18,T16,T16,Adam Scott,69.0,138,2
19,T16,T16,Boo Weekley,69.0,414,6
20,21,21,Ryan Palmer,69.14,484,7
21,22,22,William McGirt,69.17,415,6
22,23,23,Harris English,69.2,346,5
23,24,24,Harold Varner III,69.25,554,8
24,T25,T25,Lucas Glover,69.33,208,3
25,T25,T25,Jason Kokrak,69.33,416,6
26,27,27,Jason Dufner,69.4,347,5
27,28,28,Seung-Yul Noh,69.44,625,9
28,T29,T29,Kevin Chappell,69.5,278,4
29,T29,T29,Jim Furyk,69.5,139,2
30,T29,T29,Adam Hadwin,69.5,417,6
31,T29,T29,Russell Knox,69.5,139,2
32,33,33,Robert Garrigus,69.57,487,7
33,34,34,Zac Blair,69.63,557,8
34,T35,T35,David Lingmerth,69.67,418,6
35,T35,T35,Henrik Norlander,69.67,209,3
36,37,37,Spencer Levin,69.7,697,10
37,38,38,Rob Oppenheim,69.75,279,4
38,T39,T39,Thomas Aiken,69.8,349,5
39,T39,T39,Paul Casey,69.8,349,5
40,T39,T39,Chad Collins,69.8,349,5
41,42,42,Mark Wilson,69.83,419,6
42,T43,T43,Sergio Garcia,70.0,70,1
43,T43,T43,Bill Haas,70.0,210,3
44,T43,T43,Morgan Hoffmann,70.0,140,2
45,T43,T43,Billy Horschel,70.0,140,2
46,T43,T43,Dustin Johnson,70.0,140,2
47,T43,T43,Patton Kizzire,70.0,280,4
48,T43,T43,Kelly Kraft,70.0,350,5
49,T43,T43,Robert Streb,70.0,490,7
50,T43,T43,Bubba Watson,70.0,140,2
51,T52,T52,Andres Gonzales,70.14,491,7
52,T52,T52,Brendan Steele,70.14,491,7
53,T52,T52,Cameron Tringale,70.14,491,7
54,T55,T55,Aaron Baddeley,70.17,421,6
55,T55,T55,Bronson Burgoon,70.17,421,6
56,T55,T55,Jason Gore,70.17,421,6
57,T55,T55,Sean O'Hair,70.17,421,6
58,T55,T55,Kyle Reifers,70.17,421,6
59,T55,T55,Kevin Streelman,70.17,421,6
60,T61,T61,Russell Henley,70.2,702,10
61,T61,T61,Wes Roach,70.2,351,5
62,63,63,Hudson Swafford,70.23,913,13
63,T64,T64,Jonas Blixt,70.25,562,8
64,T64,T64,Dawie van der Walt,70.25,281,4
65,T66,T66,Fabián Gómez,70.29,492,7
66,T66,T66,Chez Reavie,70.29,492,7
67,T68,T68,J.B. Holmes,70.33,211,3
68,T68,T68,Michael Kim,70.33,422,6
69,T68,T68,Brooks Koepka,70.33,211,3
70,T68,T68,Francesco Molinari,70.33,211,3
71,72,72,Vijay Singh,70.38,563,8
72,73,73,Emiliano Grillo,70.4,352,5
73,T74,T74,John Huh,70.43,493,7
74,T74,T74,Colt Knost,70.43,493,7
75,76,76,Greg Owen,70.44,634,9
76,T77,T77,Rod Pampling,70.5,141,2
77,T77,T77,Justin Thomas,70.5,141,2
78,79,79,Charley Hoffman,70.56,635,9
79,T80,T80,Rhein Gibson,70.6,353,5
80,T80,T80,Cameron Smith,70.6,353,5
81,82,82,Graham DeLaet,70.67,212,3
82,83,83,Chris Kirk,70.75,283,4
83,T84,T84,Blayne Barber,70.78,637,9
84,T84,T84,Chad Campbell,70.78,637,9
85,T86,T86,Scott Brown,70.8,354,5
86,T86,T86,Jon Curran,70.8,354,5
87,T86,T86,Derek Ernst,70.8,354,5
88,T86,T86,David Hearn,70.8,354,5
89,90,90,Jeff Overton,70.88,567,8
90,91,91,Ben Martin,70.9,709,10
91,T92,T92,Daniel Berger,71.0,213,3
92,T92,T92,Luke Donald,71.0,568,8
93,T92,T92,Charles Howell III,71.0,213,3
94,T92,T92,Zach Johnson,71.0,71,1
95,T92,T92,Jerry Kelly,71.0,426,6
96,T92,T92,Martin Piller,71.0,71,1
97,T92,T92,Brandt Snedeker,71.0,71,1
98,T92,T92,Tyrone Van Aswegen,71.0,781,11
99,T92,T92,Steve Wheatcroft,71.0,426,6
100,T101,T101,Matt Jones,71.13,569,8
101,T101,T101,Sung Kang,71.13,569,8
102,T103,T103,Danny Lee,71.14,498,7
103,T103,T103,Bryce Molder,71.14,498,7
104,T103,T103,Johnson Wagner,71.14,498,7
105,T106,T106,Ryan Moore,71.17,427,6
106,T106,T106,Scott Piercy,71.17,854,12
107,T108,T108,Derek Fathauer,71.2,712,10
108,T108,T108,Will MacKenzie,71.2,356,5
109,T108,T108,D.A. Points,71.2,356,5
110,T108,T108,Tim Wilkinson,71.2,712,10
111,112,112,Martin Laird,71.25,285,4
112,113,113,K.J. Choi,71.3,713,10
113,114,114,Scott Stallings,71.33,856,12
114,115,115,Stuart Appleby,71.36,785,11
115,116,116,James Hahn,71.38,571,8
116,117,117,Padraig Harrington,71.4,357,5
117,T118,T118,Ben Crane,71.43,500,7
118,T118,T118,Camilo Villegas,71.43,500,7
119,T120,T120,Keegan Bradley,71.5,286,4
120,T120,T120,Shane Lowry,71.5,143,2
121,122,122,Brendon de Jonge,71.56,644,9
122,T123,T123,Si Woo Kim,71.57,501,7
123,T123,T123,Daniel Summerhays,71.57,501,7
124,T125,T125,Hiroshi Iwata,71.6,358,5
125,T125,T125,Whee Kim,71.6,358,5
126,T127,T127,Alex Cejka,71.67,430,6
127,T127,T127,Tony Finau,71.67,430,6
128,129,129,Troy Merritt,71.71,502,7
129,130,130,Smylie Kaufman,71.75,287,4
130,T131,T131,Ken Duke,71.8,359,5
131,T131,T131,David Toms,71.8,359,5
132,133,133,Scott Pinckney,71.89,647,9
133,T134,T134,John Senden,71.91,791,11
134,T134,T134,Nick Taylor,71.91,791,11
135,T136,T136,Chesson Hadley,72.0,792,11
136,T136,T136,Brian Harman,72.0,792,11
137,T136,T136,Mark Hubbard,72.0,720,10
138,T136,T136,Billy Hurley III,72.0,360,5
139,T136,T136,Luke List,72.0,288,4
140,T136,T136,Hunter Mahan,72.0,216,3
141,T136,T136,Rory McIlroy,72.0,72,1
142,T136,T136,Rory Sabbatini,72.0,432,6
143,T136,T136,Jordan Spieth,72.0,72,1
144,T136,T136,Kyle Stanley,72.0,504,7
145,T136,T136,Brett Stegmaier,72.0,216,3
146,T136,T136,Willy Wilcox,72.0,504,7
147,T148,T148,D.H. Lee,72.17,433,6
148,T148,T148,Chris Stroud,72.17,433,6
149,150,150,Tom Hoge,72.25,289,4
150,151,151,Steve Marino,72.29,506,7
151,152,152,Ernie Els,72.33,217,3
152,153,153,Brendon Todd,72.36,796,11
153,154,154,Ángel Cabrera,72.43,507,7
154,T155,T155,Jim Herman,72.5,435,6
155,T155,T155,Dicky Pride,72.5,435,6
156,T155,T155,Webb Simpson,72.5,145,2
157,158,158,J.J. Henry,72.64,799,11
158,159,159,Geoff Ogilvy,72.67,654,9
159,160,160,Andrew Loupe,72.73,800,11
160,T161,T161,Luke Guthrie,72.75,291,4
161,T161,T161,Michael Thompson,72.75,291,4
162,163,163,Ricky Barnes,72.8,364,5
163,T164,T164,Shawn Stefani,72.86,510,7
164,T164,T164,Vaughn Taylor,72.86,510,7
165,T166,T166,Robert Allenby,73.0,292,4
166,T166,T166,Andrew Landry,73.0,219,3
167,T166,T166,Phil Mickelson,73.0,73,1
168,169,169,Patrick Rodgers,73.14,512,7
169,170,170,Tyler Aldridge,73.25,293,4
170,T171,T171,Erik Compton,73.5,294,4
171,T171,T171,Retief Goosen,73.5,294,4
172,T171,T171,Graeme McDowell,73.5,147,2
173,T174,T174,George McNeill,73.67,221,3
174,T174,T174,Carlos Ortiz,73.67,221,3
175,176,176,Peter Malnati,73.75,590,8
176,177,177,Abraham Ancer,73.83,443,6
177,178,178,Scott Langley,74.25,297,4
178,179,179,Steven Bowditch,74.56,671,9
179,180,180,Jhonattan Vegas,74.67,224,3
180,181,181,Sam Saunders,74.83,449,6
181,182,182,Anirban Lahiri,75.25,301,4
182,183,183,Hideki Matsuyama,78.0,78,1
