,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Anirban Lahiri,67.8,678,10
1,2,2,Sergio Garcia,68.25,273,4
2,3,3,Dustin Johnson,68.33,615,9
3,4,4,Charles Howell III,68.54,891,13
4,5,5,Justin Rose,68.8,688,10
5,6,6,Stuart Appleby,69.0,828,12
6,7,7,Matt Kuchar,69.1,691,10
7,8,8,Hideki Matsuyama,69.18,761,11
8,T9,T9,Ricky Barnes,69.2,1038,15
9,T9,T9,Brian Stuard,69.2,692,10
10,T11,T11,Emiliano Grillo,69.25,831,12
11,T11,T11,Johnson Wagner,69.25,831,12
12,T13,T13,Adam Hadwin,69.29,970,14
13,T13,T13,Francesco Molinari,69.29,485,7
14,T13,T13,Chez Reavie,69.29,1178,17
15,16,16,Retief Goosen,69.38,555,8
16,17,17,Keegan Bradley,69.42,833,12
17,T18,T18,Paul Casey,69.43,486,7
18,T18,T18,Ryan Moore,69.43,486,7
19,T18,T18,Steve Stricker,69.43,486,7
20,21,21,Martin Laird,69.46,903,13
21,T22,T22,Chad Campbell,69.53,1043,15
22,T22,T22,Si Woo Kim,69.53,1043,15
23,T24,T24,Jason Day,69.58,835,12
24,T24,T24,John Huh,69.58,835,12
25,T26,T26,Ángel Cabrera,69.64,766,11
26,T26,T26,David Hearn,69.64,975,14
27,T28,T28,Bill Haas,69.67,627,9
28,T28,T28,Phil Mickelson,69.67,836,12
29,30,30,Patrick Reed,69.69,1115,16
30,T31,T31,Billy Horschel,69.73,767,11
31,T31,T31,Cameron Tringale,69.73,767,11
32,33,33,Brian Harman,69.78,1256,18
33,34,34,Shane Lowry,69.8,349,5
34,35,35,Tim Wilkinson,69.83,838,12
35,T36,T36,Brendan Steele,69.85,908,13
36,T36,T36,Jhonattan Vegas,69.85,908,13
37,38,38,Harris English,69.88,1188,17
38,39,39,Andrew Landry,69.89,629,9
39,40,40,Gary Woodland,69.92,909,13
40,T41,T41,Derek Ernst,70.0,560,8
41,T41,T41,Chesson Hadley,70.0,1120,16
42,T41,T41,Sung Kang,70.0,1050,15
43,T41,T41,Hudson Swafford,70.0,1120,16
44,45,45,Fabián Gómez,70.08,911,13
45,46,46,Bubba Watson,70.13,561,8
46,47,47,Kevin Chappell,70.15,912,13
47,T48,T48,Alex Cejka,70.17,842,12
48,T48,T48,Ben Martin,70.17,842,12
49,50,50,George McNeill,70.18,772,11
50,51,51,Greg Owen,70.19,1123,16
51,T52,T52,Henrik Norlander,70.2,702,10
52,T52,T52,Scott Piercy,70.2,1053,15
53,54,54,Zac Blair,70.21,983,14
54,55,55,Marc Leishman,70.23,913,13
55,56,56,Ryan Palmer,70.25,843,12
56,T57,T57,Ben Crane,70.27,773,11
57,T57,T57,Luke Donald,70.27,773,11
58,T57,T57,Kevin Na,70.27,1054,15
59,T57,T57,David Toms,70.27,773,11
60,T61,T61,Charl Schwartzel,70.29,492,7
61,T61,T61,Harold Varner III,70.29,984,14
62,63,63,Rob Oppenheim,70.3,703,10
63,T64,T64,Charley Hoffman,70.31,1125,16
64,T64,T64,Jamie Lovemark,70.31,1125,16
65,T66,T66,Seung-Yul Noh,70.33,1055,15
66,T66,T66,Jimmy Walker,70.33,844,12
67,68,68,Adam Scott,70.36,774,11
68,T69,T69,Robert Garrigus,70.38,915,13
69,T69,T69,Jordan Spieth,70.38,563,8
70,T71,T71,Aaron Baddeley,70.43,986,14
71,T71,T71,Roberto Castro,70.43,986,14
72,T71,T71,Danny Lee,70.43,986,14
73,74,74,Rhein Gibson,70.44,634,9
74,75,75,Jason Bohn,70.45,775,11
75,76,76,Nick Taylor,70.47,1057,15
76,T77,T77,K.J. Choi,70.5,846,12
77,T77,T77,Mark Hubbard,70.5,1128,16
78,T77,T77,Hiroshi Iwata,70.5,705,10
79,T77,T77,Freddie Jacobson,70.5,846,12
80,T77,T77,Kelly Kraft,70.5,705,10
81,82,82,Tom Hoge,70.54,917,13
82,T83,T83,Ernie Els,70.55,776,11
83,T83,T83,Brett Stegmaier,70.55,776,11
84,T85,T85,Jim Furyk,70.57,494,7
85,T85,T85,Michael Kim,70.57,988,14
86,T85,T85,Patrick Rodgers,70.57,988,14
87,88,88,Tony Finau,70.58,847,12
88,89,89,Jason Gore,70.62,918,13
89,T90,T90,Blayne Barber,70.64,989,14
90,T90,T90,Jerry Kelly,70.64,777,11
91,T90,T90,Luke List,70.64,989,14
92,T93,T93,Colt Knost,70.67,636,9
93,T93,T93,Russell Knox,70.67,848,12
94,T93,T93,Michael Thompson,70.67,848,12
95,96,96,Jason Dufner,70.69,1131,16
96,97,97,Whee Kim,70.73,778,11
97,98,98,Mark Wilson,70.75,849,12
98,99,99,David Lingmerth,70.77,920,13
99,T100,T100,Spencer Levin,70.78,1274,18
100,T100,T100,D.A. Points,70.78,637,9
101,T102,T102,Bronson Burgoon,70.79,991,14
102,T102,T102,Lucas Glover,70.79,991,14
103,T102,T102,Sean O'Hair,70.79,991,14
104,105,105,Matt Jones,70.81,1133,16
105,106,106,Jeff Overton,70.82,779,11
106,107,107,Smylie Kaufman,70.85,921,13
107,108,108,Martin Piller,70.86,496,7
108,T109,T109,Louis Oosthuizen,70.88,567,8
109,T109,T109,Webb Simpson,70.88,567,8
110,T111,T111,Billy Hurley III,70.89,638,9
111,T111,T111,Brooks Koepka,70.89,638,9
112,113,113,Dawie van der Walt,70.92,851,12
113,T114,T114,Brendon de Jonge,70.93,1064,15
114,T114,T114,John Senden,70.93,1064,15
115,116,116,Justin Thomas,70.94,1135,16
116,T117,T117,Daniel Berger,71.0,1065,15
117,T117,T117,Russell Henley,71.0,923,13
118,T117,T117,Zach Johnson,71.0,781,11
119,T117,T117,Scott Pinckney,71.0,1065,15
120,T117,T117,Kyle Reifers,71.0,1349,19
121,T122,T122,J.J. Henry,71.07,995,14
122,T122,T122,Vijay Singh,71.07,995,14
123,T122,T122,Shawn Stefani,71.07,1066,15
124,T122,T122,Vaughn Taylor,71.07,995,14
125,T122,T122,Steve Wheatcroft,71.07,995,14
126,127,127,Steve Marino,71.09,782,11
127,T128,T128,Erik Compton,71.11,640,9
128,T128,T128,Rod Pampling,71.11,640,9
129,130,130,Morgan Hoffmann,71.14,996,14
130,T131,T131,Scott Brown,71.15,925,13
131,T131,T131,Scott Stallings,71.15,925,13
132,T133,T133,Jon Curran,71.18,1210,17
133,T133,T133,Brandt Snedeker,71.18,783,11
134,135,135,Cameron Smith,71.22,641,9
135,T136,T136,Jonas Blixt,71.23,926,13
