,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Russell Henley,68.86,964,14
1,T1,T1,Dicky Pride,68.86,482,7
2,3,3,Hideki Matsuyama,68.87,1033,15
3,4,4,Padraig Harrington,69.0,759,11
4,T5,T5,Alex Cejka,69.23,900,13
5,T5,T5,Steve Stricker,69.23,900,13
6,7,7,Graeme McDowell,69.3,693,10
7,8,8,Phil Mickelson,69.47,1042,15
8,T9,T9,Aaron Baddeley,69.5,1251,18
9,T9,T9,Luke Guthrie,69.5,695,10
10,11,11,David Toms,69.54,904,13
11,T12,T12,Tyler Aldridge,69.57,974,14
12,T12,T12,Abraham Ancer,69.57,487,7
13,14,14,Ricky Barnes,69.58,1322,19
14,15,15,Smylie Kaufman,69.59,1183,17
15,16,16,Scott Stallings,69.6,696,10
16,17,17,D.A. Points,69.7,697,10
17,18,18,Webb Simpson,69.73,1046,15
18,T19,T19,Jason Day,69.76,1186,17
19,T19,T19,Charles Howell III,69.76,1465,21
20,T19,T19,Jimmy Walker,69.76,1186,17
21,T19,T19,Gary Woodland,69.76,1465,21
22,23,23,Jason Bohn,69.77,907,13
23,24,24,Nick Taylor,69.81,1117,16
24,25,25,Charl Schwartzel,69.82,1187,17
25,26,26,Jordan Spieth,69.83,1257,18
26,27,27,Brandt Snedeker,69.84,1327,19
27,28,28,Tim Wilkinson,69.93,979,14
28,29,29,Shawn Stefani,69.94,1119,16
29,30,30,Jamie Lovemark,69.95,1329,19
30,T31,T31,Matt Kuchar,70.0,1610,23
31,T31,T31,Scott Pinckney,70.0,1050,15
32,33,33,Scott Brown,70.05,1331,19
33,34,34,Patrick Rodgers,70.06,1121,16
34,35,35,Jason Dufner,70.08,1682,24
35,T36,T36,Blayne Barber,70.13,1052,15
36,T36,T36,John Huh,70.13,1122,16
37,38,38,Roberto Castro,70.14,1543,22
38,T39,T39,Stuart Appleby,70.15,912,13
39,T39,T39,Tony Finau,70.15,1403,20
40,41,41,Ryan Moore,70.16,1333,19
41,T42,T42,Peter Malnati,70.17,842,12
42,T42,T42,Ben Martin,70.17,1263,18
43,T44,T44,Sam Saunders,70.18,772,11
44,T44,T44,Robert Streb,70.18,1193,17
45,46,46,Sean O'Hair,70.22,1264,18
46,47,47,Ben Crane,70.23,913,13
47,48,48,Chris Kirk,70.24,1194,17
48,49,49,Louis Oosthuizen,70.25,843,12
49,50,50,Dawie van der Walt,70.27,773,11
50,51,51,Bill Haas,70.28,1265,18
51,T52,T52,Rickie Fowler,70.29,1195,17
52,T52,T52,Patrick Reed,70.29,1687,24
53,54,54,Dustin Johnson,70.3,1406,20
54,55,55,Bryce Molder,70.33,1055,15
55,56,56,Andres Gonzales,70.36,985,14
56,T57,T57,Si Woo Kim,70.41,1549,22
57,T57,T57,Kevin Na,70.41,1549,22
58,T57,T57,Hudson Swafford,70.41,1549,22
59,T60,T60,Thomas Aiken,70.42,845,12
60,T60,T60,Adam Scott,70.42,1338,19
61,T60,T60,Willy Wilcox,70.42,845,12
62,63,63,Brooks Koepka,70.44,1127,16
