,Tenth_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_5_Scoring_Average_AVG,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Stuart Appleby,71,4.3,116,27
1,T2,T2,Jason Day,76,4.43,217,49
2,T2,T2,Daniel Summerhays,99,4.43,226,51
3,4,4,Gary Woodland,95,4.44,240,54
4,5,5,David Lingmerth,84,4.45,196,44
5,T6,T6,Patrick Reed,105,4.46,308,69
6,T6,T6,Jimmy Walker,85,4.46,183,41
7,T8,T8,Ben Martin,92,4.47,246,55
8,T8,T8,Adam Scott,79,4.47,201,45
9,T8,T8,Harold Varner III,92,4.47,201,45
10,11,11,Cameron Tringale,81,4.48,121,27
11,T12,T12,Blayne Barber,84,4.49,175,39
12,T12,T12,Keegan Bradley,82,4.49,211,47
13,T12,T12,Ben Crane,80,4.49,166,37
14,T12,T12,Rory McIlroy,69,4.49,166,37
15,T12,T12,Francesco Molinari,64,4.49,211,47
16,T17,T17,Jason Dufner,105,4.5,243,54
17,T17,T17,Rickie Fowler,80,4.5,216,48
18,T17,T17,Lucas Glover,75,4.5,261,58
19,T17,T17,Brendan Steele,88,4.5,216,48
20,T21,T21,Chris Kirk,90,4.51,158,35
21,T21,T21,Kelly Kraft,63,4.51,203,45
22,T21,T21,Bubba Watson,72,4.51,203,45
23,24,24,Justin Rose,65,4.52,217,48
24,T25,T25,Adam Hadwin,93,4.53,249,55
25,T25,T25,Si Woo Kim,113,4.53,222,49
26,T25,T25,Marc Leishman,89,4.53,249,55
27,T25,T25,Jhonattan Vegas,97,4.53,353,78
28,T29,T29,Luke Guthrie,57,4.54,186,41
29,T29,T29,David Hearn,95,4.54,336,74
30,T29,T29,Dustin Johnson,87,4.54,209,46
31,T29,T29,Luke List,79,4.54,313,69
32,T29,T29,Michael Thompson,71,4.54,245,54
33,34,34,Charles Howell III,91,4.55,241,53
34,T35,T35,Jonas Blixt,79,4.56,269,59
35,T35,T35,Bronson Burgoon,83,4.56,269,59
36,T35,T35,Fabián Gómez,82,4.56,164,36
37,T35,T35,Brooks Koepka,75,4.56,155,34
38,T35,T35,Anirban Lahiri,72,4.56,237,52
39,T35,T35,Ryan Palmer,86,4.56,146,32
40,T35,T35,Scott Stallings,74,4.56,82,18
41,T35,T35,Nick Taylor,83,4.56,237,52
42,T43,T43,Retief Goosen,55,4.57,160,35
43,T43,T43,Hideki Matsuyama,76,4.57,224,49
44,T45,T45,Harris English,97,4.58,252,55
45,T45,T45,Billy Horschel,73,4.58,261,57
46,T45,T45,Jason Kokrak,89,4.58,348,76
47,T45,T45,Brandt Snedeker,93,4.58,348,76
48,T49,T49,Chad Campbell,90,4.59,317,69
49,T49,T49,Roberto Castro,97,4.59,317,69
50,T49,T49,Phil Mickelson,75,4.59,266,58
51,T52,T52,Rob Oppenheim,67,4.6,193,42
52,T52,T52,Jordan Spieth,80,4.6,207,45
53,54,54,Emiliano Grillo,93,4.61,189,41
54,T55,T55,Sung Kang,89,4.62,245,53
55,T55,T55,Jamie Lovemark,91,4.62,314,68
56,T55,T55,George McNeill,51,4.62,208,45
57,T55,T55,David Toms,62,4.62,171,37
58,T55,T55,Tyrone Van Aswegen,105,4.62,268,58
59,T55,T55,Dawie van der Walt,72,4.62,254,55
60,T61,T61,Scott Brown,88,4.63,338,73
61,T61,T61,Chesson Hadley,81,4.63,148,32
62,T61,T61,Jim Herman,93,4.63,241,52
63,T61,T61,Billy Hurley III,66,4.63,264,57
64,T61,T61,Smylie Kaufman,91,4.63,259,56
65,T61,T61,Matt Kuchar,100,4.63,384,83
66,T61,T61,Henrik Norlander,71,4.63,227,49
67,T61,T61,Sean O'Hair,89,4.63,241,52
68,T61,T61,Louis Oosthuizen,63,4.63,139,30
69,T61,T61,Rod Pampling,54,4.63,148,32
70,T61,T61,Scott Piercy,87,4.63,125,27
71,T61,T61,Charl Schwartzel,73,4.63,176,38
72,T61,T61,Brett Stegmaier,87,4.63,259,56
73,T74,T74,Zac Blair,99,4.64,339,73
74,T74,T74,Sergio Garcia,54,4.64,116,25
75,T74,T74,Rhein Gibson,58,4.64,181,39
76,T74,T74,Padraig Harrington,54,4.64,167,36
77,T74,T74,Hiroshi Iwata,85,4.64,283,61
78,T74,T74,Zach Johnson,90,4.64,274,59
79,T74,T74,Matt Jones,83,4.64,209,45
80,T74,T74,Colt Knost,90,4.64,209,45
81,T82,T82,Alex Cejka,71,4.65,214,46
82,T82,T82,Kevin Chappell,93,4.65,223,48
83,T82,T82,Kyle Stanley,92,4.65,251,54
84,T85,T85,Jason Bohn,67,4.66,233,50
85,T85,T85,Kevin Kisner,97,4.66,247,53
86,T85,T85,Andrew Loupe,75,4.66,270,58
