,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Dustin Johnson,87,21.4,189,883
1,2,2,Brooks Koepka,75,20.65,158,765
2,3,3,Rory McIlroy,69,19.97,131,656
3,4,4,Graham DeLaet,70,19.63,137,698
4,5,5,Jordan Spieth,80,19.49,160,821
5,6,6,Hideki Matsuyama,76,19.26,151,784
6,7,7,J.B. Holmes,77,19.25,153,795
7,8,8,Adam Scott,79,19.11,159,832
8,9,9,Jason Day,76,19.05,140,735
9,10,10,Brandt Snedeker,93,18.95,184,971
10,11,11,Kevin Na,96,18.91,190,1005
11,12,12,Wes Roach,59,18.75,111,592
12,13,13,Jamie Lovemark,91,18.57,179,964
13,14,14,Webb Simpson,70,18.49,142,768
14,15,15,Kevin Kisner,97,18.44,191,1036
15,16,16,Ryan Palmer,86,18.38,170,925
16,17,17,Matt Kuchar,100,18.26,191,1046
17,T18,T18,Branden Grace,63,18.22,117,642
18,T18,T18,Sean O'Hair,89,18.22,176,966
19,20,20,Billy Horschel,73,18.09,136,752
20,21,21,Michael Thompson,71,18.01,132,733
21,22,22,Andrew Loupe,75,17.94,143,797
22,23,23,Jason Dufner,105,17.93,201,1121
23,24,24,Emiliano Grillo,93,17.89,175,978
24,25,25,Jimmy Walker,85,17.87,161,901
25,26,26,Daniel Berger,92,17.86,170,952
26,27,27,D.A. Points,55,17.77,97,546
27,28,28,Lucas Glover,75,17.73,142,801
28,29,29,Robert Garrigus,69,17.71,125,706
29,30,30,John Senden,88,17.67,164,928
30,31,31,Anirban Lahiri,72,17.65,131,742
31,32,32,Ben Martin,92,17.63,167,947
32,33,33,Brian Harman,104,17.6,195,1108
33,34,34,Ricky Barnes,97,17.55,176,1003
