,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
53,T54,T54,Ángel Cabrera,62,14.52,36,248
54,T54,T54,Andrew Loupe,75,14.52,44,303
55,T54,T54,Cameron Tringale,81,14.52,45,310
56,57,57,Jordan Spieth,80,14.43,44,305
57,58,58,Spencer Levin,104,14.39,58,403
58,T59,T59,Hideki Matsuyama,76,14.38,42,292
59,T59,T59,Camilo Villegas,83,14.38,46,320
60,61,61,Justin Thomas,99,14.32,55,384
61,T62,T62,Ernie Els,66,14.29,38,266
62,T62,T62,Michael Thompson,71,14.29,39,273
63,64,64,Kevin Kisner,97,14.25,53,372
64,65,65,Lucas Glover,75,14.19,43,303
65,66,66,Patton Kizzire,93,14.17,51,360
66,67,67,Chris Kirk,90,14.12,48,340
67,68,68,Tyrone Van Aswegen,105,14.11,58,411
68,69,69,Dicky Pride,55,14.08,30,213
69,70,70,Boo Weekley,83,14.07,47,334
70,T71,T71,Charley Hoffman,91,14.04,50,356
71,T71,T71,Patrick Rodgers,89,14.04,48,342
72,73,73,Luke Guthrie,57,14.03,31,221
73,74,74,David Lingmerth,84,14.02,45,321
74,T75,T75,Abraham Ancer,51,13.99,27,193
75,T75,T75,William McGirt,98,13.99,55,393
76,T77,T77,D.H. Lee,61,13.97,32,229
77,T77,T77,Bryce Molder,80,13.97,44,315
78,79,79,Rod Pampling,54,13.93,28,201
79,80,80,Ben Martin,92,13.88,49,353
80,81,81,Graeme McDowell,63,13.87,33,238
81,82,82,Zac Blair,99,13.84,53,383
82,T83,T83,Rob Oppenheim,67,13.83,35,253
83,T83,T83,Patrick Reed,105,13.83,56,405
84,85,85,Steve Stricker,53,13.82,30,217
85,86,86,Smylie Kaufman,91,13.79,48,348
86,87,87,Steven Bowditch,71,13.78,39,283
87,88,88,Vaughn Taylor,72,13.75,40,291
88,89,89,Scott Brown,88,13.73,49,357
89,90,90,Bill Haas,86,13.68,45,329
90,91,91,Jason Dufner,105,13.56,56,413
91,T92,T92,Colt Knost,90,13.54,47,347
92,T92,T92,Greg Owen,85,13.54,44,325
93,94,94,Tom Hoge,81,13.5,42,311
94,95,95,K.J. Choi,73,13.47,40,297
95,96,96,Tyler Aldridge,83,13.4,43,321
96,97,97,Kyle Reifers,115,13.39,60,448
97,98,98,Stewart Cink,61,13.36,33,247
98,T99,T99,Andres Gonzales,80,13.33,42,315
99,T99,T99,Hudson Swafford,104,13.33,56,420
100,101,101,Jason Gore,78,13.29,40,301
101,102,102,Daniel Summerhays,99,13.22,53,401
102,103,103,Emiliano Grillo,93,13.2,47,356
103,104,104,Chez Reavie,90,13.18,46,349
104,105,105,Sean O'Hair,89,13.13,47,358
105,106,106,Jason Kokrak,89,13.09,47,359
106,107,107,Matt Jones,83,13.08,42,321
107,108,108,Ben Crane,80,13.07,40,306
108,109,109,Daniel Berger,92,13.06,47,360
109,110,110,Scott Langley,65,13.04,33,253
110,111,111,James Hahn,85,12.98,44,339
111,112,112,Vijay Singh,72,12.97,38,293
112,113,113,Blayne Barber,84,12.96,42,324
113,114,114,Scott Piercy,87,12.95,43,332
114,115,115,Whee Kim,82,12.93,41,317
115,116,116,Rory McIlroy,69,12.9,32,248
116,T117,T117,Harris English,97,12.82,50,390
117,T117,T117,Bubba Watson,72,12.82,35,273
118,119,119,Danny Lee,93,12.78,46,360
119,120,120,Luke Donald,81,12.77,42,329
120,T121,T121,Sung Kang,89,12.75,45,353
121,T121,T121,Brandt Snedeker,93,12.75,45,353
122,123,123,Keegan Bradley,82,12.73,42,330
123,124,124,Chad Campbell,90,12.71,46,362
124,125,125,Kelly Kraft,63,12.66,30,237
125,126,126,Matt Kuchar,100,12.63,49,388
126,127,127,Jonas Blixt,79,12.62,39,309
127,128,128,Brendon de Jonge,83,12.58,41,326
128,129,129,Geoff Ogilvy,63,12.55,30,239
129,130,130,Billy Horschel,73,12.5,35,280
130,131,131,Sam Saunders,69,12.45,33,265
131,132,132,Padraig Harrington,54,12.44,27,217
132,T133,T133,Webb Simpson,70,12.41,35,282
133,T133,T133,Scott Stallings,74,12.41,35,282
134,135,135,Jhonattan Vegas,97,12.33,46,373
135,136,136,Wes Roach,59,12.22,27,221
136,137,137,Andrew Landry,53,12.18,24,197
137,138,138,Hiroshi Iwata,85,12.17,41,337
138,T139,T139,Derek Fathauer,94,12.14,46,379
139,T139,T139,John Senden,88,12.14,42,346
140,141,141,Si Woo Kim,113,12.07,53,439
141,142,142,George McNeill,51,12.02,25,208
142,143,143,Will MacKenzie,84,12.0,39,325
143,144,144,Rhein Gibson,58,11.98,26,217
144,T145,T145,Charles Howell III,91,11.96,44,368
145,T145,T145,Mark Hubbard,101,11.96,47,393
146,147,147,Jason Bohn,67,11.9,32,269
147,148,148,Branden Grace,63,11.89,29,244
148,T149,T149,Morgan Hoffmann,71,11.85,32,270
149,T149,T149,Steve Wheatcroft,85,11.85,39,329
150,151,151,Jeff Overton,69,11.83,31,262
151,152,152,Paul Casey,77,11.82,35,296
152,153,153,Derek Ernst,59,11.79,27,229
153,154,154,Roberto Castro,97,11.76,46,391
154,155,155,Brian Harman,104,11.72,49,418
155,156,156,Willy Wilcox,67,11.7,31,265
156,157,157,Brett Stegmaier,87,11.59,40,345
157,158,158,Stuart Appleby,71,11.51,32,278
158,159,159,Chris Stroud,82,11.46,37,323
159,160,160,Luke List,79,11.25,35,311
160,161,161,Anirban Lahiri,72,11.23,31,276
161,162,162,Graham DeLaet,70,11.19,30,268
162,163,163,Thomas Aiken,70,11.15,30,269
163,164,164,Martin Piller,59,10.92,25,229
164,165,165,Rory Sabbatini,57,10.86,24,221
165,166,166,Francesco Molinari,64,10.85,28,258
166,167,167,Harold Varner III,92,10.81,40,370
167,168,168,Shawn Stefani,91,10.8,38,352
168,169,169,Robert Allenby,51,10.68,22,206
169,170,170,Marc Leishman,89,10.47,36,344
170,171,171,Jimmy Walker,85,10.46,34,325
171,172,172,Ken Duke,58,10.41,23,221
172,173,173,Tony Finau,95,10.21,39,382
173,174,174,Billy Hurley III,66,10.11,27,267
174,175,175,Hunter Mahan,61,10.04,25,249
175,176,176,Cameron Smith,73,9.96,28,281
176,177,177,Brendan Steele,88,9.82,33,336
177,178,178,Rickie Fowler,80,9.54,29,304
178,T179,T179,Jamie Lovemark,91,9.24,34,368
179,T179,T179,Gary Woodland,95,9.24,34,368
180,181,181,J.J. Henry,68,9.2,24,261
181,182,182,Seung-Yul Noh,85,9.15,30,328
182,183,183,Jim Herman,93,9.07,34,375
183,184,184,Erik Compton,65,9.06,23,254
184,185,185,Brendon Todd,66,7.84,20,255
