,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,75,2.9,421,145
1,T2,T2,Ricky Barnes,97,2.94,549,187
2,T2,T2,K.J. Choi,73,2.94,432,147
3,4,4,Tim Wilkinson,72,2.95,404,137
4,T5,T5,Alex Cejka,71,2.96,400,135
5,T5,T5,Jon Curran,99,2.96,590,199
6,T5,T5,Henrik Norlander,71,2.96,399,135
7,8,8,Jerry Kelly,76,2.97,454,153
8,T9,T9,Jim Furyk,52,2.98,310,104
9,T9,T9,Rhein Gibson,58,2.98,325,109
10,T9,T9,Chesson Hadley,81,2.98,474,159
11,T9,T9,Russell Knox,92,2.98,533,179
12,T13,T13,Jason Day,76,2.99,415,139
13,T13,T13,John Huh,86,2.99,509,170
14,T13,T13,Martin Laird,82,2.99,466,156
15,T13,T13,Spencer Levin,104,2.99,600,201
16,T13,T13,Steve Stricker,53,2.99,320,107
17,T18,T18,Luke Donald,81,3.0,489,163
18,T18,T18,David Hearn,95,3.0,573,191
19,T18,T18,Charles Howell III,91,3.0,546,182
20,T18,T18,Dustin Johnson,87,3.0,495,165
21,T18,T18,Whee Kim,82,3.0,471,157
22,T18,T18,Jason Kokrak,89,3.0,537,179
23,T18,T18,Carlos Ortiz,79,3.0,450,150
24,T18,T18,Adam Scott,79,3.0,456,152
25,T26,T26,Thomas Aiken,70,3.01,400,133
26,T26,T26,Chad Campbell,90,3.01,542,180
27,T26,T26,Paul Casey,77,3.01,446,148
28,T26,T26,Bill Haas,86,3.01,497,165
29,T26,T26,Hiroshi Iwata,85,3.01,503,167
30,T26,T26,Freddie Jacobson,86,3.01,521,173
31,T26,T26,Brooks Koepka,75,3.01,425,141
32,T26,T26,Troy Merritt,77,3.01,467,155
33,T26,T26,Bryce Molder,80,3.01,473,157
34,T26,T26,Scott Pinckney,87,3.01,511,170
35,T26,T26,Robert Streb,87,3.01,506,168
36,T26,T26,Chris Stroud,82,3.01,484,161
37,T26,T26,Dawie van der Walt,72,3.01,425,141
38,T26,T26,Camilo Villegas,83,3.01,476,158
39,T40,T40,Stewart Cink,61,3.02,372,123
40,T40,T40,Andres Gonzales,80,3.02,474,157
41,T40,T40,Scott Langley,65,3.02,384,127
42,T40,T40,Shane Lowry,57,3.02,329,109
43,T40,T40,Peter Malnati,85,3.02,516,171
44,T40,T40,Ryan Moore,86,3.02,492,163
45,T40,T40,Justin Rose,65,3.02,378,125
46,T40,T40,Rory Sabbatini,57,3.02,329,109
47,T40,T40,Sam Saunders,69,3.02,395,131
48,T40,T40,Charl Schwartzel,73,3.02,423,140
49,T40,T40,Mark Wilson,66,3.02,374,124
50,T51,T51,Zac Blair,99,3.03,578,191
51,T51,T51,Robert Garrigus,69,3.03,397,131
52,T51,T51,Brian Harman,104,3.03,631,208
53,T51,T51,Matt Jones,83,3.03,488,161
54,T51,T51,Kelly Kraft,63,3.03,361,119
55,T51,T51,William McGirt,98,3.03,596,197
56,T51,T51,George McNeill,51,3.03,309,102
57,T51,T51,Kevin Na,96,3.03,566,187
58,T51,T51,Rob Oppenheim,67,3.03,385,127
59,T51,T51,Vijay Singh,72,3.03,440,145
60,T51,T51,Brandt Snedeker,93,3.03,542,179
61,T62,T62,Tyler Aldridge,83,3.04,484,159
62,T62,T62,Blayne Barber,84,3.04,486,160
63,T62,T62,Keegan Bradley,82,3.04,499,164
64,T62,T62,Bronson Burgoon,83,3.04,484,159
65,T62,T62,Kevin Chappell,93,3.04,568,187
66,T62,T62,Chad Collins,73,3.04,447,147
67,T62,T62,Sergio Garcia,54,3.04,310,102
68,T62,T62,Fabián Gómez,82,3.04,480,158
69,T62,T62,Russell Henley,76,3.04,465,153
70,T62,T62,Michael Kim,100,3.04,583,192
71,T62,T62,Patton Kizzire,93,3.04,541,178
72,T62,T62,John Senden,88,3.04,523,172
73,T62,T62,Michael Thompson,71,3.04,417,137
74,T62,T62,Johnson Wagner,86,3.04,523,172
75,T76,T76,Stuart Appleby,71,3.05,421,138
76,T76,T76,Jonas Blixt,79,3.05,467,153
77,T76,T76,Roberto Castro,97,3.05,594,195
78,T76,T76,Luke Guthrie,57,3.05,338,111
