,Back_9_Par_5_Scoring_Average_RANK THIS WEEK,Back_9_Par_5_Scoring_Average_RANK LAST WEEK,Back_9_Par_5_Scoring_Average_PLAYER NAME,Back_9_Par_5_Scoring_Average_ROUNDS,Back_9_Par_5_Scoring_Average_AVG,Back_9_Par_5_Scoring_Average_TOTAL STROKES,Back_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,69,4.49,467,104
1,2,2,Ryan Palmer,86,4.5,634,141
2,3,3,Charles Howell III,91,4.52,665,147
3,T4,T4,Jason Day,76,4.53,535,118
4,T4,T4,Si Woo Kim,113,4.53,816,180
5,6,6,Dustin Johnson,87,4.54,622,137
6,T7,T7,Alex Cejka,71,4.55,555,122
7,T7,T7,Kyle Reifers,115,4.55,842,185
8,T7,T7,Gary Woodland,95,4.55,655,144
9,T10,T10,Adam Scott,79,4.56,529,116
10,T10,T10,Jordan Spieth,80,4.56,552,121
11,T10,T10,Boo Weekley,83,4.56,606,133
12,T13,T13,Roberto Castro,97,4.58,760,166
13,T13,T13,Brendan Steele,88,4.58,632,138
14,T13,T13,Michael Thompson,71,4.58,531,116
15,T16,T16,Harris English,97,4.59,680,148
16,T16,T16,Tony Finau,95,4.59,707,154
17,T16,T16,Patton Kizzire,93,4.59,674,147
18,T16,T16,Jimmy Walker,85,4.59,610,133
19,T20,T20,Chad Campbell,90,4.6,667,145
20,T20,T20,Stewart Cink,61,4.6,460,100
21,T20,T20,Lucas Glover,75,4.6,552,120
22,T20,T20,Andrew Loupe,75,4.6,602,131
23,T24,T24,Stuart Appleby,71,4.61,521,113
24,T24,T24,Brendon de Jonge,83,4.61,650,141
25,T24,T24,Jim Herman,93,4.61,678,147
26,T24,T24,Jason Kokrak,89,4.61,655,142
27,T24,T24,Luke List,79,4.61,609,132
28,T24,T24,Ben Martin,92,4.61,678,147
29,T30,T30,Matt Kuchar,100,4.62,670,145
30,T30,T30,Jhonattan Vegas,97,4.62,757,164
31,T32,T32,Brian Harman,104,4.63,819,177
32,T32,T32,J.B. Holmes,77,4.63,569,123
33,T32,T32,Zach Johnson,90,4.63,592,128
34,T32,T32,Colt Knost,90,4.63,648,140
35,T32,T32,Brooks Koepka,75,4.63,523,113
36,T32,T32,Henrik Norlander,71,4.63,546,118
37,T32,T32,Louis Oosthuizen,63,4.63,398,86
38,T32,T32,Brett Stegmaier,87,4.63,648,140
39,T32,T32,Justin Thomas,99,4.63,681,147
40,T41,T41,Paul Casey,77,4.64,547,118
41,T41,T41,Rickie Fowler,80,4.64,575,124
42,T41,T41,Robert Garrigus,69,4.64,487,105
43,T41,T41,Jason Gore,78,4.64,589,127
44,T41,T41,Emiliano Grillo,93,4.64,686,148
45,T41,T41,Mark Hubbard,101,4.64,771,166
46,T41,T41,Spencer Levin,104,4.64,771,166
47,T41,T41,Hideki Matsuyama,76,4.64,571,123
48,T41,T41,Phil Mickelson,75,4.64,543,117
49,T41,T41,Daniel Summerhays,99,4.64,766,165
50,T41,T41,Steve Wheatcroft,85,4.64,649,140
51,T52,T52,Blayne Barber,84,4.65,604,130
52,T52,T52,Jonas Blixt,79,4.65,605,130
53,T52,T52,Bronson Burgoon,83,4.65,600,129
54,T52,T52,Bill Haas,86,4.65,595,128
55,T52,T52,William McGirt,98,4.65,768,165
56,T52,T52,Francesco Molinari,64,4.65,456,98
57,T52,T52,Rod Pampling,54,4.65,395,85
58,T52,T52,John Senden,88,4.65,669,144
59,T52,T52,Hudson Swafford,104,4.65,786,169
60,T52,T52,Harold Varner III,92,4.65,683,147
61,T52,T52,Bubba Watson,72,4.65,526,113
62,T63,T63,Aaron Baddeley,93,4.66,689,148
63,T63,T63,Luke Guthrie,57,4.66,429,92
64,T63,T63,Chesson Hadley,81,4.66,653,140
65,T63,T63,Seung-Yul Noh,85,4.66,592,127
66,T63,T63,Patrick Rodgers,89,4.66,666,143
67,T63,T63,Chris Stroud,82,4.66,643,138
68,T69,T69,Thomas Aiken,70,4.67,542,116
69,T69,T69,Andres Gonzales,80,4.67,602,129
70,T69,T69,Billy Horschel,73,4.67,542,116
71,T69,T69,Matt Jones,83,4.67,621,133
72,T69,T69,Chez Reavie,90,4.67,654,140
73,T69,T69,Justin Rose,65,4.67,500,107
74,T69,T69,Webb Simpson,70,4.67,486,104
75,T69,T69,Steve Stricker,53,4.67,388,83
76,T69,T69,Dawie van der Walt,72,4.67,542,116
77,T78,T78,Keegan Bradley,82,4.68,609,130
78,T78,T78,Charley Hoffman,91,4.68,637,136
79,T78,T78,Smylie Kaufman,91,4.68,669,143
80,T78,T78,Jerry Kelly,76,4.68,576,123
81,T78,T78,Scott Langley,65,4.68,515,110
82,T78,T78,Hunter Mahan,61,4.68,548,117
83,T78,T78,Scott Piercy,87,4.68,627,134
84,T78,T78,Wes Roach,59,4.68,426,91
85,T78,T78,Charl Schwartzel,73,4.68,505,108
86,T78,T78,Kyle Stanley,92,4.68,664,142
87,T88,T88,K.J. Choi,73,4.69,629,134
88,T88,T88,Chad Collins,73,4.69,581,124
89,T88,T88,Adam Hadwin,93,4.69,722,154
90,T88,T88,David Hearn,95,4.69,736,157
91,T88,T88,Andrew Landry,53,4.69,380,81
92,T88,T88,David Lingmerth,84,4.69,619,132
93,T88,T88,Steve Marino,72,4.69,535,114
94,T88,T88,Graeme McDowell,63,4.69,417,89
95,T88,T88,Patrick Reed,105,4.69,764,163
96,T97,T97,Derek Fathauer,94,4.7,695,148
97,T97,T97,Sung Kang,89,4.7,635,135
98,T97,T97,Jamie Lovemark,91,4.7,719,153
99,T97,T97,Peter Malnati,85,4.7,668,142
100,T97,T97,Geoff Ogilvy,63,4.7,493,105
101,T97,T97,Jeff Overton,69,4.7,484,103
102,T103,T103,Kevin Chappell,93,4.71,707,150
103,T103,T103,Ernie Els,66,4.71,518,110
104,T103,T103,John Huh,86,4.71,645,137
105,T103,T103,Kelly Kraft,63,4.71,499,106
106,T107,T107,Scott Brown,88,4.72,694,147
107,T107,T107,Derek Ernst,59,4.72,481,102
108,T107,T107,Freddie Jacobson,86,4.72,670,142
109,T107,T107,D.H. Lee,61,4.72,491,104
110,T107,T107,Kevin Na,96,4.72,722,153
111,T107,T107,Sean O'Hair,89,4.72,651,138
112,T107,T107,Shawn Stefani,91,4.72,647,137
113,T114,T114,Ricky Barnes,97,4.73,729,154
114,T114,T114,Ben Crane,80,4.73,591,125
115,T114,T114,Sergio Garcia,54,4.73,388,82
116,T114,T114,Fabián Gómez,82,4.73,587,124
117,T114,T114,Tom Hoge,81,4.73,577,122
118,T114,T114,Hiroshi Iwata,85,4.73,676,143
119,T114,T114,Shane Lowry,57,4.73,421,89
120,T114,T114,Rob Oppenheim,67,4.73,501,106
121,T114,T114,Robert Streb,87,4.73,676,143
122,T114,T114,Vaughn Taylor,72,4.73,567,120
123,T124,T124,Jason Bohn,67,4.74,526,111
124,T124,T124,Graham DeLaet,70,4.74,540,114
125,T124,T124,Rhein Gibson,58,4.74,465,98
126,T124,T124,Padraig Harrington,54,4.74,431,91
127,T124,T124,Chris Kirk,90,4.74,650,137
128,T124,T124,Brandt Snedeker,93,4.74,683,144
129,T124,T124,Scott Stallings,74,4.74,554,117
130,T124,T124,Nick Taylor,83,4.74,664,140
131,T124,T124,David Toms,62,4.74,488,103
132,T133,T133,Robert Allenby,51,4.75,413,87
133,T133,T133,Daniel Berger,92,4.75,703,148
134,T133,T133,Jon Curran,99,4.75,769,162
135,T133,T133,Jason Dufner,105,4.75,713,150
136,T133,T133,Kevin Kisner,97,4.75,689,145
137,T133,T133,Will MacKenzie,84,4.75,627,132
138,T133,T133,Vijay Singh,72,4.75,542,114
139,T133,T133,Cameron Tringale,81,4.75,684,144
140,T141,T141,Tyler Aldridge,83,4.76,647,136
141,T141,T141,Erik Compton,65,4.76,486,102
142,T141,T141,Ken Duke,58,4.76,452,95
143,T141,T141,Morgan Hoffmann,71,4.76,547,115
144,T141,T141,Michael Kim,100,4.76,752,158
145,T141,T141,Russell Knox,92,4.76,652,137
146,T141,T141,Anirban Lahiri,72,4.76,543,114
147,T141,T141,Troy Merritt,77,4.76,662,139
148,T141,T141,Carlos Ortiz,79,4.76,614,129
149,T141,T141,Scott Pinckney,87,4.76,700,147
150,T141,T141,Johnson Wagner,86,4.76,642,135
151,T152,T152,Jim Furyk,52,4.77,353,74
152,T152,T152,Retief Goosen,55,4.77,448,94
153,T152,T152,Russell Henley,76,4.77,563,118
154,T152,T152,J.J. Henry,68,4.77,548,115
155,T152,T152,Bryce Molder,80,4.77,635,133
156,T152,T152,Kevin Streelman,82,4.77,678,142
157,T152,T152,Camilo Villegas,83,4.77,630,132
158,T152,T152,Willy Wilcox,67,4.77,529,111
159,T152,T152,Mark Wilson,66,4.77,472,99
160,T161,T161,Billy Hurley III,66,4.78,516,108
161,T161,T161,Greg Owen,85,4.78,650,136
162,T161,T161,Tyrone Van Aswegen,105,4.78,788,165
163,T164,T164,Whee Kim,82,4.79,642,134
164,T164,T164,Marc Leishman,89,4.79,632,132
165,T164,T164,Martin Piller,59,4.79,474,99
166,T164,T164,Tim Wilkinson,72,4.79,508,106
167,T168,T168,Ángel Cabrera,62,4.81,519,108
168,T168,T168,James Hahn,85,4.81,659,137
169,T168,T168,Danny Lee,93,4.81,745,155
170,T168,T168,Dicky Pride,55,4.81,433,90
171,T172,T172,Sam Saunders,69,4.82,511,106
172,T172,T172,Brian Stuard,66,4.82,511,106
173,T174,T174,Zac Blair,99,4.83,754,156
174,T174,T174,Branden Grace,63,4.83,454,94
175,T174,T174,Brendon Todd,66,4.83,526,109
176,T177,T177,Ryan Moore,86,4.85,655,135
177,T177,T177,D.A. Points,55,4.85,427,88
178,T177,T177,Rory Sabbatini,57,4.85,461,95
179,T177,T177,Cameron Smith,73,4.85,592,122
180,T181,T181,Martin Laird,82,4.87,643,132
181,T181,T181,George McNeill,51,4.87,419,86
182,T183,T183,Abraham Ancer,51,4.89,401,82
183,T183,T183,Luke Donald,81,4.89,640,131
184,185,185,Steven Bowditch,71,5.02,597,119
