,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,Jason Day,76,4.45,463,104
1,T1,T1,Gary Woodland,95,4.45,641,144
2,3,3,Jimmy Walker,85,4.47,478,107
3,4,4,Rory McIlroy,69,4.48,394,88
4,5,5,Jordan Spieth,80,4.49,391,87
5,6,6,Roberto Castro,97,4.52,746,165
6,7,7,Charles Howell III,91,4.53,697,154
7,T8,T8,Francesco Molinari,64,4.54,445,98
8,T8,T8,Bubba Watson,72,4.54,517,114
9,10,10,Michael Thompson,71,4.55,537,118
10,T11,T11,Tony Finau,95,4.56,688,151
11,T11,T11,Dustin Johnson,87,4.56,374,82
12,T11,T11,Ben Martin,92,4.56,752,165
13,T11,T11,Scott Piercy,87,4.56,648,142
14,T11,T11,Justin Rose,65,4.56,465,102
15,T11,T11,Cameron Tringale,81,4.56,556,122
16,T17,T17,Matt Jones,83,4.57,622,136
17,T17,T17,Kelly Kraft,63,4.57,384,84
18,T19,T19,Luke Guthrie,57,4.58,426,93
19,T19,T19,Adam Scott,79,4.58,371,81
20,T19,T19,Brendan Steele,88,4.58,609,133
21,T19,T19,Jhonattan Vegas,97,4.58,792,173
22,T23,T23,Jonas Blixt,79,4.59,597,130
23,T23,T23,Chad Campbell,90,4.59,679,148
24,T23,T23,Alex Cejka,71,4.59,555,121
25,T23,T23,Sergio Garcia,54,4.59,340,74
26,T23,T23,Lucas Glover,75,4.59,587,128
27,T23,T23,Matt Kuchar,100,4.59,666,145
28,T23,T23,Andrew Loupe,75,4.59,587,128
29,T23,T23,Phil Mickelson,75,4.59,477,104
30,T23,T23,Harold Varner III,92,4.59,643,140
31,T32,T32,Keegan Bradley,82,4.6,625,136
32,T32,T32,Zach Johnson,90,4.6,625,136
33,T32,T32,Smylie Kaufman,91,4.6,658,143
34,T32,T32,Brooks Koepka,75,4.6,423,92
35,T32,T32,Steve Stricker,53,4.6,359,78
36,T32,T32,Nick Taylor,83,4.6,594,129
37,T38,T38,Brian Harman,104,4.61,844,183
38,T38,T38,Si Woo Kim,113,4.61,742,161
39,T38,T38,Chris Kirk,90,4.61,668,145
40,T38,T38,Hideki Matsuyama,76,4.61,466,101
41,T38,T38,Louis Oosthuizen,63,4.61,369,80
42,T38,T38,Justin Thomas,99,4.61,683,148
43,T44,T44,Jim Herman,93,4.62,735,159
44,T44,T44,Mark Hubbard,101,4.62,767,166
45,T44,T44,Jason Kokrak,89,4.62,748,162
46,T44,T44,Anirban Lahiri,72,4.62,550,119
47,T44,T44,Luke List,79,4.62,545,118
48,T44,T44,Patrick Reed,105,4.62,753,163
49,T44,T44,Brandt Snedeker,93,4.62,554,120
50,T44,T44,Brett Stegmaier,87,4.62,642,139
51,T52,T52,Bronson Burgoon,83,4.63,532,115
52,T52,T52,Rickie Fowler,80,4.63,435,94
53,T52,T52,David Lingmerth,84,4.63,662,143
54,T52,T52,Jamie Lovemark,91,4.63,694,150
55,T52,T52,John Senden,88,4.63,634,137
56,T57,T57,Stuart Appleby,71,4.64,561,121
57,T57,T57,Charley Hoffman,91,4.64,594,128
58,T57,T57,Freddie Jacobson,86,4.64,612,132
59,T57,T57,Russell Knox,92,4.64,692,149
60,T57,T57,Ryan Palmer,86,4.64,617,133
61,T57,T57,Chris Stroud,82,4.64,687,148
62,T57,T57,Dawie van der Walt,72,4.64,552,119
63,T57,T57,Boo Weekley,83,4.64,664,143
64,T65,T65,Blayne Barber,84,4.65,623,134
65,T65,T65,Erik Compton,65,4.65,553,119
66,T65,T65,Harris English,97,4.65,753,162
67,T65,T65,Marc Leishman,89,4.65,688,148
68,T65,T65,Bryce Molder,80,4.65,609,131
69,T65,T65,Sean O'Hair,89,4.65,683,147
70,T65,T65,Webb Simpson,70,4.65,511,110
71,T65,T65,Scott Stallings,74,4.65,525,113
72,T65,T65,Daniel Summerhays,99,4.65,818,176
73,T65,T65,Hudson Swafford,104,4.65,734,158
74,T75,T75,Daniel Berger,92,4.66,703,151
75,T75,T75,Brendon de Jonge,83,4.66,653,140
76,T75,T75,Robert Garrigus,69,4.66,573,123
77,T75,T75,Rhein Gibson,58,4.66,401,86
78,T75,T75,Emiliano Grillo,93,4.66,773,166
79,T75,T75,Adam Hadwin,93,4.66,709,152
80,T75,T75,Troy Merritt,77,4.66,625,134
81,T75,T75,Shawn Stefani,91,4.66,704,151
82,T83,T83,Jason Bohn,67,4.67,565,121
83,T83,T83,Jason Dufner,105,4.67,710,152
84,T83,T83,Andres Gonzales,80,4.67,659,141
85,T83,T83,Retief Goosen,55,4.67,425,91
86,T83,T83,Sung Kang,89,4.67,598,128
87,T83,T83,Henrik Norlander,71,4.67,612,131
88,T83,T83,Scott Pinckney,87,4.67,705,151
89,T83,T83,Charl Schwartzel,73,4.67,439,94
90,T91,T91,Kevin Chappell,93,4.68,655,140
91,T91,T91,Stewart Cink,61,4.68,519,111
92,T91,T91,Graham DeLaet,70,4.68,463,99
93,T91,T91,Morgan Hoffmann,71,4.68,459,98
94,T91,T91,Billy Horschel,73,4.68,533,114
95,T91,T91,Kevin Kisner,97,4.68,674,144
96,T91,T91,Spencer Levin,104,4.68,795,170
97,T91,T91,William McGirt,98,4.68,795,170
98,T91,T91,Seung-Yul Noh,85,4.68,608,130
99,T91,T91,Kyle Reifers,115,4.68,871,186
100,T91,T91,Kyle Stanley,92,4.68,707,151
101,T102,T102,Aaron Baddeley,93,4.69,736,157
102,T102,T102,Paul Casey,77,4.69,427,91
103,T102,T102,Ernie Els,66,4.69,591,126
104,T102,T102,Russell Henley,76,4.69,502,107
105,T102,T102,Patton Kizzire,93,4.69,741,158
106,T102,T102,Colt Knost,90,4.69,676,144
107,T102,T102,D.H. Lee,61,4.69,483,103
108,T102,T102,Graeme McDowell,63,4.69,474,101
109,T102,T102,Ryan Moore,86,4.69,507,108
110,T102,T102,Kevin Na,96,4.69,629,134
111,T102,T102,Geoff Ogilvy,63,4.69,506,108
112,T102,T102,Chez Reavie,90,4.69,703,150
113,T114,T114,Jim Furyk,52,4.7,348,74
114,T114,T114,Fabián Gómez,82,4.7,691,147
115,T114,T114,Padraig Harrington,54,4.7,437,93
116,T114,T114,John Huh,86,4.7,616,131
117,T114,T114,Billy Hurley III,66,4.7,498,106
118,T114,T114,Michael Kim,100,4.7,756,161
119,T114,T114,Kevin Streelman,82,4.7,677,144
120,T121,T121,Thomas Aiken,70,4.71,594,126
121,T121,T121,Ricky Barnes,97,4.71,792,168
122,T121,T121,Scott Brown,88,4.71,640,136
123,T121,T121,Ken Duke,58,4.71,419,89
124,T121,T121,Derek Ernst,59,4.71,499,106
125,T121,T121,Jason Gore,78,4.71,674,143
126,T121,T121,Carlos Ortiz,79,4.71,636,135
127,T121,T121,Robert Streb,87,4.71,711,151
128,T121,T121,Johnson Wagner,86,4.71,631,134
129,T121,T121,Willy Wilcox,67,4.71,546,116
130,T131,T131,Tyler Aldridge,83,4.72,628,133
131,T131,T131,Hiroshi Iwata,85,4.72,684,145
132,T131,T131,Andrew Landry,53,4.72,420,89
133,T131,T131,Camilo Villegas,83,4.72,632,134
134,T135,T135,Ben Crane,80,4.73,535,113
135,T135,T135,Chesson Hadley,81,4.73,596,126
136,T135,T135,David Hearn,95,4.73,714,151
137,T135,T135,Whee Kim,82,4.73,705,149
138,T135,T135,Martin Laird,82,4.73,671,142
139,T135,T135,Danny Lee,93,4.73,653,138
140,T135,T135,Shane Lowry,57,4.73,369,78
141,T135,T135,Rod Pampling,54,4.73,426,90
142,T135,T135,Martin Piller,59,4.73,440,93
143,T135,T135,Vijay Singh,72,4.73,563,119
144,T135,T135,Tyrone Van Aswegen,105,4.73,757,160
145,T135,T135,Steve Wheatcroft,85,4.73,686,145
146,T147,T147,Dicky Pride,55,4.74,441,93
147,T147,T147,Tim Wilkinson,72,4.74,531,112
148,T149,T149,Zac Blair,99,4.75,774,163
149,T149,T149,J.B. Holmes,77,4.75,603,127
150,T149,T149,Jerry Kelly,76,4.75,546,115
151,T149,T149,Scott Langley,65,4.75,541,114
152,T149,T149,Hunter Mahan,61,4.75,632,133
153,T149,T149,Vaughn Taylor,72,4.75,603,127
154,T155,T155,Bill Haas,86,4.76,581,122
155,T155,T155,Tom Hoge,81,4.76,557,117
156,T155,T155,Peter Malnati,85,4.76,652,137
157,T155,T155,Sam Saunders,69,4.76,471,99
158,T155,T155,Brendon Todd,66,4.76,481,101
159,T160,T160,Ángel Cabrera,62,4.77,549,115
160,T160,T160,K.J. Choi,73,4.77,477,100
161,T160,T160,Chad Collins,73,4.77,649,136
162,T160,T160,Steve Marino,72,4.77,548,115
163,T160,T160,Rob Oppenheim,67,4.77,506,106
164,T160,T160,Greg Owen,85,4.77,687,144
165,T160,T160,Patrick Rodgers,89,4.77,615,129
166,T160,T160,David Toms,62,4.77,472,99
167,T160,T160,Mark Wilson,66,4.77,525,110
168,T169,T169,Jon Curran,99,4.78,851,178
169,T169,T169,Luke Donald,81,4.78,660,138
170,T169,T169,J.J. Henry,68,4.78,612,128
171,T169,T169,Brian Stuard,66,4.78,516,108
172,T173,T173,Robert Allenby,51,4.79,402,84
