,First_Tee_Early_Lowest_Round_RANK THIS WEEK,First_Tee_Early_Lowest_Round_RANK LAST WEEK,First_Tee_Early_Lowest_Round_PLAYER NAME,First_Tee_Early_Lowest_Round_ROUNDS,First_Tee_Early_Lowest_Round_LOW RND
0,1,1,Jim Furyk,52,58
1,T2,T2,Scott Langley,65,62
2,T2,T2,William McGirt,98,62
3,T2,T2,Scott Piercy,87,62
4,T2,T2,D.A. Points,55,62
5,T2,T2,Justin Thomas,99,62
6,T2,T2,Danny Willett,33,62
7,T8,T8,Ricky Barnes,97,63
8,T8,T8,George Coetzee,26,63
9,T8,T8,Brian Harman,104,63
10,T8,T8,Kevin Kisner,97,63
11,T8,T8,Colt Knost,90,63
12,T8,T8,Andrew Loupe,75,63
13,T8,T8,Kevin Na,96,63
14,T8,T8,Geoff Ogilvy,63,63
15,T8,T8,Scott Pinckney,87,63
16,T8,T8,Chez Reavie,90,63
17,T8,T8,Jordan Spieth,80,63
18,T8,T8,Hudson Swafford,104,63
19,T8,T8,Jimmy Walker,85,63
20,T21,T21,Aaron Baddeley,93,64
21,T21,T21,Blayne Barber,84,64
22,T21,T21,Daniel Berger,92,64
23,T21,T21,Jason Bohn,67,64
24,T21,T21,Steven Bowditch,71,64
25,T21,T21,Stewart Cink,61,64
26,T21,T21,Adam Hadwin,93,64
27,T21,T21,Charley Hoffman,91,64
28,T21,T21,Mark Hubbard,101,64
29,T21,T21,Freddie Jacobson,86,64
30,T21,T21,Dustin Johnson,87,64
31,T21,T21,Sung Kang,89,64
32,T21,T21,Whee Kim,82,64
33,T21,T21,Si Woo Kim,113,64
34,T21,T21,Søren Kjeldsen,43,64
35,T21,T21,Brooks Koepka,75,64
36,T21,T21,Anirban Lahiri,72,64
37,T21,T21,Spencer Levin,104,64
38,T21,T21,David Lingmerth,84,64
39,T21,T21,Henrik Norlander,71,64
40,T21,T21,Sean O'Hair,89,64
41,T21,T21,Louis Oosthuizen,63,64
42,T21,T21,Carlos Ortiz,79,64
43,T21,T21,Jeff Overton,69,64
44,T21,T21,Greg Owen,85,64
45,T21,T21,Ryan Palmer,86,64
46,T21,T21,Cameron Percy,49,64
47,T21,T21,Patrick Reed,105,64
48,T21,T21,Brendan Steele,88,64
49,T21,T21,Robert Streb,87,64
50,T21,T21,Chris Stroud,82,64
51,T21,T21,Brian Stuard,66,64
52,T21,T21,Vaughn Taylor,72,64
53,T21,T21,Michael Thompson,71,64
54,T21,T21,Johnson Wagner,86,64
55,T21,T21,Steve Wheatcroft,85,64
56,T21,T21,Willy Wilcox,67,64
57,T21,T21,Tim Wilkinson,72,64
58,T21,T21,Gary Woodland,95,64
59,T60,T60,Byeong Hun An,47,65
60,T60,T60,Stuart Appleby,71,65
61,T60,T60,Ryan Armour,4,65
62,T60,T60,Scott Brown,88,65
63,T60,T60,Roberto Castro,97,65
64,T60,T60,Kevin Chappell,93,65
65,T60,T60,Tim Clark,19,65
66,T60,T60,Chad Collins,73,65
67,T60,T60,Ben Crane,80,65
68,T60,T60,Jason Day,76,65
69,T60,T60,Graham DeLaet,70,65
70,T60,T60,Luke Donald,81,65
71,T60,T60,Jason Dufner,105,65
72,T60,T60,Ken Duke,58,65
73,T60,T60,Derek Fathauer,94,65
74,T60,T60,Martin Flores,8,65
75,T60,T60,Brice Garnett,45,65
76,T60,T60,Robert Garrigus,69,65
77,T60,T60,Rhein Gibson,58,65
78,T60,T60,Fabián Gómez,82,65
79,T60,T60,Andres Gonzales,80,65
80,T60,T60,Retief Goosen,55,65
81,T60,T60,Jason Gore,78,65
82,T60,T60,Emiliano Grillo,93,65
83,T60,T60,Luke Guthrie,57,65
84,T60,T60,Bill Haas,86,65
85,T60,T60,James Hahn,85,65
86,T60,T60,Padraig Harrington,54,65
87,T60,T60,David Hearn,95,65
88,T60,T60,Russell Henley,76,65
89,T60,T60,Tom Hoge,81,65
90,T60,T60,John Huh,86,65
91,T60,T60,Billy Hurley III,66,65
92,T60,T60,Ryo Ishikawa,17,65
93,T60,T60,Zach Johnson,90,65
94,T60,T60,Jerry Kelly,76,65
95,T60,T60,Michael Kim,100,65
96,T60,T60,Chris Kirk,90,65
97,T60,T60,Jason Kokrak,89,65
98,T60,T60,Matt Kuchar,100,65
99,T60,T60,D.H. Lee,61,65
100,T60,T60,Danny Lee,93,65
101,T60,T60,Marc Leishman,89,65
102,T60,T60,Justin Leonard,40,65
103,T60,T60,Luke List,79,65
104,T60,T60,Jamie Lovemark,91,65
105,T60,T60,Shane Lowry,57,65
106,T60,T60,Joost Luiten,6,65
107,T60,T60,Ben Martin,92,65
108,T60,T60,Rory McIlroy,69,65
