,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Brooks Koepka,75,3.96,1510,381
1,2,2,Tim Wilkinson,72,3.97,1470,370
2,T3,T3,Paul Casey,77,3.98,1591,400
3,T3,T3,Brandt Snedeker,93,3.98,1923,483
4,T3,T3,Jordan Spieth,80,3.98,1637,411
5,T6,T6,Daniel Berger,92,3.99,1877,471
6,T6,T6,Ryan Moore,86,3.99,1709,428
7,T6,T6,Steve Stricker,53,3.99,1133,284
8,T9,T9,Ricky Barnes,97,4.0,1982,495
9,T9,T9,Chad Campbell,90,4.0,1930,483
10,T9,T9,Roberto Castro,97,4.0,2045,511
11,T9,T9,Jason Day,76,4.0,1476,369
12,T9,T9,Rickie Fowler,80,4.0,1676,419
13,T9,T9,Lucas Glover,75,4.0,1613,403
14,T9,T9,Emiliano Grillo,93,4.0,1945,486
15,T9,T9,Russell Henley,76,4.0,1648,412
16,T9,T9,Martin Laird,82,4.0,1650,412
17,T9,T9,Sean O'Hair,89,4.0,1938,484
18,T9,T9,Patrick Rodgers,89,4.0,1799,450
19,T9,T9,Hudson Swafford,104,4.0,2218,555
20,T9,T9,Nick Taylor,83,4.0,1643,411
21,T22,T22,Aaron Baddeley,93,4.01,1904,475
22,T22,T22,Dustin Johnson,87,4.01,1768,441
23,T22,T22,Marc Leishman,89,4.01,1884,470
24,T22,T22,William McGirt,98,4.01,2087,521
25,T22,T22,Kevin Na,96,4.01,1981,494
26,T22,T22,John Senden,88,4.01,1827,456
27,T22,T22,Webb Simpson,70,4.01,1540,384
28,T22,T22,Willy Wilcox,67,4.01,1365,340
29,T30,T30,Graham DeLaet,70,4.02,1382,344
30,T30,T30,Jason Dufner,105,4.02,2252,560
31,T30,T30,David Hearn,95,4.02,2034,506
32,T30,T30,Si Woo Kim,113,4.02,2337,581
33,T30,T30,Kevin Kisner,97,4.02,2079,517
34,T30,T30,Matt Kuchar,100,4.02,2101,523
35,T30,T30,Andrew Landry,53,4.02,1054,262
36,T30,T30,Jamie Lovemark,91,4.02,1931,480
37,T30,T30,Will MacKenzie,84,4.02,1705,424
38,T30,T30,Chez Reavie,90,4.02,1843,458
39,T30,T30,Adam Scott,79,4.02,1671,416
40,T30,T30,Brett Stegmaier,87,4.02,1813,451
41,T30,T30,Kevin Streelman,82,4.02,1730,430
42,T30,T30,Chris Stroud,82,4.02,1688,420
43,T30,T30,Jhonattan Vegas,97,4.02,1956,487
44,T30,T30,Gary Woodland,95,4.02,1967,489
45,T46,T46,Jason Bohn,67,4.03,1443,358
46,T46,T46,Alex Cejka,71,4.03,1414,351
47,T46,T46,Russell Knox,92,4.03,1961,486
48,T46,T46,Hideki Matsuyama,76,4.03,1565,388
49,T46,T46,Phil Mickelson,75,4.03,1559,387
50,T46,T46,D.A. Points,55,4.03,1084,269
51,T46,T46,Patrick Reed,105,4.03,2195,544
52,T46,T46,Charl Schwartzel,73,4.03,1525,378
53,T54,T54,Kevin Chappell,93,4.04,2007,497
54,T54,T54,Stewart Cink,61,4.04,1314,325
55,T54,T54,Luke Donald,81,4.04,1747,432
56,T54,T54,Harris English,97,4.04,2135,529
57,T54,T54,Jason Gore,78,4.04,1563,387
58,T54,T54,Luke Guthrie,57,4.04,1184,293
59,T54,T54,J.B. Holmes,77,4.04,1612,399
60,T54,T54,Charles Howell III,91,4.04,1965,486
61,T54,T54,Billy Hurley III,66,4.04,1423,352
62,T54,T54,Zach Johnson,90,4.04,1930,478
63,T54,T54,Sung Kang,89,4.04,1899,470
64,T54,T54,Chris Kirk,90,4.04,1852,458
65,T54,T54,Spencer Levin,104,4.04,2150,532
