,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Jason Day,76,3.95,1259,319
1,T1,T1,Dustin Johnson,87,3.95,1004,254
2,T1,T1,Patrick Rodgers,89,3.95,1698,430
3,T4,T4,Billy Horschel,73,3.96,1435,362
4,T4,T4,Jordan Spieth,80,3.96,1140,288
5,T4,T4,Johnson Wagner,86,3.96,1855,468
6,T7,T7,Charl Schwartzel,73,3.97,1347,339
7,T7,T7,Gary Woodland,95,3.97,1973,497
8,T9,T9,Ricky Barnes,97,3.98,2279,572
9,T9,T9,Charles Howell III,91,3.98,1946,489
10,T9,T9,Jamie Lovemark,91,3.98,1906,479
11,T12,T12,Emiliano Grillo,93,3.99,2259,566
12,T12,T12,Zach Johnson,90,3.99,1981,497
13,T12,T12,Brooks Koepka,75,3.99,1306,327
14,T12,T12,Andrew Landry,53,3.99,1208,303
15,T12,T12,Marc Leishman,89,3.99,1980,496
16,T12,T12,Luke List,79,3.99,1592,399
17,T12,T12,William McGirt,98,3.99,2220,557
18,T12,T12,Rory McIlroy,69,3.99,1045,262
19,T12,T12,Chez Reavie,90,3.99,1900,476
20,T12,T12,Brian Stuard,66,3.99,1525,382
21,T12,T12,Tim Wilkinson,72,3.99,1614,405
22,T23,T23,Paul Casey,77,4.0,1203,301
23,T23,T23,Alex Cejka,71,4.0,1435,359
24,T23,T23,Jason Gore,78,4.0,1718,429
25,T23,T23,Branden Grace,63,4.0,1301,325
26,T23,T23,Brian Harman,104,4.0,2287,572
27,T23,T23,Padraig Harrington,54,4.0,1300,325
28,T23,T23,David Hearn,95,4.0,1963,491
29,T23,T23,Russell Knox,92,4.0,1985,496
30,T23,T23,Matt Kuchar,100,4.0,2043,511
31,T23,T23,Anirban Lahiri,72,4.0,1540,385
32,T23,T23,Louis Oosthuizen,63,4.0,1076,269
33,T23,T23,Justin Rose,65,4.0,1269,317
34,T35,T35,Aaron Baddeley,93,4.01,2061,514
35,T35,T35,Daniel Berger,92,4.01,2086,520
36,T35,T35,Chad Campbell,90,4.01,2042,509
37,T35,T35,Roberto Castro,97,4.01,2192,547
