,Tenth_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_3_Scoring_Average_AVG,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,James Hahn,65.0,65,1
1,T2,T2,Smylie Kaufman,66.0,66,1
2,T2,T2,Matt Kuchar,66.0,132,2
3,T2,T2,Luke List,66.0,66,1
4,T2,T2,Phil Mickelson,66.0,66,1
5,T2,T2,Patrick Rodgers,66.0,66,1
6,T2,T2,Justin Thomas,66.0,66,1
7,8,8,Jonas Blixt,66.5,133,2
8,T9,T9,Stuart Appleby,67.0,67,1
9,T9,T9,Daniel Berger,67.0,67,1
10,T9,T9,Keegan Bradley,67.0,67,1
11,T9,T9,Bill Haas,67.0,67,1
12,T9,T9,Jason Kokrak,67.0,67,1
13,T9,T9,Scott Langley,67.0,67,1
14,T9,T9,Hunter Mahan,67.0,67,1
15,T9,T9,Louis Oosthuizen,67.0,67,1
16,T9,T9,Rob Oppenheim,67.0,67,1
17,18,18,Andres Gonzales,67.33,202,3
18,T19,T19,Michael Kim,67.5,135,2
19,T19,T19,Dawie van der Walt,67.5,405,6
20,21,21,Lucas Glover,67.67,203,3
21,T22,T22,Jason Bohn,68.0,136,2
22,T22,T22,Russell Henley,68.0,68,1
23,T22,T22,Andrew Loupe,68.0,68,1
24,T22,T22,Sam Saunders,68.0,68,1
25,T22,T22,Kyle Stanley,68.0,68,1
26,T22,T22,David Toms,68.0,136,2
27,T22,T22,Willy Wilcox,68.0,204,3
28,29,29,John Huh,68.25,273,4
29,30,30,Adam Hadwin,68.33,205,3
30,31,31,Harold Varner III,68.4,342,5
31,T32,T32,Martin Laird,68.5,137,2
32,T32,T32,Scott Stallings,68.5,137,2
