,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Dicky Pride,65.0,65,1
1,2,2,Graeme McDowell,66.5,266,4
2,3,3,Scott Stallings,67.5,135,2
3,4,4,Webb Simpson,67.6,338,5
4,5,5,Erik Compton,68.0,68,1
5,T6,T6,Jason Bohn,68.33,205,3
6,T6,T6,Willy Wilcox,68.33,205,3
7,8,8,Ryan Moore,68.44,616,9
8,9,9,David Toms,68.5,274,4
9,10,10,Luke Donald,68.83,413,6
10,T11,T11,Bill Haas,68.88,551,8
11,T11,T11,Russell Henley,68.88,551,8
12,T13,T13,Steven Bowditch,69.0,69,1
13,T13,T13,Branden Grace,69.0,276,4
14,T13,T13,James Hahn,69.0,276,4
15,T13,T13,Hideki Matsuyama,69.0,552,8
16,T13,T13,Greg Owen,69.0,69,1
17,T13,T13,Martin Piller,69.0,276,4
18,T13,T13,Nick Taylor,69.0,207,3
19,20,20,Brandt Snedeker,69.1,691,10
20,21,21,Alex Cejka,69.17,415,6
21,22,22,Patrick Reed,69.2,692,10
22,23,23,Jamie Lovemark,69.33,416,6
23,24,24,Robert Streb,69.4,347,5
24,T25,T25,Derek Fathauer,69.5,278,4
25,T25,T25,Steve Marino,69.5,139,2
26,T25,T25,Steve Stricker,69.5,417,6
27,28,28,Johnson Wagner,69.57,487,7
28,T29,T29,Henrik Norlander,69.67,209,3
29,T29,T29,Justin Rose,69.67,418,6
30,31,31,Smylie Kaufman,69.71,488,7
31,32,32,Adam Scott,69.75,837,12
32,33,33,Kyle Reifers,69.78,628,9
33,34,34,Zac Blair,69.8,349,5
34,35,35,Kevin Chappell,69.82,768,11
35,36,36,Phil Mickelson,69.83,419,6
36,37,37,Patrick Rodgers,69.86,489,7
37,38,38,Justin Thomas,69.89,629,9
38,T39,T39,Blayne Barber,70.0,280,4
39,T39,T39,Jon Curran,70.0,350,5
40,T39,T39,Charles Howell III,70.0,420,6
41,T39,T39,John Huh,70.0,280,4
42,T39,T39,Matt Jones,70.0,210,3
43,T39,T39,Andrew Landry,70.0,210,3
44,T39,T39,Peter Malnati,70.0,280,4
45,T39,T39,Ben Martin,70.0,210,3
46,T39,T39,Cameron Smith,70.0,210,3
47,48,48,Dustin Johnson,70.11,1262,18
48,49,49,Adam Hadwin,70.14,491,7
49,50,50,Si Woo Kim,70.22,632,9
50,T51,T51,Billy Hurley III,70.25,281,4
51,T51,T51,Scott Pinckney,70.25,281,4
52,53,53,Paul Casey,70.27,773,11
53,54,54,Jim Herman,70.29,492,7
54,T55,T55,Luke Guthrie,70.33,211,3
55,T55,T55,Michael Kim,70.33,422,6
56,T55,T55,Kevin Na,70.33,633,9
57,T58,T58,Stuart Appleby,70.5,141,2
58,T58,T58,Morgan Hoffmann,70.5,423,6
59,T58,T58,Whee Kim,70.5,141,2
60,T58,T58,Kyle Stanley,70.5,423,6
61,T58,T58,Tim Wilkinson,70.5,141,2
62,63,63,Marc Leishman,70.56,635,9
63,T64,T64,Freddie Jacobson,70.57,494,7
64,T64,T64,Chez Reavie,70.57,494,7
65,66,66,Jordan Spieth,70.58,847,12
66,T67,T67,Matt Kuchar,70.6,706,10
67,T67,T67,William McGirt,70.6,706,10
68,T67,T67,Rory McIlroy,70.6,706,10
69,T70,T70,Tom Hoge,70.67,212,3
70,T70,T70,Brooks Koepka,70.67,424,6
71,T72,T72,Spencer Levin,70.71,495,7
72,T72,T72,Harold Varner III,70.71,495,7
73,74,74,Vaughn Taylor,70.75,283,4
74,75,75,Scott Brown,70.78,637,9
75,76,76,Tyler Aldridge,70.8,354,5
76,77,77,Russell Knox,70.82,779,11
77,78,78,Rickie Fowler,70.83,850,12
78,T79,T79,Ricky Barnes,70.86,496,7
79,T79,T79,Bubba Watson,70.86,496,7
80,81,81,Jason Kokrak,70.89,638,9
81,T82,T82,Thomas Aiken,71.0,142,2
82,T82,T82,Aaron Baddeley,71.0,142,2
83,T82,T82,Daniel Berger,71.0,497,7
84,T82,T82,Stewart Cink,71.0,142,2
85,T82,T82,Ben Crane,71.0,497,7
86,T82,T82,Jim Furyk,71.0,355,5
87,T82,T82,Emiliano Grillo,71.0,284,4
88,T82,T82,David Hearn,71.0,639,9
89,T82,T82,J.B. Holmes,71.0,497,7
90,T82,T82,Danny Lee,71.0,639,9
91,T82,T82,Francesco Molinari,71.0,355,5
92,T82,T82,D.A. Points,71.0,71,1
93,T82,T82,Charl Schwartzel,71.0,639,9
94,T82,T82,Shawn Stefani,71.0,142,2
95,T82,T82,Brett Stegmaier,71.0,426,6
96,T82,T82,Daniel Summerhays,71.0,568,8
97,T82,T82,Jhonattan Vegas,71.0,497,7
98,99,99,Harris English,71.09,782,11
99,100,100,Tony Finau,71.11,640,9
100,T101,T101,John Senden,71.13,569,8
101,T101,T101,Hudson Swafford,71.13,569,8
102,T101,T101,Tyrone Van Aswegen,71.13,569,8
103,104,104,Patton Kizzire,71.14,498,7
104,T105,T105,Graham DeLaet,71.17,427,6
105,T105,T105,Colt Knost,71.17,427,6
106,T105,T105,Kevin Streelman,71.17,427,6
107,108,108,Charley Hoffman,71.18,783,11
108,T109,T109,Louis Oosthuizen,71.2,356,5
109,T109,T109,Brian Stuard,71.2,356,5
110,111,111,Kevin Kisner,71.22,641,9
111,T112,T112,K.J. Choi,71.25,570,8
112,T112,T112,Jeff Overton,71.25,285,4
113,T112,T112,Chris Stroud,71.25,285,4
114,T112,T112,Gary Woodland,71.25,570,8
115,116,116,Roberto Castro,71.29,499,7
116,T117,T117,Brendon de Jonge,71.33,214,3
117,T117,T117,Fabián Gómez,71.33,214,3
118,T117,T117,Billy Horschel,71.33,428,6
119,T117,T117,Kelly Kraft,71.33,214,3
120,T117,T117,Brendan Steele,71.33,428,6
121,122,122,Jason Day,71.43,500,7
122,123,123,Ryan Palmer,71.44,643,9
123,T124,T124,Ernie Els,71.5,143,2
124,T124,T124,Andres Gonzales,71.5,143,2
125,T124,T124,Hunter Mahan,71.5,143,2
126,T124,T124,Bryce Molder,71.5,572,8
127,T124,T124,Sean O'Hair,71.5,429,6
128,T124,T124,Rob Oppenheim,71.5,429,6
129,130,130,Camilo Villegas,71.6,358,5
130,T131,T131,Jerry Kelly,71.63,573,8
131,T131,T131,Scott Piercy,71.63,573,8
132,T133,T133,Jason Dufner,71.67,645,9
133,T133,T133,Chesson Hadley,71.67,215,3
134,T133,T133,Padraig Harrington,71.67,215,3
135,T133,T133,Sung Kang,71.67,430,6
136,T133,T133,Seung-Yul Noh,71.67,430,6
137,138,138,Brian Harman,71.75,574,8
138,139,139,Anirban Lahiri,71.8,359,5
139,T140,T140,Abraham Ancer,72.0,144,2
140,T140,T140,Rhein Gibson,72.0,144,2
141,T140,T140,Lucas Glover,72.0,504,7
142,T140,T140,Chris Kirk,72.0,144,2
