,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,1,1,Jhonattan Vegas,97,28
1,T2,T2,Kevin Chappell,93,29
2,T2,T2,Tom Hoge,81,29
3,T2,T2,Dustin Johnson,87,29
4,T2,T2,Smylie Kaufman,91,29
5,T2,T2,Si Woo Kim,113,29
6,T2,T2,Colt Knost,90,29
7,T2,T2,Shane Lowry,57,29
8,T2,T2,William McGirt,98,29
9,T2,T2,Rory McIlroy,69,29
10,T2,T2,Phil Mickelson,75,29
11,T2,T2,Adam Scott,79,29
12,T2,T2,Brendan Steele,88,29
13,T2,T2,Shawn Stefani,91,29
14,T15,T15,Daniel Berger,92,30
15,T15,T15,Scott Brown,88,30
16,T15,T15,Bronson Burgoon,83,30
17,T15,T15,Paul Casey,77,30
18,T15,T15,Rickie Fowler,80,30
19,T15,T15,Luke Guthrie,57,30
20,T15,T15,Brian Harman,104,30
21,T15,T15,Russell Henley,76,30
22,T15,T15,Jim Herman,93,30
23,T15,T15,Charley Hoffman,91,30
24,T15,T15,Morgan Hoffmann,71,30
25,T15,T15,J.B. Holmes,77,30
26,T15,T15,Billy Horschel,73,30
27,T15,T15,Chris Kirk,90,30
28,T15,T15,Patton Kizzire,93,30
29,T15,T15,Brooks Koepka,75,30
30,T15,T15,Marc Leishman,89,30
31,T15,T15,David Lingmerth,84,30
32,T15,T15,Ben Martin,92,30
33,T15,T15,Hideki Matsuyama,76,30
34,T15,T15,Francesco Molinari,64,30
35,T15,T15,Ryan Moore,86,30
36,T15,T15,Kevin Na,96,30
37,T15,T15,Sean O'Hair,89,30
38,T15,T15,Geoff Ogilvy,63,30
39,T15,T15,Jeff Overton,69,30
40,T15,T15,Greg Owen,85,30
41,T15,T15,Ryan Palmer,86,30
42,T15,T15,Rod Pampling,54,30
43,T15,T15,Chez Reavie,90,30
44,T15,T15,Jordan Spieth,80,30
45,T15,T15,Robert Streb,87,30
46,T15,T15,Daniel Summerhays,99,30
47,T15,T15,Hudson Swafford,104,30
48,T15,T15,Vaughn Taylor,72,30
49,T15,T15,Brendon Todd,66,30
50,T15,T15,Tyrone Van Aswegen,105,30
51,T15,T15,Harold Varner III,92,30
52,T15,T15,Jimmy Walker,85,30
53,T15,T15,Willy Wilcox,67,30
54,T55,T55,Tyler Aldridge,83,31
55,T55,T55,Robert Allenby,51,31
56,T55,T55,Abraham Ancer,51,31
57,T55,T55,Stuart Appleby,71,31
58,T55,T55,Aaron Baddeley,93,31
59,T55,T55,Ricky Barnes,97,31
60,T55,T55,Jonas Blixt,79,31
61,T55,T55,Jason Bohn,67,31
62,T55,T55,Chad Campbell,90,31
63,T55,T55,Roberto Castro,97,31
64,T55,T55,Alex Cejka,71,31
65,T55,T55,K.J. Choi,73,31
66,T55,T55,Stewart Cink,61,31
67,T55,T55,Chad Collins,73,31
68,T55,T55,Jon Curran,99,31
69,T55,T55,Jason Day,76,31
70,T55,T55,Graham DeLaet,70,31
71,T55,T55,Luke Donald,81,31
72,T55,T55,Jason Dufner,105,31
73,T55,T55,Ernie Els,66,31
74,T55,T55,Harris English,97,31
75,T55,T55,Derek Fathauer,94,31
76,T55,T55,Tony Finau,95,31
77,T55,T55,Jim Furyk,52,31
78,T55,T55,Robert Garrigus,69,31
79,T55,T55,Lucas Glover,75,31
80,T55,T55,Andres Gonzales,80,31
81,T55,T55,Jason Gore,78,31
82,T55,T55,Branden Grace,63,31
83,T55,T55,Emiliano Grillo,93,31
84,T55,T55,Chesson Hadley,81,31
85,T55,T55,Adam Hadwin,93,31
86,T55,T55,James Hahn,85,31
87,T55,T55,David Hearn,95,31
88,T55,T55,Charles Howell III,91,31
89,T55,T55,Mark Hubbard,101,31
90,T55,T55,John Huh,86,31
