,First_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_4_Scoring_Average_ROUNDS,First_Tee_Late_Par_4_Scoring_Average_AVG,First_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Steve Marino,72,3.92,718,183
1,T2,T2,Webb Simpson,70,3.95,1127,285
2,T2,T2,Brandt Snedeker,93,3.95,2056,521
3,T4,T4,Ryan Moore,86,3.96,1508,381
4,T4,T4,John Senden,88,3.96,876,221
5,T6,T6,Dustin Johnson,87,3.97,2330,587
6,T6,T6,Henrik Norlander,71,3.97,576,145
7,T8,T8,Brian Harman,104,3.98,968,243
8,T8,T8,Kevin Na,96,3.98,1452,365
9,T8,T8,Jordan Spieth,80,3.98,1952,491
10,T11,T11,Roberto Castro,97,3.99,1173,294
11,T11,T11,Kevin Chappell,93,3.99,1564,392
12,T11,T11,Rickie Fowler,80,3.99,1917,481
13,T11,T11,Ben Martin,92,3.99,731,183
14,T11,T11,Adam Scott,79,3.99,1926,483
15,T11,T11,Nick Taylor,83,3.99,742,186
16,T17,T17,Scott Brown,88,4.0,1436,359
17,T17,T17,Kevin Kisner,97,4.0,1723,431
18,T17,T17,Hideki Matsuyama,76,4.0,1672,418
19,T17,T17,Steve Stricker,53,4.0,1087,272
20,T17,T17,Chris Stroud,82,4.0,815,204
21,T17,T17,Willy Wilcox,67,4.0,468,117
22,T23,T23,Robert Allenby,51,4.01,570,142
23,T23,T23,Jason Bohn,67,4.01,602,150
24,T23,T23,Jon Curran,99,4.01,1377,343
25,T23,T23,Graham DeLaet,70,4.01,1095,273
26,T23,T23,Luke Donald,81,4.01,991,247
27,T23,T23,Jason Dufner,105,4.01,1583,395
28,T23,T23,David Hearn,95,4.01,1413,352
29,T23,T23,Charles Howell III,91,4.01,1327,331
30,T23,T23,Billy Hurley III,66,4.01,999,249
31,T23,T23,Brooks Koepka,75,4.01,1363,340
32,T23,T23,Matt Kuchar,100,4.01,2014,502
33,T23,T23,Rory McIlroy,69,4.01,1412,352
34,T23,T23,Bryce Molder,80,4.01,955,238
35,T23,T23,Patrick Reed,105,4.01,2071,516
36,T37,T37,Daniel Berger,92,4.02,1297,323
37,T37,T37,Zac Blair,99,4.02,989,246
38,T37,T37,Chad Campbell,90,4.02,1139,283
39,T37,T37,Branden Grace,63,4.02,964,240
40,T37,T37,Luke Guthrie,57,4.02,535,133
41,T37,T37,Bill Haas,86,4.02,1428,355
42,T37,T37,Russell Henley,76,4.02,1016,253
43,T37,T37,Jerry Kelly,76,4.02,998,248
44,T37,T37,Brett Stegmaier,87,4.02,1106,275
45,T37,T37,David Toms,62,4.02,829,206
46,T47,T47,Thomas Aiken,70,4.03,468,116
47,T47,T47,Abraham Ancer,51,4.03,709,176
48,T47,T47,Aaron Baddeley,93,4.03,944,234
49,T47,T47,Paul Casey,77,4.03,1411,350
50,T47,T47,Jason Day,76,4.03,1629,404
51,T47,T47,Derek Fathauer,94,4.03,907,225
52,T47,T47,Lucas Glover,75,4.03,1081,268
53,T47,T47,James Hahn,85,4.03,677,168
54,T47,T47,J.B. Holmes,77,4.03,1197,297
55,T47,T47,Freddie Jacobson,86,4.03,1177,292
56,T47,T47,Sung Kang,89,4.03,1085,269
57,T47,T47,Andrew Landry,53,4.03,577,143
58,T47,T47,Sean O'Hair,89,4.03,1129,280
59,T47,T47,Martin Piller,59,4.03,947,235
60,T47,T47,Chez Reavie,90,4.03,1141,283
61,T47,T47,Patrick Rodgers,89,4.03,1249,310
62,T47,T47,Robert Streb,87,4.03,1049,260
63,T47,T47,Tyrone Van Aswegen,105,4.03,1293,321
64,T47,T47,Jhonattan Vegas,97,4.03,1278,317
65,T47,T47,Steve Wheatcroft,85,4.03,1036,257
66,T67,T67,Ricky Barnes,97,4.04,1203,298
67,T67,T67,Alex Cejka,71,4.04,995,246
68,T67,T67,Harris English,97,4.04,1440,356
69,T67,T67,Robert Garrigus,69,4.04,670,166
70,T67,T67,Colt Knost,90,4.04,908,225
71,T67,T67,Russell Knox,92,4.04,1677,415
72,T67,T67,Martin Laird,82,4.04,1006,249
73,T67,T67,Hunter Mahan,61,4.04,670,166
74,T67,T67,Peter Malnati,85,4.04,950,235
75,T67,T67,Graeme McDowell,63,4.04,1130,280
76,T67,T67,William McGirt,98,4.04,1405,348
77,T67,T67,Rod Pampling,54,4.04,477,118
78,T67,T67,Dicky Pride,55,4.04,436,108
79,T67,T67,Scott Stallings,74,4.04,448,111
80,T67,T67,Kyle Stanley,92,4.04,904,224
81,T67,T67,Cameron Tringale,81,4.04,756,187
82,T67,T67,Bubba Watson,72,4.04,1231,305
83,T84,T84,Chris Kirk,90,4.05,1065,263
84,T84,T84,Patton Kizzire,93,4.05,1162,287
85,T84,T84,Scott Langley,65,4.05,806,199
86,T84,T84,Danny Lee,93,4.05,1308,323
87,T84,T84,Spencer Levin,104,4.05,1052,260
88,T84,T84,Phil Mickelson,75,4.05,1516,374
89,T84,T84,Rob Oppenheim,67,4.05,794,196
90,T84,T84,Vaughn Taylor,72,4.05,846,209
91,T84,T84,Justin Thomas,99,4.05,1900,469
92,T93,T93,Stuart Appleby,71,4.06,386,95
93,T93,T93,Sergio Garcia,54,4.06,1156,285
94,T93,T93,Adam Hadwin,93,4.06,1181,291
95,T93,T93,Smylie Kaufman,91,4.06,1597,393
96,T93,T93,Jason Kokrak,89,4.06,1230,303
97,T93,T93,Kelly Kraft,63,4.06,730,180
98,T93,T93,Andrew Loupe,75,4.06,894,220
99,T93,T93,Greg Owen,85,4.06,495,122
